DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,21.95,78.1,3.7,59.56,3.54,-4.82,9.44,-0.28,9.73,1.22,1.71,4.06,0.41,3.65,1.71,3.47,0.52,2.95
198102,1.09,78.04,3.51,43.95,7.13,-5.19,14.24,2.25,11.99,5.06,2.26,5.27,0.64,4.64,2.31,4.78,0.78,4.0
198103,26.61,78.07,4.55,46.58,9.86,-1.82,16.54,4.72,11.81,9.81,2.42,5.44,0.43,5.02,2.42,4.79,0.57,4.22
198104,55.5,77.95,5.74,45.59,13.73,1.14,20.46,7.94,12.52,13.99,2.62,5.7,0.44,5.26,2.54,4.86,0.56,4.31
198105,122.58,77.85,9.23,61.58,16.39,8.21,21.91,11.38,10.54,17.59,2.42,5.22,0.34,4.88,2.3,4.38,0.47,3.91
198106,184.35,77.61,11.53,67.44,18.43,11.16,23.43,13.99,9.43,19.63,2.46,5.17,0.35,4.81,2.34,4.43,0.48,3.95
198107,281.35,77.61,14.96,90.2,17.89,15.68,21.28,14.95,6.33,18.77,2.33,4.78,0.45,4.33,2.32,4.22,0.6,3.61
198108,200.4,77.63,14.66,91.55,17.34,15.36,20.57,14.56,6.01,17.91,2.0,4.37,0.3,4.07,1.98,3.84,0.42,3.42
198109,73.43,78.03,12.82,89.45,15.66,13.18,19.36,12.76,6.59,15.96,1.86,4.14,0.36,3.78,1.88,3.55,0.52,3.03
198110,2.04,78.13,8.26,70.78,12.51,6.04,17.7,9.02,8.68,11.05,1.74,4.1,0.38,3.72,1.71,3.47,0.48,3.0
198111,17.25,78.15,5.08,56.37,8.34,-1.55,14.22,4.55,9.66,5.79,1.7,3.9,0.34,3.56,1.7,3.36,0.46,2.9
198112,2.92,78.29,3.12,43.2,5.46,-7.15,12.18,1.5,10.68,2.0,1.72,4.35,0.43,3.92,1.72,3.8,0.52,3.28
198113,989.47,77.96,8.13,64.01,12.21,4.24,17.62,8.14,9.48,11.59,2.1,4.71,0.4,4.3,2.08,4.07,0.53,3.55
198201,73.55,78.2,3.26,45.76,5.42,-6.22,12.02,1.11,10.91,2.58,1.82,4.33,0.48,3.85,1.86,3.83,0.61,3.22
198202,10.85,77.91,3.64,54.52,4.5,-5.03,11.19,-0.46,11.65,2.71,2.08,4.82,0.6,4.22,2.17,4.46,0.8,3.66
198203,18.97,77.98,4.68,51.05,8.99,-1.61,15.75,3.81,11.94,8.55,2.36,5.44,0.49,4.96,2.39,4.85,0.61,4.24
198204,20.93,77.9,5.57,43.45,14.06,1.2,20.65,8.08,12.57,14.72,2.83,6.09,0.54,5.55,2.87,5.51,0.67,4.84
198205,32.13,77.99,6.62,42.07,17.18,3.6,23.69,11.17,12.51,18.43,2.76,5.99,0.44,5.56,2.74,5.31,0.55,4.76
198206,60.53,77.61,11.17,63.89,18.79,10.99,24.3,14.03,10.27,20.93,2.63,5.51,0.43,5.08,2.45,4.62,0.58,4.04
198207,183.83,77.6,13.6,78.25,18.71,14.22,22.98,15.3,7.69,20.28,2.46,5.16,0.33,4.82,2.33,4.46,0.46,4.0
198208,158.86,77.66,14.31,87.06,17.76,14.98,21.62,14.75,6.86,18.55,2.15,4.76,0.3,4.47,2.08,4.1,0.43,3.68
198209,102.47,77.93,12.13,83.75,15.71,12.0,19.83,12.61,7.22,15.88,1.89,4.23,0.38,3.85,1.86,3.59,0.53,3.05
198210,4.52,78.29,7.52,65.97,12.22,5.03,17.67,8.33,9.34,11.47,1.97,4.28,0.4,3.88,1.94,3.5,0.49,3.01
198211,5.62,78.19,5.15,56.83,8.67,-0.36,14.73,4.91,9.82,6.94,1.82,4.53,0.34,4.19,1.79,3.85,0.44,3.41
198212,3.89,78.16,3.1,41.23,6.14,-6.58,13.0,2.07,10.93,3.37,1.8,4.7,0.43,4.27,1.84,4.13,0.57,3.56
198213,676.17,77.95,7.58,59.5,12.39,3.56,18.16,8.02,10.13,12.08,2.21,4.99,0.43,4.56,2.19,4.35,0.56,3.79
198301,0.14,78.12,2.42,38.94,3.53,-9.48,10.44,-0.88,11.32,1.19,1.92,4.78,0.46,4.32,1.94,4.15,0.57,3.58
198302,0.09,77.96,2.24,31.55,4.86,-10.39,12.05,-0.25,12.29,3.41,2.36,5.53,0.48,5.05,2.39,4.94,0.59,4.35
198303,7.87,77.95,2.95,29.45,10.3,-7.27,17.78,4.54,13.24,9.99,2.81,6.25,0.59,5.66,2.93,5.84,0.77,5.07
198304,9.51,77.91,4.31,35.61,13.29,-2.59,20.18,7.41,12.77,14.03,2.87,6.4,0.55,5.85,2.96,5.93,0.73,5.2
198305,45.01,77.9,7.16,47.11,16.78,4.53,23.02,10.88,12.15,18.42,2.78,6.07,0.37,5.69,2.67,5.25,0.46,4.8
198306,84.63,77.74,9.06,50.38,19.42,7.59,25.41,13.62,11.79,21.25,2.72,5.65,0.42,5.24,2.67,4.88,0.58,4.3
198307,139.0,77.72,14.03,79.64,18.92,14.68,23.26,15.36,7.9,20.59,2.39,5.0,0.39,4.61,2.23,4.16,0.52,3.64
198308,78.89,77.8,14.23,84.2,18.24,14.93,22.41,14.9,7.51,19.54,2.32,4.97,0.38,4.59,2.2,4.17,0.55,3.62
