DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,73.61,89.53,5.06,57.92,10.35,2.02,16.32,6.33,9.99,8.21,2.0,3.52,0.76,2.76,2.48,3.86,1.02,2.84
198102,7.84,89.36,5.11,46.9,13.75,2.19,21.01,8.66,12.35,11.84,2.52,4.53,1.07,3.46,3.18,4.96,1.35,3.61
198103,32.06,89.28,5.89,41.96,17.53,4.16,24.69,11.56,13.13,16.99,2.6,4.46,0.96,3.5,3.29,4.99,1.28,3.71
198104,29.88,88.98,6.04,31.34,22.68,4.41,30.58,15.38,15.2,22.49,2.91,5.01,1.0,4.01,3.59,5.29,1.3,4.0
198105,102.17,88.74,8.99,37.92,26.16,10.28,33.01,19.3,13.71,26.87,2.69,4.7,0.95,3.75,3.31,5.03,1.21,3.83
198106,153.58,88.36,10.86,42.67,27.63,11.93,34.02,21.46,12.55,28.25,3.06,5.35,1.23,4.12,3.83,5.64,1.79,3.85
198107,490.54,88.38,17.94,82.81,24.36,21.08,27.93,21.39,6.54,24.73,2.48,4.4,0.91,3.49,3.23,4.91,1.53,3.38
198108,283.53,88.42,18.22,88.54,23.49,21.33,26.63,20.83,5.8,23.63,2.42,4.34,0.95,3.39,3.26,4.75,1.63,3.12
198109,182.8,88.93,15.82,83.43,22.24,19.09,25.92,19.16,6.76,22.04,2.04,3.57,0.68,2.89,2.69,3.95,1.09,2.85
198110,8.12,89.24,9.22,61.21,18.52,10.54,24.05,14.46,9.59,16.55,2.14,3.58,0.99,2.59,2.67,3.82,1.28,2.54
198111,44.89,89.4,6.89,57.62,14.77,5.99,20.65,10.91,9.74,12.5,1.93,3.12,0.75,2.38,2.39,3.39,0.96,2.43
198112,2.95,89.67,4.32,45.67,11.47,-0.22,18.1,7.31,10.79,8.36,2.0,3.69,0.7,3.0,2.47,3.85,0.91,2.94
198113,1411.96,89.02,9.56,56.61,19.43,9.45,25.25,14.76,10.49,18.56,2.4,4.19,0.91,3.28,3.03,4.53,1.28,3.26
198201,66.45,89.57,4.66,49.24,11.61,0.78,18.21,7.23,10.98,9.39,2.12,3.72,0.75,2.97,2.68,4.1,0.97,3.13
198202,48.11,89.29,5.05,52.7,11.69,1.81,18.43,6.87,11.56,10.36,2.37,4.26,1.08,3.18,3.02,4.56,1.41,3.14
198203,52.02,89.21,6.42,50.57,16.09,5.26,23.0,10.53,12.46,15.61,2.69,4.69,1.03,3.66,3.42,5.11,1.37,3.74
198204,21.55,88.92,6.95,36.52,22.39,6.55,29.78,15.6,14.18,22.4,3.25,5.59,1.32,4.28,4.17,6.23,1.81,4.41
198205,34.28,88.92,8.32,36.48,25.46,9.09,32.53,18.8,13.73,26.33,3.26,5.97,1.28,4.69,4.08,6.53,1.77,4.76
198206,179.14,88.4,12.01,47.4,27.17,14.41,32.96,21.47,11.49,28.09,2.65,4.8,0.86,3.94,3.22,4.98,1.18,3.8
198207,279.44,88.36,15.16,62.41,26.73,18.18,31.34,22.59,8.75,27.71,2.62,4.97,0.78,4.19,3.29,5.23,1.3,3.93
198208,254.33,88.48,17.54,82.55,24.03,20.69,27.33,21.26,6.07,24.16,2.02,3.66,0.67,2.99,2.62,4.05,1.07,2.99
198209,153.76,88.85,14.55,77.57,21.9,17.47,26.12,18.59,7.53,21.25,2.17,3.83,0.84,3.0,2.81,4.3,1.25,3.05
198210,4.12,89.41,9.88,62.5,19.33,11.67,24.93,15.13,9.8,18.15,2.1,3.4,0.89,2.51,2.6,3.54,1.16,2.39
198211,10.47,89.46,6.13,50.72,15.06,4.56,21.5,10.99,10.51,13.02,2.09,3.64,0.75,2.89,2.6,3.86,0.96,2.9
198212,18.23,89.51,3.99,40.61,12.17,-1.16,19.41,7.92,11.49,9.48,2.41,4.5,1.04,3.46,3.13,4.97,1.42,3.55
198213,1121.91,89.03,9.25,54.13,19.51,9.15,25.5,14.79,10.7,18.87,2.48,4.42,0.94,3.48,3.14,4.79,1.3,3.49
198301,10.37,89.58,3.58,41.23,10.33,-2.64,17.3,5.93,11.38,8.09,2.18,4.09,0.79,3.31,2.67,4.14,1.04,3.1
198302,5.85,89.35,3.41,33.98,12.08,-3.34,19.68,6.63,13.05,10.53,2.56,4.65,1.05,3.6,3.2,4.86,1.32,3.54
198303,4.47,89.14,3.86,26.59,17.96,-1.95,26.32,11.3,15.02,17.4,3.4,6.22,1.54,4.67,4.41,6.81,2.08,4.73
198304,20.61,88.98,5.37,30.08,21.79,2.6,29.38,15.13,14.26,22.3,3.33,6.12,1.38,4.74,4.2,6.47,1.87,4.6
198305,34.19,88.8,7.55,31.47,26.41,7.59,33.44,19.26,14.18,27.66,2.94,5.49,0.85,4.64,3.53,5.66,0.99,4.67
198306,85.41,88.52,9.06,34.94,28.2,9.56,34.8,21.5,13.29,29.24,3.13,5.69,1.11,4.58,3.85,5.98,1.51,4.46
198307,163.27,88.5,15.55,62.14,27.07,18.7,32.04,22.89,9.15,28.51,2.51,4.81,0.75,4.07,3.0,4.81,1.24,3.58
198308,217.73,88.62,17.22,78.3,24.66,20.48,28.58,21.48,7.1,25.15,2.27,4.2,0.74,3.46,3.0,4.54,1.27,3.27
198309,376.2,88.82,16.46,84.86,22.61,19.76,26.0,19.95,6.05,22.51,2.21,3.86,0.93,2.93,2.99,4.42,1.56,2.86
198310,100.68,89.16,11.88,74.99,19.08,14.22,23.48,15.8,7.67,18.01,1.94,3.14,0.7,2.45,2.45,3.5,0.91,2.59
198311,0.0,89.6,6.78,57.43,14.78,6.1,20.75,10.89,9.86,12.3,1.92,2.98,0.75,2.23,2.36,3.08,0.93,2.15
198312,25.84,89.54,4.59,49.1,11.43,0.64,17.78,7.49,10.29,8.44,2.02,3.43,0.9,2.53,2.54,3.67,1.17,2.5
198313,1044.65,89.05,8.81,50.55,19.74,7.71,25.82,14.9,10.92,19.22,2.53,4.55,0.95,3.6,3.18,4.83,1.32,3.5
198401,8.65,89.36,3.8,44.5,9.98,-1.93,16.99,5.62,11.37,7.37,2.25,4.02,0.97,3.04,2.84,4.4,1.26,3.13
198402,46.45,89.32,4.05,40.38,12.19,-1.37,19.94,6.56,13.39,10.38,2.59,4.5,1.2,3.3,3.3,4.76,1.63,3.13
198403,3.36,89.1,4.94,31.64,19.04,1.65,27.42,12.34,15.08,17.82,3.11,5.46,1.4,4.06,3.95,5.91,1.81,4.09
198404,9.7,88.87,5.31,25.17,24.07,2.66,32.17,16.5,15.67,24.41,3.36,5.79,1.48,4.31,4.29,6.45,1.96,4.49
198405,21.77,88.52,6.73,25.39,27.98,4.56,35.72,20.18,15.54,28.92,3.17,5.58,1.23,4.35,3.85,5.69,1.55,4.14
198406,223.52,88.25,15.11,61.37,26.65,18.27,31.51,22.22,9.29,27.97,2.37,4.41,0.61,3.8,2.86,4.51,0.96,3.55
198407,210.08,88.41,16.55,75.86,24.53,19.81,28.69,20.93,7.76,25.41,2.5,4.53,0.79,3.74,3.13,4.75,1.36,3.39
198408,237.74,88.48,16.84,76.96,24.57,20.1,28.46,21.38,7.08,25.0,2.11,4.0,0.6,3.4,2.72,4.33,1.02,3.31
198409,126.11,88.86,14.76,81.42,21.42,17.85,25.56,18.33,7.23,21.25,2.42,4.21,1.03,3.17,3.21,4.57,1.7,2.87
198410,20.57,89.2,9.04,54.73,19.88,10.13,25.87,15.31,10.56,18.52,2.07,3.3,0.8,2.49,2.57,3.52,1.04,2.48
198411,3.5,89.56,4.75,39.84,15.0,1.33,22.15,10.39,11.77,12.66,2.16,3.6,0.74,2.85,2.63,3.59,0.92,2.67
198412,5.25,89.32,3.62,35.46,12.58,-2.7,20.27,7.92,12.34,9.88,2.41,4.35,1.1,3.25,3.07,4.67,1.44,3.23
198413,916.7,88.94,8.8,49.41,19.84,7.55,26.25,14.83,11.42,19.15,2.54,4.48,1.0,3.48,3.2,4.76,1.39,3.37
