DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,69.29,94.54,5.59,56.36,13.07,4.34,19.18,8.83,10.35,11.07,1.96,3.29,0.74,2.55,2.56,4.08,1.02,3.05
198102,8.28,94.3,5.61,45.54,16.5,4.39,23.98,11.06,12.92,14.76,2.42,4.0,1.08,2.91,3.23,4.66,1.43,3.23
198103,31.01,94.16,6.27,38.54,20.76,5.84,28.19,14.39,13.8,20.27,2.51,4.01,1.01,3.0,3.39,5.31,1.36,3.94
198104,23.91,93.74,6.24,27.51,26.27,5.62,34.47,18.43,16.03,26.14,2.76,4.41,1.05,3.36,3.64,5.38,1.4,3.98
198105,101.6,93.44,9.32,33.25,29.94,11.58,37.11,22.67,14.44,30.67,2.65,4.25,0.98,3.26,3.49,5.3,1.3,4.0
198106,172.01,93.02,11.28,38.47,31.24,13.24,37.78,24.8,12.98,31.78,3.12,5.07,1.47,3.6,4.16,5.97,2.09,3.88
198107,448.07,93.1,19.45,80.8,27.02,23.31,30.6,24.01,6.6,27.26,2.48,4.18,0.97,3.21,3.5,5.11,1.67,3.44
198108,283.69,93.16,19.75,86.96,26.0,23.56,29.06,23.38,5.68,26.01,2.31,4.02,0.85,3.18,3.3,4.79,1.54,3.25
198109,180.43,93.71,17.25,81.28,24.97,21.41,28.64,21.72,6.92,24.74,1.94,3.08,0.77,2.31,2.75,4.02,1.2,2.82
198110,4.19,94.09,9.84,57.53,21.42,12.46,27.01,17.0,10.01,19.46,2.02,3.3,0.85,2.45,2.64,3.97,1.11,2.86
198111,51.07,94.32,7.49,55.76,17.45,8.19,23.47,13.39,10.08,15.31,1.85,2.87,0.64,2.23,2.41,3.55,0.8,2.75
198112,3.45,94.67,4.72,44.83,13.9,1.83,20.81,9.55,11.26,11.09,1.95,3.32,0.77,2.55,2.53,3.81,0.99,2.82
198113,1377.0,93.85,10.27,54.01,22.4,11.36,28.36,17.46,10.9,21.57,2.33,3.81,0.93,2.88,3.13,4.66,1.33,3.34
198201,67.07,94.56,5.16,48.86,14.11,3.04,20.94,9.6,11.34,12.14,2.12,3.49,0.82,2.67,2.84,4.26,1.1,3.16
198202,54.28,94.27,5.58,51.52,14.36,4.1,21.24,9.36,11.88,13.1,2.3,3.89,1.14,2.75,3.12,4.57,1.46,3.11
198203,56.38,94.1,7.07,49.01,19.01,7.54,26.05,13.23,12.82,18.54,2.7,4.44,1.07,3.37,3.67,5.38,1.44,3.95
198204,25.03,93.7,7.47,33.3,25.99,8.36,33.63,18.93,14.7,25.96,3.13,5.31,1.31,4.0,4.21,6.36,1.83,4.53
198205,43.96,93.67,9.15,34.57,28.93,11.35,36.05,22.17,13.88,29.79,3.22,5.87,1.23,4.64,4.26,6.74,1.72,5.02
198206,182.72,93.09,12.64,42.68,30.76,16.04,36.72,24.84,11.88,31.55,2.57,4.45,0.94,3.52,3.35,5.18,1.34,3.85
198207,272.5,93.05,15.93,56.94,30.15,19.8,35.01,25.71,9.3,31.1,2.71,4.72,1.07,3.65,3.66,5.43,1.74,3.68
