,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198203,39.68,99.1,7.1,41.0,23.04,8.43,31.02,16.25,14.77,23.32,2.67,4.5,0.95,3.54,4.02,6.29,1.3,4.99
198204,47.1,98.59,7.62,29.24,29.46,9.22,37.82,21.57,16.25,30.26,3.25,5.53,1.19,4.34,4.84,7.3,1.6,5.7
198205,52.05,98.49,8.99,28.64,32.95,11.78,40.32,25.26,15.07,34.08,2.74,4.67,1.0,3.66,3.93,6.2,1.36,4.84
198206,131.94,97.94,15.56,48.42,33.09,20.37,38.77,27.48,11.28,34.77,2.98,4.8,1.31,3.49,4.04,6.42,1.81,4.61
198207,232.65,97.93,18.39,62.32,31.61,23.2,36.21,27.32,8.89,32.52,3.53,5.19,1.94,3.25,4.94,6.86,2.88,3.98
198208,213.8,98.05,20.33,77.68,29.3,24.97,33.31,26.01,7.3,29.51,3.47,5.31,1.87,3.44,5.24,7.14,3.37,3.77
198209,146.1,98.53,18.42,79.31,27.3,23.32,31.54,23.71,7.83,27.24,2.47,3.8,1.24,2.57,3.77,5.31,2.0,3.31
198210,6.89,99.2,11.23,52.75,26.0,15.45,32.51,20.36,12.15,25.8,1.85,2.87,0.76,2.11,2.81,4.64,0.95,3.68
198211,12.7,99.42,7.69,48.2,21.12,9.51,28.36,15.65,12.7,20.65,2.03,3.4,0.65,2.75,3.07,4.91,0.81,4.1
198212,5.08,99.59,4.82,40.03,16.88,3.05,25.16,11.11,14.05,15.8,2.14,3.78,0.61,3.17,3.22,5.37,0.87,4.5
198213,951.79,98.81,10.97,49.78,25.5,13.31,32.21,19.84,12.36,25.69,2.69,4.34,1.14,3.19,3.98,6.03,1.66,4.37
198301,0.23,99.72,3.54,31.55,15.92,-1.3,24.0,9.86,14.14,14.73,2.17,3.31,0.84,2.47,3.17,4.93,1.07,3.86
198302,0.24,99.38,3.09,21.73,19.06,-3.16,28.08,11.83,16.26,18.94,2.98,4.74,1.26,3.48,4.56,6.81,1.66,5.15
198303,4.21,98.94,3.39,16.34,25.38,-2.27,34.51,17.21,17.3,25.76,3.66,6.26,1.69,4.57,5.55,8.3,2.36,5.94
198304,8.87,98.68,5.93,24.57,28.86,4.98,36.85,21.21,15.64,29.97,3.65,6.26,1.51,4.75,5.38,7.82,2.23,5.6
198305,25.98,98.42,9.02,28.37,33.13,11.66,40.2,25.77,14.43,35.23,2.81,4.85,1.05,3.8,3.83,6.07,1.32,4.75
198306,116.89,98.01,12.39,35.93,35.01,15.85,41.14,28.73,12.41,36.63,3.62,5.75,1.73,4.03,4.97,7.11,2.6,4.51
198307,202.85,98.07,18.91,63.07,31.93,23.71,36.34,27.7,8.65,33.13,2.61,3.92,1.24,2.67,3.72,5.53,2.08,3.45
198308,113.49,98.23,19.71,72.3,30.07,24.49,34.45,26.32,8.13,30.67,3.58,5.33,2.02,3.32,5.2,6.71,3.66,3.04
198309,52.84,98.49,17.91,68.95,29.31,22.94,33.96,25.43,8.53,29.94,3.51,5.21,1.87,3.34,5.11,6.9,3.2,3.69
198310,57.31,98.91,12.64,56.86,26.32,16.72,32.52,21.26,11.26,26.55,2.19,3.4,0.87,2.53,3.31,5.13,1.44,3.69
198311,0.0,99.52,6.77,40.45,21.94,7.8,29.88,16.17,13.71,21.52,1.97,2.8,0.68,2.11,2.94,4.63,0.82,3.81
198312,7.3,99.61,4.36,35.82,17.18,1.54,25.51,11.54,13.97,16.19,2.2,3.55,0.78,2.77,3.29,5.28,1.04,4.25
198313,590.21,98.83,9.85,41.48,26.21,10.33,33.14,20.29,12.84,26.64,2.91,4.61,1.29,3.32,4.24,6.26,1.96,4.3
198401,6.67,99.46,3.72,32.76,15.88,-0.99,24.65,9.82,14.83,15.09,2.69,4.48,0.9,3.58,4.01,6.0,1.23,4.76
198402,25.56,99.35,3.87,29.48,17.91,-0.94,27.24,10.68,16.56,17.69,3.07,4.73,1.66,3.07,4.74,6.73,2.23,4.49
198403,3.74,98.87,3.73,17.63,25.99,-0.63,35.69,17.56,18.13,26.02,3.0,5.13,0.95,4.18,4.46,6.93,1.31,5.62
198404,8.91,98.45,4.85,16.07,32.07,2.64,40.57,23.83,16.74,33.01,3.21,5.52,1.07,4.45,4.67,7.01,1.38,5.62
198405,28.89,98.1,10.04,31.08,33.37,12.16,40.94,25.84,15.1,35.31,4.02,6.32,1.94,4.38,5.42,8.06,2.6,5.46
198406,252.59,97.81,18.51,65.28,30.93,23.29,35.16,27.07,8.09,31.86,3.52,5.36,1.72,3.63,4.88,6.91,2.8,4.1
198407,281.05,98.05,20.2,81.02,28.48,24.86,31.83,25.48,6.35,28.73,2.84,4.39,1.54,2.84,4.12,5.67,2.68,2.99
198408,233.9,98.07,20.4,81.52,28.54,25.02,32.15,25.47,6.67,28.55,3.35,5.29,1.62,3.67,5.03,6.95,3.02,3.93
198409,239.49,98.6,18.19,84.92,25.93,23.14,29.61,22.93,6.68,25.71,2.71,4.05,1.26,2.79,4.13,5.59,2.3,3.29
198410,12.54,98.98,13.04,64.73,24.82,17.48,30.78,19.98,10.8,24.27,1.81,2.91,0.67,2.24,2.69,4.34,1.0,3.34
198411,0.0,99.52,6.36,41.93,20.44,7.0,28.55,14.83,13.72,19.3,1.88,2.81,0.63,2.18,2.77,4.4,0.74,3.65
198412,2.04,99.35,4.57,37.79,16.68,2.06,25.43,10.71,14.72,15.28,2.13,3.54,0.79,2.75,3.19,5.13,1.04,4.1
198413,1095.38,98.72,10.64,48.75,25.1,11.29,31.89,19.54,12.35,25.08,2.85,4.54,1.23,3.32,4.17,6.14,1.86,4.28
198501,16.46,99.58,4.9,41.97,16.39,2.94,24.36,10.89,13.47,15.49,2.41,3.86,1.0,2.86,3.64,5.59,1.41,4.18
198502,0.83,98.9,2.82,20.91,18.72,-4.26,28.29,11.37,16.92,17.77,2.54,4.27,0.83,3.43,3.63,5.54,1.03,4.51
198503,0.63,98.74,2.88,12.65,26.65,-4.41,36.54,17.74,18.8,26.63,3.27,5.75,1.24,4.51,4.95,7.61,1.58,6.04
198504,0.79,98.35,5.48,18.55,31.8,4.1,40.39,23.72,16.68,32.98,3.84,6.71,1.45,5.25,5.6,8.44,2.1,6.33
198505,25.09,98.19,8.67,26.12,33.78,10.75,41.01,26.11,14.91,35.66,3.01,5.12,1.1,4.03,4.17,6.62,1.43,5.19
198506,62.15,97.72,13.66,38.51,34.96,17.96,40.82,29.0,11.82,37.1,3.41,5.33,1.66,3.67,4.51,6.71,2.34,4.37
198507,481.96,98.16,19.06,75.8,28.72,23.9,32.33,25.47,6.86,29.26,3.43,5.1,1.85,3.25,4.85,6.61,3.24,3.37
198508,274.85,98.1,20.98,83.21,28.65,25.5,32.04,25.64,6.4,28.63,2.82,4.31,1.41,2.9,4.22,5.75,2.48,3.27
198509,267.79,98.53,19.41,87.38,26.56,24.26,29.55,24.01,5.54,26.41,2.56,4.0,1.37,2.63,3.98,5.41,2.44,2.97
198510,133.02,99.07,15.44,81.5,23.88,20.47,27.85,20.31,7.54,23.48,1.73,2.7,0.69,2.0,2.68,4.17,1.11,3.07
198511,0.0,99.4,9.99,71.31,18.97,13.6,25.05,14.32,10.73,17.79,1.7,2.66,0.6,2.06,2.49,3.91,0.81,3.11
198512,5.56,99.56,7.35,62.76,16.34,9.11,23.38,11.48,11.9,15.28,2.1,3.4,0.79,2.61,3.2,4.93,1.13,3.8
198513,1269.14,98.69,10.94,51.95,25.48,12.09,31.81,20.05,11.76,25.57,2.73,4.43,1.17,3.26,3.99,5.94,1.76,4.18
198601,1.46,99.6,5.49,50.03,15.36,4.85,23.56,9.62,13.94,14.42,2.5,3.92,1.18,2.74,3.82,5.61,1.59,4.02
198602,14.11,99.38,5.74,42.79,18.55,5.29,27.1,12.12,14.97,18.32,2.93,4.54,1.44,3.09,4.58,6.94,1.97,4.98
198603,1.96,98.94,5.0,25.43,24.91,3.29,34.03,17.06,16.96,25.01,3.25,5.46,1.31,4.14,4.92,7.37,1.8,5.56
198604,21.28,98.56,5.41,19.06,30.87,3.92,39.17,22.72,16.45,32.04,3.03,5.16,1.12,4.04,4.46,7.26,1.49,5.77
198605,49.4,98.38,8.95,30.46,31.67,11.33,38.88,24.06,14.82,33.15,3.14,5.28,1.29,3.99,4.4,6.62,1.77,4.85
198606,143.68,97.85,13.37,39.69,34.26,17.0,40.18,28.31,11.86,36.33,3.56,5.33,1.79,3.53,4.75,6.9,2.58,4.32
198607,368.51,98.11,20.04,81.54,28.22,24.73,31.54,25.3,6.24,28.31,3.94,5.84,2.04,3.8,5.69,7.53,3.7,3.83
198608,203.44,98.21,19.86,78.83,28.69,24.6,32.69,25.18,7.52,28.86,3.0,4.65,1.57,3.09,4.53,6.23,2.81,3.42
198609,80.24,98.66,17.19,75.24,27.1,22.26,31.62,23.41,8.21,27.3,3.28,4.88,1.82,3.06,4.84,6.45,3.14,3.31
198610,60.05,99.16,11.27,56.2,24.72,15.05,31.16,19.17,11.99,24.41,1.89,2.97,0.7,2.27,2.8,4.55,1.02,3.53
198611,0.85,99.42,6.41,39.94,21.36,7.0,29.19,14.76,14.43,20.15,1.85,2.87,0.6,2.27,2.72,4.43,0.79,3.64
198612,28.64,99.74,5.5,43.85,17.55,4.77,25.23,12.11,13.13,16.58,2.17,3.32,0.94,2.38,3.23,5.09,1.25,3.85
198613,973.61,98.83,10.39,48.69,25.29,12.06,32.04,19.51,12.52,25.43,2.88,4.52,1.32,3.2,4.23,6.24,1.99,4.25
198701,5.0,99.76,4.48,38.15,16.38,1.79,24.84,10.29,14.55,15.4,2.23,3.24,1.07,2.17,3.34,5.01,1.31,3.7
198702,1.65,99.54,4.29,27.28,20.95,1.23,29.66,14.16,15.5,20.4,2.72,4.45,0.95,3.5,4.04,5.96,1.33,4.63
198703,11.98,99.02,4.66,23.08,25.34,2.46,33.91,17.61,16.3,25.52,2.65,4.54,0.99,3.55,3.89,6.05,1.28,4.77
198704,17.7,98.68,5.24,19.16,30.65,2.63,39.05,22.47,16.58,31.78,3.64,5.94,1.59,4.34,5.33,7.72,2.28,5.44
198705,19.51,98.57,7.49,25.21,32.87,8.87,40.31,25.2,15.11,34.55,3.0,4.91,1.29,3.63,4.4,6.78,1.83,4.95
198706,51.93,97.91,12.44,34.43,35.59,16.35,41.93,29.26,12.67,38.11,3.45,5.55,1.45,4.11,4.67,7.09,1.96,5.14
198707,354.33,97.97,20.21,75.96,29.8,24.81,33.26,26.64,6.62,30.4,3.09,4.81,1.5,3.31,4.38,6.32,2.48,3.84
198708,392.73,98.17,20.73,86.11,27.89,25.3,30.94,25.21,5.73,27.77,3.24,4.93,1.67,3.27,4.81,6.66,2.93,3.73
198709,330.34,98.57,19.67,86.62,26.93,24.47,29.97,24.2,5.77,26.7,2.3,3.57,1.2,2.37,3.54,4.77,2.26,2.5
198710,72.64,99.17,15.12,80.42,23.82,20.19,28.33,19.7,8.63,23.36,1.59,2.49,0.6,1.9,2.35,3.61,0.91,2.7
198711,0.35,99.38,9.23,63.42,19.49,12.18,26.36,14.52,11.84,18.14,1.68,2.5,0.62,1.89,2.51,4.07,0.79,3.28
198712,2.01,99.76,6.14,52.22,16.47,6.38,24.65,11.17,13.48,15.13,1.97,2.92,0.77,2.15,3.01,4.71,1.03,3.68
198713,1260.18,98.87,10.85,51.2,25.52,12.3,31.93,20.06,11.87,25.61,2.63,4.15,1.14,3.01,3.85,5.73,1.7,4.02
198801,1.47,99.56,4.97,42.42,16.33,3.36,24.89,10.87,14.02,15.23,2.32,3.74,0.83,2.91,3.52,5.46,1.13,4.33
198802,5.33,99.29,4.6,31.16,20.01,2.14,28.72,13.25,15.47,19.08,2.45,3.92,0.91,3.01,3.61,5.52,1.25,4.27
198803,42.66,98.86,5.77,30.6,24.08,5.11,32.97,16.43,16.53,23.99,2.8,4.88,1.01,3.87,4.18,6.54,1.45,5.09
198804,23.3,98.66,6.05,21.21,31.02,4.84,39.68,22.86,16.81,31.67,2.79,4.87,0.92,3.95,4.03,6.57,1.2,5.37
198805,61.66,98.2,10.8,33.97,32.91,14.26,40.44,25.45,14.99,34.54,3.39,5.73,1.48,4.26,4.82,7.12,1.94,5.17
198806,138.38,98.06,15.63,49.05,33.07,20.37,38.7,27.67,11.03,34.94,3.14,5.03,1.51,3.52,4.24,6.63,2.14,4.49
198807,318.31,98.12,20.71,79.42,29.3,25.28,32.72,26.29,6.43,29.64,3.18,4.78,1.68,3.1,4.63,6.34,3.0,3.34
198808,352.64,98.17,20.72,84.89,28.14,25.29,31.27,25.41,5.87,28.15,2.97,4.53,1.46,3.07,4.46,6.26,2.61,3.65
198809,115.32,98.53,19.83,84.6,27.47,24.61,31.05,24.35,6.71,27.35,2.54,3.96,1.2,2.76,3.94,5.56,2.13,3.43
198810,15.88,98.91,13.26,65.2,25.12,17.91,31.31,20.14,11.17,25.06,1.94,2.9,0.83,2.06,3.01,4.85,1.08,3.77
198811,0.01,99.49,7.33,43.13,22.24,8.92,30.23,16.69,13.54,21.6,2.07,3.05,0.86,2.19,3.16,5.0,1.09,3.91
198812,25.65,99.7,5.3,40.14,18.36,4.35,26.21,13.15,13.06,17.34,2.16,3.2,0.86,2.34,3.22,5.02,1.08,3.94
198813,1100.61,98.79,11.27,50.6,25.67,13.08,32.34,20.22,12.12,25.72,2.65,4.22,1.13,3.09,3.9,5.91,1.68,4.23
198901,17.36,99.45,4.23,39.81,14.63,0.96,23.34,8.51,14.84,13.82,2.53,3.95,1.06,2.89,3.78,5.52,1.48,4.04
198902,7.96,99.27,4.01,30.02,18.39,0.25,27.66,10.9,16.75,18.01,3.31,5.83,1.58,4.24,5.08,7.56,2.19,5.38
198903,9.45,98.95,4.23,21.15,24.91,0.72,34.02,17.16,16.86,25.2,3.34,5.77,1.19,4.59,5.0,7.48,1.69,5.78
198904,0.9,98.42,3.04,11.03,30.42,-3.52,40.14,21.24,18.9,31.14,4.0,7.13,1.37,5.75,6.04,9.28,1.81,7.47
198905,48.56,98.22,9.56,29.79,33.47,10.5,40.68,26.19,14.49,35.3,4.1,6.81,1.75,5.06,5.74,8.45,2.51,5.94
198906,66.59,98.06,15.35,47.66,33.15,20.23,38.53,27.92,10.62,35.05,3.9,5.69,2.0,3.69,5.21,7.05,3.11,3.94
198907,266.07,98.14,19.03,69.2,30.28,23.88,34.41,26.56,7.85,31.28,3.2,4.96,1.49,3.47,4.41,6.3,2.41,3.89
198908,165.45,98.24,19.84,78.53,28.74,24.59,32.54,25.42,7.12,28.94,3.22,4.88,1.76,3.11,4.92,6.3,3.41,2.89
198909,109.11,98.48,18.35,73.21,28.7,23.34,33.0,25.03,7.96,29.15,3.0,4.48,1.48,3.01,4.44,6.09,2.57,3.51
198910,21.1,98.98,11.94,52.24,26.85,15.73,33.37,21.39,11.99,26.79,1.81,2.78,0.66,2.12,2.7,4.39,0.91,3.49
198911,1.05,99.55,5.45,33.87,21.45,4.75,29.48,15.32,14.16,20.34,2.04,3.25,0.86,2.39,2.99,4.78,0.99,3.78
198912,5.85,99.78,3.91,32.19,17.13,-0.16,25.49,11.4,14.1,15.97,2.09,3.17,0.77,2.4,3.08,4.88,1.0,3.89
198913,719.45,98.79,9.95,43.35,25.71,10.18,32.74,19.8,12.94,25.95,3.04,4.88,1.33,3.55,4.44,6.5,2.0,4.49
199001,0.0,99.43,3.33,25.86,18.0,-1.94,27.23,10.92,16.31,16.86,2.29,3.84,0.9,2.94,3.36,5.17,1.14,4.03
199002,28.03,99.38,5.0,34.16,19.93,2.55,27.64,13.6,14.04,19.74,2.59,4.34,1.07,3.28,3.8,6.27,1.39,4.88
199003,7.22,99.18,4.56,24.03,24.39,1.89,32.69,16.91,15.78,24.63,2.63,4.19,0.98,3.2,3.78,5.96,1.37,4.58
199004,3.51,98.47,4.58,17.06,30.2,1.84,38.85,21.83,17.02,31.22,3.55,6.18,1.37,4.82,5.28,7.99,1.92,6.07
199005,15.58,98.24,10.62,30.23,34.62,14.14,40.87,27.99,12.88,37.12,2.97,5.17,1.14,4.03,4.01,6.74,1.52,5.23
199006,149.67,97.83,15.51,46.88,34.18,20.0,39.42,29.06,10.36,36.25,3.49,5.59,1.48,4.11,4.63,7.02,2.27,4.75
199007,541.35,97.95,20.31,78.77,29.08,24.93,32.59,26.0,6.59,29.43,3.46,5.34,1.77,3.58,4.99,6.91,3.25,3.66
199008,157.69,98.36,20.87,86.05,28.04,25.45,31.07,25.25,5.83,27.94,2.94,4.45,1.46,2.98,4.41,5.9,2.73,3.17
199009,121.07,98.54,19.39,83.22,27.39,24.25,30.9,24.38,6.52,27.34,2.8,4.3,1.42,2.89,4.3,5.88,2.69,3.19
199010,20.55,99.13,12.94,64.1,24.7,17.1,30.82,20.07,10.74,24.55,2.15,3.29,1.04,2.25,3.33,4.94,1.65,3.28
199011,0.0,99.38,7.48,42.75,22.54,9.12,30.64,16.8,13.85,21.88,2.02,2.99,0.9,2.08,3.1,5.04,1.13,3.92
199012,0.02,99.7,4.93,37.71,18.06,3.3,26.29,12.36,13.93,17.0,2.03,3.12,0.77,2.34,3.04,4.93,0.97,3.97
199013,1044.7,98.8,10.83,47.68,25.95,11.94,32.43,20.46,11.97,26.18,2.74,4.4,1.19,3.2,4.0,6.06,1.84,4.22
199101,7.08,99.57,4.15,35.01,16.59,0.54,24.87,10.49,14.39,15.77,2.29,3.57,0.98,2.58,3.36,5.12,1.24,3.88
199102,0.04,99.38,3.53,21.08,21.86,-1.72,31.29,14.62,16.67,21.68,3.08,5.24,1.26,3.97,4.7,6.93,1.55,5.38
199103,5.15,99.0,3.81,17.66,26.53,-0.5,35.63,18.63,17.0,26.84,3.02,5.18,1.18,4.0,4.49,7.18,1.52,5.66
199104,1.53,98.63,4.12,14.35,30.94,-0.23,39.67,22.42,17.25,31.84,3.1,5.47,1.08,4.38,4.47,7.07,1.47,5.6
199105,10.76,98.28,7.59,20.95,35.29,8.2,42.97,27.54,15.44,37.43,3.33,6.21,0.81,5.4,4.65,7.96,0.98,6.98
199106,102.78,98.0,15.72,49.85,32.85,20.56,38.07,27.87,10.2,34.43,3.63,5.44,1.85,3.58,4.9,6.95,2.77,4.18
199107,134.59,97.89,18.77,62.45,31.76,23.62,36.52,27.58,8.94,32.83,4.23,6.17,2.22,3.95,5.78,8.09,3.5,4.59
199108,196.44,98.13,19.58,74.02,29.54,24.37,33.64,26.06,7.58,30.01,3.7,5.46,1.95,3.51,5.36,7.07,3.52,3.56
199109,160.34,98.59,18.51,78.46,27.62,23.5,31.78,24.13,7.65,27.87,2.36,3.75,0.93,2.82,3.53,5.19,1.73,3.47
199110,1.66,98.99,11.42,53.55,25.84,15.53,32.83,20.15,12.68,26.13,1.79,2.77,0.63,2.14,2.76,4.7,0.83,3.86
199111,0.11,99.56,5.46,35.44,20.64,4.71,28.99,14.71,14.28,19.74,2.12,3.13,0.99,2.15,3.15,4.79,1.22,3.56
199112,17.34,99.65,4.85,38.61,17.6,2.73,25.58,12.04,13.54,16.63,2.19,3.39,0.76,2.63,3.27,5.16,1.01,4.14
199113,637.82,98.8,9.83,41.93,26.44,10.18,33.49,20.55,12.94,26.79,2.9,4.64,1.22,3.43,4.2,6.35,1.78,4.57
199201,0.42,99.75,4.16,35.16,16.49,1.0,24.82,10.23,14.59,15.56,2.12,3.25,0.87,2.38,3.18,5.15,1.16,3.99
199202,4.19,99.32,3.29,24.66,18.64,-2.31,27.47,11.33,16.14,18.28,2.71,4.41,1.1,3.31,4.03,6.16,1.51,4.65
199203,0.24,98.88,3.68,16.43,26.47,-1.07,36.01,18.17,17.84,26.83,4.55,7.84,1.97,5.87,6.82,10.01,3.05,6.96
199204,0.44,98.6,4.35,14.49,31.83,0.8,40.9,23.28,17.62,32.82,4.34,7.44,1.71,5.73,6.41,9.24,2.55,6.69
199205,39.83,98.38,8.08,26.55,32.65,9.56,40.03,25.27,14.75,34.51,3.38,5.48,1.3,4.17,4.76,7.03,1.82,5.22
199206,82.63,97.98,13.56,40.13,33.94,17.77,39.92,27.77,12.15,35.82,3.41,5.28,1.68,3.6,4.66,6.93,2.34,4.59
199207,176.46,98.1,17.01,60.35,31.15,21.87,35.97,26.72,9.25,32.22,3.74,5.61,1.62,3.99,5.15,7.3,2.72,4.57
199208,188.47,98.26,19.22,72.89,29.5,24.07,33.69,25.81,7.88,29.96,3.43,5.31,1.69,3.62,5.05,6.65,3.26,3.38
199209,82.3,98.52,17.2,68.28,28.75,22.23,33.99,24.34,9.66,29.39,2.88,4.38,1.41,2.97,4.33,6.09,2.37,3.73
199210,41.87,99.0,11.45,50.62,26.75,15.38,33.36,21.22,12.13,26.91,1.89,3.0,0.68,2.32,2.83,4.54,0.91,3.63
199211,5.67,99.54,6.82,40.91,22.05,7.86,29.72,16.14,13.59,21.31,2.07,3.2,0.81,2.39,3.06,5.0,1.07,3.93
199212,2.97,99.76,4.46,34.67,17.73,1.79,25.75,12.08,13.67,16.44,1.91,2.93,0.76,2.17,2.78,4.45,0.93,3.53
199213,625.5,98.84,9.46,40.51,26.34,9.95,33.47,20.21,13.26,26.68,3.04,4.84,1.3,3.54,4.42,6.55,1.98,4.57
199301,6.52,99.52,3.93,33.55,16.17,-0.38,24.74,9.72,15.01,15.52,2.67,4.57,1.15,3.42,4.02,6.19,1.58,4.61
199302,1.57,99.36,3.36,21.19,21.07,-2.76,30.05,13.82,16.24,20.47,2.55,4.06,1.0,3.05,3.77,5.98,1.21,4.77
199303,33.2,99.15,4.63,25.73,23.6,1.73,32.46,16.08,16.38,23.82,3.62,5.99,1.68,4.31,5.51,7.99,2.4,5.59
199304,16.37,98.78,6.36,24.12,29.62,6.03,38.2,21.61,16.58,30.68,3.38,5.73,1.44,4.29,5.01,7.58,1.9,5.67
199305,42.26,98.31,9.39,29.23,33.31,12.0,40.34,26.02,14.32,35.03,2.95,5.31,0.99,4.32,4.16,6.72,1.35,5.36
199306,137.74,98.01,14.26,42.99,33.95,18.86,39.83,28.13,11.7,36.08,3.61,5.65,1.64,4.01,4.89,7.54,2.32,5.22
199307,141.19,97.97,18.6,62.03,31.71,23.48,36.53,27.29,9.24,32.83,3.84,6.0,1.63,4.37,5.32,7.6,2.85,4.75
199308,159.32,98.12,18.88,68.25,30.34,23.75,34.85,26.38,8.47,31.14,2.65,4.13,1.2,2.93,3.83,5.27,2.1,3.17
199309,192.19,98.59,18.21,79.57,27.12,23.23,31.08,23.93,7.15,27.21,3.26,4.93,1.64,3.29,4.93,6.61,3.09,3.52
199310,5.86,99.15,11.94,55.32,25.69,15.51,32.51,20.72,11.79,25.47,1.75,3.1,0.55,2.55,2.57,4.64,0.68,3.97
199311,6.51,99.41,7.45,44.56,21.72,8.87,29.63,16.16,13.47,21.05,1.78,3.05,0.5,2.55,2.57,4.51,0.71,3.8
199312,0.0,99.66,3.78,29.7,17.63,-0.41,26.31,12.22,14.08,16.15,1.95,3.01,0.7,2.31,2.86,4.66,0.92,3.75
199313,742.73,98.83,10.1,43.15,26.01,10.9,33.05,20.2,12.85,26.31,2.83,4.63,1.18,3.45,4.12,6.27,1.76,4.51
199401,18.15,99.45,4.62,36.39,17.72,1.9,26.25,11.73,14.52,16.8,2.53,4.26,0.97,3.29,3.79,5.77,1.34,4.43
199402,9.95,99.31,4.4,31.92,19.07,1.24,27.67,12.37,15.3,18.76,2.85,4.71,1.1,3.61,4.24,6.16,1.52,4.65
199403,1.28,98.92,3.67,16.77,26.24,-0.98,35.72,17.7,18.02,26.35,3.08,5.44,1.18,4.27,4.58,7.27,1.63,5.64
199404,5.32,98.7,4.68,16.74,30.73,2.07,39.24,22.69,16.55,31.9,3.27,5.68,1.35,4.33,4.81,7.25,1.89,5.36
199405,29.21,98.32,8.87,25.88,34.3,10.65,41.51,26.95,14.56,36.26,3.29,5.66,1.34,4.32,4.62,7.2,1.78,5.42
199406,104.36,97.79,15.19,45.25,34.28,19.67,39.61,29.15,10.47,36.46,4.05,6.12,2.05,4.08,5.38,7.87,3.03,4.84
199407,185.41,97.88,19.22,65.66,31.29,24.0,35.77,27.22,8.55,32.2,3.56,5.52,1.72,3.8,5.06,6.9,3.07,3.83
199408,162.0,98.15,19.7,71.83,30.18,24.46,34.35,26.52,7.83,30.7,3.3,5.26,1.58,3.68,4.88,6.57,3.0,3.57
199409,161.29,98.57,17.45,74.22,27.49,22.4,32.2,23.67,8.54,27.75,2.92,4.68,1.38,3.3,4.44,6.35,2.44,3.91
199410,10.62,99.16,10.81,52.72,25.17,14.5,32.6,19.51,13.09,25.1,2.04,3.31,0.72,2.59,3.06,4.79,1.03,3.77
199411,3.7,99.59,6.19,36.53,22.3,6.63,30.36,16.31,14.05,21.27,1.92,2.9,0.86,2.04,2.75,4.19,1.1,3.09
199412,0.15,99.68,3.73,29.02,17.6,-0.73,26.54,11.66,14.88,16.19,2.24,3.66,0.81,2.85,3.28,5.05,1.05,4.0
199413,691.43,98.79,9.91,41.98,26.4,10.54,33.51,20.5,13.02,26.68,2.92,4.77,1.26,3.51,4.24,6.28,1.91,4.37
