DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,75.66,85.1,4.7,61.9,7.56,0.28,13.34,3.58,9.76,5.5,1.83,3.23,0.59,2.64,2.12,3.26,0.75,2.5
198102,9.38,85.01,4.82,50.91,10.85,0.61,17.89,5.49,12.41,8.87,2.22,3.84,0.87,2.97,2.58,3.92,1.14,2.78
198103,35.65,84.97,5.74,47.88,14.23,3.05,21.06,8.24,12.82,13.58,2.28,4.02,0.62,3.4,2.66,4.23,0.8,3.43
198104,25.31,84.75,5.78,34.87,19.41,3.1,27.03,11.86,15.17,18.92,2.6,4.57,0.7,3.87,2.96,4.49,0.89,3.6
198105,118.93,84.55,8.61,42.43,22.77,8.94,29.44,15.98,13.46,23.21,2.45,4.42,0.65,3.76,2.8,4.38,0.81,3.56
198106,163.48,84.21,10.17,45.26,24.63,10.21,30.84,18.34,12.5,25.0,2.61,4.85,0.77,4.09,3.01,4.85,1.08,3.77
198107,401.74,84.2,16.82,84.28,22.19,19.23,25.82,19.33,6.49,22.66,2.01,4.03,0.43,3.6,2.32,4.11,0.67,3.45
198108,225.01,84.23,16.97,88.57,21.52,19.38,24.79,18.93,5.86,21.85,2.0,4.02,0.46,3.57,2.39,4.05,0.75,3.31
198109,132.93,84.7,14.62,83.82,20.08,17.03,23.96,17.07,6.89,20.06,1.7,3.34,0.39,2.95,2.01,3.35,0.58,2.77
198110,7.13,84.96,8.32,62.07,15.89,8.29,21.72,11.31,10.41,14.06,2.0,3.37,0.76,2.62,2.31,3.25,0.91,2.34
198111,44.75,85.05,6.12,58.2,12.02,3.49,18.06,7.81,10.25,9.67,1.88,3.13,0.49,2.63,2.17,3.14,0.6,2.53
198112,3.83,85.27,3.81,45.59,8.89,-2.64,15.49,4.82,10.67,5.63,1.86,3.33,0.66,2.68,2.14,3.22,0.81,2.42
198113,1243.8,84.75,8.9,58.92,16.69,7.63,22.46,11.93,10.53,15.78,2.12,3.84,0.61,3.23,2.45,3.85,0.81,3.04
198201,66.01,85.17,4.28,51.56,8.98,-1.1,15.4,4.84,10.56,6.65,1.91,3.43,0.61,2.82,2.24,3.42,0.76,2.66
198202,44.41,84.91,4.6,55.23,8.9,-0.19,15.53,3.98,11.55,7.53,2.05,3.88,0.73,3.15,2.38,3.91,0.91,3.0
198203,47.46,84.88,5.96,54.45,13.01,3.44,19.86,7.3,12.56,12.47,2.44,4.53,0.78,3.76,2.83,4.61,0.95,3.66
198204,18.32,84.69,6.64,40.69,19.1,5.16,26.25,12.33,13.91,18.99,2.74,5.13,0.86,4.27,3.21,5.28,1.14,4.14
198205,42.08,84.72,8.22,42.19,22.05,8.2,28.72,15.53,13.19,22.73,2.75,5.48,0.76,4.72,3.15,5.57,1.01,4.56
198206,126.95,84.25,11.19,50.1,24.2,12.59,29.98,18.51,11.47,25.13,2.44,4.78,0.49,4.28,2.73,4.65,0.65,4.01
198207,178.22,84.2,14.04,62.85,24.42,16.16,29.41,20.08,9.33,25.67,2.41,4.88,0.49,4.39,2.69,4.77,0.74,4.03
198208,259.67,84.29,16.34,83.0,21.97,18.75,25.56,19.11,6.45,22.39,1.9,3.95,0.36,3.59,2.17,3.92,0.53,3.39
198209,117.65,84.62,13.22,76.71,19.7,15.16,24.16,16.22,7.93,19.19,1.91,3.63,0.62,3.02,2.24,3.62,0.83,2.79
198210,4.28,85.12,8.96,64.34,16.52,9.4,22.22,11.97,10.25,15.38,1.99,3.55,0.66,2.89,2.28,3.36,0.85,2.52
