DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,41.92,92.84,5.01,51.16,12.69,2.4,18.91,8.61,10.3,10.84,1.78,3.3,0.54,2.76,2.22,3.69,0.66,3.03
198102,1.46,92.59,4.77,38.03,16.53,1.77,24.1,11.15,12.95,14.98,2.2,4.47,0.74,3.73,2.69,4.71,0.83,3.87
198103,27.17,92.48,5.65,34.44,20.56,3.95,27.88,14.59,13.29,20.44,2.39,4.47,0.7,3.77,2.97,4.85,0.88,3.96
198104,57.59,92.15,6.77,32.12,24.77,6.09,32.2,17.8,14.41,24.86,2.58,4.63,0.74,3.9,3.12,4.57,1.0,3.57
198105,108.08,91.89,10.81,43.01,27.63,13.53,34.01,21.57,12.44,28.66,2.42,4.11,0.95,3.16,3.02,4.3,1.45,2.85
198106,139.95,91.49,13.19,49.29,28.9,15.84,34.91,23.25,11.66,29.74,2.64,4.48,1.06,3.42,3.35,4.72,1.69,3.04
198107,443.26,91.56,19.36,86.41,25.49,22.86,28.41,22.83,5.58,25.66,2.12,3.83,0.72,3.11,2.82,4.34,1.23,3.11
198108,253.35,91.6,19.19,88.39,24.96,22.72,27.81,22.5,5.3,24.98,2.08,3.67,0.77,2.9,2.84,4.25,1.32,2.93
198109,119.75,92.14,17.04,85.85,23.56,20.83,26.78,20.85,5.93,23.36,1.92,3.32,0.71,2.6,2.62,3.81,1.17,2.64
198110,3.94,92.43,10.98,65.4,20.83,13.76,26.02,16.84,9.18,19.44,1.71,2.99,0.54,2.45,2.12,3.23,0.67,2.56
198111,29.14,92.64,7.4,54.57,17.32,7.45,23.47,13.24,10.23,15.54,1.73,3.04,0.59,2.45,2.14,3.29,0.72,2.57
198112,1.54,92.96,4.62,42.48,14.06,1.11,20.89,9.84,11.05,11.47,1.72,3.57,0.5,3.06,2.09,3.63,0.6,3.03
