,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198205,14.63,61.69,4.94,64.03,2.95,-3.5,9.04,-2.25,11.29,5.25,3.49,7.22,0.78,6.44,3.57,6.94,0.97,5.98
198206,21.58,61.53,6.49,64.02,6.83,0.08,13.79,0.72,13.07,9.6,3.08,6.7,0.4,6.29,3.04,6.11,0.5,5.62
198207,43.7,61.58,8.38,68.83,9.54,3.67,16.0,4.18,11.83,12.25,3.11,6.49,0.4,6.09,3.01,5.88,0.5,5.38
198208,126.64,61.6,9.29,80.01,8.94,5.33,14.49,4.61,9.88,10.82,2.73,5.7,0.5,5.2,2.73,5.19,0.67,4.52
198209,36.16,61.71,6.59,72.69,4.92,-0.05,11.32,0.05,11.27,6.02,2.52,5.89,0.43,5.46,2.55,5.47,0.56,4.92
198210,1.82,61.8,4.04,63.83,0.23,-6.15,7.02,-4.53,11.55,0.75,2.14,5.37,0.27,5.1,2.12,4.87,0.34,4.53
198211,1.78,61.59,2.22,45.81,-3.56,-13.18,3.7,-8.31,12.01,-4.83,2.03,5.4,0.24,5.16,2.16,5.22,0.32,4.9
198212,9.46,61.46,1.62,44.48,-6.99,-16.18,-0.12,-11.43,11.3,-8.94,2.14,5.69,0.32,5.38,2.51,5.9,0.55,5.34
198213,353.66,61.53,4.53,64.54,-0.33,-6.43,6.27,-5.67,11.93,-0.02,2.75,6.09,0.49,5.61,2.88,5.85,0.64,5.21
198301,3.98,61.25,1.48,49.82,-9.67,-17.23,-2.51,-15.19,12.69,-11.16,2.79,6.12,0.62,5.5,3.23,6.32,0.88,5.43
198302,4.66,61.1,1.55,50.87,-9.89,-16.95,-3.03,-15.18,12.15,-10.21,2.7,6.7,0.32,6.39,2.87,6.57,0.42,6.15
198303,22.6,61.35,2.28,53.5,-5.26,-12.86,1.51,-10.96,12.48,-4.83,3.58,7.78,0.61,7.17,3.93,7.86,0.86,7.01
198304,56.67,61.45,3.39,61.63,-1.76,-8.2,5.01,-7.24,12.25,-0.44,3.44,7.34,0.63,6.71,3.65,7.28,0.79,6.49
198305,6.67,61.64,5.05,64.16,3.37,-3.05,9.95,-2.07,12.02,5.79,3.19,6.95,0.49,6.45,3.21,6.54,0.63,5.91
198306,66.59,61.64,5.47,56.95,6.08,-2.34,13.18,-0.34,13.52,8.62,3.1,6.97,0.43,6.54,3.11,6.56,0.51,6.05
198307,42.58,61.67,8.23,70.42,9.03,3.4,15.53,3.5,12.03,11.4,3.05,6.43,0.55,5.88,3.07,6.02,0.69,5.34
198308,75.44,61.71,9.39,77.51,9.62,5.42,15.46,5.32,10.14,11.61,2.79,5.77,0.61,5.17,2.79,5.25,0.85,4.4
198309,175.94,61.76,8.1,82.17,6.5,3.15,11.87,2.31,9.56,7.64,2.45,5.21,0.52,4.69,2.58,4.93,0.73,4.2
198310,51.01,61.68,4.48,70.23,0.04,-5.36,6.56,-5.0,11.57,-0.26,2.31,5.29,0.36,4.93,2.46,5.1,0.43,4.67
198311,0.0,61.7,2.11,47.24,-4.39,-13.66,3.14,-10.06,13.2,-6.13,2.12,4.97,0.34,4.64,2.2,4.73,0.41,4.32
198312,10.26,61.42,1.57,49.06,-8.56,-16.64,-1.47,-13.55,12.08,-10.98,2.2,5.42,0.37,5.05,2.54,5.47,0.58,4.89
198313,516.38,61.53,4.45,61.2,-0.35,-6.96,6.32,-5.65,11.97,0.15,2.81,6.24,0.49,5.76,2.97,6.05,0.65,5.4
198401,4.44,61.09,1.42,53.52,-11.23,-17.76,-4.44,-16.05,11.61,-13.39,2.56,6.35,0.5,5.85,3.03,6.48,0.84,5.64
198402,43.17,61.16,1.69,59.19,-10.39,-16.42,-3.44,-15.94,12.5,-12.97,3.69,7.46,1.21,6.25,4.29,7.73,1.79,5.94
198403,7.55,61.55,2.59,52.21,-3.28,-11.49,4.8,-10.18,14.98,-4.21,2.79,6.19,0.35,5.84,2.95,6.08,0.42,5.66
198404,11.08,61.57,3.58,56.49,0.2,-7.47,6.77,-5.21,11.98,1.9,3.09,6.85,0.4,6.45,3.19,6.6,0.46,6.14
198405,9.14,61.65,4.12,44.12,5.58,-6.1,13.95,-1.88,15.83,7.5,3.14,7.1,0.4,6.71,3.16,6.67,0.54,6.14
198406,78.89,61.46,8.12,68.27,9.31,3.01,16.17,3.46,12.71,12.14,3.2,6.48,0.62,5.86,3.1,5.81,0.81,5.01
198407,57.14,61.51,8.77,75.44,8.88,4.38,14.9,3.92,10.98,11.42,3.13,6.42,0.64,5.78,3.06,5.88,0.81,5.07
198408,69.11,61.6,8.94,73.65,9.63,4.52,15.97,4.92,11.05,11.74,2.59,5.51,0.44,5.07,2.49,4.82,0.54,4.28
198409,36.84,61.67,6.81,73.11,5.35,0.32,11.61,0.82,10.79,6.89,2.68,6.15,0.39,5.76,2.71,5.71,0.52,5.19
198410,7.76,61.77,3.12,46.13,1.03,-9.77,8.86,-4.73,13.59,0.73,2.49,6.44,0.3,6.14,2.61,6.25,0.38,5.87
198411,0.19,61.61,1.78,40.3,-4.46,-15.21,3.18,-9.7,12.88,-5.58,2.18,5.54,0.22,5.32,2.27,5.32,0.26,5.06
198412,11.86,61.34,1.62,44.5,-6.95,-16.39,-0.02,-11.32,11.3,-8.33,2.71,6.79,0.61,6.18,3.3,7.02,1.14,5.89
198413,337.16,61.5,4.39,57.21,0.34,-7.34,7.4,-5.13,12.52,0.69,2.85,6.44,0.5,5.93,3.01,6.19,0.7,5.49
198501,70.31,61.21,1.59,71.88,-13.82,-17.41,-6.28,-21.37,15.09,-18.6,2.32,4.75,0.45,4.3,2.53,4.93,0.58,4.35
198502,1.0,61.05,1.38,50.87,-10.57,-18.53,-1.5,-18.21,16.7,-15.63,2.56,5.42,0.5,4.92,2.9,5.59,0.84,4.75
198503,1.61,61.53,2.22,43.12,-2.73,-13.13,5.28,-8.71,13.99,-3.4,3.14,7.61,0.28,7.33,3.47,7.64,0.41,7.23
198504,17.88,61.54,3.31,49.62,1.23,-8.24,8.33,-4.69,13.02,2.94,3.26,7.23,0.42,6.81,3.38,7.05,0.51,6.54
198505,30.92,61.6,4.07,49.98,3.71,-5.95,10.93,-2.44,13.37,5.98,3.13,7.15,0.38,6.77,3.17,6.77,0.48,6.29
198506,49.47,61.45,6.39,61.27,7.24,-0.16,14.45,0.92,13.53,10.25,3.08,6.94,0.4,6.54,3.01,6.36,0.5,5.86
198507,72.89,61.57,8.84,74.95,9.18,4.58,15.23,4.54,10.69,11.74,2.96,6.11,0.53,5.58,2.83,5.5,0.69,4.8
198508,84.38,61.61,9.47,79.98,9.21,5.62,14.83,5.02,9.81,11.33,3.03,6.22,0.6,5.63,3.0,5.75,0.78,4.97
198509,68.46,61.69,7.66,80.16,6.07,2.48,11.67,1.92,9.75,7.66,2.48,5.73,0.32,5.41,2.54,5.36,0.44,4.92
198510,47.97,61.73,4.86,71.25,1.2,-4.17,7.35,-3.26,10.6,1.42,2.47,5.67,0.5,5.17,2.66,5.56,0.66,4.9
198511,0.0,61.54,2.51,54.47,-4.09,-11.93,3.06,-9.01,12.07,-4.87,2.15,5.7,0.25,5.45,2.34,5.55,0.37,5.19
198512,17.9,61.5,1.96,50.37,-6.01,-14.5,0.96,-11.47,12.43,-8.07,2.37,5.44,0.44,5.01,2.68,5.53,0.66,4.88
198513,462.78,61.5,4.54,61.58,0.11,-6.71,7.07,-5.49,12.56,0.15,2.75,6.17,0.42,5.74,2.88,5.97,0.58,5.39
198601,1.48,61.33,1.29,43.31,-9.49,-18.34,-2.3,-15.09,12.79,-12.13,2.36,5.73,0.4,5.33,2.65,5.76,0.58,5.18
198602,13.83,61.26,1.84,54.11,-8.06,-15.11,-1.46,-13.35,11.89,-8.79,2.65,6.31,0.39,5.92,2.83,6.23,0.5,5.73
198603,20.02,61.37,2.55,58.55,-4.86,-11.5,1.9,-10.62,12.53,-4.13,3.56,7.74,0.67,7.08,3.84,7.75,0.8,6.95
198604,17.86,61.54,3.4,56.42,-0.4,-8.08,6.19,-5.97,12.16,1.18,3.14,6.83,0.45,6.38,3.26,6.65,0.55,6.1
198605,21.36,61.56,3.66,49.3,2.48,-7.31,9.46,-3.47,12.93,4.64,3.27,7.16,0.47,6.69,3.38,6.95,0.62,6.34
198606,42.35,61.52,6.44,57.86,7.65,-0.71,14.96,1.22,13.73,10.32,3.23,6.87,0.58,6.29,3.18,6.25,0.77,5.48
198607,215.18,61.58,9.1,77.91,9.08,4.94,14.94,4.37,10.57,11.15,2.69,5.71,0.42,5.29,2.61,5.16,0.52,4.65
198608,80.44,61.65,8.72,78.57,8.25,4.27,14.08,3.42,10.66,9.89,2.5,5.29,0.44,4.86,2.47,4.75,0.55,4.2
198609,67.97,61.77,6.44,72.03,5.09,-0.17,11.82,-0.27,12.09,6.23,2.44,5.63,0.3,5.33,2.46,5.11,0.4,4.71
198610,11.24,61.73,3.87,62.71,-0.4,-7.03,6.44,-5.67,12.11,-0.36,2.28,5.28,0.42,4.86,2.34,4.96,0.5,4.46
198611,0.2,61.66,2.1,45.29,-3.71,-13.33,3.71,-8.77,12.48,-5.1,2.07,5.34,0.26,5.08,2.2,5.21,0.29,4.92
198612,25.15,61.47,1.7,56.42,-9.54,-16.12,-2.27,-15.79,13.52,-12.33,2.58,5.45,0.51,4.94,2.9,5.66,0.69,4.97
198613,517.08,61.54,4.28,59.43,-0.29,-7.33,6.49,-5.8,12.29,0.09,2.73,6.11,0.44,5.67,2.84,5.87,0.56,5.3
198701,4.45,61.47,1.46,49.6,-9.74,-17.41,-2.11,-16.19,14.08,-12.84,2.32,5.03,0.39,4.64,2.52,5.07,0.49,4.58
198702,9.73,61.47,1.95,55.31,-7.39,-14.34,-0.81,-12.79,11.98,-8.03,2.48,5.64,0.36,5.28,2.65,5.56,0.49,5.07
198703,5.11,61.44,2.66,56.0,-3.6,-10.85,3.63,-9.38,13.01,-2.57,2.69,6.28,0.35,5.93,2.74,5.92,0.43,5.5
198704,13.06,61.62,3.05,48.38,0.2,-9.42,7.47,-5.79,13.26,1.91,3.34,7.36,0.5,6.85,3.46,7.18,0.55,6.63
198705,48.03,61.72,4.26,59.31,2.18,-5.33,9.19,-4.1,13.29,3.98,3.06,6.81,0.42,6.39,3.13,6.5,0.48,6.01
198706,7.93,61.63,5.11,49.35,7.29,-2.94,15.47,-0.27,15.75,9.92,3.09,6.94,0.34,6.61,3.06,6.38,0.4,5.97
198707,36.47,61.58,8.19,66.96,9.64,3.37,16.56,3.73,12.84,12.61,3.37,7.07,0.58,6.48,3.27,6.48,0.74,5.74
198708,78.43,61.64,8.79,71.93,9.67,4.49,16.28,4.78,11.5,12.32,2.98,6.33,0.54,5.79,2.85,5.64,0.68,4.96
198709,15.55,61.8,6.91,67.94,6.72,0.72,13.96,1.22,12.74,8.43,2.72,6.24,0.33,5.91,2.7,5.68,0.44,5.23
198710,21.05,61.8,3.42,51.97,0.85,-8.13,8.55,-4.3,12.85,1.06,2.52,6.32,0.28,6.04,2.59,5.99,0.34,5.65
198711,0.0,61.78,1.29,23.74,-1.82,-17.79,6.57,-7.49,14.07,-3.92,2.15,5.39,0.34,5.06,2.32,5.34,0.4,4.94
198712,16.47,61.8,1.34,31.54,-5.08,-18.08,3.54,-11.61,15.15,-8.0,2.43,5.13,0.48,4.65,2.77,5.27,0.65,4.61
198713,256.27,61.65,4.05,52.71,0.79,-7.93,8.24,-5.14,13.38,1.29,2.76,6.21,0.41,5.8,2.84,5.92,0.51,5.41
198801,50.29,61.44,1.62,55.45,-9.71,-16.72,-1.7,-16.22,14.52,-14.16,2.25,5.05,0.41,4.64,2.52,5.19,0.53,4.67
198802,22.05,61.4,2.04,55.3,-6.79,-14.33,0.17,-12.3,12.47,-8.34,3.2,6.7,0.78,5.92,3.57,6.88,1.07,5.81
198803,31.79,61.34,2.62,59.6,-4.74,-11.36,2.45,-11.0,13.44,-4.89,3.67,7.89,0.67,7.22,4.06,8.06,0.92,7.14
198804,8.13,61.76,3.05,44.47,1.46,-9.32,8.9,-4.6,13.5,3.09,2.89,6.7,0.3,6.41,2.98,6.41,0.36,6.05
198805,15.19,61.67,3.68,42.89,4.71,-7.12,12.72,-2.36,15.09,6.89,3.12,7.24,0.3,6.94,3.18,6.83,0.37,6.46
198806,33.47,61.64,6.48,57.39,8.14,-0.43,15.64,1.25,14.39,11.06,3.09,6.76,0.38,6.38,3.01,6.16,0.53,5.63
198807,181.37,61.63,9.95,80.34,9.88,6.35,15.31,5.54,9.77,12.06,3.04,6.05,0.55,5.5,2.99,5.54,0.7,4.84
198808,88.84,61.63,9.47,81.44,8.88,5.48,14.18,4.74,9.44,10.63,2.86,6.02,0.54,5.48,2.86,5.6,0.67,4.93
198809,9.03,61.79,7.24,73.75,6.49,1.45,12.9,1.25,11.65,7.85,2.59,5.8,0.35,5.44,2.64,5.41,0.48,4.92
198810,1.11,61.71,3.78,56.07,1.07,-7.33,8.64,-4.65,13.28,1.42,2.59,6.2,0.36,5.84,2.67,5.88,0.47,5.41
198811,0.0,61.72,2.09,44.38,-3.76,-14.01,3.86,-9.75,13.61,-4.48,2.18,4.79,0.32,4.47,2.31,4.62,0.42,4.21
198812,13.94,61.62,1.76,45.17,-5.34,-15.46,1.45,-10.54,11.99,-7.22,2.25,5.07,0.39,4.68,2.44,5.0,0.52,4.48
198813,455.2,61.61,4.49,58.07,0.87,-6.87,7.89,-4.87,12.76,1.18,2.81,6.19,0.45,5.74,2.93,5.96,0.58,5.38
198901,26.64,61.17,1.35,51.15,-11.4,-18.89,-3.38,-17.34,13.96,-15.86,2.83,6.01,0.87,5.13,3.55,6.45,1.45,5.01
198902,3.69,61.16,1.65,51.81,-9.06,-16.33,-2.23,-14.35,12.12,-9.55,3.39,7.4,0.84,6.56,3.92,7.61,1.28,6.33
198903,12.36,61.4,2.27,49.0,-4.25,-12.93,2.93,-10.03,12.96,-3.43,3.04,7.1,0.44,6.66,3.25,6.89,0.66,6.22
198904,3.86,61.49,2.4,39.33,-0.3,-12.19,7.17,-6.79,13.97,1.16,3.82,8.5,0.42,8.07,4.08,8.5,0.59,7.91
198905,14.62,61.68,3.55,41.75,4.42,-7.94,12.13,-2.3,14.43,6.41,3.27,7.37,0.42,6.95,3.35,7.06,0.55,6.51
198906,27.62,61.6,6.87,64.32,7.65,0.97,14.54,1.62,12.92,10.85,3.41,7.25,0.41,6.84,3.37,6.72,0.54,6.18
198907,73.04,61.63,8.57,69.87,9.69,3.98,16.28,4.12,12.15,12.49,3.09,6.59,0.4,6.2,2.96,5.98,0.53,5.45
198908,35.13,61.65,8.81,76.66,8.79,4.61,14.41,4.35,10.06,11.22,3.2,6.5,0.61,5.9,3.17,6.05,0.8,5.25
198909,18.77,61.76,7.4,72.46,7.01,1.92,13.62,2.02,11.61,9.02,2.7,6.27,0.36,5.92,2.71,5.8,0.45,5.36
198910,1.99,61.77,3.31,47.9,1.08,-9.13,8.93,-4.46,13.39,1.67,2.46,6.06,0.26,5.8,2.52,5.71,0.36,5.36
198911,2.9,61.66,1.84,42.16,-4.51,-15.02,3.06,-9.85,12.91,-4.94,2.42,5.94,0.41,5.53,2.61,5.77,0.55,5.22
198912,2.77,61.51,1.4,39.64,-7.22,-17.8,-0.06,-12.47,12.4,-8.77,2.19,5.33,0.34,4.99,2.38,5.26,0.42,4.85
198913,223.39,61.54,4.13,53.85,0.21,-8.18,7.34,-5.41,12.74,0.91,2.98,6.68,0.48,6.2,3.15,6.47,0.68,5.79
199001,2.74,61.53,1.45,35.19,-5.43,-17.09,2.07,-10.34,12.41,-7.32,2.4,6.08,0.41,5.66,2.77,6.22,0.6,5.62
199002,35.62,61.2,2.22,64.41,-7.8,-13.24,-1.48,-12.8,11.32,-7.99,2.91,6.67,0.64,6.03,3.19,6.59,0.85,5.74
199003,13.43,61.34,2.48,61.26,-5.82,-11.95,0.78,-11.53,12.31,-5.3,3.4,7.05,0.74,6.31,3.6,6.94,0.89,6.05
199004,18.59,61.47,2.87,47.08,-0.05,-10.07,7.26,-6.08,13.34,1.52,3.37,7.63,0.52,7.12,3.5,7.41,0.61,6.8
199005,21.17,61.64,5.21,57.67,5.24,-2.97,12.56,-1.07,13.63,7.95,2.9,6.55,0.46,6.09,2.86,5.96,0.57,5.4
199006,22.58,61.58,6.53,54.68,9.03,-0.31,16.71,1.85,14.86,11.86,3.14,6.83,0.4,6.42,3.1,6.29,0.51,5.79
199007,89.22,61.52,9.3,76.38,9.63,5.29,15.13,5.11,10.02,12.01,2.9,5.98,0.44,5.54,2.85,5.49,0.5,4.99
199008,77.48,61.74,9.01,76.7,9.15,4.81,14.88,4.54,10.34,11.28,2.78,5.82,0.43,5.39,2.74,5.32,0.47,4.85
199009,33.55,61.76,8.03,77.51,7.18,3.08,13.1,2.72,10.37,8.94,2.65,5.85,0.49,5.36,2.71,5.45,0.65,4.8
199010,1.83,61.75,3.89,57.99,0.56,-7.21,7.75,-4.6,12.35,1.34,2.49,6.08,0.36,5.72,2.53,5.67,0.47,5.2
199011,0.61,61.77,2.0,40.61,-2.78,-14.13,4.64,-8.03,12.68,-3.74,2.3,5.69,0.32,5.37,2.51,5.61,0.42,5.19
199012,10.8,61.57,1.59,42.74,-6.45,-16.36,0.17,-11.0,11.18,-7.92,2.47,5.7,0.7,5.01,2.77,5.71,0.97,4.73
199013,327.61,61.58,4.56,57.66,1.09,-6.64,7.84,-4.22,12.07,1.94,2.81,6.32,0.49,5.83,2.92,6.05,0.63,5.42
199101,2.23,61.19,1.39,49.0,-10.2,-17.74,-3.11,-15.42,12.31,-12.02,2.5,5.87,0.45,5.42,2.79,5.92,0.57,5.34
199102,7.87,61.42,1.96,54.28,-7.27,-14.4,-0.97,-12.19,11.22,-7.22,3.27,7.4,0.71,6.69,3.64,7.45,1.0,6.45
199103,57.46,61.54,2.47,57.95,-4.99,-11.92,2.53,-11.9,14.42,-5.92,3.05,6.54,0.59,5.95,3.3,6.52,0.78,5.74
199104,7.61,61.6,2.82,47.69,-0.56,-10.23,6.57,-6.59,13.16,0.84,3.47,7.72,0.47,7.25,3.67,7.6,0.63,6.97
199105,17.73,61.76,3.82,45.51,4.31,-6.52,12.19,-2.52,14.71,6.39,3.42,7.73,0.42,7.32,3.55,7.47,0.49,6.98
199106,16.76,61.59,6.63,58.99,8.4,0.32,15.92,1.5,14.41,11.44,3.05,6.62,0.38,6.24,2.93,5.93,0.5,5.44
199107,29.08,61.57,8.71,68.44,10.22,4.26,17.06,4.63,12.43,13.24,3.34,6.87,0.56,6.31,3.17,6.22,0.65,5.57
199108,52.93,61.63,9.12,76.11,9.41,5.03,15.21,4.94,10.27,11.63,2.99,6.24,0.47,5.77,2.96,5.74,0.64,5.11
199109,19.46,61.78,6.82,67.24,6.65,0.27,13.67,1.35,12.32,8.25,2.75,6.28,0.41,5.87,2.76,5.78,0.55,5.23
199110,0.13,61.73,2.84,43.39,0.72,-10.57,8.81,-4.78,13.59,0.76,2.47,6.29,0.31,5.98,2.52,5.97,0.37,5.6
199111,0.87,61.65,1.66,37.5,-4.42,-15.96,2.98,-9.2,12.18,-5.46,2.15,5.79,0.25,5.54,2.3,5.64,0.33,5.31
199112,18.54,61.45,1.63,46.52,-6.93,-16.23,0.08,-11.93,12.01,-8.92,2.28,5.41,0.48,4.92,2.47,5.36,0.64,4.72
199113,230.66,61.57,4.17,54.4,0.49,-7.77,7.62,-5.14,12.76,1.12,2.89,6.56,0.46,6.1,3.0,6.29,0.59,5.7
199201,3.13,61.48,1.7,48.49,-7.86,-16.03,-0.96,-13.03,12.07,-10.06,2.4,5.5,0.6,4.9,2.73,5.59,0.87,4.72
199202,1.85,61.1,1.52,46.76,-8.8,-17.11,-1.42,-14.4,12.98,-9.04,3.04,7.13,0.55,6.58,3.42,7.14,0.81,6.33
199203,6.43,61.5,2.27,46.39,-3.34,-13.11,3.74,-8.4,12.14,-2.36,3.73,8.37,0.66,7.71,4.24,8.45,1.09,7.36
199204,0.93,61.69,2.59,38.59,0.98,-11.21,8.64,-5.27,13.91,2.92,3.36,7.68,0.46,7.22,3.47,7.43,0.61,6.82
199205,12.43,61.61,3.69,46.64,3.4,-7.26,11.03,-2.8,13.83,6.05,3.34,7.57,0.45,7.12,3.36,7.13,0.53,6.59
199206,36.48,61.57,5.81,56.41,6.91,-1.62,14.56,0.13,14.43,9.91,3.18,6.96,0.43,6.52,3.11,6.32,0.6,5.72
199207,66.36,61.59,8.3,71.24,8.89,3.45,15.35,3.66,11.68,11.62,3.03,6.23,0.61,5.62,2.96,5.63,0.77,4.86
199208,63.04,61.68,9.38,78.41,9.4,5.52,15.28,5.02,10.26,11.66,3.02,6.3,0.55,5.75,2.97,5.77,0.66,5.11
199209,32.0,61.74,7.22,72.46,6.5,1.35,13.34,1.54,11.8,8.23,2.81,6.28,0.5,5.78,2.82,5.73,0.65,5.08
199210,38.67,61.72,3.96,58.92,0.83,-6.75,8.31,-4.41,12.72,1.08,2.28,5.67,0.29,5.37,2.31,5.27,0.35,4.92
199211,4.48,61.74,2.24,45.95,-3.17,-13.09,4.65,-8.54,13.18,-4.35,2.29,5.35,0.37,4.99,2.49,5.26,0.48,4.78
199212,0.0,61.57,1.47,40.31,-6.91,-17.06,0.66,-12.28,12.93,-8.98,2.01,5.04,0.29,4.76,2.15,4.93,0.34,4.59
199213,265.82,61.58,4.19,54.26,0.6,-7.71,7.79,-4.87,12.65,1.42,2.87,6.5,0.48,6.02,3.0,6.22,0.65,5.57
199301,8.71,61.23,1.7,53.86,-9.1,-16.25,-1.99,-13.89,11.9,-10.29,3.21,7.08,0.93,6.15,3.91,7.32,1.44,5.87
199302,4.55,61.43,1.8,43.42,-5.17,-15.24,2.41,-10.77,13.18,-5.54,2.95,6.44,0.52,5.92,3.14,6.32,0.69,5.63
199303,30.95,61.34,2.17,55.14,-6.17,-13.49,0.6,-11.9,12.5,-5.96,3.58,7.67,0.65,7.02,3.91,7.72,0.99,6.73
199304,2.81,61.66,3.17,50.72,-0.19,-9.09,7.03,-6.11,13.14,1.17,2.94,6.97,0.3,6.67,2.96,6.63,0.35,6.27
199305,12.14,61.68,4.01,46.34,4.59,-6.28,12.57,-2.16,14.73,7.05,3.24,7.46,0.4,7.06,3.25,6.99,0.55,6.44
199306,38.56,61.61,6.65,61.41,7.82,0.31,15.18,1.41,13.77,10.91,3.11,6.85,0.32,6.53,3.03,6.21,0.44,5.77
199307,22.79,61.58,8.97,70.22,10.33,4.69,16.93,5.06,11.87,13.37,3.44,6.94,0.68,6.26,3.35,6.33,0.85,5.49
199308,24.29,61.63,8.58,70.35,9.61,4.01,16.51,4.19,12.32,12.32,3.23,6.96,0.47,6.49,3.16,6.36,0.64,5.71
199309,29.98,61.74,7.39,75.53,6.41,1.95,12.57,2.01,10.56,8.25,2.49,5.88,0.29,5.59,2.52,5.46,0.44,5.02
199310,0.08,61.84,2.72,39.08,1.01,-11.25,9.44,-4.64,14.08,1.29,2.48,6.43,0.29,6.14,2.52,6.03,0.38,5.65
199311,0.01,61.72,1.71,32.15,-1.97,-15.66,6.27,-7.21,13.48,-3.26,2.11,5.48,0.23,5.26,2.18,5.18,0.26,4.92
199312,0.13,61.64,0.96,23.93,-5.32,-20.29,2.49,-10.79,13.28,-7.52,2.1,5.54,0.26,5.27,2.31,5.47,0.36,5.11
199313,174.99,61.59,4.16,51.88,1.01,-8.02,8.36,-4.54,12.9,1.85,2.91,6.65,0.45,6.2,3.02,6.34,0.62,5.72
199401,9.87,61.34,1.67,49.99,-8.2,-16.22,-1.6,-12.82,11.21,-9.32,2.77,6.78,0.56,6.22,3.18,6.91,0.89,6.02
199402,14.49,61.13,1.74,54.96,-9.02,-15.66,-2.11,-14.48,12.38,-9.34,3.38,7.89,0.55,7.35,3.73,8.04,0.77,7.27
199403,2.5,61.56,2.24,41.83,-2.26,-12.95,5.87,-8.53,14.4,-1.48,3.1,7.68,0.31,7.37,3.25,7.57,0.42,7.15
199404,7.53,61.57,2.82,48.05,-0.76,-10.42,6.43,-6.67,13.11,1.37,3.6,8.08,0.51,7.57,3.72,7.9,0.59,7.31
199405,8.77,61.72,4.02,47.11,4.62,-5.99,12.6,-2.12,14.72,7.31,3.18,7.33,0.38,6.95,3.18,6.85,0.47,6.37
199406,12.61,61.55,6.58,53.52,9.35,-0.33,17.33,2.47,14.86,12.56,3.31,7.17,0.5,6.67,3.21,6.44,0.61,5.83
199407,81.87,61.55,9.31,72.13,10.51,5.26,16.9,5.71,11.19,13.19,2.92,5.96,0.57,5.4,2.76,5.26,0.63,4.63
199408,58.53,61.68,9.35,79.38,9.17,5.51,14.65,5.11,9.54,11.27,2.8,5.87,0.5,5.37,2.75,5.37,0.63,4.74
