DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,53.79,62.85,2.09,68.99,-9.07,-14.42,-2.58,-13.99,11.41,-12.32,2.06,4.38,0.58,3.8,2.06,4.0,0.72,3.28
198102,2.51,62.99,2.2,62.29,-7.12,-14.1,0.76,-13.5,14.26,-11.74,2.42,4.74,0.83,3.91,2.49,4.61,1.05,3.56
198103,26.47,63.07,3.12,63.1,-2.87,-9.4,3.66,-8.45,12.11,-2.81,2.53,5.5,0.48,5.02,2.47,4.92,0.67,4.25
198104,46.57,63.19,3.77,54.39,1.84,-6.92,8.73,-4.19,12.92,2.29,2.62,5.56,0.61,4.95,2.61,5.05,0.83,4.22
198105,60.95,63.23,5.78,64.58,5.56,-1.23,11.69,0.59,11.1,7.28,2.41,5.12,0.5,4.62,2.22,4.21,0.64,3.57
198106,101.11,63.14,7.12,64.04,8.34,0.96,14.81,2.75,12.05,10.28,2.65,5.78,0.51,5.27,2.38,4.8,0.61,4.19
198107,314.68,63.15,10.32,86.77,9.65,6.94,14.3,5.97,8.32,11.22,2.37,4.97,0.41,4.55,2.09,4.0,0.51,3.49
198108,185.02,63.15,10.45,89.48,9.35,7.11,13.7,6.01,7.69,10.61,2.26,4.98,0.38,4.6,2.05,4.13,0.47,3.67
198109,85.73,63.39,8.44,85.98,6.87,3.77,11.59,3.2,8.39,7.69,2.17,4.81,0.43,4.38,2.03,4.02,0.55,3.48
198110,6.4,63.33,4.57,61.73,2.84,-5.49,9.03,-1.31,10.34,1.93,2.11,5.13,0.47,4.66,2.05,4.49,0.6,3.89
198111,24.53,63.13,2.94,60.27,-3.42,-11.1,3.09,-8.12,11.21,-5.77,2.14,4.78,0.53,4.26,2.18,4.39,0.69,3.7
198112,0.93,63.13,1.75,45.95,-6.11,-16.03,1.01,-10.68,11.69,-9.23,2.12,4.84,0.7,4.14,2.18,4.53,0.76,3.77
198113,908.69,63.15,5.24,67.35,1.37,-4.94,7.51,-3.41,10.93,0.86,2.32,5.05,0.53,4.52,2.23,4.43,0.67,3.76
198201,61.89,63.04,2.01,55.45,-6.66,-14.64,-0.16,-11.48,11.32,-9.58,2.19,4.8,0.76,4.04,2.29,4.55,1.0,3.55
198202,10.1,62.73,2.2,73.32,-9.44,-14.37,-1.98,-15.74,13.76,-13.3,2.43,5.01,0.88,4.14,2.58,4.83,1.04,3.79
198203,18.59,62.97,3.07,71.02,-4.72,-10.07,2.29,-10.99,13.29,-6.23,2.72,5.82,0.64,5.17,2.78,5.49,0.82,4.67
198204,12.88,63.12,4.11,59.5,1.88,-5.72,7.88,-3.21,11.09,3.3,2.8,6.12,0.47,5.65,2.68,5.39,0.6,4.8
198205,13.52,63.32,5.03,59.03,4.73,-3.15,10.97,-0.57,11.54,6.91,2.91,6.56,0.36,6.2,2.71,5.74,0.47,5.27
198206,53.01,63.11,7.37,67.34,8.31,1.81,14.7,2.43,12.27,10.97,2.91,6.22,0.55,5.67,2.59,5.09,0.65,4.44
198207,183.52,63.14,9.46,78.34,9.87,5.53,15.29,5.37,9.92,11.96,2.58,5.41,0.51,4.9,2.27,4.33,0.56,3.77
198208,124.01,63.19,9.9,84.58,9.4,6.34,14.22,5.71,8.51,10.89,2.22,4.89,0.31,4.58,1.92,3.85,0.41,3.44
198209,118.93,63.31,7.81,81.18,6.36,2.28,11.64,2.43,9.21,7.08,2.23,5.17,0.4,4.77,2.07,4.32,0.49,3.83
198210,1.82,63.41,5.03,72.45,1.87,-3.73,7.48,-2.08,9.55,2.18,1.94,4.66,0.4,4.26,1.77,3.76,0.5,3.26
198211,6.32,63.18,2.91,55.08,-2.08,-10.7,4.6,-6.58,11.18,-3.95,2.03,4.62,0.73,3.89,2.09,4.19,0.93,3.27
198212,6.45,63.05,1.89,45.13,-4.92,-14.99,2.15,-9.3,11.46,-7.72,2.51,5.45,1.08,4.36,2.91,5.46,1.42,4.04
198213,611.04,63.13,5.08,66.83,1.28,-5.06,7.48,-3.59,11.07,1.12,2.46,5.39,0.59,4.8,2.39,4.75,0.74,4.01
198301,1.19,62.86,1.69,50.47,-7.85,-16.11,-0.77,-12.88,12.1,-9.69,2.72,5.48,1.15,4.34,3.17,5.49,1.63,3.86
198302,1.95,62.74,1.63,47.4,-7.87,-16.52,-0.75,-13.0,12.24,-8.78,2.59,6.29,0.61,5.68,2.67,5.8,0.77,5.03
198303,13.63,62.96,2.32,46.81,-2.86,-12.65,4.57,-9.02,13.58,-3.1,3.27,7.26,0.64,6.62,3.43,7.0,0.87,6.14
198304,13.21,63.07,3.37,53.25,0.59,-8.23,7.32,-5.21,12.52,1.73,3.14,6.92,0.6,6.32,3.09,6.36,0.74,5.62
198305,36.66,63.23,5.31,61.79,4.95,-2.35,11.36,-0.42,11.78,7.11,2.85,6.27,0.49,5.78,2.62,5.35,0.56,4.79
198306,66.39,63.23,6.09,59.07,7.5,-0.92,14.04,1.37,12.66,9.72,2.81,6.28,0.36,5.92,2.56,5.34,0.47,4.87
198307,88.01,63.25,9.49,76.87,10.22,5.58,15.9,5.45,10.45,12.62,2.81,5.81,0.49,5.32,2.47,4.72,0.6,4.12
198308,78.43,63.31,9.9,82.65,9.81,6.33,14.86,5.93,8.93,11.61,2.33,4.94,0.44,4.5,2.03,3.84,0.52,3.31
198309,109.74,63.36,8.77,84.54,7.64,4.39,12.52,4.09,8.43,8.75,2.2,4.76,0.47,4.29,2.02,3.92,0.58,3.35
198310,85.6,63.31,5.47,75.02,2.14,-3.13,8.05,-2.58,10.63,1.71,2.22,4.94,0.4,4.55,2.11,4.24,0.46,3.78
198311,0.0,63.31,2.51,50.09,-2.57,-12.4,4.7,-7.75,12.46,-4.65,2.01,4.55,0.49,4.06,1.96,3.96,0.64,3.32
198312,6.23,63.03,1.62,42.54,-5.98,-16.47,1.17,-10.53,11.7,-8.73,2.41,5.31,0.89,4.42,2.67,5.16,1.19,3.97
198313,501.03,63.14,4.87,60.98,1.36,-5.97,7.79,-3.66,11.45,1.58,2.61,5.73,0.59,5.14,2.57,5.1,0.75,4.34
198401,3.67,62.72,1.44,44.13,-8.25,-17.67,-1.11,-12.85,11.74,-10.49,2.83,6.35,1.07,5.29,3.25,6.2,1.53,4.67
198402,19.49,62.83,1.61,45.33,-7.03,-16.66,0.46,-12.36,12.82,-9.12,3.27,7.01,1.1,5.91,3.61,6.79,1.55,5.24
198403,2.88,63.13,2.4,39.48,-0.21,-12.17,7.8,-6.82,14.62,-0.62,2.62,5.93,0.54,5.38,2.6,5.32,0.75,4.57
198404,5.34,63.16,3.35,45.56,2.61,-8.17,9.31,-3.0,12.31,4.34,2.87,6.69,0.39,6.3,2.73,5.93,0.48,5.45
198405,14.26,63.18,4.49,44.03,7.22,-5.26,15.1,0.5,14.6,9.28,2.98,6.43,0.7,5.72,2.77,5.43,0.86,4.56
198406,115.31,63.03,8.9,73.82,9.87,4.48,15.77,4.66,11.1,12.51,2.71,5.63,0.56,5.07,2.32,4.43,0.59,3.84
198407,193.16,63.09,9.83,84.39,9.33,6.21,14.18,5.49,8.7,11.34,2.67,5.44,0.57,4.87,2.35,4.44,0.67,3.76
198408,151.58,63.18,9.7,82.8,9.45,5.91,14.39,5.57,8.82,10.87,2.0,4.34,0.32,4.03,1.72,3.27,0.4,2.86
198409,154.36,63.26,7.89,83.47,6.16,2.55,11.23,2.44,8.78,6.84,2.18,4.96,0.39,4.57,1.99,4.11,0.5,3.61
198410,19.38,63.37,4.9,64.11,3.06,-4.47,9.22,-1.19,10.41,2.24,2.1,5.23,0.35,4.88,2.02,4.58,0.44,4.14
198411,0.14,63.23,2.48,51.8,-3.14,-12.31,3.84,-7.99,11.83,-5.25,1.99,4.66,0.53,4.13,1.97,4.15,0.7,3.45
198412,4.82,62.93,2.03,48.03,-4.73,-14.33,2.3,-9.07,11.37,-7.27,2.82,5.95,1.26,4.7,3.39,6.04,1.78,4.26
198413,684.41,63.09,4.93,58.93,2.06,-5.96,8.57,-2.85,11.42,2.09,2.59,5.71,0.65,5.07,2.56,5.05,0.85,4.2
198501,45.41,62.85,1.92,69.15,-10.49,-15.59,-3.32,-16.47,13.15,-15.13,2.15,4.37,0.65,3.72,2.21,4.19,0.81,3.37
198502,0.21,62.59,1.66,47.87,-6.97,-16.51,1.5,-13.24,14.75,-10.64,2.9,5.46,1.28,4.18,3.21,5.41,1.7,3.71
198503,0.2,63.1,2.4,38.77,0.29,-12.02,8.01,-5.96,13.97,-0.07,3.08,6.82,0.79,6.03,3.28,6.51,1.11,5.4
198504,4.72,63.12,3.35,44.01,3.37,-8.0,10.24,-2.2,12.44,4.79,3.0,6.62,0.61,6.01,2.9,5.93,0.73,5.2
198505,26.39,63.17,4.35,48.81,5.34,-5.09,12.45,-0.8,13.25,7.46,2.94,6.56,0.55,6.01,2.75,5.7,0.66,5.03
198506,35.24,63.02,7.18,63.49,8.74,1.5,15.23,2.96,12.27,11.75,2.93,6.41,0.43,5.98,2.56,5.25,0.49,4.76
198507,154.57,63.15,9.53,81.41,9.44,5.82,14.51,5.58,8.93,11.6,2.47,5.16,0.39,4.77,2.11,4.04,0.52,3.52
198508,111.89,63.2,10.01,84.61,9.57,6.5,14.5,5.77,8.73,11.31,2.39,5.07,0.4,4.67,2.1,4.07,0.48,3.59
198509,133.1,63.3,8.54,86.57,6.91,4.08,11.61,3.37,8.24,7.95,2.23,4.91,0.38,4.53,2.06,4.09,0.47,3.61
198510,66.56,63.34,5.85,77.95,2.83,-1.9,8.06,-0.99,9.05,2.65,2.09,4.72,0.52,4.2,2.06,4.1,0.67,3.42
198511,0.0,63.13,3.0,59.31,-2.48,-10.66,4.38,-7.22,11.6,-4.26,2.27,5.16,0.78,4.38,2.37,4.74,0.95,3.79
198512,8.04,63.1,2.29,51.44,-3.9,-13.15,2.91,-8.65,11.56,-6.66,2.37,4.94,1.01,3.93,2.59,4.84,1.23,3.62
198513,586.33,63.09,5.03,62.9,1.93,-5.35,8.37,-3.1,11.47,1.79,2.56,5.52,0.65,4.87,2.51,4.9,0.81,4.09
198601,0.41,62.95,1.57,43.08,-6.65,-16.84,0.36,-11.49,11.85,-9.51,2.4,5.5,0.86,4.64,2.55,5.22,1.04,4.17
198602,11.62,62.9,1.99,52.56,-6.22,-14.58,0.83,-11.43,12.25,-7.83,2.45,5.73,0.58,5.15,2.45,5.26,0.74,4.52
198603,4.7,62.99,2.41,49.26,-2.83,-12.12,4.62,-9.15,13.76,-2.91,3.09,6.97,0.63,6.34,3.16,6.49,0.89,5.6
198604,10.37,63.13,3.39,49.62,1.68,-7.99,8.43,-4.08,12.51,3.1,3.03,6.54,0.61,5.93,2.92,5.82,0.77,5.06
198605,16.0,63.14,3.92,47.96,4.16,-6.45,10.76,-1.41,12.16,6.4,2.91,6.34,0.55,5.78,2.74,5.61,0.62,4.98
198606,91.86,63.09,7.14,61.22,8.86,0.73,15.68,2.73,12.95,11.59,3.02,6.36,0.61,5.76,2.69,5.21,0.72,4.49
198607,183.53,63.18,9.69,83.22,9.36,6.02,14.22,5.49,8.73,11.09,2.22,4.81,0.42,4.39,1.88,3.72,0.46,3.26
198608,65.4,63.24,9.42,82.5,9.07,5.56,14.3,5.0,9.3,10.69,2.27,5.03,0.35,4.68,1.96,3.96,0.43,3.53
198609,53.62,63.35,7.58,78.07,6.7,2.1,12.44,2.37,10.07,7.86,2.24,5.13,0.4,4.73,1.99,4.08,0.43,3.65
198610,20.35,63.33,4.47,65.03,1.34,-5.63,7.74,-3.46,11.21,1.0,2.18,5.05,0.46,4.58,2.07,4.29,0.55,3.74
198611,0.32,63.25,2.17,41.06,-1.66,-13.16,5.89,-6.69,12.58,-3.86,2.2,5.2,0.65,4.55,2.25,4.79,0.84,3.95
198612,27.94,63.11,1.76,50.22,-7.09,-15.68,0.09,-12.53,12.62,-10.56,2.23,4.61,0.72,3.89,2.35,4.36,0.97,3.38
198613,486.11,63.14,4.64,58.71,1.43,-6.46,7.98,-3.68,11.66,1.46,2.52,5.6,0.57,5.03,2.42,4.9,0.7,4.19
198701,5.71,63.09,1.54,44.65,-7.36,-16.89,0.14,-12.78,12.93,-11.46,2.22,4.65,0.75,3.91,2.25,4.33,0.89,3.44
198702,3.71,63.11,1.97,48.77,-5.19,-14.16,2.09,-10.53,12.62,-6.17,2.43,5.79,0.39,5.4,2.4,5.3,0.52,4.78
198703,5.26,63.04,2.59,49.33,-1.91,-11.19,5.7,-8.09,13.79,-1.51,2.59,5.92,0.5,5.42,2.44,5.09,0.64,4.46
198704,3.55,63.22,2.97,41.18,2.35,-9.72,9.52,-3.53,13.06,3.96,3.05,6.79,0.51,6.28,2.93,6.06,0.64,5.42
198705,25.9,63.33,4.27,51.73,4.52,-5.17,11.19,-1.18,12.37,6.54,2.92,6.42,0.44,5.98,2.7,5.53,0.5,5.03
198706,12.79,63.19,5.66,49.47,9.09,-1.67,17.04,1.74,15.29,11.93,3.11,6.78,0.51,6.27,2.77,5.57,0.63,4.94
198707,164.13,63.15,9.57,76.43,10.4,5.65,16.17,5.48,10.69,12.87,2.89,6.12,0.46,5.65,2.53,4.98,0.5,4.47
198708,141.74,63.21,9.96,83.42,9.71,6.38,14.87,5.76,9.11,11.48,2.41,5.13,0.51,4.61,2.16,4.11,0.65,3.45
198709,104.43,63.38,8.47,81.19,7.61,3.62,12.91,3.56,9.35,8.61,2.27,4.97,0.51,4.45,2.08,4.05,0.67,3.38
198710,79.87,63.39,4.44,66.27,1.42,-5.77,7.9,-3.53,11.43,-0.28,2.19,4.9,0.6,4.31,2.12,4.36,0.71,3.66
198711,0.01,63.35,2.34,40.44,-0.49,-13.0,6.89,-5.87,12.75,-4.09,2.07,4.4,0.77,3.63,2.12,4.08,0.9,3.19
198712,7.2,63.36,1.94,39.46,-2.87,-14.8,4.91,-8.24,13.15,-6.62,2.3,4.25,1.07,3.18,2.47,4.2,1.28,2.91
198713,554.29,63.23,4.66,56.12,2.31,-6.34,9.14,-3.06,12.2,2.14,2.54,5.51,0.59,4.92,2.41,4.8,0.71,4.09
198801,18.29,63.03,1.85,47.99,-5.98,-15.29,1.41,-11.12,12.53,-9.56,2.45,4.95,1.12,3.83,2.67,4.83,1.43,3.4
198802,4.49,63.02,2.15,48.3,-3.82,-13.49,3.38,-9.27,12.65,-5.14,2.85,6.29,0.79,5.51,2.96,5.93,1.1,4.83
198803,25.44,62.95,2.67,52.04,-2.23,-11.12,5.37,-8.66,14.03,-2.64,3.34,7.29,0.79,6.5,3.49,6.9,1.14,5.76
198804,14.61,63.34,3.19,41.6,3.38,-8.64,10.56,-2.46,13.03,4.64,2.81,6.27,0.62,5.65,2.69,5.54,0.75,4.78
198805,29.52,63.21,4.4,47.57,6.14,-4.95,13.54,-0.21,13.75,8.11,3.03,6.53,0.74,5.79,2.88,5.68,0.87,4.8
198806,61.52,63.21,7.51,65.61,8.89,1.87,15.59,2.67,12.92,11.46,2.79,5.94,0.51,5.43,2.43,4.78,0.62,4.16
198807,278.72,63.22,10.33,86.8,9.66,6.97,14.31,6.09,8.23,11.26,2.25,4.7,0.49,4.21,1.95,3.72,0.55,3.17
198808,206.79,63.22,10.25,87.93,9.35,6.84,13.8,5.86,7.94,10.72,2.25,4.83,0.32,4.51,1.98,3.88,0.37,3.51
198809,43.91,63.38,8.62,82.73,7.71,3.84,12.82,3.48,9.34,8.61,2.21,4.71,0.41,4.3,2.03,3.83,0.52,3.3
198810,9.27,63.31,4.91,66.58,2.62,-4.59,8.91,-2.16,11.07,2.43,2.16,5.13,0.4,4.72,2.03,4.33,0.48,3.85
198811,0.0,63.35,2.8,54.27,-2.29,-11.08,4.47,-7.55,12.02,-3.68,1.86,4.17,0.42,3.75,1.77,3.58,0.41,3.17
198812,15.37,63.24,2.26,50.29,-3.55,-13.08,2.91,-8.06,10.97,-6.13,1.99,4.41,0.54,3.88,2.03,4.03,0.68,3.35
198813,707.91,63.21,5.09,61.04,2.5,-5.2,8.93,-2.6,11.53,2.52,2.5,5.43,0.6,4.84,2.41,4.75,0.74,4.0
198901,25.04,62.74,1.65,52.66,-8.65,-17.07,-0.74,-14.03,13.29,-12.76,3.26,5.83,1.81,4.02,3.99,6.06,2.48,3.58
198902,8.33,62.75,1.78,49.04,-6.8,-15.65,0.63,-12.32,12.95,-8.34,3.45,7.07,1.45,5.62,3.97,7.06,2.02,5.05
198903,6.77,63.0,2.39,45.95,-2.23,-12.4,5.13,-8.37,13.5,-2.32,2.9,6.5,0.61,5.89,2.95,5.98,0.87,5.11
198904,6.95,63.06,2.44,34.38,2.13,-11.77,9.5,-4.24,13.74,2.84,3.46,7.64,0.65,6.99,3.53,7.21,0.87,6.35
198905,35.83,63.24,4.47,46.28,6.47,-5.34,13.55,0.4,13.15,8.23,3.01,6.58,0.54,6.05,2.84,5.78,0.63,5.15
198906,92.67,63.17,8.1,72.21,8.69,3.25,14.69,3.22,11.47,11.3,3.01,6.3,0.49,5.81,2.69,5.21,0.63,4.58
198907,141.94,63.21,9.89,81.78,9.9,6.24,14.85,5.62,9.24,11.98,2.55,5.16,0.54,4.61,2.23,4.1,0.64,3.45
198908,110.39,63.25,9.76,86.08,8.96,6.18,13.54,5.24,8.3,10.66,2.47,5.09,0.44,4.65,2.16,4.13,0.52,3.6
198909,42.65,63.34,8.97,84.66,7.96,4.81,13.14,4.14,9.0,9.41,2.36,5.29,0.39,4.9,2.14,4.32,0.51,3.81
198910,6.02,63.38,4.79,63.65,2.62,-4.58,9.05,-2.03,11.08,2.88,2.14,5.09,0.31,4.78,1.97,4.23,0.39,3.84
198911,2.82,63.26,2.27,46.71,-2.73,-12.87,4.55,-7.78,12.33,-4.13,2.2,5.23,0.54,4.69,2.25,4.75,0.73,4.02
