DATE,PRECTOT,PS,QV2M,RH2M,T2M,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
198101,55.01,89.3,4.66,54.5,10.02,0.78,16.81,5.37,11.43,8.31,1.94,3.39,0.62,2.77,2.51,3.96,0.86,3.11
198102,10.4,89.15,4.64,42.2,13.93,0.71,21.97,7.88,14.1,12.29,2.25,4.1,0.76,3.34,2.9,4.57,0.96,3.61
198103,26.83,89.07,5.63,40.29,17.45,3.36,24.99,11.09,13.9,17.01,2.41,4.3,0.84,3.46,3.09,4.84,1.08,3.75
198104,13.23,88.74,4.8,23.45,23.82,1.03,32.27,15.94,16.33,23.54,2.77,5.12,0.87,4.25,3.47,5.47,1.12,4.36
198105,94.59,88.5,8.44,34.24,26.87,9.16,34.14,19.61,14.53,27.12,2.51,4.65,0.77,3.88,3.09,4.94,1.09,3.85
198106,152.26,88.12,9.81,36.77,28.42,10.07,35.55,21.47,14.08,28.81,2.77,5.01,1.07,3.94,3.46,5.4,1.52,3.88
198107,348.28,88.15,17.93,81.28,24.65,21.03,28.52,21.56,6.96,25.02,2.37,4.22,0.7,3.52,3.13,4.76,1.2,3.56
198108,202.99,88.2,18.05,85.37,23.89,21.14,27.41,20.9,6.5,24.02,2.04,3.69,0.72,2.97,2.74,4.23,1.19,3.04
198109,82.29,88.72,14.89,76.75,22.61,18.09,27.0,18.9,8.1,22.35,1.76,3.18,0.4,2.77,2.29,3.57,0.63,2.94
198110,1.69,89.02,7.28,46.38,19.13,7.01,26.13,13.73,12.4,17.29,2.05,3.49,0.66,2.82,2.63,3.76,0.91,2.85
198111,47.45,89.18,5.78,48.51,14.72,3.35,21.81,9.87,11.93,12.66,1.96,3.3,0.64,2.66,2.51,3.72,0.83,2.89
198112,5.52,89.46,3.52,37.89,11.21,-3.04,19.09,6.31,12.78,8.14,1.96,3.55,0.63,2.91,2.45,3.83,0.74,3.09
198113,1040.53,88.8,8.82,50.75,19.74,7.78,26.31,14.42,11.89,18.9,2.23,4.0,0.72,3.27,2.85,4.42,1.01,3.41
198201,70.5,89.35,4.41,48.65,11.08,-0.17,18.11,6.5,11.62,9.0,2.02,3.65,0.68,2.97,2.6,4.15,0.9,3.25
198202,29.62,89.08,4.68,50.35,11.29,0.62,18.53,5.83,12.7,10.1,2.08,3.82,0.65,3.17,2.68,4.43,0.79,3.64
198203,47.58,88.99,6.27,51.15,15.65,4.82,22.83,9.61,13.22,15.22,2.49,4.65,0.75,3.9,3.24,5.31,1.05,4.26
198204,73.76,88.71,7.29,39.07,22.1,7.02,29.75,15.15,14.61,21.98,2.85,5.38,1.03,4.35,3.7,6.12,1.4,4.71
198205,76.01,88.72,9.83,47.0,24.07,11.54,30.75,17.68,13.07,24.47,2.68,5.02,0.82,4.2,3.46,5.69,1.07,4.62
198206,69.86,88.17,11.33,43.2,27.64,13.48,34.22,21.16,13.06,28.33,2.75,5.41,0.69,4.71,3.43,5.86,0.97,4.89
198207,153.7,88.13,14.63,58.53,27.31,17.4,32.58,22.62,9.97,28.23,2.6,4.89,0.72,4.17,3.28,5.33,1.13,4.2
198208,365.73,88.27,17.55,81.64,24.19,20.68,27.74,21.17,6.57,24.41,1.81,3.38,0.46,2.92,2.35,3.8,0.73,3.07
198209,77.73,88.64,13.38,70.96,21.92,16.02,26.76,17.88,8.89,21.12,1.93,3.4,0.62,2.78,2.54,4.02,0.85,3.16
198210,11.62,89.19,9.11,58.3,19.1,10.29,25.47,14.01,11.46,17.81,2.07,3.5,0.61,2.89,2.64,3.85,0.8,3.05
198211,3.06,89.24,5.64,46.35,15.1,3.06,22.6,10.2,12.4,13.12,2.02,3.83,0.56,3.27,2.58,4.1,0.65,3.44
