FID,id_punto,mes,mes_etiqueta,n_period,period,pre_normal,geom
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50c1,40665,12,12,30,1980,12.4,POINT (8933389.136160204 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50c2,40666,12,12,30,1980,12.49,POINT (8989048.88155684 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50c3,40667,12,12,30,1980,12.3,POINT (9044708.626953477 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50c4,40668,12,12,30,1980,13.4,POINT (9100368.372350115 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50c5,40669,12,12,30,1980,13.63,POINT (9156028.117746752 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50c6,40670,12,12,30,1980,14.41,POINT (9211687.863143386 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50c7,40671,12,12,30,1980,13.96,POINT (9267347.608540025 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50c8,40672,12,12,30,1980,13.53,POINT (9323007.353936663 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50c9,40673,12,12,30,1980,13.77,POINT (9378667.099333297 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50ca,40674,12,12,30,1980,13.66,POINT (9434326.844729934 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50cb,40675,12,12,30,1980,13.76,POINT (9489986.590126572 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50cc,40676,12,12,30,1980,13.96,POINT (9545646.335523209 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50cd,40677,12,12,30,1980,12.78,POINT (9601306.080919845 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50ce,40678,12,12,30,1980,13.01,POINT (9656965.826316481 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50cf,40679,12,12,30,1980,12.02,POINT (9712625.57171312 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d0,40680,12,12,30,1980,9.57,POINT (9768285.317109756 3471454.9819268296)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d1,41295,12,12,30,1980,9.78,POINT (8933389.136160204 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d2,41296,12,12,30,1980,11.15,POINT (8989048.88155684 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d3,41297,12,12,30,1980,12.57,POINT (9044708.626953477 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d4,41298,12,12,30,1980,13.36,POINT (9100368.372350115 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d5,41299,12,12,30,1980,11.61,POINT (9156028.117746752 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d6,41300,12,12,30,1980,11.28,POINT (9211687.863143386 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d7,41301,12,12,30,1980,13.01,POINT (9267347.608540025 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d8,41302,12,12,30,1980,12.36,POINT (9323007.353936663 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50d9,41303,12,12,30,1980,14.09,POINT (9378667.099333297 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50da,41304,12,12,30,1980,14.49,POINT (9434326.844729934 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50db,41305,12,12,30,1980,15.02,POINT (9489986.590126572 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50dc,41306,12,12,30,1980,15.83,POINT (9545646.335523209 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50dd,41307,12,12,30,1980,12.12,POINT (9601306.080919845 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50de,41308,12,12,30,1980,10.06,POINT (9656965.826316481 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50df,41309,12,12,30,1980,9.63,POINT (9712625.57171312 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e0,41310,12,12,30,1980,9.41,POINT (9768285.317109756 3343864.953833735)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e1,40335,12,12,30,1980,11.83,POINT (8933389.136160204 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e2,40336,12,12,30,1980,11.81,POINT (8989048.88155684 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e3,40337,12,12,30,1980,12.78,POINT (9044708.626953477 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e4,40338,12,12,30,1980,13.59,POINT (9100368.372350115 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e5,40339,12,12,30,1980,13.18,POINT (9156028.117746752 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e6,40340,12,12,30,1980,13.99,POINT (9211687.863143386 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e7,40341,12,12,30,1980,13.49,POINT (9267347.608540025 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e8,40342,12,12,30,1980,13.66,POINT (9323007.353936663 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50e9,40343,12,12,30,1980,13.96,POINT (9378667.099333297 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50ea,40344,12,12,30,1980,14.47,POINT (9434326.844729934 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50eb,40345,12,12,30,1980,15.31,POINT (9489986.590126572 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50ec,40346,12,12,30,1980,15.17,POINT (9545646.335523209 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50ed,40347,12,12,30,1980,13.16,POINT (9601306.080919845 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50ee,40348,12,12,30,1980,12.88,POINT (9656965.826316481 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50ef,40349,12,12,30,1980,12.6,POINT (9712625.57171312 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f0,40350,12,12,30,1980,10.78,POINT (9768285.317109756 3535725.659799159)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f1,42530,12,12,30,1980,6.48,POINT (8933389.136160204 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f2,42531,12,12,30,1980,5.8,POINT (8989048.88155684 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f3,42532,12,12,30,1980,5.32,POINT (9044708.626953477 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f4,42533,12,12,30,1980,4.3,POINT (9100368.372350115 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f5,42534,12,12,30,1980,3.61,POINT (9156028.117746752 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f6,42535,12,12,30,1980,3.67,POINT (9211687.863143386 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f7,42536,12,12,30,1980,3.75,POINT (9267347.608540025 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f8,42537,12,12,30,1980,3.94,POINT (9323007.353936663 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50f9,42538,12,12,30,1980,5.02,POINT (9378667.099333297 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50fa,42539,12,12,30,1980,3.87,POINT (9434326.844729934 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50fb,42540,12,12,30,1980,3.21,POINT (9489986.590126572 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50fc,42541,12,12,30,1980,3.44,POINT (9545646.335523209 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50fd,42542,12,12,30,1980,3.11,POINT (9601306.080919845 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50fe,42543,12,12,30,1980,5.03,POINT (9656965.826316481 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_50ff,42544,12,12,30,1980,7.04,POINT (9712625.57171312 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5100,42545,12,12,30,1980,7.19,POINT (9768285.317109756 3092272.122885534)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5101,40981,12,12,30,1980,13.37,POINT (8933389.136160204 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5102,40982,12,12,30,1980,14.39,POINT (8989048.88155684 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5103,40983,12,12,30,1980,15.43,POINT (9044708.626953477 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5104,40984,12,12,30,1980,13.61,POINT (9100368.372350115 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5105,40985,12,12,30,1980,12.74,POINT (9156028.117746752 3407504.076175717)
pre_normales_espacial_p.fid--5ff12b53_17a3ccb74c0_5106,40986,12,12,30,1980,12.88,POINT (9211687.863143386 3407504.076175717)
