Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
4.2709093, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
7.4976263, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
11.874395, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
18.31136, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
23.66546, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
26.564535, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
24.013813, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
22.006575, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
21.377277, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
17.74408, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
11.724737, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
5.9072337, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
11.850122, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
14.725787, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
19.865067, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
25.563375, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
29.912895, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
31.511137, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
27.665264, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
25.870447, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
25.210815, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
23.21241, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
17.877022, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
14.15258, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
12.449621, 2040-2059, ccsm4, Jan Average, Nepal, NPL
14.031541, 2040-2059, ccsm4, Feb Average, Nepal, NPL
19.730204, 2040-2059, ccsm4, Mar Average, Nepal, NPL
26.519655, 2040-2059, ccsm4, Apr Average, Nepal, NPL
31.057919, 2040-2059, ccsm4, May Average, Nepal, NPL
30.118492, 2040-2059, ccsm4, Jun Average, Nepal, NPL
27.09542, 2040-2059, ccsm4, Jul Average, Nepal, NPL
26.324692, 2040-2059, ccsm4, Aug Average, Nepal, NPL
25.075014, 2040-2059, ccsm4, Sep Average, Nepal, NPL
21.711273, 2040-2059, ccsm4, Oct Average, Nepal, NPL
17.010725, 2040-2059, ccsm4, Nov Average, Nepal, NPL
13.926773, 2040-2059, ccsm4, Dec Average, Nepal, NPL
11.723977, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
14.039879, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
20.064981, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
25.56627, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
26.716728, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
27.82024, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
26.247496, 2040-2059, cesm1_cam5, Jul Average, Nepal, NPL
25.34374, 2040-2059, cesm1_cam5, Aug Average, Nepal, NPL
24.528925, 2040-2059, cesm1_cam5, Sep Average, Nepal, NPL
21.68243, 2040-2059, cesm1_cam5, Oct Average, Nepal, NPL
16.3849, 2040-2059, cesm1_cam5, Nov Average, Nepal, NPL
12.884193, 2040-2059, cesm1_cam5, Dec Average, Nepal, NPL
7.7174377, 2040-2059, csiro_mk3_6_0, Jan Average, Nepal, NPL
10.134267, 2040-2059, csiro_mk3_6_0, Feb Average, Nepal, NPL
15.119872, 2040-2059, csiro_mk3_6_0, Mar Average, Nepal, NPL
21.468168, 2040-2059, csiro_mk3_6_0, Apr Average, Nepal, NPL
26.786755, 2040-2059, csiro_mk3_6_0, May Average, Nepal, NPL
29.7944, 2040-2059, csiro_mk3_6_0, Jun Average, Nepal, NPL
28.038164, 2040-2059, csiro_mk3_6_0, Jul Average, Nepal, NPL
25.626719, 2040-2059, csiro_mk3_6_0, Aug Average, Nepal, NPL
22.655718, 2040-2059, csiro_mk3_6_0, Sep Average, Nepal, NPL
18.296076, 2040-2059, csiro_mk3_6_0, Oct Average, Nepal, NPL
13.370234, 2040-2059, csiro_mk3_6_0, Nov Average, Nepal, NPL
8.606854, 2040-2059, csiro_mk3_6_0, Dec Average, Nepal, NPL
7.3903484, 2040-2059, fio_esm, Jan Average, Nepal, NPL
9.7660265, 2040-2059, fio_esm, Feb Average, Nepal, NPL
13.5355, 2040-2059, fio_esm, Mar Average, Nepal, NPL
18.725025, 2040-2059, fio_esm, Apr Average, Nepal, NPL
23.100569, 2040-2059, fio_esm, May Average, Nepal, NPL
25.581085, 2040-2059, fio_esm, Jun Average, Nepal, NPL
24.16103, 2040-2059, fio_esm, Jul Average, Nepal, NPL
21.7841, 2040-2059, fio_esm, Aug Average, Nepal, NPL
19.976833, 2040-2059, fio_esm, Sep Average, Nepal, NPL
16.092598, 2040-2059, fio_esm, Oct Average, Nepal, NPL
11.736071, 2040-2059, fio_esm, Nov Average, Nepal, NPL
8.482748, 2040-2059, fio_esm, Dec Average, Nepal, NPL
8.021804, 2040-2059, gfdl_cm3, Jan Average, Nepal, NPL
9.987546, 2040-2059, gfdl_cm3, Feb Average, Nepal, NPL
15.809922, 2040-2059, gfdl_cm3, Mar Average, Nepal, NPL
22.66631, 2040-2059, gfdl_cm3, Apr Average, Nepal, NPL
25.798512, 2040-2059, gfdl_cm3, May Average, Nepal, NPL
26.174385, 2040-2059, gfdl_cm3, Jun Average, Nepal, NPL
24.182598, 2040-2059, gfdl_cm3, Jul Average, Nepal, NPL
23.4194, 2040-2059, gfdl_cm3, Aug Average, Nepal, NPL
21.824978, 2040-2059, gfdl_cm3, Sep Average, Nepal, NPL
17.836275, 2040-2059, gfdl_cm3, Oct Average, Nepal, NPL
12.826581, 2040-2059, gfdl_cm3, Nov Average, Nepal, NPL
7.517261, 2040-2059, gfdl_cm3, Dec Average, Nepal, NPL
7.722003, 2040-2059, gfdl_esm2m, Jan Average, Nepal, NPL
9.854872, 2040-2059, gfdl_esm2m, Feb Average, Nepal, NPL
14.221362, 2040-2059, gfdl_esm2m, Mar Average, Nepal, NPL
20.827282, 2040-2059, gfdl_esm2m, Apr Average, Nepal, NPL
25.760588, 2040-2059, gfdl_esm2m, May Average, Nepal, NPL
26.275377, 2040-2059, gfdl_esm2m, Jun Average, Nepal, NPL
24.132647, 2040-2059, gfdl_esm2m, Jul Average, Nepal, NPL
22.31171, 2040-2059, gfdl_esm2m, Aug Average, Nepal, NPL
20.397608, 2040-2059, gfdl_esm2m, Sep Average, Nepal, NPL
16.25545, 2040-2059, gfdl_esm2m, Oct Average, Nepal, NPL
10.211437, 2040-2059, gfdl_esm2m, Nov Average, Nepal, NPL
6.5745106, 2040-2059, gfdl_esm2m, Dec Average, Nepal, NPL
19.877861, 2040-2059, giss_e2_h, Jan Average, Nepal, NPL
22.236479, 2040-2059, giss_e2_h, Feb Average, Nepal, NPL
25.688366, 2040-2059, giss_e2_h, Mar Average, Nepal, NPL
29.837048, 2040-2059, giss_e2_h, Apr Average, Nepal, NPL
33.15527, 2040-2059, giss_e2_h, May Average, Nepal, NPL
34.921284, 2040-2059, giss_e2_h, Jun Average, Nepal, NPL
35.326073, 2040-2059, giss_e2_h, Jul Average, Nepal, NPL
33.85863, 2040-2059, giss_e2_h, Aug Average, Nepal, NPL
32.745316, 2040-2059, giss_e2_h, Sep Average, Nepal, NPL
28.984692, 2040-2059, giss_e2_h, Oct Average, Nepal, NPL
24.290623, 2040-2059, giss_e2_h, Nov Average, Nepal, NPL
21.152615, 2040-2059, giss_e2_h, Dec Average, Nepal, NPL
20.401495, 2040-2059, giss_e2_r, Jan Average, Nepal, NPL
22.82314, 2040-2059, giss_e2_r, Feb Average, Nepal, NPL
26.612339, 2040-2059, giss_e2_r, Mar Average, Nepal, NPL
30.383669, 2040-2059, giss_e2_r, Apr Average, Nepal, NPL
33.821598, 2040-2059, giss_e2_r, May Average, Nepal, NPL
36.197292, 2040-2059, giss_e2_r, Jun Average, Nepal, NPL
35.992252, 2040-2059, giss_e2_r, Jul Average, Nepal, NPL
34.06399, 2040-2059, giss_e2_r, Aug Average, Nepal, NPL
32.6155, 2040-2059, giss_e2_r, Sep Average, Nepal, NPL
29.548292, 2040-2059, giss_e2_r, Oct Average, Nepal, NPL
25.066242, 2040-2059, giss_e2_r, Nov Average, Nepal, NPL
21.455057, 2040-2059, giss_e2_r, Dec Average, Nepal, NPL
13.664286, 2040-2059, ipsl_cm5a_mr, Jan Average, Nepal, NPL
15.800192, 2040-2059, ipsl_cm5a_mr, Feb Average, Nepal, NPL
20.05393, 2040-2059, ipsl_cm5a_mr, Mar Average, Nepal, NPL
24.501064, 2040-2059, ipsl_cm5a_mr, Apr Average, Nepal, NPL
27.850334, 2040-2059, ipsl_cm5a_mr, May Average, Nepal, NPL
29.415127, 2040-2059, ipsl_cm5a_mr, Jun Average, Nepal, NPL
29.45017, 2040-2059, ipsl_cm5a_mr, Jul Average, Nepal, NPL
27.523571, 2040-2059, ipsl_cm5a_mr, Aug Average, Nepal, NPL
26.776808, 2040-2059, ipsl_cm5a_mr, Sep Average, Nepal, NPL
23.050558, 2040-2059, ipsl_cm5a_mr, Oct Average, Nepal, NPL
18.397306, 2040-2059, ipsl_cm5a_mr, Nov Average, Nepal, NPL
14.379798, 2040-2059, ipsl_cm5a_mr, Dec Average, Nepal, NPL
5.4510612, 2040-2059, miroc_esm, Jan Average, Nepal, NPL
7.2129974, 2040-2059, miroc_esm, Feb Average, Nepal, NPL
11.207337, 2040-2059, miroc_esm, Mar Average, Nepal, NPL
16.481627, 2040-2059, miroc_esm, Apr Average, Nepal, NPL
20.62335, 2040-2059, miroc_esm, May Average, Nepal, NPL
21.082663, 2040-2059, miroc_esm, Jun Average, Nepal, NPL
19.483318, 2040-2059, miroc_esm, Jul Average, Nepal, NPL
18.63139, 2040-2059, miroc_esm, Aug Average, Nepal, NPL
18.45898, 2040-2059, miroc_esm, Sep Average, Nepal, NPL
15.988578, 2040-2059, miroc_esm, Oct Average, Nepal, NPL
11.801288, 2040-2059, miroc_esm, Nov Average, Nepal, NPL
7.793242, 2040-2059, miroc_esm, Dec Average, Nepal, NPL
6.071275, 2040-2059, miroc_esm_chem, Jan Average, Nepal, NPL
7.3548512, 2040-2059, miroc_esm_chem, Feb Average, Nepal, NPL
11.65787, 2040-2059, miroc_esm_chem, Mar Average, Nepal, NPL
16.76373, 2040-2059, miroc_esm_chem, Apr Average, Nepal, NPL
20.484556, 2040-2059, miroc_esm_chem, May Average, Nepal, NPL
20.62644, 2040-2059, miroc_esm_chem, Jun Average, Nepal, NPL
19.240759, 2040-2059, miroc_esm_chem, Jul Average, Nepal, NPL
18.741053, 2040-2059, miroc_esm_chem, Aug Average, Nepal, NPL
18.754307, 2040-2059, miroc_esm_chem, Sep Average, Nepal, NPL
16.33245, 2040-2059, miroc_esm_chem, Oct Average, Nepal, NPL
11.652549, 2040-2059, miroc_esm_chem, Nov Average, Nepal, NPL
7.983284, 2040-2059, miroc_esm_chem, Dec Average, Nepal, NPL
11.053113, 2040-2059, miroc5, Jan Average, Nepal, NPL
13.865452, 2040-2059, miroc5, Feb Average, Nepal, NPL
18.167383, 2040-2059, miroc5, Mar Average, Nepal, NPL
23.615086, 2040-2059, miroc5, Apr Average, Nepal, NPL
27.397316, 2040-2059, miroc5, May Average, Nepal, NPL
27.19121, 2040-2059, miroc5, Jun Average, Nepal, NPL
23.980118, 2040-2059, miroc5, Jul Average, Nepal, NPL
23.250374, 2040-2059, miroc5, Aug Average, Nepal, NPL
22.669184, 2040-2059, miroc5, Sep Average, Nepal, NPL
20.43834, 2040-2059, miroc5, Oct Average, Nepal, NPL
16.274961, 2040-2059, miroc5, Nov Average, Nepal, NPL
12.635383, 2040-2059, miroc5, Dec Average, Nepal, NPL
10.1107645, 2040-2059, mri_cgcm3, Jan Average, Nepal, NPL
13.313453, 2040-2059, mri_cgcm3, Feb Average, Nepal, NPL
18.557737, 2040-2059, mri_cgcm3, Mar Average, Nepal, NPL
23.70622, 2040-2059, mri_cgcm3, Apr Average, Nepal, NPL
29.328278, 2040-2059, mri_cgcm3, May Average, Nepal, NPL
33.24492, 2040-2059, mri_cgcm3, Jun Average, Nepal, NPL
30.321194, 2040-2059, mri_cgcm3, Jul Average, Nepal, NPL
26.717175, 2040-2059, mri_cgcm3, Aug Average, Nepal, NPL
24.767738, 2040-2059, mri_cgcm3, Sep Average, Nepal, NPL
20.688625, 2040-2059, mri_cgcm3, Oct Average, Nepal, NPL
15.030738, 2040-2059, mri_cgcm3, Nov Average, Nepal, NPL
10.600056, 2040-2059, mri_cgcm3, Dec Average, Nepal, NPL
7.687653, 2040-2059, noresm1_m, Jan Average, Nepal, NPL
9.415043, 2040-2059, noresm1_m, Feb Average, Nepal, NPL
13.434098, 2040-2059, noresm1_m, Mar Average, Nepal, NPL
19.734226, 2040-2059, noresm1_m, Apr Average, Nepal, NPL
25.096321, 2040-2059, noresm1_m, May Average, Nepal, NPL
25.662582, 2040-2059, noresm1_m, Jun Average, Nepal, NPL
22.161226, 2040-2059, noresm1_m, Jul Average, Nepal, NPL
21.290907, 2040-2059, noresm1_m, Aug Average, Nepal, NPL
20.674479, 2040-2059, noresm1_m, Sep Average, Nepal, NPL
16.87422, 2040-2059, noresm1_m, Oct Average, Nepal, NPL
12.081493, 2040-2059, noresm1_m, Nov Average, Nepal, NPL
8.746429, 2040-2059, noresm1_m, Dec Average, Nepal, NPL
1.0406212, 2040-2059, Ensemble (10th Percentile), Jan Average, Nepal, NPL
0.9724429, 2040-2059, Ensemble (10th Percentile), Feb Average, Nepal, NPL
0.6234944, 2040-2059, Ensemble (10th Percentile), Mar Average, Nepal, NPL
0.8039029, 2040-2059, Ensemble (10th Percentile), Apr Average, Nepal, NPL
0.6122599, 2040-2059, Ensemble (10th Percentile), May Average, Nepal, NPL
0.7446591, 2040-2059, Ensemble (10th Percentile), Jun Average, Nepal, NPL
0.3935529, 2040-2059, Ensemble (10th Percentile), Jul Average, Nepal, NPL
0.380673, 2040-2059, Ensemble (10th Percentile), Aug Average, Nepal, NPL
0.71184593, 2040-2059, Ensemble (10th Percentile), Sep Average, Nepal, NPL
0.77095884, 2040-2059, Ensemble (10th Percentile), Oct Average, Nepal, NPL
0.71968865, 2040-2059, Ensemble (10th Percentile), Nov Average, Nepal, NPL
0.67197853, 2040-2059, Ensemble (10th Percentile), Dec Average, Nepal, NPL
1.5084141, 2040-2059, Ensemble (50th Percentile), Jan Average, Nepal, NPL
1.4818703, 2040-2059, Ensemble (50th Percentile), Feb Average, Nepal, NPL
1.5149592, 2040-2059, Ensemble (50th Percentile), Mar Average, Nepal, NPL
1.6540247, 2040-2059, Ensemble (50th Percentile), Apr Average, Nepal, NPL
1.5203863, 2040-2059, Ensemble (50th Percentile), May Average, Nepal, NPL
1.4719229, 2040-2059, Ensemble (50th Percentile), Jun Average, Nepal, NPL
1.304537, 2040-2059, Ensemble (50th Percentile), Jul Average, Nepal, NPL
1.0554076, 2040-2059, Ensemble (50th Percentile), Aug Average, Nepal, NPL
1.2085068, 2040-2059, Ensemble (50th Percentile), Sep Average, Nepal, NPL
1.349265, 2040-2059, Ensemble (50th Percentile), Oct Average, Nepal, NPL
1.3976051, 2040-2059, Ensemble (50th Percentile), Nov Average, Nepal, NPL
1.4036115, 2040-2059, Ensemble (50th Percentile), Dec Average, Nepal, NPL
3.0132802, 2040-2059, Ensemble (90th Percentile), Jan Average, Nepal, NPL
2.4334269, 2040-2059, Ensemble (90th Percentile), Feb Average, Nepal, NPL
2.3449368, 2040-2059, Ensemble (90th Percentile), Mar Average, Nepal, NPL
2.7571034, 2040-2059, Ensemble (90th Percentile), Apr Average, Nepal, NPL
2.6326706, 2040-2059, Ensemble (90th Percentile), May Average, Nepal, NPL
2.3690374, 2040-2059, Ensemble (90th Percentile), Jun Average, Nepal, NPL
2.1081243, 2040-2059, Ensemble (90th Percentile), Jul Average, Nepal, NPL
1.7036428, 2040-2059, Ensemble (90th Percentile), Aug Average, Nepal, NPL
1.8347402, 2040-2059, Ensemble (90th Percentile), Sep Average, Nepal, NPL
1.8947862, 2040-2059, Ensemble (90th Percentile), Oct Average, Nepal, NPL
2.012646, 2040-2059, Ensemble (90th Percentile), Nov Average, Nepal, NPL
2.5482688, 2040-2059, Ensemble (90th Percentile), Dec Average, Nepal, NPL
