Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
4.148725, 2020-2039, bcc_csm1_1, Jan Average, Nepal, NPL
6.5110316, 2020-2039, bcc_csm1_1, Feb Average, Nepal, NPL
11.362133, 2020-2039, bcc_csm1_1, Mar Average, Nepal, NPL
18.221434, 2020-2039, bcc_csm1_1, Apr Average, Nepal, NPL
22.794514, 2020-2039, bcc_csm1_1, May Average, Nepal, NPL
25.89737, 2020-2039, bcc_csm1_1, Jun Average, Nepal, NPL
23.911375, 2020-2039, bcc_csm1_1, Jul Average, Nepal, NPL
22.023888, 2020-2039, bcc_csm1_1, Aug Average, Nepal, NPL
21.206993, 2020-2039, bcc_csm1_1, Sep Average, Nepal, NPL
17.644272, 2020-2039, bcc_csm1_1, Oct Average, Nepal, NPL
11.530652, 2020-2039, bcc_csm1_1, Nov Average, Nepal, NPL
5.808551, 2020-2039, bcc_csm1_1, Dec Average, Nepal, NPL
11.4447365, 2020-2039, bcc_csm1_1_m, Jan Average, Nepal, NPL
14.209182, 2020-2039, bcc_csm1_1_m, Feb Average, Nepal, NPL
19.420519, 2020-2039, bcc_csm1_1_m, Mar Average, Nepal, NPL
25.506632, 2020-2039, bcc_csm1_1_m, Apr Average, Nepal, NPL
29.438538, 2020-2039, bcc_csm1_1_m, May Average, Nepal, NPL
30.612164, 2020-2039, bcc_csm1_1_m, Jun Average, Nepal, NPL
26.872179, 2020-2039, bcc_csm1_1_m, Jul Average, Nepal, NPL
25.871, 2020-2039, bcc_csm1_1_m, Aug Average, Nepal, NPL
25.086374, 2020-2039, bcc_csm1_1_m, Sep Average, Nepal, NPL
23.403915, 2020-2039, bcc_csm1_1_m, Oct Average, Nepal, NPL
18.094046, 2020-2039, bcc_csm1_1_m, Nov Average, Nepal, NPL
13.416073, 2020-2039, bcc_csm1_1_m, Dec Average, Nepal, NPL
12.243738, 2020-2039, ccsm4, Jan Average, Nepal, NPL
14.08675, 2020-2039, ccsm4, Feb Average, Nepal, NPL
19.295519, 2020-2039, ccsm4, Mar Average, Nepal, NPL
25.8922, 2020-2039, ccsm4, Apr Average, Nepal, NPL
30.691298, 2020-2039, ccsm4, May Average, Nepal, NPL
29.576721, 2020-2039, ccsm4, Jun Average, Nepal, NPL
26.902334, 2020-2039, ccsm4, Jul Average, Nepal, NPL
25.919369, 2020-2039, ccsm4, Aug Average, Nepal, NPL
24.687595, 2020-2039, ccsm4, Sep Average, Nepal, NPL
21.096785, 2020-2039, ccsm4, Oct Average, Nepal, NPL
17.108358, 2020-2039, ccsm4, Nov Average, Nepal, NPL
13.647449, 2020-2039, ccsm4, Dec Average, Nepal, NPL
10.573317, 2020-2039, cesm1_cam5, Jan Average, Nepal, NPL
13.485623, 2020-2039, cesm1_cam5, Feb Average, Nepal, NPL
19.232544, 2020-2039, cesm1_cam5, Mar Average, Nepal, NPL
25.603617, 2020-2039, cesm1_cam5, Apr Average, Nepal, NPL
27.125774, 2020-2039, cesm1_cam5, May Average, Nepal, NPL
27.011042, 2020-2039, cesm1_cam5, Jun Average, Nepal, NPL
25.209297, 2020-2039, cesm1_cam5, Jul Average, Nepal, NPL
