Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
3.2064693, 2080-2099, bcc_csm1_1, Jan Anomaly, Nepal, NPL
2.667534, 2080-2099, bcc_csm1_1, Feb Anomaly, Nepal, NPL
2.5423024, 2080-2099, bcc_csm1_1, Mar Anomaly, Nepal, NPL
3.369249, 2080-2099, bcc_csm1_1, Apr Anomaly, Nepal, NPL
2.4108238, 2080-2099, bcc_csm1_1, May Anomaly, Nepal, NPL
1.6798496, 2080-2099, bcc_csm1_1, Jun Anomaly, Nepal, NPL
2.1049335, 2080-2099, bcc_csm1_1, Jul Anomaly, Nepal, NPL
1.5307503, 2080-2099, bcc_csm1_1, Aug Anomaly, Nepal, NPL
2.245747, 2080-2099, bcc_csm1_1, Sep Anomaly, Nepal, NPL
2.7366242, 2080-2099, bcc_csm1_1, Oct Anomaly, Nepal, NPL
2.274092, 2080-2099, bcc_csm1_1, Nov Anomaly, Nepal, NPL
2.7388272, 2080-2099, bcc_csm1_1, Dec Anomaly, Nepal, NPL
2.3714771, 2080-2099, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.715707, 2080-2099, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
3.1815374, 2080-2099, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
3.2807257, 2080-2099, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
3.02583, 2080-2099, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.2227924, 2080-2099, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
2.0785244, 2080-2099, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.8486509, 2080-2099, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.936957, 2080-2099, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
2.1722174, 2080-2099, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
2.5832067, 2080-2099, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.4992907, 2080-2099, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
2.8590815, 2080-2099, ccsm4, Jan Anomaly, Nepal, NPL
2.7788293, 2080-2099, ccsm4, Feb Anomaly, Nepal, NPL
3.566044, 2080-2099, ccsm4, Mar Anomaly, Nepal, NPL
3.100937, 2080-2099, ccsm4, Apr Anomaly, Nepal, NPL
3.30081, 2080-2099, ccsm4, May Anomaly, Nepal, NPL
3.9244516, 2080-2099, ccsm4, Jun Anomaly, Nepal, NPL
2.3937154, 2080-2099, ccsm4, Jul Anomaly, Nepal, NPL
2.388678, 2080-2099, ccsm4, Aug Anomaly, Nepal, NPL
2.516886, 2080-2099, ccsm4, Sep Anomaly, Nepal, NPL
2.684288, 2080-2099, ccsm4, Oct Anomaly, Nepal, NPL
2.8987756, 2080-2099, ccsm4, Nov Anomaly, Nepal, NPL
