Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.5396143, 2040-2059, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.152677, 2040-2059, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.23015083, 2040-2059, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.4796274, 2040-2059, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.6952809, 2040-2059, bcc_csm1_1, May Anomaly, Nepal, NPL
1.078102, 2040-2059, bcc_csm1_1, Jun Anomaly, Nepal, NPL
0.876524, 2040-2059, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.14509664, 2040-2059, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.8595954, 2040-2059, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.0899161, 2040-2059, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.6841814, 2040-2059, bcc_csm1_1, Nov Anomaly, Nepal, NPL
0.7331988, 2040-2059, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.3441371, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.2047797, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.87338, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.0872364, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
2.0652525, 2040-2059, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.2986176, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.3759954, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.0889623, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.70430404, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.670415, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.495534, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.2750447, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.7074343, 2040-2059, ccsm4, Jan Anomaly, Nepal, NPL
1.0023156, 2040-2059, ccsm4, Feb Anomaly, Nepal, NPL
2.202852, 2040-2059, ccsm4, Mar Anomaly, Nepal, NPL
2.2502716, 2040-2059, ccsm4, Apr Anomaly, Nepal, NPL
2.1360435, 2040-2059, ccsm4, May Anomaly, Nepal, NPL
2.162067, 2040-2059, ccsm4, Jun Anomaly, Nepal, NPL
1.5443575, 2040-2059, ccsm4, Jul Anomaly, Nepal, NPL
