Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
4.5476623, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
7.1803975, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
12.109854, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
18.335142, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
23.139217, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
26.43116, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
23.567856, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
22.073563, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
20.73184, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
17.496342, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
11.622128, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
6.11148, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
11.993823, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
13.816736, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
18.615007, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
25.277464, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
29.30976, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
30.458122, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
27.40569, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
26.05268, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
25.733036, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
22.759012, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
18.350397, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
14.3047905, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
11.923061, 2040-2059, ccsm4, Jan Average, Nepal, NPL
14.259262, 2040-2059, ccsm4, Feb Average, Nepal, NPL
19.222473, 2040-2059, ccsm4, Mar Average, Nepal, NPL
26.219137, 2040-2059, ccsm4, Apr Average, Nepal, NPL
30.276674, 2040-2059, ccsm4, May Average, Nepal, NPL
29.187117, 2040-2059, ccsm4, Jun Average, Nepal, NPL
26.730574, 2040-2059, ccsm4, Jul Average, Nepal, NPL
26.099466, 2040-2059, ccsm4, Aug Average, Nepal, NPL
24.657244, 2040-2059, ccsm4, Sep Average, Nepal, NPL
21.096527, 2040-2059, ccsm4, Oct Average, Nepal, NPL
16.758402, 2040-2059, ccsm4, Nov Average, Nepal, NPL
13.375108, 2040-2059, ccsm4, Dec Average, Nepal, NPL
11.060458, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
13.422839, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
19.588451, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
25.71185, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
27.364124, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
26.891273, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
25.76119, 2040-2059, cesm1_cam5, Jul Average, Nepal, NPL
