Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.730422, 2040-2059, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.8250615, 2040-2059, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.9205275, 2040-2059, bcc_csm1_1, Mar Anomaly, Nepal, NPL
2.0705304, 2040-2059, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.6810122, 2040-2059, bcc_csm1_1, May Anomaly, Nepal, NPL
1.0943747, 2040-2059, bcc_csm1_1, Jun Anomaly, Nepal, NPL
0.61456776, 2040-2059, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.58824456, 2040-2059, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.8093833, 2040-2059, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.525931, 2040-2059, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.9549735, 2040-2059, bcc_csm1_1, Nov Anomaly, Nepal, NPL
2.0449977, 2040-2059, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.7263877, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.0775443, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.3231456, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.484557, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
2.5395494, 2040-2059, bcc_csm1_1_m, May Anomaly, Nepal, NPL
0.82033074, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.0152813, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.390845, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.1574699, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.2477149, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.6399924, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.2992911, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.706189, 2040-2059, ccsm4, Jan Anomaly, Nepal, NPL
1.288121, 2040-2059, ccsm4, Feb Anomaly, Nepal, NPL
2.0246375, 2040-2059, ccsm4, Mar Anomaly, Nepal, NPL
1.6546751, 2040-2059, ccsm4, Apr Anomaly, Nepal, NPL
1.0660543, 2040-2059, ccsm4, May Anomaly, Nepal, NPL
1.41761, 2040-2059, ccsm4, Jun Anomaly, Nepal, NPL
0.9344457, 2040-2059, ccsm4, Jul Anomaly, Nepal, NPL
1.0061109, 2040-2059, ccsm4, Aug Anomaly, Nepal, NPL
0.9974205, 2040-2059, ccsm4, Sep Anomaly, Nepal, NPL
0.9438075, 2040-2059, ccsm4, Oct Anomaly, Nepal, NPL
1.2457439, 2040-2059, ccsm4, Nov Anomaly, Nepal, NPL
1.1440259, 2040-2059, ccsm4, Dec Anomaly, Nepal, NPL
2.203185, 2040-2059, cesm1_cam5, Jan Anomaly, Nepal, NPL
2.6215854, 2040-2059, cesm1_cam5, Feb Anomaly, Nepal, NPL
1.5517721, 2040-2059, cesm1_cam5, Mar Anomaly, Nepal, NPL
1.6400964, 2040-2059, cesm1_cam5, Apr Anomaly, Nepal, NPL
1.0151787, 2040-2059, cesm1_cam5, May Anomaly, Nepal, NPL
1.5954212, 2040-2059, cesm1_cam5, Jun Anomaly, Nepal, NPL
1.3695949, 2040-2059, cesm1_cam5, Jul Anomaly, Nepal, NPL
1.1495227, 2040-2059, cesm1_cam5, Aug Anomaly, Nepal, NPL
1.6381781, 2040-2059, cesm1_cam5, Sep Anomaly, Nepal, NPL
1.5932797, 2040-2059, cesm1_cam5, Oct Anomaly, Nepal, NPL
1.910357, 2040-2059, cesm1_cam5, Nov Anomaly, Nepal, NPL
1.5182015, 2040-2059, cesm1_cam5, Dec Anomaly, Nepal, NPL
2.4406667, 2040-2059, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
2.797716, 2040-2059, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
2.1659236, 2040-2059, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
2.3185103, 2040-2059, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
2.223809, 2040-2059, csiro_mk3_6_0, May Anomaly, Nepal, NPL
2.3636765, 2040-2059, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
1.598479, 2040-2059, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
1.4423794, 2040-2059, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
1.3506877, 2040-2059, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
1.4366691, 2040-2059, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
2.0139859, 2040-2059, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
2.558769, 2040-2059, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
1.3282099, 2040-2059, fio_esm, Jan Anomaly, Nepal, NPL
1.3895177, 2040-2059, fio_esm, Feb Anomaly, Nepal, NPL
1.065755, 2040-2059, fio_esm, Mar Anomaly, Nepal, NPL
0.9654881, 2040-2059, fio_esm, Apr Anomaly, Nepal, NPL
0.87732154, 2040-2059, fio_esm, May Anomaly, Nepal, NPL
0.8525683, 2040-2059, fio_esm, Jun Anomaly, Nepal, NPL
1.5984551, 2040-2059, fio_esm, Jul Anomaly, Nepal, NPL
1.1199907, 2040-2059, fio_esm, Aug Anomaly, Nepal, NPL
0.91715765, 2040-2059, fio_esm, Sep Anomaly, Nepal, NPL
1.1668779, 2040-2059, fio_esm, Oct Anomaly, Nepal, NPL
0.95269746, 2040-2059, fio_esm, Nov Anomaly, Nepal, NPL
0.5661197, 2040-2059, fio_esm, Dec Anomaly, Nepal, NPL
2.177442, 2040-2059, gfdl_cm3, Jan Anomaly, Nepal, NPL
1.6346618, 2040-2059, gfdl_cm3, Feb Anomaly, Nepal, NPL
1.0093334, 2040-2059, gfdl_cm3, Mar Anomaly, Nepal, NPL
2.527712, 2040-2059, gfdl_cm3, Apr Anomaly, Nepal, NPL
2.980183, 2040-2059, gfdl_cm3, May Anomaly, Nepal, NPL
2.507607, 2040-2059, gfdl_cm3, Jun Anomaly, Nepal, NPL
2.2533386, 2040-2059, gfdl_cm3, Jul Anomaly, Nepal, NPL
2.5484, 2040-2059, gfdl_cm3, Aug Anomaly, Nepal, NPL
2.4445717, 2040-2059, gfdl_cm3, Sep Anomaly, Nepal, NPL
2.5335102, 2040-2059, gfdl_cm3, Oct Anomaly, Nepal, NPL
2.3208852, 2040-2059, gfdl_cm3, Nov Anomaly, Nepal, NPL
