Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
0.13445, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.20512, 2020-2039, miroc_esm, Mar Anomaly, NPL
0.49662, 2020-2039, miroc_esm, Apr Anomaly, NPL
0.13011, 2020-2039, miroc_esm, May Anomaly, NPL
0.61809, 2020-2039, miroc_esm, Jun Anomaly, NPL
-1.4769, 2020-2039, miroc_esm, Jul Anomaly, NPL
-1.6726, 2020-2039, miroc_esm, Aug Anomaly, NPL
-0.8379, 2020-2039, miroc_esm, Sep Anomaly, NPL
0.23348, 2020-2039, miroc_esm, Oct Anomaly, NPL
1.64883, 2020-2039, miroc_esm, Nov Anomaly, NPL
1.26864, 2020-2039, miroc_esm, Dec Anomaly, NPL
-5.1221, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.4487, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-2.601, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.6334, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.7542, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-2.8225, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.6519, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.1672, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-5.7749, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-8.0064, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-6.9558, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-6.302, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
1.0227, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
1.04761, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
1.40421, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
0.99056, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
1.9339, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
2.0688, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.2325, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.686, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
0.17917, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
4.05415, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
3.31753, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
1.90246, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
-0.392, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
1.1456, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
0.90647, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
-14.536, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
6.07641, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
8.93974, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
1.40944, 2020-2039, hadgem2_es, Annual Anomaly, NPL
-2.9932, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
1.4298, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
-1.203, 2020-2039, miroc5, Annual Anomaly, NPL
0.94375, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
0.65605, 2020-2039, miroc_esm, Annual Anomaly, NPL
2.12224, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
-48.158, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
-12.542, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
86.0213, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
