Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
0.52665, 2060-2079, hadgem2_es, Aug Anomaly, NPL
0.86419, 2060-2079, hadgem2_es, Sep Anomaly, NPL
1.98405, 2060-2079, hadgem2_es, Oct Anomaly, NPL
-0.7977, 2060-2079, hadgem2_es, Nov Anomaly, NPL
0.65895, 2060-2079, hadgem2_es, Dec Anomaly, NPL
1.10998, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
0.6909, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
1.58982, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
1.51832, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
0.27031, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
-1.316, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.0258, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.9732, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
-0.0289, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
0.69203, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
1.33163, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
3.4221, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
3.26851, 2060-2079, miroc5, Jan Anomaly, NPL
2.74778, 2060-2079, miroc5, Feb Anomaly, NPL
2.49456, 2060-2079, miroc5, Mar Anomaly, NPL
-0.4582, 2060-2079, miroc5, Apr Anomaly, NPL
-1.0257, 2060-2079, miroc5, May Anomaly, NPL
-1.9511, 2060-2079, miroc5, Jun Anomaly, NPL
-0.8491, 2060-2079, miroc5, Jul Anomaly, NPL
0.29719, 2060-2079, miroc5, Aug Anomaly, NPL
-0.459, 2060-2079, miroc5, Sep Anomaly, NPL
-0.8082, 2060-2079, miroc5, Oct Anomaly, NPL
0.59925, 2060-2079, miroc5, Nov Anomaly, NPL
2.11849, 2060-2079, miroc5, Dec Anomaly, NPL
2.79449, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
2.22818, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
2.02352, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
2.66085, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
3.56445, 2060-2079, miroc_esm_chem, May Anomaly, NPL
2.16899, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-2.1011, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
1.08857, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
1.72788, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
2.19311, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
3.12354, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
3.87476, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
2.91329, 2060-2079, miroc_esm, Jan Anomaly, NPL
1.40751, 2060-2079, miroc_esm, Feb Anomaly, NPL
2.48481, 2060-2079, miroc_esm, Mar Anomaly, NPL
2.80464, 2060-2079, miroc_esm, Apr Anomaly, NPL
2.27055, 2060-2079, miroc_esm, May Anomaly, NPL
2.17918, 2060-2079, miroc_esm, Jun Anomaly, NPL
-1.5558, 2060-2079, miroc_esm, Jul Anomaly, NPL
-0.4476, 2060-2079, miroc_esm, Aug Anomaly, NPL
0.31029, 2060-2079, miroc_esm, Sep Anomaly, NPL
2.02266, 2060-2079, miroc_esm, Oct Anomaly, NPL
3.03903, 2060-2079, miroc_esm, Nov Anomaly, NPL
3.40118, 2060-2079, miroc_esm, Dec Anomaly, NPL
-5.2619, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-3.5134, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-3.0201, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.7627, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.7313, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-2.8283, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.5029, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.0149, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-5.2087, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-7.7271, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-7.6327, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-6.6773, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
3.11287, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
2.39835, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
2.05146, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
1.89344, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
2.99701, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
3.66037, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
2.33763, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.80219, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
0.97403, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
4.75891, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
5.28609, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
4.12355, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
0.0, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
3.02274, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
1.19603, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
5.31236, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
-36.122, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
7.82254, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
-5.254, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
2.22854, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
3.07035, 2060-2079, hadgem2_es, Annual Anomaly, NPL
7.70613, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
8.28099, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
5.97418, 2060-2079, miroc5, Annual Anomaly, NPL
25.3472, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
20.8344, 2060-2079, miroc_esm, Annual Anomaly, NPL
4.63585, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
-46.602, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
2.01045, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
97.887, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
