Number of Days without Noticeable Wind - (Days), Year, Model, Statistics, ISO3
3.76879, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
4.44499, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
2.52042, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
3.81606, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
1.78875, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
2.87998, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
2.89552, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
0.43843, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
-0.1258, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
0.59937, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
0.79453, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
1.00641, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
1.71841, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
2.12167, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
5.75837, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
0.962, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
1.70488, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
0.73924, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
0.79734, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
0.68617, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
1.04615, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
3.3627, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
3.18874, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
2.78052, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
2.22639, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
0.73265, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
1.26654, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
2.42037, 2060-2079, miroc5, Jan Anomaly, NPL
1.77463, 2060-2079, miroc5, Feb Anomaly, NPL
2.09364, 2060-2079, miroc5, Mar Anomaly, NPL
-0.4631, 2060-2079, miroc5, Apr Anomaly, NPL
-1.4362, 2060-2079, miroc5, May Anomaly, NPL
-2.018, 2060-2079, miroc5, Jun Anomaly, NPL
-0.8633, 2060-2079, miroc5, Jul Anomaly, NPL
0.10317, 2060-2079, miroc5, Aug Anomaly, NPL
-1.0192, 2060-2079, miroc5, Sep Anomaly, NPL
-0.4202, 2060-2079, miroc5, Oct Anomaly, NPL
1.96589, 2060-2079, miroc5, Nov Anomaly, NPL
1.98764, 2060-2079, miroc5, Dec Anomaly, NPL
4.16195, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
3.12923, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
2.12455, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
2.41284, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
2.46347, 2060-2079, miroc_esm_chem, May Anomaly, NPL
1.7827, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
-2.7123, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
-0.0031, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
0.99783, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
2.14656, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
2.14346, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
3.76208, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
4.17944, 2060-2079, miroc_esm, Jan Anomaly, NPL
2.52131, 2060-2079, miroc_esm, Feb Anomaly, NPL
3.3319, 2060-2079, miroc_esm, Mar Anomaly, NPL
2.92766, 2060-2079, miroc_esm, Apr Anomaly, NPL
3.41952, 2060-2079, miroc_esm, May Anomaly, NPL
2.13463, 2060-2079, miroc_esm, Jun Anomaly, NPL
-3.1364, 2060-2079, miroc_esm, Jul Anomaly, NPL
-0.8598, 2060-2079, miroc_esm, Aug Anomaly, NPL
0.47308, 2060-2079, miroc_esm, Sep Anomaly, NPL
2.62609, 2060-2079, miroc_esm, Oct Anomaly, NPL
3.8229, 2060-2079, miroc_esm, Nov Anomaly, NPL
4.27503, 2060-2079, miroc_esm, Dec Anomaly, NPL
1.84913, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
0.69693, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
2.06825, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
0.95133, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
-1.8216, 2060-2079, mpi_esm_lr, May Anomaly, NPL
-1.1433, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
-0.381, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
-0.3701, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
-0.5343, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
1.1027, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
2.62164, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
1.77708, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
0.7165, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
0.70434, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
1.42577, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
0.76594, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
0.43791, 2060-2079, mpi_esm_mr, May Anomaly, NPL
0.09136, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
-0.5591, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
-0.5558, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
-0.6393, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
-0.1369, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
-0.6492, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
-1.3083, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
0.76592, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
0.88632, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
0.35828, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
0.03759, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
-0.3849, 2060-2079, mri_cgcm3, May Anomaly, NPL
-0.3552, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
-0.6647, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
-0.5672, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
-0.3772, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.03879, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
1.814, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
1.57827, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
-5.6625, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-4.0107, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-3.1929, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-2.9773, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-2.8049, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-2.8906, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-2.8895, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-3.3794, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-5.7743, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-7.975, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-8.0527, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.327, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
0.50935, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.072, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.6975, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.228, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.5546, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
-0.8501, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
-1.2714, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
-1.0987, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
-1.884, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.531, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
0.01147, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.0045, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
12.2748, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
11.1181, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
13.1425, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
13.188, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
14.2624, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
11.5028, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
9.66034, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
14.2582, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
14.7973, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
16.2167, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
14.2922, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
12.3662, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
-2.7877, 2060-2079, access1_0, Annual Anomaly, NPL
2.49689, 2060-2079, access1_3, Annual Anomaly, NPL
-0.0249, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
2.01037, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
-0.1629, 2060-2079, bnu_esm, Annual Anomaly, NPL
1.68765, 2060-2079, canesm2, Annual Anomaly, NPL
2.28853, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
3.81427, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
-28.356, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
12.5906, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
8.52464, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
-5.3721, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
10.7506, 2060-2079, hadgem2_cc, Annual Anomaly, NPL
0.90523, 2060-2079, inmcm4, Annual Anomaly, NPL
23.8859, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
23.6917, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
19.4933, 2060-2079, ipsl_cm5b_lr, Annual Anomaly, NPL
4.12524, 2060-2079, miroc5, Annual Anomaly, NPL
22.4043, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
25.7255, 2060-2079, miroc_esm, Annual Anomaly, NPL
6.81924, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
0.27801, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
3.13053, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
-52.91, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
-6.4628, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
146.869, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
