FID,id_punto,mes,mes_etiqueta,n_period,period,etp_normal,geom
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-98a,40665,1,1,30,1960,45.09,POINT (8933389.136160204 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-989,40666,1,1,30,1960,42.6,POINT (8989048.88155684 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-988,40667,1,1,30,1960,34.5,POINT (9044708.626953477 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-987,40668,1,1,30,1960,37.2,POINT (9100368.372350115 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-986,40669,1,1,30,1960,31.1,POINT (9156028.117746752 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-985,40670,1,1,30,1960,22.7,POINT (9211687.863143386 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-984,40671,1,1,30,1960,25.29,POINT (9267347.608540025 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-983,40672,1,1,30,1960,26.1,POINT (9323007.353936663 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-982,40673,1,1,30,1960,26.7,POINT (9378667.099333297 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-981,40674,1,1,30,1960,23.79,POINT (9434326.844729934 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-980,40675,1,1,30,1960,24.3,POINT (9489986.590126572 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-97f,40676,1,1,30,1960,24.99,POINT (9545646.335523209 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-97e,40677,1,1,30,1960,30.6,POINT (9601306.080919845 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-97d,40678,1,1,30,1960,30.3,POINT (9656965.826316481 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-97c,40679,1,1,30,1960,24.9,POINT (9712625.57171312 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-97b,40680,1,1,30,1960,27.5,POINT (9768285.317109756 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-97a,41295,1,1,30,1960,58.1,POINT (8933389.136160204 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-979,41296,1,1,30,1960,56.3,POINT (8989048.88155684 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a37dce5c8_-978,41297,1,1,30,1960,52.2,POINT (9044708.626953477 3343864.953833735)
