Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
-0.7741626, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
1.7014933, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
4.7006583, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
9.9237, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
14.45815, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
17.54684, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
18.223307, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
16.826664, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
14.526011, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
11.932996, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
7.3231177, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
1.675172, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
7.363929, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
9.354484, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
13.192207, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
18.228727, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
22.510418, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
24.703196, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
23.221209, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
21.675045, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
20.43592, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
18.164774, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
13.350165, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
9.750306, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
7.2705398, 2040-2059, ccsm4, Jan Average, Nepal, NPL
8.276658, 2040-2059, ccsm4, Feb Average, Nepal, NPL
12.99077, 2040-2059, ccsm4, Mar Average, Nepal, NPL
19.23145, 2040-2059, ccsm4, Apr Average, Nepal, NPL
23.984684, 2040-2059, ccsm4, May Average, Nepal, NPL
25.412115, 2040-2059, ccsm4, Jun Average, Nepal, NPL
24.423508, 2040-2059, ccsm4, Jul Average, Nepal, NPL
23.926373, 2040-2059, ccsm4, Aug Average, Nepal, NPL
22.221714, 2040-2059, ccsm4, Sep Average, Nepal, NPL
17.508078, 2040-2059, ccsm4, Oct Average, Nepal, NPL
12.273715, 2040-2059, ccsm4, Nov Average, Nepal, NPL
9.206703, 2040-2059, ccsm4, Dec Average, Nepal, NPL
5.7731724, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
7.140635, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
12.655724, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
18.501667, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
21.559992, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
23.796944, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
23.830261, 2040-2059, cesm1_cam5, Jul Average, Nepal, NPL
23.168734, 2040-2059, cesm1_cam5, Aug Average, Nepal, NPL
21.98912, 2040-2059, cesm1_cam5, Sep Average, Nepal, NPL
17.933067, 2040-2059, cesm1_cam5, Oct Average, Nepal, NPL
11.108254, 2040-2059, cesm1_cam5, Nov Average, Nepal, NPL
7.3142886, 2040-2059, cesm1_cam5, Dec Average, Nepal, NPL
1.5160967, 2040-2059, csiro_mk3_6_0, Jan Average, Nepal, NPL
3.009241, 2040-2059, csiro_mk3_6_0, Feb Average, Nepal, NPL
7.193936, 2040-2059, csiro_mk3_6_0, Mar Average, Nepal, NPL
12.689903, 2040-2059, csiro_mk3_6_0, Apr Average, Nepal, NPL
17.687742, 2040-2059, csiro_mk3_6_0, May Average, Nepal, NPL
21.437046, 2040-2059, csiro_mk3_6_0, Jun Average, Nepal, NPL
22.074532, 2040-2059, csiro_mk3_6_0, Jul Average, Nepal, NPL
20.442396, 2040-2059, csiro_mk3_6_0, Aug Average, Nepal, NPL
17.281853, 2040-2059, csiro_mk3_6_0, Sep Average, Nepal, NPL
12.559136, 2040-2059, csiro_mk3_6_0, Oct Average, Nepal, NPL
7.14118, 2040-2059, csiro_mk3_6_0, Nov Average, Nepal, NPL
2.762978, 2040-2059, csiro_mk3_6_0, Dec Average, Nepal, NPL
3.2891252, 2040-2059, fio_esm, Jan Average, Nepal, NPL
4.8014617, 2040-2059, fio_esm, Feb Average, Nepal, NPL
7.7306013, 2040-2059, fio_esm, Mar Average, Nepal, NPL
11.945526, 2040-2059, fio_esm, Apr Average, Nepal, NPL
15.9843445, 2040-2059, fio_esm, May Average, Nepal, NPL
19.095516, 2040-2059, fio_esm, Jun Average, Nepal, NPL
19.938042, 2040-2059, fio_esm, Jul Average, Nepal, NPL
18.939882, 2040-2059, fio_esm, Aug Average, Nepal, NPL
16.719126, 2040-2059, fio_esm, Sep Average, Nepal, NPL
11.54613, 2040-2059, fio_esm, Oct Average, Nepal, NPL
7.5409193, 2040-2059, fio_esm, Nov Average, Nepal, NPL
4.6413097, 2040-2059, fio_esm, Dec Average, Nepal, NPL
0.5611472, 2040-2059, gfdl_cm3, Jan Average, Nepal, NPL
1.9075787, 2040-2059, gfdl_cm3, Feb Average, Nepal, NPL
6.7341022, 2040-2059, gfdl_cm3, Mar Average, Nepal, NPL
13.111142, 2040-2059, gfdl_cm3, Apr Average, Nepal, NPL
15.922697, 2040-2059, gfdl_cm3, May Average, Nepal, NPL
19.934153, 2040-2059, gfdl_cm3, Jun Average, Nepal, NPL
20.972271, 2040-2059, gfdl_cm3, Jul Average, Nepal, NPL
20.571642, 2040-2059, gfdl_cm3, Aug Average, Nepal, NPL
18.031876, 2040-2059, gfdl_cm3, Sep Average, Nepal, NPL
11.993161, 2040-2059, gfdl_cm3, Oct Average, Nepal, NPL
5.7633038, 2040-2059, gfdl_cm3, Nov Average, Nepal, NPL
0.35432285, 2040-2059, gfdl_cm3, Dec Average, Nepal, NPL
2.2475455, 2040-2059, gfdl_esm2m, Jan Average, Nepal, NPL
3.4249434, 2040-2059, gfdl_esm2m, Feb Average, Nepal, NPL
6.86484, 2040-2059, gfdl_esm2m, Mar Average, Nepal, NPL
12.931134, 2040-2059, gfdl_esm2m, Apr Average, Nepal, NPL
17.72756, 2040-2059, gfdl_esm2m, May Average, Nepal, NPL
20.579323, 2040-2059, gfdl_esm2m, Jun Average, Nepal, NPL
20.948189, 2040-2059, gfdl_esm2m, Jul Average, Nepal, NPL
19.910704, 2040-2059, gfdl_esm2m, Aug Average, Nepal, NPL
17.579494, 2040-2059, gfdl_esm2m, Sep Average, Nepal, NPL
12.103467, 2040-2059, gfdl_esm2m, Oct Average, Nepal, NPL
5.134424, 2040-2059, gfdl_esm2m, Nov Average, Nepal, NPL
1.0579318, 2040-2059, gfdl_esm2m, Dec Average, Nepal, NPL
14.562929, 2040-2059, giss_e2_h, Jan Average, Nepal, NPL
16.22207, 2040-2059, giss_e2_h, Feb Average, Nepal, NPL
19.063725, 2040-2059, giss_e2_h, Mar Average, Nepal, NPL
22.806427, 2040-2059, giss_e2_h, Apr Average, Nepal, NPL
25.774755, 2040-2059, giss_e2_h, May Average, Nepal, NPL
27.467312, 2040-2059, giss_e2_h, Jun Average, Nepal, NPL
28.288359, 2040-2059, giss_e2_h, Jul Average, Nepal, NPL
27.263985, 2040-2059, giss_e2_h, Aug Average, Nepal, NPL
26.232323, 2040-2059, giss_e2_h, Sep Average, Nepal, NPL
22.992413, 2040-2059, giss_e2_h, Oct Average, Nepal, NPL
18.898886, 2040-2059, giss_e2_h, Nov Average, Nepal, NPL
16.213934, 2040-2059, giss_e2_h, Dec Average, Nepal, NPL
14.832363, 2040-2059, giss_e2_r, Jan Average, Nepal, NPL
16.537083, 2040-2059, giss_e2_r, Feb Average, Nepal, NPL
