Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
2.3264277, 2040-2059, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.4542121, 2040-2059, bcc_csm1_1, Feb Anomaly, Nepal, NPL
1.1070758, 2040-2059, bcc_csm1_1, Mar Anomaly, Nepal, NPL
2.5335498, 2040-2059, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.9934981, 2040-2059, bcc_csm1_1, May Anomaly, Nepal, NPL
1.5117595, 2040-2059, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.2725803, 2040-2059, bcc_csm1_1, Jul Anomaly, Nepal, NPL
1.735484, 2040-2059, bcc_csm1_1, Aug Anomaly, Nepal, NPL
1.9319476, 2040-2059, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.9558808, 2040-2059, bcc_csm1_1, Oct Anomaly, Nepal, NPL
1.9666749, 2040-2059, bcc_csm1_1, Nov Anomaly, Nepal, NPL
1.7507722, 2040-2059, bcc_csm1_1, Dec Anomaly, Nepal, NPL
2.291065, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.7969456, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.020583, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.2317498, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
2.8920634, 2040-2059, bcc_csm1_1_m, May Anomaly, Nepal, NPL
2.0671685, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.8319035, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.6021572, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.1347138, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.3709562, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
2.4109614, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
2.1548128, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
2.4570422, 2040-2059, ccsm4, Jan Anomaly, Nepal, NPL
1.998186, 2040-2059, ccsm4, Feb Anomaly, Nepal, NPL
3.17598, 2040-2059, ccsm4, Mar Anomaly, Nepal, NPL
3.2281466, 2040-2059, ccsm4, Apr Anomaly, Nepal, NPL
2.3491669, 2040-2059, ccsm4, May Anomaly, Nepal, NPL
2.0042026, 2040-2059, ccsm4, Jun Anomaly, Nepal, NPL
1.7410697, 2040-2059, ccsm4, Jul Anomaly, Nepal, NPL
1.8296893, 2040-2059, ccsm4, Aug Anomaly, Nepal, NPL
1.5462908, 2040-2059, ccsm4, Sep Anomaly, Nepal, NPL
2.1217363, 2040-2059, ccsm4, Oct Anomaly, Nepal, NPL
2.5031765, 2040-2059, ccsm4, Nov Anomaly, Nepal, NPL
1.8475946, 2040-2059, ccsm4, Dec Anomaly, Nepal, NPL
2.2520514, 2040-2059, cesm1_cam5, Jan Anomaly, Nepal, NPL
2.448915, 2040-2059, cesm1_cam5, Feb Anomaly, Nepal, NPL
2.4155202, 2040-2059, cesm1_cam5, Mar Anomaly, Nepal, NPL
2.111733, 2040-2059, cesm1_cam5, Apr Anomaly, Nepal, NPL
1.95873, 2040-2059, cesm1_cam5, May Anomaly, Nepal, NPL
2.0676763, 2040-2059, cesm1_cam5, Jun Anomaly, Nepal, NPL
1.873543, 2040-2059, cesm1_cam5, Jul Anomaly, Nepal, NPL
1.6202759, 2040-2059, cesm1_cam5, Aug Anomaly, Nepal, NPL
