Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.5194839, 2040-2059, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.60254925, 2040-2059, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.57887894, 2040-2059, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.6683464, 2040-2059, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.6884336, 2040-2059, bcc_csm1_1, May Anomaly, Nepal, NPL
1.2466305, 2040-2059, bcc_csm1_1, Jun Anomaly, Nepal, NPL
1.0836979, 2040-2059, bcc_csm1_1, Jul Anomaly, Nepal, NPL
1.1469452, 2040-2059, bcc_csm1_1, Aug Anomaly, Nepal, NPL
1.2872816, 2040-2059, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.4127045, 2040-2059, bcc_csm1_1, Oct Anomaly, Nepal, NPL
1.3260881, 2040-2059, bcc_csm1_1, Nov Anomaly, Nepal, NPL
2.3275173, 2040-2059, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.6936318, 2040-2059, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
1.1116396, 2040-2059, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.1007147, 2040-2059, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
2.1832457, 2040-2059, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
2.4468763, 2040-2059, bcc_csm1_1_m, May Anomaly, Nepal, NPL
1.1201206, 2040-2059, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
0.9968564, 2040-2059, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
1.2689043, 2040-2059, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.1760617, 2040-2059, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.3780711, 2040-2059, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.5536654, 2040-2059, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
1.9828882, 2040-2059, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.6368201, 2040-2059, ccsm4, Jan Anomaly, Nepal, NPL
1.0710466, 2040-2059, ccsm4, Feb Anomaly, Nepal, NPL
1.7293261, 2040-2059, ccsm4, Mar Anomaly, Nepal, NPL
1.8102521, 2040-2059, ccsm4, Apr Anomaly, Nepal, NPL
1.009787, 2040-2059, ccsm4, May Anomaly, Nepal, NPL
