Monthly Min-Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
2.1309662, 2060-2079, bcc_csm1_1, Jan Average, Nepal, NPL
2.6355627, 2060-2079, bcc_csm1_1, Feb Average, Nepal, NPL
6.985898, 2060-2079, bcc_csm1_1, Mar Average, Nepal, NPL
11.848538, 2060-2079, bcc_csm1_1, Apr Average, Nepal, NPL
15.874853, 2060-2079, bcc_csm1_1, May Average, Nepal, NPL
19.30248, 2060-2079, bcc_csm1_1, Jun Average, Nepal, NPL
19.701918, 2060-2079, bcc_csm1_1, Jul Average, Nepal, NPL
18.28624, 2060-2079, bcc_csm1_1, Aug Average, Nepal, NPL
16.566216, 2060-2079, bcc_csm1_1, Sep Average, Nepal, NPL
13.68301, 2060-2079, bcc_csm1_1, Oct Average, Nepal, NPL
9.350832, 2060-2079, bcc_csm1_1, Nov Average, Nepal, NPL
4.542564, 2060-2079, bcc_csm1_1, Dec Average, Nepal, NPL
9.145779, 2060-2079, bcc_csm1_1_m, Jan Average, Nepal, NPL
10.40886, 2060-2079, bcc_csm1_1_m, Feb Average, Nepal, NPL
14.287528, 2060-2079, bcc_csm1_1_m, Mar Average, Nepal, NPL
19.738636, 2060-2079, bcc_csm1_1_m, Apr Average, Nepal, NPL
24.005962, 2060-2079, bcc_csm1_1_m, May Average, Nepal, NPL
25.676077, 2060-2079, bcc_csm1_1_m, Jun Average, Nepal, NPL
24.37269, 2060-2079, bcc_csm1_1_m, Jul Average, Nepal, NPL
22.844257, 2060-2079, bcc_csm1_1_m, Aug Average, Nepal, NPL
21.846518, 2060-2079, bcc_csm1_1_m, Sep Average, Nepal, NPL
19.607677, 2060-2079, bcc_csm1_1_m, Oct Average, Nepal, NPL
15.180258, 2060-2079, bcc_csm1_1_m, Nov Average, Nepal, NPL
10.98298, 2060-2079, bcc_csm1_1_m, Dec Average, Nepal, NPL
9.109483, 2060-2079, ccsm4, Jan Average, Nepal, NPL
10.337408, 2060-2079, ccsm4, Feb Average, Nepal, NPL
14.870765, 2060-2079, ccsm4, Mar Average, Nepal, NPL
20.917034, 2060-2079, ccsm4, Apr Average, Nepal, NPL
25.705364, 2060-2079, ccsm4, May Average, Nepal, NPL
26.29765, 2060-2079, ccsm4, Jun Average, Nepal, NPL
25.61155, 2060-2079, ccsm4, Jul Average, Nepal, NPL
24.961988, 2060-2079, ccsm4, Aug Average, Nepal, NPL
23.469799, 2060-2079, ccsm4, Sep Average, Nepal, NPL
18.639145, 2060-2079, ccsm4, Oct Average, Nepal, NPL
13.326591, 2060-2079, ccsm4, Nov Average, Nepal, NPL
10.506576, 2060-2079, ccsm4, Dec Average, Nepal, NPL
7.606064, 2060-2079, cesm1_cam5, Jan Average, Nepal, NPL
9.747196, 2060-2079, cesm1_cam5, Feb Average, Nepal, NPL
14.984547, 2060-2079, cesm1_cam5, Mar Average, Nepal, NPL
20.428774, 2060-2079, cesm1_cam5, Apr Average, Nepal, NPL
23.068024, 2060-2079, cesm1_cam5, May Average, Nepal, NPL
25.355886, 2060-2079, cesm1_cam5, Jun Average, Nepal, NPL
25.080437, 2060-2079, cesm1_cam5, Jul Average, Nepal, NPL
24.475168, 2060-2079, cesm1_cam5, Aug Average, Nepal, NPL
23.429955, 2060-2079, cesm1_cam5, Sep Average, Nepal, NPL
19.675959, 2060-2079, cesm1_cam5, Oct Average, Nepal, NPL
13.021974, 2060-2079, cesm1_cam5, Nov Average, Nepal, NPL
8.812418, 2060-2079, cesm1_cam5, Dec Average, Nepal, NPL
3.478414, 2060-2079, csiro_mk3_6_0, Jan Average, Nepal, NPL
5.4492354, 2060-2079, csiro_mk3_6_0, Feb Average, Nepal, NPL
9.558766, 2060-2079, csiro_mk3_6_0, Mar Average, Nepal, NPL
14.876472, 2060-2079, csiro_mk3_6_0, Apr Average, Nepal, NPL
20.033928, 2060-2079, csiro_mk3_6_0, May Average, Nepal, NPL
23.899714, 2060-2079, csiro_mk3_6_0, Jun Average, Nepal, NPL
24.084223, 2060-2079, csiro_mk3_6_0, Jul Average, Nepal, NPL
22.363596, 2060-2079, csiro_mk3_6_0, Aug Average, Nepal, NPL
19.578955, 2060-2079, csiro_mk3_6_0, Sep Average, Nepal, NPL
14.530632, 2060-2079, csiro_mk3_6_0, Oct Average, Nepal, NPL
9.512108, 2060-2079, csiro_mk3_6_0, Nov Average, Nepal, NPL
5.1755867, 2060-2079, csiro_mk3_6_0, Dec Average, Nepal, NPL
5.430198, 2060-2079, fio_esm, Jan Average, Nepal, NPL
6.627504, 2060-2079, fio_esm, Feb Average, Nepal, NPL
9.366243, 2060-2079, fio_esm, Mar Average, Nepal, NPL
13.89677, 2060-2079, fio_esm, Apr Average, Nepal, NPL
18.08038, 2060-2079, fio_esm, May Average, Nepal, NPL
21.009367, 2060-2079, fio_esm, Jun Average, Nepal, NPL
21.591904, 2060-2079, fio_esm, Jul Average, Nepal, NPL
20.274817, 2060-2079, fio_esm, Aug Average, Nepal, NPL
18.310337, 2060-2079, fio_esm, Sep Average, Nepal, NPL
13.39508, 2060-2079, fio_esm, Oct Average, Nepal, NPL
9.0149355, 2060-2079, fio_esm, Nov Average, Nepal, NPL
6.3309917, 2060-2079, fio_esm, Dec Average, Nepal, NPL
2.915955, 2060-2079, gfdl_cm3, Jan Average, Nepal, NPL
4.597321, 2060-2079, gfdl_cm3, Feb Average, Nepal, NPL
8.706509, 2060-2079, gfdl_cm3, Mar Average, Nepal, NPL
15.094386, 2060-2079, gfdl_cm3, Apr Average, Nepal, NPL
18.709988, 2060-2079, gfdl_cm3, May Average, Nepal, NPL
21.940825, 2060-2079, gfdl_cm3, Jun Average, Nepal, NPL
23.201584, 2060-2079, gfdl_cm3, Jul Average, Nepal, NPL
23.102856, 2060-2079, gfdl_cm3, Aug Average, Nepal, NPL
21.300245, 2060-2079, gfdl_cm3, Sep Average, Nepal, NPL
15.345995, 2060-2079, gfdl_cm3, Oct Average, Nepal, NPL
8.640972, 2060-2079, gfdl_cm3, Nov Average, Nepal, NPL
3.7766802, 2060-2079, gfdl_cm3, Dec Average, Nepal, NPL
4.1028247, 2060-2079, gfdl_esm2m, Jan Average, Nepal, NPL
4.7945285, 2060-2079, gfdl_esm2m, Feb Average, Nepal, NPL
8.586983, 2060-2079, gfdl_esm2m, Mar Average, Nepal, NPL
13.578909, 2060-2079, gfdl_esm2m, Apr Average, Nepal, NPL
18.374664, 2060-2079, gfdl_esm2m, May Average, Nepal, NPL
21.329948, 2060-2079, gfdl_esm2m, Jun Average, Nepal, NPL
21.797205, 2060-2079, gfdl_esm2m, Jul Average, Nepal, NPL
21.166994, 2060-2079, gfdl_esm2m, Aug Average, Nepal, NPL
18.314457, 2060-2079, gfdl_esm2m, Sep Average, Nepal, NPL
13.413436, 2060-2079, gfdl_esm2m, Oct Average, Nepal, NPL
6.989345, 2060-2079, gfdl_esm2m, Nov Average, Nepal, NPL
2.962008, 2060-2079, gfdl_esm2m, Dec Average, Nepal, NPL
16.436216, 2060-2079, giss_e2_h, Jan Average, Nepal, NPL
17.975933, 2060-2079, giss_e2_h, Feb Average, Nepal, NPL
21.379549, 2060-2079, giss_e2_h, Mar Average, Nepal, NPL
24.954702, 2060-2079, giss_e2_h, Apr Average, Nepal, NPL
27.632118, 2060-2079, giss_e2_h, May Average, Nepal, NPL
29.5602, 2060-2079, giss_e2_h, Jun Average, Nepal, NPL
30.027168, 2060-2079, giss_e2_h, Jul Average, Nepal, NPL
28.662262, 2060-2079, giss_e2_h, Aug Average, Nepal, NPL
27.546581, 2060-2079, giss_e2_h, Sep Average, Nepal, NPL
24.689695, 2060-2079, giss_e2_h, Oct Average, Nepal, NPL
20.840002, 2060-2079, giss_e2_h, Nov Average, Nepal, NPL
17.706661, 2060-2079, giss_e2_h, Dec Average, Nepal, NPL
17.395914, 2060-2079, giss_e2_r, Jan Average, Nepal, NPL
18.992188, 2060-2079, giss_e2_r, Feb Average, Nepal, NPL
22.032509, 2060-2079, giss_e2_r, Mar Average, Nepal, NPL
25.206844, 2060-2079, giss_e2_r, Apr Average, Nepal, NPL
28.269003, 2060-2079, giss_e2_r, May Average, Nepal, NPL
30.145037, 2060-2079, giss_e2_r, Jun Average, Nepal, NPL
30.244354, 2060-2079, giss_e2_r, Jul Average, Nepal, NPL
28.80842, 2060-2079, giss_e2_r, Aug Average, Nepal, NPL
27.451214, 2060-2079, giss_e2_r, Sep Average, Nepal, NPL
25.058952, 2060-2079, giss_e2_r, Oct Average, Nepal, NPL
20.803415, 2060-2079, giss_e2_r, Nov Average, Nepal, NPL
18.156696, 2060-2079, giss_e2_r, Dec Average, Nepal, NPL
7.1465974, 2060-2079, ipsl_cm5a_mr, Jan Average, Nepal, NPL
8.0509815, 2060-2079, ipsl_cm5a_mr, Feb Average, Nepal, NPL
11.614022, 2060-2079, ipsl_cm5a_mr, Mar Average, Nepal, NPL
16.066309, 2060-2079, ipsl_cm5a_mr, Apr Average, Nepal, NPL
20.046888, 2060-2079, ipsl_cm5a_mr, May Average, Nepal, NPL
21.420914, 2060-2079, ipsl_cm5a_mr, Jun Average, Nepal, NPL
23.47618, 2060-2079, ipsl_cm5a_mr, Jul Average, Nepal, NPL
23.75451, 2060-2079, ipsl_cm5a_mr, Aug Average, Nepal, NPL
22.475937, 2060-2079, ipsl_cm5a_mr, Sep Average, Nepal, NPL
17.92484, 2060-2079, ipsl_cm5a_mr, Oct Average, Nepal, NPL
13.197811, 2060-2079, ipsl_cm5a_mr, Nov Average, Nepal, NPL
8.746353, 2060-2079, ipsl_cm5a_mr, Dec Average, Nepal, NPL
3.8656561, 2060-2079, miroc_esm, Jan Average, Nepal, NPL
4.590321, 2060-2079, miroc_esm, Feb Average, Nepal, NPL
7.840493, 2060-2079, miroc_esm, Mar Average, Nepal, NPL
12.322825, 2060-2079, miroc_esm, Apr Average, Nepal, NPL
16.038307, 2060-2079, miroc_esm, May Average, Nepal, NPL
18.691977, 2060-2079, miroc_esm, Jun Average, Nepal, NPL
18.689613, 2060-2079, miroc_esm, Jul Average, Nepal, NPL
18.355625, 2060-2079, miroc_esm, Aug Average, Nepal, NPL
17.524935, 2060-2079, miroc_esm, Sep Average, Nepal, NPL
14.394363, 2060-2079, miroc_esm, Oct Average, Nepal, NPL
