FID,id_punto,mes,mes_etiqueta,n_period,period,etp_normal,geom
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44de,40665,7,7,30,1960,99.8,POINT (8933389.136160204 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44dd,40666,7,7,30,1960,92.9,POINT (8989048.88155684 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44dc,40667,7,7,30,1960,102.09,POINT (9044708.626953477 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44db,40668,7,7,30,1960,98.7,POINT (9100368.372350115 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44da,40669,7,7,30,1960,105.3,POINT (9156028.117746752 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d9,40670,7,7,30,1960,98.9,POINT (9211687.863143386 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d8,40671,7,7,30,1960,106.4,POINT (9267347.608540025 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d7,40672,7,7,30,1960,107.19,POINT (9323007.353936663 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d6,40673,7,7,30,1960,108.5,POINT (9378667.099333297 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d5,40674,7,7,30,1960,99.9,POINT (9434326.844729934 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d4,40675,7,7,30,1960,101.79,POINT (9489986.590126572 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d3,40676,7,7,30,1960,102.09,POINT (9545646.335523209 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d2,40677,7,7,30,1960,106.5,POINT (9601306.080919845 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d1,40678,7,7,30,1960,105.5,POINT (9656965.826316481 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44d0,40679,7,7,30,1960,93.99,POINT (9712625.57171312 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44cf,40680,7,7,30,1960,96.9,POINT (9768285.317109756 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44ce,41295,7,7,30,1960,129.8,POINT (8933389.136160204 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44cd,41296,7,7,30,1960,123.6,POINT (8989048.88155684 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44cc,41297,7,7,30,1960,116.1,POINT (9044708.626953477 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44cb,41298,7,7,30,1960,98.1,POINT (9100368.372350115 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44ca,41299,7,7,30,1960,92,POINT (9156028.117746752 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44c9,41300,7,7,30,1960,87.99,POINT (9211687.863143386 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a3897f005_-44c8,41301,7,7,30,1960,104.1,POINT (9267347.608540025 3343864.953833735)
