Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.5875196, 2020-2039, bcc_csm1_1, Jan Anomaly, Nepal, NPL
1.2373942, 2020-2039, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.9165431, 2020-2039, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.1570889, 2020-2039, bcc_csm1_1, Apr Anomaly, Nepal, NPL
1.1694682, 2020-2039, bcc_csm1_1, May Anomaly, Nepal, NPL
0.30918708, 2020-2039, bcc_csm1_1, Jun Anomaly, Nepal, NPL
0.52915657, 2020-2039, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.38001934, 2020-2039, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.73556846, 2020-2039, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.372476, 2020-2039, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.85181737, 2020-2039, bcc_csm1_1, Nov Anomaly, Nepal, NPL
0.95489895, 2020-2039, bcc_csm1_1, Dec Anomaly, Nepal, NPL
1.3149576, 2020-2039, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
0.6279744, 2020-2039, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
0.96807337, 2020-2039, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
1.6117741, 2020-2039, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.8400965, 2020-2039, bcc_csm1_1_m, May Anomaly, Nepal, NPL
0.92882156, 2020-2039, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
1.3845845, 2020-2039, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
0.729361, 2020-2039, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
0.19210924, 2020-2039, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
1.0087858, 2020-2039, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.1184305, 2020-2039, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
1.7283733, 2020-2039, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.4103816, 2020-2039, ccsm4, Jan Anomaly, Nepal, NPL
0.8885258, 2020-2039, ccsm4, Feb Anomaly, Nepal, NPL
1.9848275, 2020-2039, ccsm4, Mar Anomaly, Nepal, NPL
1.7538556, 2020-2039, ccsm4, Apr Anomaly, Nepal, NPL
1.0671566, 2020-2039, ccsm4, May Anomaly, Nepal, NPL
0.3766853, 2020-2039, ccsm4, Jun Anomaly, Nepal, NPL
1.1528251, 2020-2039, ccsm4, Jul Anomaly, Nepal, NPL
0.92997456, 2020-2039, ccsm4, Aug Anomaly, Nepal, NPL
0.77644914, 2020-2039, ccsm4, Sep Anomaly, Nepal, NPL
0.7916784, 2020-2039, ccsm4, Oct Anomaly, Nepal, NPL
0.8979488, 2020-2039, ccsm4, Nov Anomaly, Nepal, NPL
0.7328825, 2020-2039, ccsm4, Dec Anomaly, Nepal, NPL
1.4225161, 2020-2039, cesm1_cam5, Jan Anomaly, Nepal, NPL
1.5240915, 2020-2039, cesm1_cam5, Feb Anomaly, Nepal, NPL
1.1127717, 2020-2039, cesm1_cam5, Mar Anomaly, Nepal, NPL
1.1683869, 2020-2039, cesm1_cam5, Apr Anomaly, Nepal, NPL
0.3742742, 2020-2039, cesm1_cam5, May Anomaly, Nepal, NPL
0.07989775, 2020-2039, cesm1_cam5, Jun Anomaly, Nepal, NPL
0.6236324, 2020-2039, cesm1_cam5, Jul Anomaly, Nepal, NPL
0.9596871, 2020-2039, cesm1_cam5, Aug Anomaly, Nepal, NPL
0.9910044, 2020-2039, cesm1_cam5, Sep Anomaly, Nepal, NPL
1.0322186, 2020-2039, cesm1_cam5, Oct Anomaly, Nepal, NPL
1.3814706, 2020-2039, cesm1_cam5, Nov Anomaly, Nepal, NPL
1.2437197, 2020-2039, cesm1_cam5, Dec Anomaly, Nepal, NPL
1.0530268, 2020-2039, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
1.4178506, 2020-2039, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
1.0327619, 2020-2039, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
1.2730383, 2020-2039, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
1.5439379, 2020-2039, csiro_mk3_6_0, May Anomaly, Nepal, NPL
1.2774724, 2020-2039, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
0.75976914, 2020-2039, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
0.73017746, 2020-2039, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
0.14504902, 2020-2039, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
0.4858113, 2020-2039, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
1.0428087, 2020-2039, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
1.3504646, 2020-2039, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
1.1704248, 2020-2039, fio_esm, Jan Anomaly, Nepal, NPL
1.4949572, 2020-2039, fio_esm, Feb Anomaly, Nepal, NPL
0.9921457, 2020-2039, fio_esm, Mar Anomaly, Nepal, NPL
0.66322154, 2020-2039, fio_esm, Apr Anomaly, Nepal, NPL
0.6873256, 2020-2039, fio_esm, May Anomaly, Nepal, NPL
1.0107723, 2020-2039, fio_esm, Jun Anomaly, Nepal, NPL
1.0547239, 2020-2039, fio_esm, Jul Anomaly, Nepal, NPL
0.60488033, 2020-2039, fio_esm, Aug Anomaly, Nepal, NPL
0.71201646, 2020-2039, fio_esm, Sep Anomaly, Nepal, NPL
0.66113585, 2020-2039, fio_esm, Oct Anomaly, Nepal, NPL
0.29088834, 2020-2039, fio_esm, Nov Anomaly, Nepal, NPL
0.22306372, 2020-2039, fio_esm, Dec Anomaly, Nepal, NPL
2.174548, 2020-2039, gfdl_cm3, Jan Anomaly, Nepal, NPL
0.95560545, 2020-2039, gfdl_cm3, Feb Anomaly, Nepal, NPL
0.4139289, 2020-2039, gfdl_cm3, Mar Anomaly, Nepal, NPL
1.0879734, 2020-2039, gfdl_cm3, Apr Anomaly, Nepal, NPL
1.6186846, 2020-2039, gfdl_cm3, May Anomaly, Nepal, NPL
1.2797911, 2020-2039, gfdl_cm3, Jun Anomaly, Nepal, NPL
1.3396555, 2020-2039, gfdl_cm3, Jul Anomaly, Nepal, NPL
1.5893258, 2020-2039, gfdl_cm3, Aug Anomaly, Nepal, NPL
1.432921, 2020-2039, gfdl_cm3, Sep Anomaly, Nepal, NPL
1.4161161, 2020-2039, gfdl_cm3, Oct Anomaly, Nepal, NPL
1.4766726, 2020-2039, gfdl_cm3, Nov Anomaly, Nepal, NPL
1.6050175, 2020-2039, gfdl_cm3, Dec Anomaly, Nepal, NPL
0.7225968, 2020-2039, gfdl_esm2m, Jan Anomaly, Nepal, NPL
0.8902887, 2020-2039, gfdl_esm2m, Feb Anomaly, Nepal, NPL
1.0332019, 2020-2039, gfdl_esm2m, Mar Anomaly, Nepal, NPL
1.1507242, 2020-2039, gfdl_esm2m, Apr Anomaly, Nepal, NPL
1.8533545, 2020-2039, gfdl_esm2m, May Anomaly, Nepal, NPL
0.7211093, 2020-2039, gfdl_esm2m, Jun Anomaly, Nepal, NPL
0.71358013, 2020-2039, gfdl_esm2m, Jul Anomaly, Nepal, NPL
1.1965046, 2020-2039, gfdl_esm2m, Aug Anomaly, Nepal, NPL
1.1343862, 2020-2039, gfdl_esm2m, Sep Anomaly, Nepal, NPL
1.124045, 2020-2039, gfdl_esm2m, Oct Anomaly, Nepal, NPL
1.4547894, 2020-2039, gfdl_esm2m, Nov Anomaly, Nepal, NPL
0.48414215, 2020-2039, gfdl_esm2m, Dec Anomaly, Nepal, NPL
0.8911939, 2020-2039, giss_e2_h, Jan Anomaly, Nepal, NPL
1.016479, 2020-2039, giss_e2_h, Feb Anomaly, Nepal, NPL
0.86627495, 2020-2039, giss_e2_h, Mar Anomaly, Nepal, NPL
0.7075752, 2020-2039, giss_e2_h, Apr Anomaly, Nepal, NPL
1.2817391, 2020-2039, giss_e2_h, May Anomaly, Nepal, NPL
1.0446422, 2020-2039, giss_e2_h, Jun Anomaly, Nepal, NPL
1.2282923, 2020-2039, giss_e2_h, Jul Anomaly, Nepal, NPL
0.6473935, 2020-2039, giss_e2_h, Aug Anomaly, Nepal, NPL
1.2521104, 2020-2039, giss_e2_h, Sep Anomaly, Nepal, NPL
1.3879784, 2020-2039, giss_e2_h, Oct Anomaly, Nepal, NPL
0.9709305, 2020-2039, giss_e2_h, Nov Anomaly, Nepal, NPL
1.1901568, 2020-2039, giss_e2_h, Dec Anomaly, Nepal, NPL
1.2329289, 2020-2039, giss_e2_r, Jan Anomaly, Nepal, NPL
1.5134245, 2020-2039, giss_e2_r, Feb Anomaly, Nepal, NPL
1.9186603, 2020-2039, giss_e2_r, Mar Anomaly, Nepal, NPL
1.3665711, 2020-2039, giss_e2_r, Apr Anomaly, Nepal, NPL
0.5163453, 2020-2039, giss_e2_r, May Anomaly, Nepal, NPL
0.8173259, 2020-2039, giss_e2_r, Jun Anomaly, Nepal, NPL
0.8730218, 2020-2039, giss_e2_r, Jul Anomaly, Nepal, NPL
0.56219524, 2020-2039, giss_e2_r, Aug Anomaly, Nepal, NPL
