Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
5.937764, 2080-2099, bcc_csm1_1, Jan Average, Nepal, NPL
9.012484, 2080-2099, bcc_csm1_1, Feb Average, Nepal, NPL
14.186547, 2080-2099, bcc_csm1_1, Mar Average, Nepal, NPL
20.200981, 2080-2099, bcc_csm1_1, Apr Average, Nepal, NPL
24.381002, 2080-2099, bcc_csm1_1, May Average, Nepal, NPL
27.166283, 2080-2099, bcc_csm1_1, Jun Average, Nepal, NPL
25.242222, 2080-2099, bcc_csm1_1, Jul Average, Nepal, NPL
23.392227, 2080-2099, bcc_csm1_1, Aug Average, Nepal, NPL
22.763428, 2080-2099, bcc_csm1_1, Sep Average, Nepal, NPL
19.390787, 2080-2099, bcc_csm1_1, Oct Average, Nepal, NPL
13.314648, 2080-2099, bcc_csm1_1, Nov Average, Nepal, NPL
7.9128623, 2080-2099, bcc_csm1_1, Dec Average, Nepal, NPL
12.877462, 2080-2099, bcc_csm1_1_m, Jan Average, Nepal, NPL
15.236714, 2080-2099, bcc_csm1_1_m, Feb Average, Nepal, NPL
21.173223, 2080-2099, bcc_csm1_1_m, Mar Average, Nepal, NPL
26.756865, 2080-2099, bcc_csm1_1_m, Apr Average, Nepal, NPL
30.873472, 2080-2099, bcc_csm1_1_m, May Average, Nepal, NPL
31.435312, 2080-2099, bcc_csm1_1_m, Jun Average, Nepal, NPL
28.367792, 2080-2099, bcc_csm1_1_m, Jul Average, Nepal, NPL
26.630135, 2080-2099, bcc_csm1_1_m, Aug Average, Nepal, NPL
26.443468, 2080-2099, bcc_csm1_1_m, Sep Average, Nepal, NPL
23.714212, 2080-2099, bcc_csm1_1_m, Oct Average, Nepal, NPL
18.964693, 2080-2099, bcc_csm1_1_m, Nov Average, Nepal, NPL
14.376826, 2080-2099, bcc_csm1_1_m, Dec Average, Nepal, NPL
13.601269, 2080-2099, ccsm4, Jan Average, Nepal, NPL
15.808054, 2080-2099, ccsm4, Feb Average, Nepal, NPL
21.093395, 2080-2099, ccsm4, Mar Average, Nepal, NPL
27.37032, 2080-2099, ccsm4, Apr Average, Nepal, NPL
32.222683, 2080-2099, ccsm4, May Average, Nepal, NPL
31.880877, 2080-2099, ccsm4, Jun Average, Nepal, NPL
27.94478, 2080-2099, ccsm4, Jul Average, Nepal, NPL
27.473806, 2080-2099, ccsm4, Aug Average, Nepal, NPL
26.370401, 2080-2099, ccsm4, Sep Average, Nepal, NPL
22.890318, 2080-2099, ccsm4, Oct Average, Nepal, NPL
18.505363, 2080-2099, ccsm4, Nov Average, Nepal, NPL
15.107931, 2080-2099, ccsm4, Dec Average, Nepal, NPL
13.356076, 2080-2099, cesm1_cam5, Jan Average, Nepal, NPL
16.26475, 2080-2099, cesm1_cam5, Feb Average, Nepal, NPL
22.03378, 2080-2099, cesm1_cam5, Mar Average, Nepal, NPL
27.652538, 2080-2099, cesm1_cam5, Apr Average, Nepal, NPL
28.621431, 2080-2099, cesm1_cam5, May Average, Nepal, NPL
29.301682, 2080-2099, cesm1_cam5, Jun Average, Nepal, NPL
27.566298, 2080-2099, cesm1_cam5, Jul Average, Nepal, NPL
26.782711, 2080-2099, cesm1_cam5, Aug Average, Nepal, NPL
26.276342, 2080-2099, cesm1_cam5, Sep Average, Nepal, NPL
23.839844, 2080-2099, cesm1_cam5, Oct Average, Nepal, NPL
18.842148, 2080-2099, cesm1_cam5, Nov Average, Nepal, NPL
14.821615, 2080-2099, cesm1_cam5, Dec Average, Nepal, NPL
9.301335, 2080-2099, csiro_mk3_6_0, Jan Average, Nepal, NPL
11.857669, 2080-2099, csiro_mk3_6_0, Feb Average, Nepal, NPL
16.923061, 2080-2099, csiro_mk3_6_0, Mar Average, Nepal, NPL
23.146536, 2080-2099, csiro_mk3_6_0, Apr Average, Nepal, NPL
28.549051, 2080-2099, csiro_mk3_6_0, May Average, Nepal, NPL
31.902817, 2080-2099, csiro_mk3_6_0, Jun Average, Nepal, NPL
29.584675, 2080-2099, csiro_mk3_6_0, Jul Average, Nepal, NPL
27.238693, 2080-2099, csiro_mk3_6_0, Aug Average, Nepal, NPL
24.166634, 2080-2099, csiro_mk3_6_0, Sep Average, Nepal, NPL
19.578585, 2080-2099, csiro_mk3_6_0, Oct Average, Nepal, NPL
14.954015, 2080-2099, csiro_mk3_6_0, Nov Average, Nepal, NPL
10.701584, 2080-2099, csiro_mk3_6_0, Dec Average, Nepal, NPL
8.718375, 2080-2099, fio_esm, Jan Average, Nepal, NPL
