Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
4.461717, 2040-2059, bcc_csm1_1, Jan Average, Nepal, NPL
7.170011, 2040-2059, bcc_csm1_1, Feb Average, Nepal, NPL
12.564773, 2040-2059, bcc_csm1_1, Mar Average, Nepal, NPL
18.902264, 2040-2059, bcc_csm1_1, Apr Average, Nepal, NPL
23.651192, 2040-2059, bcc_csm1_1, May Average, Nepal, NPL
26.580807, 2040-2059, bcc_csm1_1, Jun Average, Nepal, NPL
23.751856, 2040-2059, bcc_csm1_1, Jul Average, Nepal, NPL
22.449722, 2040-2059, bcc_csm1_1, Aug Average, Nepal, NPL
21.327065, 2040-2059, bcc_csm1_1, Sep Average, Nepal, NPL
18.180094, 2040-2059, bcc_csm1_1, Oct Average, Nepal, NPL
11.995529, 2040-2059, bcc_csm1_1, Nov Average, Nepal, NPL
7.219033, 2040-2059, bcc_csm1_1, Dec Average, Nepal, NPL
12.232372, 2040-2059, bcc_csm1_1_m, Jan Average, Nepal, NPL
14.598552, 2040-2059, bcc_csm1_1_m, Feb Average, Nepal, NPL
20.314833, 2040-2059, bcc_csm1_1_m, Mar Average, Nepal, NPL
25.960695, 2040-2059, bcc_csm1_1_m, Apr Average, Nepal, NPL
30.387192, 2040-2059, bcc_csm1_1_m, May Average, Nepal, NPL
30.03285, 2040-2059, bcc_csm1_1_m, Jun Average, Nepal, NPL
27.30455, 2040-2059, bcc_csm1_1_m, Jul Average, Nepal, NPL
26.172329, 2040-2059, bcc_csm1_1_m, Aug Average, Nepal, NPL
25.66398, 2040-2059, bcc_csm1_1_m, Sep Average, Nepal, NPL
22.78971, 2040-2059, bcc_csm1_1_m, Oct Average, Nepal, NPL
18.021479, 2040-2059, bcc_csm1_1_m, Nov Average, Nepal, NPL
14.176827, 2040-2059, bcc_csm1_1_m, Dec Average, Nepal, NPL
12.448377, 2040-2059, ccsm4, Jan Average, Nepal, NPL
14.317346, 2040-2059, ccsm4, Feb Average, Nepal, NPL
19.551989, 2040-2059, ccsm4, Mar Average, Nepal, NPL
25.924057, 2040-2059, ccsm4, Apr Average, Nepal, NPL
29.987928, 2040-2059, ccsm4, May Average, Nepal, NPL
29.374035, 2040-2059, ccsm4, Jun Average, Nepal, NPL
26.48551, 2040-2059, ccsm4, Jul Average, Nepal, NPL
26.09124, 2040-2059, ccsm4, Aug Average, Nepal, NPL
24.850937, 2040-2059, ccsm4, Sep Average, Nepal, NPL
21.149837, 2040-2059, ccsm4, Oct Average, Nepal, NPL
16.852333, 2040-2059, ccsm4, Nov Average, Nepal, NPL
13.750661, 2040-2059, ccsm4, Dec Average, Nepal, NPL
11.338925, 2040-2059, cesm1_cam5, Jan Average, Nepal, NPL
14.131274, 2040-2059, cesm1_cam5, Feb Average, Nepal, NPL
19.843426, 2040-2059, cesm1_cam5, Mar Average, Nepal, NPL
25.764296, 2040-2059, cesm1_cam5, Apr Average, Nepal, NPL
26.752974, 2040-2059, cesm1_cam5, May Average, Nepal, NPL
27.241137, 2040-2059, cesm1_cam5, Jun Average, Nepal, NPL
25.706291, 2040-2059, cesm1_cam5, Jul Average, Nepal, NPL
25.106558, 2040-2059, cesm1_cam5, Aug Average, Nepal, NPL
24.58465, 2040-2059, cesm1_cam5, Sep Average, Nepal, NPL
21.573523, 2040-2059, cesm1_cam5, Oct Average, Nepal, NPL
16.283451, 2040-2059, cesm1_cam5, Nov Average, Nepal, NPL
12.291758, 2040-2059, cesm1_cam5, Dec Average, Nepal, NPL
8.324754, 2040-2059, csiro_mk3_6_0, Jan Average, Nepal, NPL
10.970923, 2040-2059, csiro_mk3_6_0, Feb Average, Nepal, NPL
16.027819, 2040-2059, csiro_mk3_6_0, Mar Average, Nepal, NPL
22.174835, 2040-2059, csiro_mk3_6_0, Apr Average, Nepal, NPL
27.54238, 2040-2059, csiro_mk3_6_0, May Average, Nepal, NPL
30.352741, 2040-2059, csiro_mk3_6_0, Jun Average, Nepal, NPL
27.750984, 2040-2059, csiro_mk3_6_0, Jul Average, Nepal, NPL
25.843172, 2040-2059, csiro_mk3_6_0, Aug Average, Nepal, NPL
23.009256, 2040-2059, csiro_mk3_6_0, Sep Average, Nepal, NPL
18.475807, 2040-2059, csiro_mk3_6_0, Oct Average, Nepal, NPL
13.600445, 2040-2059, csiro_mk3_6_0, Nov Average, Nepal, NPL
9.559786, 2040-2059, csiro_mk3_6_0, Dec Average, Nepal, NPL
7.547529, 2040-2059, fio_esm, Jan Average, Nepal, NPL
9.437357, 2040-2059, fio_esm, Feb Average, Nepal, NPL
13.39477, 2040-2059, fio_esm, Mar Average, Nepal, NPL
18.435247, 2040-2059, fio_esm, Apr Average, Nepal, NPL
22.717943, 2040-2059, fio_esm, May Average, Nepal, NPL
25.46957, 2040-2059, fio_esm, Jun Average, Nepal, NPL
24.103966, 2040-2059, fio_esm, Jul Average, Nepal, NPL
21.708868, 2040-2059, fio_esm, Aug Average, Nepal, NPL
19.748411, 2040-2059, fio_esm, Sep Average, Nepal, NPL
16.433216, 2040-2059, fio_esm, Oct Average, Nepal, NPL
11.950437, 2040-2059, fio_esm, Nov Average, Nepal, NPL
8.328591, 2040-2059, fio_esm, Dec Average, Nepal, NPL
7.7332106, 2040-2059, gfdl_cm3, Jan Average, Nepal, NPL
10.125009, 2040-2059, gfdl_cm3, Feb Average, Nepal, NPL
14.813074, 2040-2059, gfdl_cm3, Mar Average, Nepal, NPL
22.388453, 2040-2059, gfdl_cm3, Apr Average, Nepal, NPL
25.867302, 2040-2059, gfdl_cm3, May Average, Nepal, NPL
