Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
4.3188148, 2020-2039, bcc_csm1_1, Jan Average, Nepal, NPL
7.5823436, 2020-2039, bcc_csm1_1, Feb Average, Nepal, NPL
12.560788, 2020-2039, bcc_csm1_1, Mar Average, Nepal, NPL
17.988821, 2020-2039, bcc_csm1_1, Apr Average, Nepal, NPL
23.139647, 2020-2039, bcc_csm1_1, May Average, Nepal, NPL
25.79562, 2020-2039, bcc_csm1_1, Jun Average, Nepal, NPL
23.666445, 2020-2039, bcc_csm1_1, Jul Average, Nepal, NPL
22.241497, 2020-2039, bcc_csm1_1, Aug Average, Nepal, NPL
21.25325, 2020-2039, bcc_csm1_1, Sep Average, Nepal, NPL
18.02664, 2020-2039, bcc_csm1_1, Oct Average, Nepal, NPL
11.892373, 2020-2039, bcc_csm1_1, Nov Average, Nepal, NPL
6.128934, 2020-2039, bcc_csm1_1, Dec Average, Nepal, NPL
11.820943, 2020-2039, bcc_csm1_1_m, Jan Average, Nepal, NPL
14.148982, 2020-2039, bcc_csm1_1_m, Feb Average, Nepal, NPL
18.95976, 2020-2039, bcc_csm1_1_m, Mar Average, Nepal, NPL
25.087914, 2020-2039, bcc_csm1_1_m, Apr Average, Nepal, NPL
29.68774, 2020-2039, bcc_csm1_1_m, May Average, Nepal, NPL
30.141342, 2020-2039, bcc_csm1_1_m, Jun Average, Nepal, NPL
27.673853, 2020-2039, bcc_csm1_1_m, Jul Average, Nepal, NPL
25.510845, 2020-2039, bcc_csm1_1_m, Aug Average, Nepal, NPL
24.69862, 2020-2039, bcc_csm1_1_m, Sep Average, Nepal, NPL
22.55078, 2020-2039, bcc_csm1_1_m, Oct Average, Nepal, NPL
17.499918, 2020-2039, bcc_csm1_1_m, Nov Average, Nepal, NPL
13.605909, 2020-2039, bcc_csm1_1_m, Dec Average, Nepal, NPL
12.152569, 2020-2039, ccsm4, Jan Average, Nepal, NPL
13.91775, 2020-2039, ccsm4, Feb Average, Nepal, NPL
19.512178, 2020-2039, ccsm4, Mar Average, Nepal, NPL
26.02324, 2020-2039, ccsm4, Apr Average, Nepal, NPL
29.98903, 2020-2039, ccsm4, May Average, Nepal, NPL
28.33311, 2020-2039, ccsm4, Jun Average, Nepal, NPL
26.70389, 2020-2039, ccsm4, Jul Average, Nepal, NPL
26.015102, 2020-2039, ccsm4, Aug Average, Nepal, NPL
24.629965, 2020-2039, ccsm4, Sep Average, Nepal, NPL
20.997707, 2020-2039, ccsm4, Oct Average, Nepal, NPL
16.504538, 2020-2039, ccsm4, Nov Average, Nepal, NPL
13.339518, 2020-2039, ccsm4, Dec Average, Nepal, NPL
10.558256, 2020-2039, cesm1_cam5, Jan Average, Nepal, NPL
13.03378, 2020-2039, cesm1_cam5, Feb Average, Nepal, NPL
19.404425, 2020-2039, cesm1_cam5, Mar Average, Nepal, NPL
25.292587, 2020-2039, cesm1_cam5, Apr Average, Nepal, NPL
26.11207, 2020-2039, cesm1_cam5, May Average, Nepal, NPL
25.725613, 2020-2039, cesm1_cam5, Jun Average, Nepal, NPL
24.96033, 2020-2039, cesm1_cam5, Jul Average, Nepal, NPL
24.916721, 2020-2039, cesm1_cam5, Aug Average, Nepal, NPL
23.937475, 2020-2039, cesm1_cam5, Sep Average, Nepal, NPL
21.01246, 2020-2039, cesm1_cam5, Oct Average, Nepal, NPL
15.754564, 2020-2039, cesm1_cam5, Nov Average, Nepal, NPL
12.017276, 2020-2039, cesm1_cam5, Dec Average, Nepal, NPL
6.9371142, 2020-2039, csiro_mk3_6_0, Jan Average, Nepal, NPL
