Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
1.4496955, 2020-2039, bcc_csm1_1, Jan Anomaly, Nepal, NPL
0.47958604, 2020-2039, bcc_csm1_1, Feb Anomaly, Nepal, NPL
0.3821759, 2020-2039, bcc_csm1_1, Mar Anomaly, Nepal, NPL
1.3951529, 2020-2039, bcc_csm1_1, Apr Anomaly, Nepal, NPL
0.9277725, 2020-2039, bcc_csm1_1, May Anomaly, Nepal, NPL
0.43181297, 2020-2039, bcc_csm1_1, Jun Anomaly, Nepal, NPL
0.0339053, 2020-2039, bcc_csm1_1, Jul Anomaly, Nepal, NPL
0.26813507, 2020-2039, bcc_csm1_1, Aug Anomaly, Nepal, NPL
0.34208107, 2020-2039, bcc_csm1_1, Sep Anomaly, Nepal, NPL
1.010015, 2020-2039, bcc_csm1_1, Oct Anomaly, Nepal, NPL
0.6507271, 2020-2039, bcc_csm1_1, Nov Anomaly, Nepal, NPL
0.59712523, 2020-2039, bcc_csm1_1, Dec Anomaly, Nepal, NPL
0.49632305, 2020-2039, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
-0.43706688, 2020-2039, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
1.0109932, 2020-2039, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
1.4803698, 2020-2039, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
1.2570484, 2020-2039, bcc_csm1_1_m, May Anomaly, Nepal, NPL
0.57825947, 2020-2039, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
0.6855578, 2020-2039, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
0.8163982, 2020-2039, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
-0.5023575, 2020-2039, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
0.6046346, 2020-2039, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
1.1552788, 2020-2039, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
0.8285116, 2020-2039, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
1.2041595, 2020-2039, ccsm4, Jan Anomaly, Nepal, NPL
0.49207214, 2020-2039, ccsm4, Feb Anomaly, Nepal, NPL
1.0535828, 2020-2039, ccsm4, Mar Anomaly, Nepal, NPL
1.5511514, 2020-2039, ccsm4, Apr Anomaly, Nepal, NPL
1.8468517, 2020-2039, ccsm4, May Anomaly, Nepal, NPL
1.4497782, 2020-2039, ccsm4, Jun Anomaly, Nepal, NPL
0.88506657, 2020-2039, ccsm4, Jul Anomaly, Nepal, NPL
0.92181045, 2020-2039, ccsm4, Aug Anomaly, Nepal, NPL
0.71539026, 2020-2039, ccsm4, Sep Anomaly, Nepal, NPL
0.91536266, 2020-2039, ccsm4, Oct Anomaly, Nepal, NPL
0.85813004, 2020-2039, ccsm4, Nov Anomaly, Nepal, NPL
0.58559674, 2020-2039, ccsm4, Dec Anomaly, Nepal, NPL
1.6298318, 2020-2039, cesm1_cam5, Jan Anomaly, Nepal, NPL
1.9972227, 2020-2039, cesm1_cam5, Feb Anomaly, Nepal, NPL
1.268199, 2020-2039, cesm1_cam5, Mar Anomaly, Nepal, NPL
1.1183194, 2020-2039, cesm1_cam5, Apr Anomaly, Nepal, NPL
1.0357732, 2020-2039, cesm1_cam5, May Anomaly, Nepal, NPL
1.7303245, 2020-2039, cesm1_cam5, Jun Anomaly, Nepal, NPL
0.72115004, 2020-2039, cesm1_cam5, Jul Anomaly, Nepal, NPL
0.94488937, 2020-2039, cesm1_cam5, Aug Anomaly, Nepal, NPL
1.1759287, 2020-2039, cesm1_cam5, Sep Anomaly, Nepal, NPL
0.95928514, 2020-2039, cesm1_cam5, Oct Anomaly, Nepal, NPL
1.2099589, 2020-2039, cesm1_cam5, Nov Anomaly, Nepal, NPL
0.66080165, 2020-2039, cesm1_cam5, Dec Anomaly, Nepal, NPL
1.4937459, 2020-2039, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
1.8230835, 2020-2039, csiro_mk3_6_0, Feb Anomaly, Nepal, NPL
1.5094398, 2020-2039, csiro_mk3_6_0, Mar Anomaly, Nepal, NPL
1.5469059, 2020-2039, csiro_mk3_6_0, Apr Anomaly, Nepal, NPL
1.3061783, 2020-2039, csiro_mk3_6_0, May Anomaly, Nepal, NPL
1.7031071, 2020-2039, csiro_mk3_6_0, Jun Anomaly, Nepal, NPL
1.3043483, 2020-2039, csiro_mk3_6_0, Jul Anomaly, Nepal, NPL
1.0699197, 2020-2039, csiro_mk3_6_0, Aug Anomaly, Nepal, NPL
0.9302019, 2020-2039, csiro_mk3_6_0, Sep Anomaly, Nepal, NPL
1.0223819, 2020-2039, csiro_mk3_6_0, Oct Anomaly, Nepal, NPL
1.1614084, 2020-2039, csiro_mk3_6_0, Nov Anomaly, Nepal, NPL
1.3472873, 2020-2039, csiro_mk3_6_0, Dec Anomaly, Nepal, NPL
0.6793506, 2020-2039, fio_esm, Jan Anomaly, Nepal, NPL
0.8458713, 2020-2039, fio_esm, Feb Anomaly, Nepal, NPL
0.39559177, 2020-2039, fio_esm, Mar Anomaly, Nepal, NPL
0.19144964, 2020-2039, fio_esm, Apr Anomaly, Nepal, NPL
0.5911462, 2020-2039, fio_esm, May Anomaly, Nepal, NPL
0.63686424, 2020-2039, fio_esm, Jun Anomaly, Nepal, NPL
0.41641235, 2020-2039, fio_esm, Jul Anomaly, Nepal, NPL
0.7358088, 2020-2039, fio_esm, Aug Anomaly, Nepal, NPL
0.78132784, 2020-2039, fio_esm, Sep Anomaly, Nepal, NPL
0.4972398, 2020-2039, fio_esm, Oct Anomaly, Nepal, NPL
0.1208616, 2020-2039, fio_esm, Nov Anomaly, Nepal, NPL
0.07095643, 2020-2039, fio_esm, Dec Anomaly, Nepal, NPL
2.0983427, 2020-2039, gfdl_cm3, Jan Anomaly, Nepal, NPL
0.94747365, 2020-2039, gfdl_cm3, Feb Anomaly, Nepal, NPL
1.1155534, 2020-2039, gfdl_cm3, Mar Anomaly, Nepal, NPL
1.4547187, 2020-2039, gfdl_cm3, Apr Anomaly, Nepal, NPL
2.030516, 2020-2039, gfdl_cm3, May Anomaly, Nepal, NPL
1.1751221, 2020-2039, gfdl_cm3, Jun Anomaly, Nepal, NPL
1.2810951, 2020-2039, gfdl_cm3, Jul Anomaly, Nepal, NPL
1.5182865, 2020-2039, gfdl_cm3, Aug Anomaly, Nepal, NPL
1.394305, 2020-2039, gfdl_cm3, Sep Anomaly, Nepal, NPL
1.467046, 2020-2039, gfdl_cm3, Oct Anomaly, Nepal, NPL
1.5063725, 2020-2039, gfdl_cm3, Nov Anomaly, Nepal, NPL
1.5271788, 2020-2039, gfdl_cm3, Dec Anomaly, Nepal, NPL
0.8383838, 2020-2039, gfdl_esm2m, Jan Anomaly, Nepal, NPL
0.69337016, 2020-2039, gfdl_esm2m, Feb Anomaly, Nepal, NPL
0.582756, 2020-2039, gfdl_esm2m, Mar Anomaly, Nepal, NPL
0.31952688, 2020-2039, gfdl_esm2m, Apr Anomaly, Nepal, NPL
1.2919828, 2020-2039, gfdl_esm2m, May Anomaly, Nepal, NPL
0.5391975, 2020-2039, gfdl_esm2m, Jun Anomaly, Nepal, NPL
1.587829, 2020-2039, gfdl_esm2m, Jul Anomaly, Nepal, NPL
1.0825988, 2020-2039, gfdl_esm2m, Aug Anomaly, Nepal, NPL
1.135902, 2020-2039, gfdl_esm2m, Sep Anomaly, Nepal, NPL
1.1545343, 2020-2039, gfdl_esm2m, Oct Anomaly, Nepal, NPL
1.0053144, 2020-2039, gfdl_esm2m, Nov Anomaly, Nepal, NPL
0.2739901, 2020-2039, gfdl_esm2m, Dec Anomaly, Nepal, NPL
0.69226027, 2020-2039, giss_e2_h, Jan Anomaly, Nepal, NPL
1.0961871, 2020-2039, giss_e2_h, Feb Anomaly, Nepal, NPL
0.80646497, 2020-2039, giss_e2_h, Mar Anomaly, Nepal, NPL
0.5264656, 2020-2039, giss_e2_h, Apr Anomaly, Nepal, NPL
0.83938473, 2020-2039, giss_e2_h, May Anomaly, Nepal, NPL
0.8262739, 2020-2039, giss_e2_h, Jun Anomaly, Nepal, NPL
0.79913914, 2020-2039, giss_e2_h, Jul Anomaly, Nepal, NPL
0.59063953, 2020-2039, giss_e2_h, Aug Anomaly, Nepal, NPL
1.0825889, 2020-2039, giss_e2_h, Sep Anomaly, Nepal, NPL
1.1875116, 2020-2039, giss_e2_h, Oct Anomaly, Nepal, NPL
0.75545233, 2020-2039, giss_e2_h, Nov Anomaly, Nepal, NPL
0.82414013, 2020-2039, giss_e2_h, Dec Anomaly, Nepal, NPL
0.7981649, 2020-2039, giss_e2_r, Jan Anomaly, Nepal, NPL
0.5541956, 2020-2039, giss_e2_r, Feb Anomaly, Nepal, NPL
1.2694484, 2020-2039, giss_e2_r, Mar Anomaly, Nepal, NPL
1.2558352, 2020-2039, giss_e2_r, Apr Anomaly, Nepal, NPL
0.99317825, 2020-2039, giss_e2_r, May Anomaly, Nepal, NPL
0.5017452, 2020-2039, giss_e2_r, Jun Anomaly, Nepal, NPL
1.0630608, 2020-2039, giss_e2_r, Jul Anomaly, Nepal, NPL
0.5407701, 2020-2039, giss_e2_r, Aug Anomaly, Nepal, NPL
0.65887845, 2020-2039, giss_e2_r, Sep Anomaly, Nepal, NPL
0.82060844, 2020-2039, giss_e2_r, Oct Anomaly, Nepal, NPL
0.6447223, 2020-2039, giss_e2_r, Nov Anomaly, Nepal, NPL
0.6730504, 2020-2039, giss_e2_r, Dec Anomaly, Nepal, NPL
0.828731, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, Nepal, NPL
1.4682039, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, Nepal, NPL
1.6962779, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, Nepal, NPL
1.1632627, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, Nepal, NPL
0.67570037, 2020-2039, ipsl_cm5a_mr, May Anomaly, Nepal, NPL
0.58862776, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, Nepal, NPL
0.42898205, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, Nepal, NPL
0.4557431, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, Nepal, NPL
0.56513345, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, Nepal, NPL
0.5444444, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, Nepal, NPL
0.61435944, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, Nepal, NPL
0.6866373, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, Nepal, NPL
