Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
7.0142503, 2060-2079, bcc_csm1_1, Jan Average, Nepal, NPL
8.607003, 2060-2079, bcc_csm1_1, Feb Average, Nepal, NPL
14.280615, 2060-2079, bcc_csm1_1, Mar Average, Nepal, NPL
20.16564, 2060-2079, bcc_csm1_1, Apr Average, Nepal, NPL
25.020803, 2060-2079, bcc_csm1_1, May Average, Nepal, NPL
27.822325, 2060-2079, bcc_csm1_1, Jun Average, Nepal, NPL
25.927307, 2060-2079, bcc_csm1_1, Jul Average, Nepal, NPL
23.673388, 2060-2079, bcc_csm1_1, Aug Average, Nepal, NPL
22.800627, 2060-2079, bcc_csm1_1, Sep Average, Nepal, NPL
19.732801, 2060-2079, bcc_csm1_1, Oct Average, Nepal, NPL
13.950421, 2060-2079, bcc_csm1_1, Nov Average, Nepal, NPL
8.633514, 2060-2079, bcc_csm1_1, Dec Average, Nepal, NPL
13.727216, 2060-2079, bcc_csm1_1_m, Jan Average, Nepal, NPL
15.77214, 2060-2079, bcc_csm1_1_m, Feb Average, Nepal, NPL
20.852356, 2060-2079, bcc_csm1_1_m, Mar Average, Nepal, NPL
27.09042, 2060-2079, bcc_csm1_1_m, Apr Average, Nepal, NPL
31.324423, 2060-2079, bcc_csm1_1_m, May Average, Nepal, NPL
32.265953, 2060-2079, bcc_csm1_1_m, Jun Average, Nepal, NPL
28.97982, 2060-2079, bcc_csm1_1_m, Jul Average, Nepal, NPL
27.10708, 2060-2079, bcc_csm1_1_m, Aug Average, Nepal, NPL
26.39744, 2060-2079, bcc_csm1_1_m, Sep Average, Nepal, NPL
24.351927, 2060-2079, bcc_csm1_1_m, Oct Average, Nepal, NPL
19.869896, 2060-2079, bcc_csm1_1_m, Nov Average, Nepal, NPL
15.229094, 2060-2079, bcc_csm1_1_m, Dec Average, Nepal, NPL
14.481682, 2060-2079, ccsm4, Jan Average, Nepal, NPL
16.361444, 2060-2079, ccsm4, Feb Average, Nepal, NPL
21.737423, 2060-2079, ccsm4, Mar Average, Nepal, NPL
28.436066, 2060-2079, ccsm4, Apr Average, Nepal, NPL
32.871185, 2060-2079, ccsm4, May Average, Nepal, NPL
31.33498, 2060-2079, ccsm4, Jun Average, Nepal, NPL
28.216755, 2060-2079, ccsm4, Jul Average, Nepal, NPL
27.44157, 2060-2079, ccsm4, Aug Average, Nepal, NPL
26.430964, 2060-2079, ccsm4, Sep Average, Nepal, NPL
22.976254, 2060-2079, ccsm4, Oct Average, Nepal, NPL
18.443033, 2060-2079, ccsm4, Nov Average, Nepal, NPL
15.665198, 2060-2079, ccsm4, Dec Average, Nepal, NPL
13.701566, 2060-2079, cesm1_cam5, Jan Average, Nepal, NPL
16.371977, 2060-2079, cesm1_cam5, Feb Average, Nepal, NPL
22.358212, 2060-2079, cesm1_cam5, Mar Average, Nepal, NPL
27.515392, 2060-2079, cesm1_cam5, Apr Average, Nepal, NPL
28.734858, 2060-2079, cesm1_cam5, May Average, Nepal, NPL
29.60536, 2060-2079, cesm1_cam5, Jun Average, Nepal, NPL
27.519629, 2060-2079, cesm1_cam5, Jul Average, Nepal, NPL
26.653559, 2060-2079, cesm1_cam5, Aug Average, Nepal, NPL
26.10575, 2060-2079, cesm1_cam5, Sep Average, Nepal, NPL
23.711344, 2060-2079, cesm1_cam5, Oct Average, Nepal, NPL
18.316427, 2060-2079, cesm1_cam5, Nov Average, Nepal, NPL
14.596626, 2060-2079, cesm1_cam5, Dec Average, Nepal, NPL
9.903631, 2060-2079, csiro_mk3_6_0, Jan Average, Nepal, NPL
12.707657, 2060-2079, csiro_mk3_6_0, Feb Average, Nepal, NPL
