Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
8.617748, 2080-2099, bcc_csm1_1, Jan Average, Nepal, NPL
10.6207285, 2080-2099, bcc_csm1_1, Feb Average, Nepal, NPL
15.895053, 2080-2099, bcc_csm1_1, Mar Average, Nepal, NPL
21.967052, 2080-2099, bcc_csm1_1, Apr Average, Nepal, NPL
26.635462, 2080-2099, bcc_csm1_1, May Average, Nepal, NPL
29.3693, 2080-2099, bcc_csm1_1, Jun Average, Nepal, NPL
25.315277, 2080-2099, bcc_csm1_1, Jul Average, Nepal, NPL
24.577663, 2080-2099, bcc_csm1_1, Aug Average, Nepal, NPL
24.482544, 2080-2099, bcc_csm1_1, Sep Average, Nepal, NPL
21.273926, 2080-2099, bcc_csm1_1, Oct Average, Nepal, NPL
15.418884, 2080-2099, bcc_csm1_1, Nov Average, Nepal, NPL
9.988813, 2080-2099, bcc_csm1_1, Dec Average, Nepal, NPL
14.740864, 2080-2099, bcc_csm1_1_m, Jan Average, Nepal, NPL
17.088638, 2080-2099, bcc_csm1_1_m, Feb Average, Nepal, NPL
22.380568, 2080-2099, bcc_csm1_1_m, Mar Average, Nepal, NPL
28.803923, 2080-2099, bcc_csm1_1_m, Apr Average, Nepal, NPL
31.81693, 2080-2099, bcc_csm1_1_m, May Average, Nepal, NPL
33.94636, 2080-2099, bcc_csm1_1_m, Jun Average, Nepal, NPL
30.010798, 2080-2099, bcc_csm1_1_m, Jul Average, Nepal, NPL
28.38803, 2080-2099, bcc_csm1_1_m, Aug Average, Nepal, NPL
27.165627, 2080-2099, bcc_csm1_1_m, Sep Average, Nepal, NPL
25.519772, 2080-2099, bcc_csm1_1_m, Oct Average, Nepal, NPL
20.487404, 2080-2099, bcc_csm1_1_m, Nov Average, Nepal, NPL
16.76767, 2080-2099, bcc_csm1_1_m, Dec Average, Nepal, NPL
14.963056, 2080-2099, ccsm4, Jan Average, Nepal, NPL
17.354294, 2080-2099, ccsm4, Feb Average, Nepal, NPL
22.323479, 2080-2099, ccsm4, Mar Average, Nepal, NPL
28.732952, 2080-2099, ccsm4, Apr Average, Nepal, NPL
33.45434, 2080-2099, ccsm4, May Average, Nepal, NPL
32.235798, 2080-2099, ccsm4, Jun Average, Nepal, NPL
28.605501, 2080-2099, ccsm4, Jul Average, Nepal, NPL
28.522295, 2080-2099, ccsm4, Aug Average, Nepal, NPL
27.28136, 2080-2099, ccsm4, Sep Average, Nepal, NPL
24.302982, 2080-2099, ccsm4, Oct Average, Nepal, NPL
19.504242, 2080-2099, ccsm4, Nov Average, Nepal, NPL
16.453548, 2080-2099, ccsm4, Dec Average, Nepal, NPL
14.671351, 2080-2099, cesm1_cam5, Jan Average, Nepal, NPL
17.239882, 2080-2099, cesm1_cam5, Feb Average, Nepal, NPL
22.90288, 2080-2099, cesm1_cam5, Mar Average, Nepal, NPL
28.307505, 2080-2099, cesm1_cam5, Apr Average, Nepal, NPL
29.495304, 2080-2099, cesm1_cam5, May Average, Nepal, NPL
30.616816, 2080-2099, cesm1_cam5, Jun Average, Nepal, NPL
28.23828, 2080-2099, cesm1_cam5, Jul Average, Nepal, NPL
27.588343, 2080-2099, cesm1_cam5, Aug Average, Nepal, NPL
27.160378, 2080-2099, cesm1_cam5, Sep Average, Nepal, NPL
24.520937, 2080-2099, cesm1_cam5, Oct Average, Nepal, NPL
19.66694, 2080-2099, cesm1_cam5, Nov Average, Nepal, NPL
15.732169, 2080-2099, cesm1_cam5, Dec Average, Nepal, NPL
11.554075, 2080-2099, csiro_mk3_6_0, Jan Average, Nepal, NPL
14.734968, 2080-2099, csiro_mk3_6_0, Feb Average, Nepal, NPL
19.414282, 2080-2099, csiro_mk3_6_0, Mar Average, Nepal, NPL
25.075378, 2080-2099, csiro_mk3_6_0, Apr Average, Nepal, NPL
30.568758, 2080-2099, csiro_mk3_6_0, May Average, Nepal, NPL
34.09117, 2080-2099, csiro_mk3_6_0, Jun Average, Nepal, NPL
30.880411, 2080-2099, csiro_mk3_6_0, Jul Average, Nepal, NPL
27.694838, 2080-2099, csiro_mk3_6_0, Aug Average, Nepal, NPL
25.580698, 2080-2099, csiro_mk3_6_0, Sep Average, Nepal, NPL
21.046598, 2080-2099, csiro_mk3_6_0, Oct Average, Nepal, NPL
16.344494, 2080-2099, csiro_mk3_6_0, Nov Average, Nepal, NPL
12.673876, 2080-2099, csiro_mk3_6_0, Dec Average, Nepal, NPL
10.32588, 2080-2099, fio_esm, Jan Average, Nepal, NPL
12.400338, 2080-2099, fio_esm, Feb Average, Nepal, NPL
16.33741, 2080-2099, fio_esm, Mar Average, Nepal, NPL
21.20444, 2080-2099, fio_esm, Apr Average, Nepal, NPL
25.558401, 2080-2099, fio_esm, May Average, Nepal, NPL
28.630575, 2080-2099, fio_esm, Jun Average, Nepal, NPL
27.247324, 2080-2099, fio_esm, Jul Average, Nepal, NPL
24.997864, 2080-2099, fio_esm, Aug Average, Nepal, NPL
22.655056, 2080-2099, fio_esm, Sep Average, Nepal, NPL
18.715864, 2080-2099, fio_esm, Oct Average, Nepal, NPL
14.135511, 2080-2099, fio_esm, Nov Average, Nepal, NPL
11.100535, 2080-2099, fio_esm, Dec Average, Nepal, NPL
