Monthly Temperature - (Celsius), Year, Model, Statistics, Country, ISO3
4.282955, 2060-2079, bcc_csm1_1, Jan Anomaly, Nepal, NPL
2.2620542, 2060-2079, bcc_csm1_1, Feb Anomaly, Nepal, NPL
2.6363702, 2060-2079, bcc_csm1_1, Mar Anomaly, Nepal, NPL
3.3339078, 2060-2079, bcc_csm1_1, Apr Anomaly, Nepal, NPL
3.0506241, 2060-2079, bcc_csm1_1, May Anomaly, Nepal, NPL
2.335892, 2060-2079, bcc_csm1_1, Jun Anomaly, Nepal, NPL
2.7900188, 2060-2079, bcc_csm1_1, Jul Anomaly, Nepal, NPL
1.8119109, 2060-2079, bcc_csm1_1, Aug Anomaly, Nepal, NPL
2.282945, 2060-2079, bcc_csm1_1, Sep Anomaly, Nepal, NPL
3.0786374, 2060-2079, bcc_csm1_1, Oct Anomaly, Nepal, NPL
2.9098656, 2060-2079, bcc_csm1_1, Nov Anomaly, Nepal, NPL
3.459479, 2060-2079, bcc_csm1_1, Dec Anomaly, Nepal, NPL
3.2212303, 2060-2079, bcc_csm1_1_m, Jan Anomaly, Nepal, NPL
2.2511322, 2060-2079, bcc_csm1_1_m, Feb Anomaly, Nepal, NPL
2.8606699, 2060-2079, bcc_csm1_1_m, Mar Anomaly, Nepal, NPL
3.6142814, 2060-2079, bcc_csm1_1_m, Apr Anomaly, Nepal, NPL
3.4767797, 2060-2079, bcc_csm1_1_m, May Anomaly, Nepal, NPL
3.053435, 2060-2079, bcc_csm1_1_m, Jun Anomaly, Nepal, NPL
2.690552, 2060-2079, bcc_csm1_1_m, Jul Anomaly, Nepal, NPL
2.3255954, 2060-2079, bcc_csm1_1_m, Aug Anomaly, Nepal, NPL
1.8909286, 2060-2079, bcc_csm1_1_m, Sep Anomaly, Nepal, NPL
2.8099325, 2060-2079, bcc_csm1_1_m, Oct Anomaly, Nepal, NPL
3.4884083, 2060-2079, bcc_csm1_1_m, Nov Anomaly, Nepal, NPL
3.3515573, 2060-2079, bcc_csm1_1_m, Dec Anomaly, Nepal, NPL
3.7394948, 2060-2079, ccsm4, Jan Anomaly, Nepal, NPL
3.3322194, 2060-2079, ccsm4, Feb Anomaly, Nepal, NPL
4.210072, 2060-2079, ccsm4, Mar Anomaly, Nepal, NPL
4.166683, 2060-2079, ccsm4, Apr Anomaly, Nepal, NPL
3.949312, 2060-2079, ccsm4, May Anomaly, Nepal, NPL
3.378556, 2060-2079, ccsm4, Jun Anomaly, Nepal, NPL
2.6656902, 2060-2079, ccsm4, Jul Anomaly, Nepal, NPL
2.3564413, 2060-2079, ccsm4, Aug Anomaly, Nepal, NPL
2.5774488, 2060-2079, ccsm4, Sep Anomaly, Nepal, NPL
2.770224, 2060-2079, ccsm4, Oct Anomaly, Nepal, NPL
2.8364453, 2060-2079, ccsm4, Nov Anomaly, Nepal, NPL
3.0585635, 2060-2079, ccsm4, Dec Anomaly, Nepal, NPL
4.5658255, 2060-2079, cesm1_cam5, Jan Anomaly, Nepal, NPL
4.8622875, 2060-2079, cesm1_cam5, Feb Anomaly, Nepal, NPL
4.0665584, 2060-2079, cesm1_cam5, Mar Anomaly, Nepal, NPL
3.3911934, 2060-2079, cesm1_cam5, Apr Anomaly, Nepal, NPL
2.9970617, 2060-2079, cesm1_cam5, May Anomaly, Nepal, NPL
3.9596446, 2060-2079, cesm1_cam5, Jun Anomaly, Nepal, NPL
3.182932, 2060-2079, cesm1_cam5, Jul Anomaly, Nepal, NPL
2.6965241, 2060-2079, cesm1_cam5, Aug Anomaly, Nepal, NPL
3.1592782, 2060-2079, cesm1_cam5, Sep Anomaly, Nepal, NPL
3.7311015, 2060-2079, cesm1_cam5, Oct Anomaly, Nepal, NPL
3.943333, 2060-2079, cesm1_cam5, Nov Anomaly, Nepal, NPL
3.82307, 2060-2079, cesm1_cam5, Dec Anomaly, Nepal, NPL
4.019544, 2060-2079, csiro_mk3_6_0, Jan Anomaly, Nepal, NPL
