FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6d07,40335,5,2,1901-1950,24.34,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6d06,40336,5,2,1901-1950,16.8,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6d05,40337,5,2,1901-1950,13.97,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6d04,40338,5,2,1901-1950,14.19,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6d03,40339,5,2,1901-1950,14.29,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6d02,40340,5,2,1901-1950,18.53,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6d01,40341,5,2,1901-1950,17.17,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6d00,40342,5,2,1901-1950,18.94,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cff,40343,5,2,1901-1950,16.14,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cfe,40344,5,2,1901-1950,18.48,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cfd,40345,5,2,1901-1950,15.71,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cfc,40346,5,2,1901-1950,20.32,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cfb,40347,5,2,1901-1950,23.16,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cfa,40348,5,2,1901-1950,24.54,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf9,40349,5,2,1901-1950,26.02,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf8,40350,5,2,1901-1950,24.73,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf7,40665,5,2,1901-1950,44.25,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf6,40666,5,2,1901-1950,34.96,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf5,40667,5,2,1901-1950,23.6,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf4,40668,5,2,1901-1950,27.63,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf3,40669,5,2,1901-1950,21.27,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf2,40670,5,2,1901-1950,16.53,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf1,40671,5,2,1901-1950,19.1,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cf0,40672,5,2,1901-1950,20.76,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cef,40673,5,2,1901-1950,22.24,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cee,40674,5,2,1901-1950,22.01,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ced,40675,5,2,1901-1950,19.51,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cec,40676,5,2,1901-1950,24.3,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ceb,40677,5,2,1901-1950,31.32,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cea,40678,5,2,1901-1950,29.5,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce9,40679,5,2,1901-1950,27.43,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce8,40680,5,2,1901-1950,31.03,POINT (9768285.317109756 3471454.9819268296)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce7,40981,5,2,1901-1950,48.37,POINT (8933389.136160204 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce6,40982,5,2,1901-1950,41.99,POINT (8989048.88155684 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce5,40983,5,2,1901-1950,41.88,POINT (9044708.626953477 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce4,40984,5,2,1901-1950,35.86,POINT (9100368.372350115 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce3,40985,5,2,1901-1950,27,POINT (9156028.117746752 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce2,40986,5,2,1901-1950,22.96,POINT (9211687.863143386 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce1,40987,5,2,1901-1950,19.4,POINT (9267347.608540025 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ce0,40988,5,2,1901-1950,22.85,POINT (9323007.353936663 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cdf,40989,5,2,1901-1950,26.73,POINT (9378667.099333297 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cde,40990,5,2,1901-1950,19.37,POINT (9434326.844729934 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cdd,40991,5,2,1901-1950,24.83,POINT (9489986.590126572 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cdc,40992,5,2,1901-1950,26.37,POINT (9545646.335523209 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cdb,40993,5,2,1901-1950,28.35,POINT (9601306.080919845 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cda,40994,5,2,1901-1950,34.1,POINT (9656965.826316481 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd9,40995,5,2,1901-1950,29.21,POINT (9712625.57171312 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd8,40996,5,2,1901-1950,40.26,POINT (9768285.317109756 3407504.076175717)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd7,41295,5,2,1901-1950,57.51,POINT (8933389.136160204 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd6,41296,5,2,1901-1950,56.35,POINT (8989048.88155684 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd5,41297,5,2,1901-1950,55.25,POINT (9044708.626953477 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd4,41298,5,2,1901-1950,47.48,POINT (9100368.372350115 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd3,41299,5,2,1901-1950,39.88,POINT (9156028.117746752 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd2,41300,5,2,1901-1950,32.74,POINT (9211687.863143386 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd1,41301,5,2,1901-1950,21.74,POINT (9267347.608540025 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cd0,41302,5,2,1901-1950,25.56,POINT (9323007.353936663 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ccf,41303,5,2,1901-1950,20.94,POINT (9378667.099333297 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cce,41304,5,2,1901-1950,20.9,POINT (9434326.844729934 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ccd,41305,5,2,1901-1950,21.67,POINT (9489986.590126572 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ccc,41306,5,2,1901-1950,26.79,POINT (9545646.335523209 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6ccb,41307,5,2,1901-1950,25.34,POINT (9601306.080919845 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cca,41308,5,2,1901-1950,25.25,POINT (9656965.826316481 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc9,41309,5,2,1901-1950,27.25,POINT (9712625.57171312 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc8,41310,5,2,1901-1950,36.7,POINT (9768285.317109756 3343864.953833735)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc7,41614,5,2,1901-1950,58.19,POINT (8933389.136160204 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc6,41615,5,2,1901-1950,58.1,POINT (8989048.88155684 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc5,41616,5,2,1901-1950,58.22,POINT (9044708.626953477 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc4,41617,5,2,1901-1950,56.09,POINT (9100368.372350115 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc3,41618,5,2,1901-1950,51.81,POINT (9156028.117746752 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc2,41619,5,2,1901-1950,43.27,POINT (9211687.863143386 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc1,41620,5,2,1901-1950,41.53,POINT (9267347.608540025 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cc0,41621,5,2,1901-1950,40.06,POINT (9323007.353936663 3280529.7896193247)
trends_anual_espacial_5_p.fid--5ff12b53_17a375593c2_-6cbf,41622,5,2,1901-1950,42.9,POINT (9378667.099333297 3280529.7896193247)
