FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6e07,40335,3,2,1901-1950,0.19,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6e06,40336,3,2,1901-1950,0.2,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6e05,40337,3,2,1901-1950,0.23,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6e04,40338,3,2,1901-1950,0.27,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6e03,40339,3,2,1901-1950,0.32,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6e02,40340,3,2,1901-1950,0.35,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6e01,40341,3,2,1901-1950,0.38,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6e00,40342,3,2,1901-1950,0.44,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dff,40343,3,2,1901-1950,0.48,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dfe,40344,3,2,1901-1950,0.54,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dfd,40345,3,2,1901-1950,0.58,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dfc,40346,3,2,1901-1950,0.62,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dfb,40347,3,2,1901-1950,0.67,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dfa,40348,3,2,1901-1950,0.72,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df9,40349,3,2,1901-1950,0.76,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df8,40350,3,2,1901-1950,0.81,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df7,40665,3,2,1901-1950,0.19,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df6,40666,3,2,1901-1950,0.24,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df5,40667,3,2,1901-1950,0.28,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df4,40668,3,2,1901-1950,0.3,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df3,40669,3,2,1901-1950,0.36,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df2,40670,3,2,1901-1950,0.4,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df1,40671,3,2,1901-1950,0.45,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6df0,40672,3,2,1901-1950,0.46,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6def,40673,3,2,1901-1950,0.52,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dee,40674,3,2,1901-1950,0.57,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6ded,40675,3,2,1901-1950,0.62,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dec,40676,3,2,1901-1950,0.67,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6deb,40677,3,2,1901-1950,0.71,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dea,40678,3,2,1901-1950,0.75,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de9,40679,3,2,1901-1950,0.79,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de8,40680,3,2,1901-1950,0.84,POINT (9768285.317109756 3471454.9819268296)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de7,40981,3,2,1901-1950,0.22,POINT (8933389.136160204 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de6,40982,3,2,1901-1950,0.25,POINT (8989048.88155684 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de5,40983,3,2,1901-1950,0.29,POINT (9044708.626953477 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de4,40984,3,2,1901-1950,0.34,POINT (9100368.372350115 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de3,40985,3,2,1901-1950,0.37,POINT (9156028.117746752 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de2,40986,3,2,1901-1950,0.41,POINT (9211687.863143386 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de1,40987,3,2,1901-1950,0.48,POINT (9267347.608540025 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6de0,40988,3,2,1901-1950,0.5,POINT (9323007.353936663 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6ddf,40989,3,2,1901-1950,0.53,POINT (9378667.099333297 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dde,40990,3,2,1901-1950,0.58,POINT (9434326.844729934 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6ddd,40991,3,2,1901-1950,0.62,POINT (9489986.590126572 3407504.076175717)
