FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6ddc,40992,3,2,1901-1950,0.68,POINT (9545646.335523209 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6ddb,40993,3,2,1901-1950,0.72,POINT (9601306.080919845 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dda,40994,3,2,1901-1950,0.76,POINT (9656965.826316481 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd9,40995,3,2,1901-1950,0.82,POINT (9712625.57171312 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd8,40996,3,2,1901-1950,0.87,POINT (9768285.317109756 3407504.076175717)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd7,41295,3,2,1901-1950,0.24,POINT (8933389.136160204 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd6,41296,3,2,1901-1950,0.3,POINT (8989048.88155684 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd5,41297,3,2,1901-1950,0.3,POINT (9044708.626953477 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd4,41298,3,2,1901-1950,0.34,POINT (9100368.372350115 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd3,41299,3,2,1901-1950,0.37,POINT (9156028.117746752 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd2,41300,3,2,1901-1950,0.42,POINT (9211687.863143386 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd1,41301,3,2,1901-1950,0.46,POINT (9267347.608540025 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dd0,41302,3,2,1901-1950,0.49,POINT (9323007.353936663 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dcf,41303,3,2,1901-1950,0.55,POINT (9378667.099333297 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dce,41304,3,2,1901-1950,0.59,POINT (9434326.844729934 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dcd,41305,3,2,1901-1950,0.61,POINT (9489986.590126572 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dcc,41306,3,2,1901-1950,0.67,POINT (9545646.335523209 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dcb,41307,3,2,1901-1950,0.71,POINT (9601306.080919845 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dca,41308,3,2,1901-1950,0.76,POINT (9656965.826316481 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc9,41309,3,2,1901-1950,0.8,POINT (9712625.57171312 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc8,41310,3,2,1901-1950,0.84,POINT (9768285.317109756 3343864.953833735)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc7,41614,3,2,1901-1950,0.27,POINT (8933389.136160204 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc6,41615,3,2,1901-1950,0.32,POINT (8989048.88155684 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc5,41616,3,2,1901-1950,0.37,POINT (9044708.626953477 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc4,41617,3,2,1901-1950,0.39,POINT (9100368.372350115 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc3,41618,3,2,1901-1950,0.42,POINT (9156028.117746752 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc2,41619,3,2,1901-1950,0.45,POINT (9211687.863143386 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc1,41620,3,2,1901-1950,0.49,POINT (9267347.608540025 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dc0,41621,3,2,1901-1950,0.52,POINT (9323007.353936663 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dbf,41622,3,2,1901-1950,0.54,POINT (9378667.099333297 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dbe,41623,3,2,1901-1950,0.59,POINT (9434326.844729934 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dbd,41624,3,2,1901-1950,0.62,POINT (9489986.590126572 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dbc,41625,3,2,1901-1950,0.7,POINT (9545646.335523209 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dbb,41626,3,2,1901-1950,0.73,POINT (9601306.080919845 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dba,41627,3,2,1901-1950,0.77,POINT (9656965.826316481 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db9,41628,3,2,1901-1950,0.78,POINT (9712625.57171312 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db8,41629,3,2,1901-1950,0.86,POINT (9768285.317109756 3280529.7896193247)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db7,41926,3,2,1901-1950,0.29,POINT (8933389.136160204 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db6,41927,3,2,1901-1950,0.34,POINT (8989048.88155684 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db5,41928,3,2,1901-1950,0.39,POINT (9044708.626953477 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db4,41929,3,2,1901-1950,0.44,POINT (9100368.372350115 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db3,41930,3,2,1901-1950,0.49,POINT (9156028.117746752 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db2,41931,3,2,1901-1950,0.5,POINT (9211687.863143386 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db1,41932,3,2,1901-1950,0.53,POINT (9267347.608540025 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6db0,41933,3,2,1901-1950,0.57,POINT (9323007.353936663 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6daf,41934,3,2,1901-1950,0.59,POINT (9378667.099333297 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dae,41935,3,2,1901-1950,0.62,POINT (9434326.844729934 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dad,41936,3,2,1901-1950,0.65,POINT (9489986.590126572 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dac,41937,3,2,1901-1950,0.69,POINT (9545646.335523209 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6dab,41938,3,2,1901-1950,0.72,POINT (9601306.080919845 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6daa,41939,3,2,1901-1950,0.77,POINT (9656965.826316481 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da9,41940,3,2,1901-1950,0.78,POINT (9712625.57171312 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da8,41941,3,2,1901-1950,0.81,POINT (9768285.317109756 3217490.9158222144)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da7,42228,3,2,1901-1950,0.33,POINT (8933389.136160204 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da6,42229,3,2,1901-1950,0.38,POINT (8989048.88155684 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da5,42230,3,2,1901-1950,0.42,POINT (9044708.626953477 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da4,42231,3,2,1901-1950,0.47,POINT (9100368.372350115 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da3,42232,3,2,1901-1950,0.53,POINT (9156028.117746752 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da2,42233,3,2,1901-1950,0.57,POINT (9211687.863143386 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da1,42234,3,2,1901-1950,0.61,POINT (9267347.608540025 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6da0,42235,3,2,1901-1950,0.64,POINT (9323007.353936663 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d9f,42236,3,2,1901-1950,0.65,POINT (9378667.099333297 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d9e,42237,3,2,1901-1950,0.68,POINT (9434326.844729934 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d9d,42238,3,2,1901-1950,0.7,POINT (9489986.590126572 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d9c,42239,3,2,1901-1950,0.72,POINT (9545646.335523209 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d9b,42240,3,2,1901-1950,0.73,POINT (9601306.080919845 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d9a,42241,3,2,1901-1950,0.72,POINT (9656965.826316481 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d99,42242,3,2,1901-1950,0.72,POINT (9712625.57171312 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d98,42243,3,2,1901-1950,0.71,POINT (9768285.317109756 3154740.816666564)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d97,42530,3,2,1901-1950,0.36,POINT (8933389.136160204 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d96,42531,3,2,1901-1950,0.39,POINT (8989048.88155684 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d95,42532,3,2,1901-1950,0.45,POINT (9044708.626953477 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d94,42533,3,2,1901-1950,0.51,POINT (9100368.372350115 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d93,42534,3,2,1901-1950,0.56,POINT (9156028.117746752 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d92,42535,3,2,1901-1950,0.62,POINT (9211687.863143386 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d91,42536,3,2,1901-1950,0.67,POINT (9267347.608540025 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d90,42537,3,2,1901-1950,0.71,POINT (9323007.353936663 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d8f,42538,3,2,1901-1950,0.73,POINT (9378667.099333297 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d8e,42539,3,2,1901-1950,0.72,POINT (9434326.844729934 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d8d,42540,3,2,1901-1950,0.71,POINT (9489986.590126572 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d8c,42541,3,2,1901-1950,0.69,POINT (9545646.335523209 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d8b,42542,3,2,1901-1950,0.69,POINT (9601306.080919845 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d8a,42543,3,2,1901-1950,0.67,POINT (9656965.826316481 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d89,42544,3,2,1901-1950,0.67,POINT (9712625.57171312 3092272.122885534)
trends_anual_espacial_3_p.fid--5ff12b53_17a375593c2_-6d88,42545,3,2,1901-1950,0.66,POINT (9768285.317109756 3092272.122885534)
