FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6f07,40335,1,2,1901-1950,-30.52,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6f06,40336,1,2,1901-1950,-26.33,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6f05,40337,1,2,1901-1950,-24.03,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6f04,40338,1,2,1901-1950,-18.97,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6f03,40339,1,2,1901-1950,-13.81,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6f02,40340,1,2,1901-1950,-6.57,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6f01,40341,1,2,1901-1950,1.06,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6f00,40342,1,2,1901-1950,8.41,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6eff,40343,1,2,1901-1950,17.88,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6efe,40344,1,2,1901-1950,30.62,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6efd,40345,1,2,1901-1950,41.89,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6efc,40346,1,2,1901-1950,13.14,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6efb,40347,1,2,1901-1950,30.17,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6efa,40348,1,2,1901-1950,41.56,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef9,40349,1,2,1901-1950,44.77,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef8,40350,1,2,1901-1950,47.7,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef7,40665,1,2,1901-1950,-37.38,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef6,40666,1,2,1901-1950,-27.36,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef5,40667,1,2,1901-1950,-18.08,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef4,40668,1,2,1901-1950,-10.09,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef3,40669,1,2,1901-1950,-3.39,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef2,40670,1,2,1901-1950,3.21,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef1,40671,1,2,1901-1950,13.23,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ef0,40672,1,2,1901-1950,23.06,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6eef,40673,1,2,1901-1950,34.78,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6eee,40674,1,2,1901-1950,45.3,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6eed,40675,1,2,1901-1950,61.52,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6eec,40676,1,2,1901-1950,18.23,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6eeb,40677,1,2,1901-1950,39.61,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6eea,40678,1,2,1901-1950,42.87,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ee9,40679,1,2,1901-1950,41.04,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ee8,40680,1,2,1901-1950,51.3,POINT (9768285.317109756 3471454.9819268296)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ee7,40981,1,2,1901-1950,-19.86,POINT (8933389.136160204 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ee6,40982,1,2,1901-1950,-7.7,POINT (8989048.88155684 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ee5,40983,1,2,1901-1950,0.97,POINT (9044708.626953477 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ee4,40984,1,2,1901-1950,8.48,POINT (9100368.372350115 3407504.076175717)
trends_anual_espacial_1_p.fid--5ff12b53_17a375593c2_-6ee3,40985,1,2,1901-1950,12.73,POINT (9156028.117746752 3407504.076175717)
