FID,id_punto,cod_variable,period,period_n,trend_anual,geom
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e87,40335,2,2,1901-1950,0.23,POINT (8933389.136160204 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e86,40336,2,2,1901-1950,0.23,POINT (8989048.88155684 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e85,40337,2,2,1901-1950,0.26,POINT (9044708.626953477 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e84,40338,2,2,1901-1950,0.3,POINT (9100368.372350115 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e83,40339,2,2,1901-1950,0.34,POINT (9156028.117746752 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e82,40340,2,2,1901-1950,0.37,POINT (9211687.863143386 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e81,40341,2,2,1901-1950,0.41,POINT (9267347.608540025 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e80,40342,2,2,1901-1950,0.45,POINT (9323007.353936663 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e7f,40343,2,2,1901-1950,0.49,POINT (9378667.099333297 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e7e,40344,2,2,1901-1950,0.53,POINT (9434326.844729934 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e7d,40345,2,2,1901-1950,0.58,POINT (9489986.590126572 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e7c,40346,2,2,1901-1950,0.62,POINT (9545646.335523209 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e7b,40347,2,2,1901-1950,0.66,POINT (9601306.080919845 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e7a,40348,2,2,1901-1950,0.7,POINT (9656965.826316481 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e79,40349,2,2,1901-1950,0.75,POINT (9712625.57171312 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e78,40350,2,2,1901-1950,0.79,POINT (9768285.317109756 3535725.659799159)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e77,40665,2,2,1901-1950,0.23,POINT (8933389.136160204 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e76,40666,2,2,1901-1950,0.28,POINT (8989048.88155684 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e75,40667,2,2,1901-1950,0.3,POINT (9044708.626953477 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e74,40668,2,2,1901-1950,0.34,POINT (9100368.372350115 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e73,40669,2,2,1901-1950,0.39,POINT (9156028.117746752 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e72,40670,2,2,1901-1950,0.41,POINT (9211687.863143386 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e71,40671,2,2,1901-1950,0.45,POINT (9267347.608540025 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e70,40672,2,2,1901-1950,0.48,POINT (9323007.353936663 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e6f,40673,2,2,1901-1950,0.52,POINT (9378667.099333297 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e6e,40674,2,2,1901-1950,0.56,POINT (9434326.844729934 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e6d,40675,2,2,1901-1950,0.61,POINT (9489986.590126572 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e6c,40676,2,2,1901-1950,0.66,POINT (9545646.335523209 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e6b,40677,2,2,1901-1950,0.7,POINT (9601306.080919845 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e6a,40678,2,2,1901-1950,0.74,POINT (9656965.826316481 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e69,40679,2,2,1901-1950,0.78,POINT (9712625.57171312 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e68,40680,2,2,1901-1950,0.83,POINT (9768285.317109756 3471454.9819268296)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e67,40981,2,2,1901-1950,0.26,POINT (8933389.136160204 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e66,40982,2,2,1901-1950,0.28,POINT (8989048.88155684 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e65,40983,2,2,1901-1950,0.31,POINT (9044708.626953477 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e64,40984,2,2,1901-1950,0.36,POINT (9100368.372350115 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e63,40985,2,2,1901-1950,0.39,POINT (9156028.117746752 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e62,40986,2,2,1901-1950,0.43,POINT (9211687.863143386 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e61,40987,2,2,1901-1950,0.48,POINT (9267347.608540025 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e60,40988,2,2,1901-1950,0.51,POINT (9323007.353936663 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e5f,40989,2,2,1901-1950,0.54,POINT (9378667.099333297 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e5e,40990,2,2,1901-1950,0.57,POINT (9434326.844729934 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e5d,40991,2,2,1901-1950,0.62,POINT (9489986.590126572 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e5c,40992,2,2,1901-1950,0.67,POINT (9545646.335523209 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e5b,40993,2,2,1901-1950,0.72,POINT (9601306.080919845 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e5a,40994,2,2,1901-1950,0.76,POINT (9656965.826316481 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e59,40995,2,2,1901-1950,0.8,POINT (9712625.57171312 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e58,40996,2,2,1901-1950,0.84,POINT (9768285.317109756 3407504.076175717)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e57,41295,2,2,1901-1950,0.27,POINT (8933389.136160204 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e56,41296,2,2,1901-1950,0.32,POINT (8989048.88155684 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e55,41297,2,2,1901-1950,0.33,POINT (9044708.626953477 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e54,41298,2,2,1901-1950,0.36,POINT (9100368.372350115 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e53,41299,2,2,1901-1950,0.4,POINT (9156028.117746752 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e52,41300,2,2,1901-1950,0.44,POINT (9211687.863143386 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e51,41301,2,2,1901-1950,0.47,POINT (9267347.608540025 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e50,41302,2,2,1901-1950,0.51,POINT (9323007.353936663 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e4f,41303,2,2,1901-1950,0.54,POINT (9378667.099333297 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e4e,41304,2,2,1901-1950,0.58,POINT (9434326.844729934 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e4d,41305,2,2,1901-1950,0.62,POINT (9489986.590126572 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e4c,41306,2,2,1901-1950,0.67,POINT (9545646.335523209 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e4b,41307,2,2,1901-1950,0.71,POINT (9601306.080919845 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e4a,41308,2,2,1901-1950,0.76,POINT (9656965.826316481 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e49,41309,2,2,1901-1950,0.79,POINT (9712625.57171312 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e48,41310,2,2,1901-1950,0.84,POINT (9768285.317109756 3343864.953833735)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e47,41614,2,2,1901-1950,0.31,POINT (8933389.136160204 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e46,41615,2,2,1901-1950,0.35,POINT (8989048.88155684 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e45,41616,2,2,1901-1950,0.38,POINT (9044708.626953477 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e44,41617,2,2,1901-1950,0.41,POINT (9100368.372350115 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e43,41618,2,2,1901-1950,0.43,POINT (9156028.117746752 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e42,41619,2,2,1901-1950,0.45,POINT (9211687.863143386 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e41,41620,2,2,1901-1950,0.48,POINT (9267347.608540025 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e40,41621,2,2,1901-1950,0.51,POINT (9323007.353936663 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e3f,41622,2,2,1901-1950,0.55,POINT (9378667.099333297 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e3e,41623,2,2,1901-1950,0.59,POINT (9434326.844729934 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e3d,41624,2,2,1901-1950,0.62,POINT (9489986.590126572 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e3c,41625,2,2,1901-1950,0.67,POINT (9545646.335523209 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e3b,41626,2,2,1901-1950,0.72,POINT (9601306.080919845 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e3a,41627,2,2,1901-1950,0.76,POINT (9656965.826316481 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e39,41628,2,2,1901-1950,0.78,POINT (9712625.57171312 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e38,41629,2,2,1901-1950,0.85,POINT (9768285.317109756 3280529.7896193247)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e37,41926,2,2,1901-1950,0.33,POINT (8933389.136160204 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e36,41927,2,2,1901-1950,0.37,POINT (8989048.88155684 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e35,41928,2,2,1901-1950,0.4,POINT (9044708.626953477 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e34,41929,2,2,1901-1950,0.44,POINT (9100368.372350115 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e33,41930,2,2,1901-1950,0.48,POINT (9156028.117746752 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e32,41931,2,2,1901-1950,0.49,POINT (9211687.863143386 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e31,41932,2,2,1901-1950,0.52,POINT (9267347.608540025 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e30,41933,2,2,1901-1950,0.55,POINT (9323007.353936663 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e2f,41934,2,2,1901-1950,0.57,POINT (9378667.099333297 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e2e,41935,2,2,1901-1950,0.6,POINT (9434326.844729934 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e2d,41936,2,2,1901-1950,0.63,POINT (9489986.590126572 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e2c,41937,2,2,1901-1950,0.67,POINT (9545646.335523209 3217490.9158222144)
trends_anual_espacial_2_p.fid--5ff12b53_17a375593c2_-6e2b,41938,2,2,1901-1950,0.72,POINT (9601306.080919845 3217490.9158222144)
