Cold Spell Duration Index - (Days), Year, Model, Statistics, ISO3
-0.4497, 2080-2099, access1_0, Jan Anomaly, NPL
-0.0384, 2080-2099, access1_0, Feb Anomaly, NPL
-0.1104, 2080-2099, access1_0, Mar Anomaly, NPL
-0.2079, 2080-2099, access1_0, Apr Anomaly, NPL
-0.6719, 2080-2099, access1_0, May Anomaly, NPL
-0.1611, 2080-2099, access1_0, Jun Anomaly, NPL
-0.2235, 2080-2099, access1_0, Jul Anomaly, NPL
-0.3623, 2080-2099, access1_0, Aug Anomaly, NPL
-0.5642, 2080-2099, access1_0, Sep Anomaly, NPL
-0.6714, 2080-2099, access1_0, Oct Anomaly, NPL
-0.2318, 2080-2099, access1_0, Nov Anomaly, NPL
-0.7176, 2080-2099, access1_0, Dec Anomaly, NPL
-0.7383, 2080-2099, access1_3, Jan Anomaly, NPL
-0.1018, 2080-2099, access1_3, Feb Anomaly, NPL
-0.4311, 2080-2099, access1_3, Mar Anomaly, NPL
-0.2078, 2080-2099, access1_3, Apr Anomaly, NPL
-0.415, 2080-2099, access1_3, May Anomaly, NPL
-0.3489, 2080-2099, access1_3, Jun Anomaly, NPL
-0.1523, 2080-2099, access1_3, Jul Anomaly, NPL
-0.2325, 2080-2099, access1_3, Aug Anomaly, NPL
-0.2935, 2080-2099, access1_3, Sep Anomaly, NPL
-0.4177, 2080-2099, access1_3, Oct Anomaly, NPL
-0.1606, 2080-2099, access1_3, Nov Anomaly, NPL
-0.3617, 2080-2099, access1_3, Dec Anomaly, NPL
-0.0889, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
-0.0581, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
-0.0584, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
-0.2062, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
-0.1121, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
-0.2349, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
-0.2043, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
-0.1639, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
-0.3207, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
-0.429, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
-0.1362, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-0.3647, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
-0.1278, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
-0.056, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
-0.0874, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
-0.1929, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
-0.1146, 2080-2099, bcc_csm1_1, May Anomaly, NPL
-0.1739, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
-0.1563, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
-0.0673, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
-0.1057, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
-0.064, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
-0.1878, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
-0.0763, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
-0.3821, 2080-2099, bnu_esm, Jan Anomaly, NPL
-0.1859, 2080-2099, bnu_esm, Feb Anomaly, NPL
-0.5704, 2080-2099, bnu_esm, Mar Anomaly, NPL
-0.2149, 2080-2099, bnu_esm, Apr Anomaly, NPL
-0.1979, 2080-2099, bnu_esm, May Anomaly, NPL
-0.4432, 2080-2099, bnu_esm, Jun Anomaly, NPL
-0.3036, 2080-2099, bnu_esm, Jul Anomaly, NPL
-0.28, 2080-2099, bnu_esm, Aug Anomaly, NPL
-0.754, 2080-2099, bnu_esm, Sep Anomaly, NPL
-0.5998, 2080-2099, bnu_esm, Oct Anomaly, NPL
-0.2387, 2080-2099, bnu_esm, Nov Anomaly, NPL
-0.1656, 2080-2099, bnu_esm, Dec Anomaly, NPL
-0.1964, 2080-2099, canesm2, Jan Anomaly, NPL
-0.0566, 2080-2099, canesm2, Feb Anomaly, NPL
-0.1021, 2080-2099, canesm2, Mar Anomaly, NPL
-0.1292, 2080-2099, canesm2, Apr Anomaly, NPL
-0.1169, 2080-2099, canesm2, May Anomaly, NPL
-0.0838, 2080-2099, canesm2, Jun Anomaly, NPL
-0.1173, 2080-2099, canesm2, Jul Anomaly, NPL
-0.0721, 2080-2099, canesm2, Aug Anomaly, NPL
-0.2581, 2080-2099, canesm2, Sep Anomaly, NPL
-0.0455, 2080-2099, canesm2, Oct Anomaly, NPL
-0.2083, 2080-2099, canesm2, Nov Anomaly, NPL
-0.1671, 2080-2099, canesm2, Dec Anomaly, NPL
-0.0787, 2080-2099, ccsm4, Jan Anomaly, NPL
-0.3544, 2080-2099, ccsm4, Feb Anomaly, NPL
-0.0758, 2080-2099, ccsm4, Mar Anomaly, NPL
-0.1018, 2080-2099, ccsm4, Apr Anomaly, NPL
-0.1445, 2080-2099, ccsm4, May Anomaly, NPL
-0.2598, 2080-2099, ccsm4, Jun Anomaly, NPL
-0.2131, 2080-2099, ccsm4, Jul Anomaly, NPL
-0.0858, 2080-2099, ccsm4, Aug Anomaly, NPL
-0.2248, 2080-2099, ccsm4, Sep Anomaly, NPL
-0.5043, 2080-2099, ccsm4, Oct Anomaly, NPL
-0.1082, 2080-2099, ccsm4, Nov Anomaly, NPL
-0.2417, 2080-2099, ccsm4, Dec Anomaly, NPL
-0.2325, 2080-2099, cesm1_bgc, Jan Anomaly, NPL
-0.1142, 2080-2099, cesm1_bgc, Feb Anomaly, NPL
-0.1432, 2080-2099, cesm1_bgc, Mar Anomaly, NPL
-0.1788, 2080-2099, cesm1_bgc, Apr Anomaly, NPL
-0.1204, 2080-2099, cesm1_bgc, May Anomaly, NPL
-0.1613, 2080-2099, cesm1_bgc, Jun Anomaly, NPL
-0.0242, 2080-2099, cesm1_bgc, Jul Anomaly, NPL
-0.0765, 2080-2099, cesm1_bgc, Aug Anomaly, NPL
-0.245, 2080-2099, cesm1_bgc, Sep Anomaly, NPL
-0.3339, 2080-2099, cesm1_bgc, Oct Anomaly, NPL
-0.1494, 2080-2099, cesm1_bgc, Nov Anomaly, NPL
-0.1214, 2080-2099, cesm1_bgc, Dec Anomaly, NPL
-0.2899, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
-0.5039, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
-0.0887, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
-0.1409, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
-0.2311, 2080-2099, cesm1_cam5, May Anomaly, NPL
-0.1065, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
-0.0442, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
-0.0176, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
-0.1567, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
-0.4238, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
-0.3271, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
-0.467, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
-0.1568, 2080-2099, cmcc_cesm, Jan Anomaly, NPL
-0.4958, 2080-2099, cmcc_cesm, Feb Anomaly, NPL
-0.3552, 2080-2099, cmcc_cesm, Mar Anomaly, NPL
-0.0074, 2080-2099, cmcc_cesm, Apr Anomaly, NPL
-0.1088, 2080-2099, cmcc_cesm, May Anomaly, NPL
-0.244, 2080-2099, cmcc_cesm, Jun Anomaly, NPL
-0.2768, 2080-2099, cmcc_cesm, Jul Anomaly, NPL
-0.0624, 2080-2099, cmcc_cesm, Aug Anomaly, NPL
-0.4063, 2080-2099, cmcc_cesm, Sep Anomaly, NPL
-0.2476, 2080-2099, cmcc_cesm, Oct Anomaly, NPL
-0.117, 2080-2099, cmcc_cesm, Nov Anomaly, NPL
-0.3129, 2080-2099, cmcc_cesm, Dec Anomaly, NPL
-0.1214, 2080-2099, cmcc_cms, Jan Anomaly, NPL
-0.2021, 2080-2099, cmcc_cms, Feb Anomaly, NPL
-0.0185, 2080-2099, cmcc_cms, Mar Anomaly, NPL
-0.0694, 2080-2099, cmcc_cms, Apr Anomaly, NPL
-0.2616, 2080-2099, cmcc_cms, May Anomaly, NPL
-0.3717, 2080-2099, cmcc_cms, Jun Anomaly, NPL
-0.0724, 2080-2099, cmcc_cms, Jul Anomaly, NPL
-0.1727, 2080-2099, cmcc_cms, Aug Anomaly, NPL
-0.3144, 2080-2099, cmcc_cms, Sep Anomaly, NPL
-0.6894, 2080-2099, cmcc_cms, Oct Anomaly, NPL
-0.258, 2080-2099, cmcc_cms, Nov Anomaly, NPL
-0.4672, 2080-2099, cmcc_cms, Dec Anomaly, NPL
-0.2062, 2080-2099, cmcc_cm, Jan Anomaly, NPL
