Cold Spell Duration Index - (Days), Year, Model, Statistics, ISO3
-0.0735, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
-0.0236, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
-0.0346, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-0.1775, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
-0.0175, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
-0.1149, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-0.2043, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
-0.1639, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
-0.3128, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
-0.429, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
-0.1357, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
-0.3647, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
-0.0707, 2040-2059, ccsm4, Jan Anomaly, NPL
-0.3112, 2040-2059, ccsm4, Feb Anomaly, NPL
-0.047, 2040-2059, ccsm4, Mar Anomaly, NPL
0.01626, 2040-2059, ccsm4, Apr Anomaly, NPL
-0.1391, 2040-2059, ccsm4, May Anomaly, NPL
-0.244, 2040-2059, ccsm4, Jun Anomaly, NPL
-0.2131, 2040-2059, ccsm4, Jul Anomaly, NPL
-0.0858, 2040-2059, ccsm4, Aug Anomaly, NPL
-0.1887, 2040-2059, ccsm4, Sep Anomaly, NPL
-0.4967, 2040-2059, ccsm4, Oct Anomaly, NPL
-0.0728, 2040-2059, ccsm4, Nov Anomaly, NPL
-0.2406, 2040-2059, ccsm4, Dec Anomaly, NPL
-0.2827, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
-0.5015, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
-0.0135, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-0.0824, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-0.2295, 2040-2059, cesm1_cam5, May Anomaly, NPL
-0.0774, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
-0.0442, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
-0.0128, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
-0.1567, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
-0.4216, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-0.3238, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-0.4501, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-0.1911, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-0.4839, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-0.1573, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-0.3378, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
-0.1243, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-0.3327, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
-0.3015, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
-0.4898, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
-0.2867, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
-0.4238, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-0.4119, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-0.0256, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
-0.1691, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
0.10637, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-0.1038, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-0.0427, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-0.0418, 2040-2059, gfdl_cm3, May Anomaly, NPL
-0.1626, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
-0.4266, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
-0.1797, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-0.2923, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
-0.1332, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-0.2695, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-0.0741, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
0.14954, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
-0.0869, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
-0.0467, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-0.1634, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
-0.0457, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.0655, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
-0.1667, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
-0.0357, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
-0.0591, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-0.1179, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
-0.2843, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
