Cold Spell Duration Index - (Days), Year, Model, Statistics, ISO3
0.12793, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
0.44796, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
0.2369, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-0.0925, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
-0.0955, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
-0.1558, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
-0.1809, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-0.1394, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
-0.1657, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
-0.306, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
-0.0521, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-0.2236, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
-0.3256, 2020-2039, bnu_esm, Jan Anomaly, NPL
-0.1859, 2020-2039, bnu_esm, Feb Anomaly, NPL
-0.563, 2020-2039, bnu_esm, Mar Anomaly, NPL
-0.2149, 2020-2039, bnu_esm, Apr Anomaly, NPL
-0.0799, 2020-2039, bnu_esm, May Anomaly, NPL
-0.3065, 2020-2039, bnu_esm, Jun Anomaly, NPL
-0.2956, 2020-2039, bnu_esm, Jul Anomaly, NPL
-0.2643, 2020-2039, bnu_esm, Aug Anomaly, NPL
-0.6663, 2020-2039, bnu_esm, Sep Anomaly, NPL
-0.5607, 2020-2039, bnu_esm, Oct Anomaly, NPL
-0.2387, 2020-2039, bnu_esm, Nov Anomaly, NPL
-0.1614, 2020-2039, bnu_esm, Dec Anomaly, NPL
-0.182, 2020-2039, canesm2, Jan Anomaly, NPL
-0.0301, 2020-2039, canesm2, Feb Anomaly, NPL
-0.095, 2020-2039, canesm2, Mar Anomaly, NPL
-0.1279, 2020-2039, canesm2, Apr Anomaly, NPL
-0.1141, 2020-2039, canesm2, May Anomaly, NPL
-0.0838, 2020-2039, canesm2, Jun Anomaly, NPL
-0.1139, 2020-2039, canesm2, Jul Anomaly, NPL
-0.0458, 2020-2039, canesm2, Aug Anomaly, NPL
-0.2581, 2020-2039, canesm2, Sep Anomaly, NPL
-0.0349, 2020-2039, canesm2, Oct Anomaly, NPL
-0.1922, 2020-2039, canesm2, Nov Anomaly, NPL
-0.0496, 2020-2039, canesm2, Dec Anomaly, NPL
-0.0144, 2020-2039, ccsm4, Jan Anomaly, NPL
-0.3464, 2020-2039, ccsm4, Feb Anomaly, NPL
-0.0725, 2020-2039, ccsm4, Mar Anomaly, NPL
-0.0759, 2020-2039, ccsm4, Apr Anomaly, NPL
-0.0951, 2020-2039, ccsm4, May Anomaly, NPL
-0.2214, 2020-2039, ccsm4, Jun Anomaly, NPL
-0.2131, 2020-2039, ccsm4, Jul Anomaly, NPL
-0.0858, 2020-2039, ccsm4, Aug Anomaly, NPL
-0.211, 2020-2039, ccsm4, Sep Anomaly, NPL
-0.4652, 2020-2039, ccsm4, Oct Anomaly, NPL
-0.0064, 2020-2039, ccsm4, Nov Anomaly, NPL
-0.1797, 2020-2039, ccsm4, Dec Anomaly, NPL
-0.2442, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
-0.494, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
-0.0651, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
0.00276, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-0.1523, 2020-2039, cesm1_cam5, May Anomaly, NPL
-0.079, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
-0.0442, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
-0.0176, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
-0.149, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
-0.34, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
-0.1687, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.4265, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-0.0019, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-0.0418, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
0.1334, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
-0.0546, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
-0.1258, 2020-2039, cnrm_cm5, May Anomaly, NPL
-0.0231, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
-0.0718, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
-0.0344, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
-0.22, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-0.6309, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.1958, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-0.125, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-0.2483, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-0.4387, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-0.2565, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.3428, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
-0.0596, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-0.3171, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
-0.2762, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
-0.4874, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
-0.2867, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
-0.4734, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-0.3356, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-0.1849, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
-0.2172, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
-0.0177, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
-0.105, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
-0.0345, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
-0.0418, 2020-2039, gfdl_cm3, May Anomaly, NPL
-0.1505, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
-0.4266, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
-0.1282, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
-0.248, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-0.0372, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.2446, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-0.1067, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
0.02425, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
-0.0562, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
-0.0273, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.1363, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
0.13268, 2020-2039, gfdl_esm2g, May Anomaly, NPL
0.09328, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-0.1464, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
0.02683, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-0.1145, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
0.41183, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-0.1577, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
-0.2165, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-0.3892, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
0.2536, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
-0.0016, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-0.1372, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-0.3869, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-0.1577, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
0.14833, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-0.0206, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-0.1906, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
-0.0873, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
-0.2406, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
-0.4813, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
0.09871, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-0.0375, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-0.0799, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.2138, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-0.4069, 2020-2039, hadgem2_ao, May Anomaly, NPL
-0.361, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
-0.0059, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
-0.4537, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
-0.0323, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
-0.0237, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-0.1021, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-0.1543, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
-0.2052, 2020-2039, hadgem2_es, Jan Anomaly, NPL
-0.2478, 2020-2039, hadgem2_es, Feb Anomaly, NPL
-0.0226, 2020-2039, hadgem2_es, Mar Anomaly, NPL
-0.1047, 2020-2039, hadgem2_es, Apr Anomaly, NPL
-0.2789, 2020-2039, hadgem2_es, May Anomaly, NPL
-0.4201, 2020-2039, hadgem2_es, Jun Anomaly, NPL
-0.2178, 2020-2039, hadgem2_es, Jul Anomaly, NPL
-0.087, 2020-2039, hadgem2_es, Aug Anomaly, NPL
-0.1207, 2020-2039, hadgem2_es, Sep Anomaly, NPL
-0.1096, 2020-2039, hadgem2_es, Oct Anomaly, NPL
0.09029, 2020-2039, hadgem2_es, Nov Anomaly, NPL
0.02979, 2020-2039, hadgem2_es, Dec Anomaly, NPL
-0.1347, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.2776, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-0.0498, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.2714, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.1455, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
-0.415, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
-0.7006, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
-0.1985, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
-0.7974, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
-0.31, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
-0.1585, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
-0.0395, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.1094, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-0.1702, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
-0.1891, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.0224, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.2889, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
-0.1078, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
-0.254, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
-0.1603, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
-0.2231, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
-0.3766, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
0.017, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
0.02709, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-0.1592, 2020-2039, miroc_esm, Jan Anomaly, NPL
0.01659, 2020-2039, miroc_esm, Feb Anomaly, NPL
-0.2081, 2020-2039, miroc_esm, Mar Anomaly, NPL
-0.0023, 2020-2039, miroc_esm, Apr Anomaly, NPL
-0.4282, 2020-2039, miroc_esm, May Anomaly, NPL
-0.0374, 2020-2039, miroc_esm, Jun Anomaly, NPL
-0.0659, 2020-2039, miroc_esm, Jul Anomaly, NPL
-0.0504, 2020-2039, miroc_esm, Aug Anomaly, NPL
-0.0745, 2020-2039, miroc_esm, Sep Anomaly, NPL
-0.2828, 2020-2039, miroc_esm, Oct Anomaly, NPL
-0.1646, 2020-2039, miroc_esm, Nov Anomaly, NPL
-0.4761, 2020-2039, miroc_esm, Dec Anomaly, NPL
-0.1433, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-0.1113, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
0.02686, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.1523, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
-0.1374, 2020-2039, mpi_esm_lr, May Anomaly, NPL
-0.1147, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
-0.0385, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
-0.0404, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
-0.4928, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
-0.0489, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
0.19491, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
-0.2082, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.6556, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-0.0748, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
-0.1693, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
-0.0484, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
0.1036, 2020-2039, mpi_esm_mr, May Anomaly, NPL
-0.106, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
-0.0607, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
-0.0888, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
-0.1191, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
-0.2456, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
-0.2003, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
0.26482, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
-0.2169, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
-0.1229, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-0.1321, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
-0.2001, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-0.1732, 2020-2039, mri_cgcm3, May Anomaly, NPL
-0.1473, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
-0.0947, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
-0.1954, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
-0.4267, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
-0.3391, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.254, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-0.4913, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-0.1933, 2020-2039, noresm1_m, Jan Anomaly, NPL
0.01716, 2020-2039, noresm1_m, Feb Anomaly, NPL
-0.2942, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.0896, 2020-2039, noresm1_m, Apr Anomaly, NPL
-0.2471, 2020-2039, noresm1_m, May Anomaly, NPL
0.2593, 2020-2039, noresm1_m, Jun Anomaly, NPL
-0.0566, 2020-2039, noresm1_m, Jul Anomaly, NPL
-0.0801, 2020-2039, noresm1_m, Aug Anomaly, NPL
-0.1921, 2020-2039, noresm1_m, Sep Anomaly, NPL
-0.2578, 2020-2039, noresm1_m, Oct Anomaly, NPL
0.04101, 2020-2039, noresm1_m, Nov Anomaly, NPL
-0.1865, 2020-2039, noresm1_m, Dec Anomaly, NPL
-0.2367, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.1739, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.1135, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.1187, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.1701, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-0.1826, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-0.1282, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.1053, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.2501, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.306, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.2013, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.2788, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.1982, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.1522, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.1135, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1187, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.1589, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
-0.1806, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-0.1282, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-0.1053, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
-0.2501, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.304, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.1434, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.2347, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
0.12944, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
0.25599, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
0.13792, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
