Cold Spell Duration Index - (Days), Year, Model, Statistics, ISO3
-0.4003, 2020-2039, access1_0, Jan Anomaly, NPL
-0.0462, 2020-2039, access1_0, Feb Anomaly, NPL
-0.0334, 2020-2039, access1_0, Mar Anomaly, NPL
-0.1952, 2020-2039, access1_0, Apr Anomaly, NPL
-0.598, 2020-2039, access1_0, May Anomaly, NPL
-0.1604, 2020-2039, access1_0, Jun Anomaly, NPL
-0.2235, 2020-2039, access1_0, Jul Anomaly, NPL
-0.3621, 2020-2039, access1_0, Aug Anomaly, NPL
-0.4401, 2020-2039, access1_0, Sep Anomaly, NPL
-0.1443, 2020-2039, access1_0, Oct Anomaly, NPL
-0.1086, 2020-2039, access1_0, Nov Anomaly, NPL
-0.1448, 2020-2039, access1_0, Dec Anomaly, NPL
-0.5901, 2020-2039, access1_3, Jan Anomaly, NPL
-0.0534, 2020-2039, access1_3, Feb Anomaly, NPL
-0.406, 2020-2039, access1_3, Mar Anomaly, NPL
-0.2009, 2020-2039, access1_3, Apr Anomaly, NPL
-0.415, 2020-2039, access1_3, May Anomaly, NPL
-0.341, 2020-2039, access1_3, Jun Anomaly, NPL
-0.1388, 2020-2039, access1_3, Jul Anomaly, NPL
-0.2313, 2020-2039, access1_3, Aug Anomaly, NPL
-0.2825, 2020-2039, access1_3, Sep Anomaly, NPL
-0.2057, 2020-2039, access1_3, Oct Anomaly, NPL
0.17371, 2020-2039, access1_3, Nov Anomaly, NPL
-0.3516, 2020-2039, access1_3, Dec Anomaly, NPL
-0.0725, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
0.01297, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
0.08761, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-0.1545, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
-0.1035, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
-0.1084, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
-0.1878, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-0.1636, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
-0.3163, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
-0.4183, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
-0.0625, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-0.3351, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
-0.0061, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
-0.0419, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
-0.0901, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
-0.098, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
-0.11, 2020-2039, bcc_csm1_1, May Anomaly, NPL
-0.0957, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
-0.0922, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
-0.0285, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
-0.1057, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-0.0186, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
-0.1878, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
0.0223, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-0.3742, 2020-2039, bnu_esm, Jan Anomaly, NPL
-0.1814, 2020-2039, bnu_esm, Feb Anomaly, NPL
-0.5704, 2020-2039, bnu_esm, Mar Anomaly, NPL
-0.2149, 2020-2039, bnu_esm, Apr Anomaly, NPL
-0.1186, 2020-2039, bnu_esm, May Anomaly, NPL
-0.3568, 2020-2039, bnu_esm, Jun Anomaly, NPL
-0.2638, 2020-2039, bnu_esm, Jul Anomaly, NPL
-0.2522, 2020-2039, bnu_esm, Aug Anomaly, NPL
-0.752, 2020-2039, bnu_esm, Sep Anomaly, NPL
-0.5714, 2020-2039, bnu_esm, Oct Anomaly, NPL
-0.2332, 2020-2039, bnu_esm, Nov Anomaly, NPL
-0.1383, 2020-2039, bnu_esm, Dec Anomaly, NPL
-0.1458, 2020-2039, canesm2, Jan Anomaly, NPL
-0.038, 2020-2039, canesm2, Feb Anomaly, NPL
-0.0985, 2020-2039, canesm2, Mar Anomaly, NPL
-0.0909, 2020-2039, canesm2, Apr Anomaly, NPL
-0.1169, 2020-2039, canesm2, May Anomaly, NPL
-0.07, 2020-2039, canesm2, Jun Anomaly, NPL
-0.1173, 2020-2039, canesm2, Jul Anomaly, NPL
