Cold Spell Duration Index - (Days), Year, Model, Statistics, ISO3
-0.3264, 2040-2059, access1_0, Jan Anomaly, NPL
0.02159, 2040-2059, access1_0, Feb Anomaly, NPL
-0.1474, 2040-2059, access1_0, Mar Anomaly, NPL
-0.2079, 2040-2059, access1_0, Apr Anomaly, NPL
-0.6719, 2040-2059, access1_0, May Anomaly, NPL
-0.1611, 2040-2059, access1_0, Jun Anomaly, NPL
-0.2235, 2040-2059, access1_0, Jul Anomaly, NPL
-0.3623, 2040-2059, access1_0, Aug Anomaly, NPL
-0.5574, 2040-2059, access1_0, Sep Anomaly, NPL
-0.6714, 2040-2059, access1_0, Oct Anomaly, NPL
-0.1152, 2040-2059, access1_0, Nov Anomaly, NPL
-0.6911, 2040-2059, access1_0, Dec Anomaly, NPL
-0.7383, 2040-2059, access1_3, Jan Anomaly, NPL
-0.1018, 2040-2059, access1_3, Feb Anomaly, NPL
-0.4027, 2040-2059, access1_3, Mar Anomaly, NPL
-0.2078, 2040-2059, access1_3, Apr Anomaly, NPL
-0.415, 2040-2059, access1_3, May Anomaly, NPL
-0.3489, 2040-2059, access1_3, Jun Anomaly, NPL
-0.1523, 2040-2059, access1_3, Jul Anomaly, NPL
-0.2325, 2040-2059, access1_3, Aug Anomaly, NPL
-0.288, 2040-2059, access1_3, Sep Anomaly, NPL
-0.4087, 2040-2059, access1_3, Oct Anomaly, NPL
-0.1576, 2040-2059, access1_3, Nov Anomaly, NPL
-0.3615, 2040-2059, access1_3, Dec Anomaly, NPL
-0.0578, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
-0.0512, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
0.02367, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-0.1101, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
-0.1038, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
-0.2312, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
-0.2043, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
-0.1527, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
-0.3183, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
-0.4276, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
-0.1362, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
-0.3647, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
-0.1278, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
-0.0065, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
0.22987, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
-0.1929, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
-0.0739, 2040-2059, bcc_csm1_1, May Anomaly, NPL
-0.0907, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
-0.1538, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
-0.0665, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
-0.1056, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
-0.064, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
-0.1644, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
-0.0763, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
-0.3821, 2040-2059, bnu_esm, Jan Anomaly, NPL
-0.1814, 2040-2059, bnu_esm, Feb Anomaly, NPL
-0.5704, 2040-2059, bnu_esm, Mar Anomaly, NPL
-0.2149, 2040-2059, bnu_esm, Apr Anomaly, NPL
-0.1942, 2040-2059, bnu_esm, May Anomaly, NPL
-0.4364, 2040-2059, bnu_esm, Jun Anomaly, NPL
-0.3036, 2040-2059, bnu_esm, Jul Anomaly, NPL
-0.28, 2040-2059, bnu_esm, Aug Anomaly, NPL
-0.754, 2040-2059, bnu_esm, Sep Anomaly, NPL
-0.5998, 2040-2059, bnu_esm, Oct Anomaly, NPL
-0.2387, 2040-2059, bnu_esm, Nov Anomaly, NPL
-0.162, 2040-2059, bnu_esm, Dec Anomaly, NPL
-0.1947, 2040-2059, canesm2, Jan Anomaly, NPL
-0.0357, 2040-2059, canesm2, Feb Anomaly, NPL
-0.1021, 2040-2059, canesm2, Mar Anomaly, NPL
-0.1232, 2040-2059, canesm2, Apr Anomaly, NPL
-0.1169, 2040-2059, canesm2, May Anomaly, NPL
-0.0838, 2040-2059, canesm2, Jun Anomaly, NPL
-0.1173, 2040-2059, canesm2, Jul Anomaly, NPL
-0.0721, 2040-2059, canesm2, Aug Anomaly, NPL
-0.2272, 2040-2059, canesm2, Sep Anomaly, NPL
-0.0455, 2040-2059, canesm2, Oct Anomaly, NPL
-0.1763, 2040-2059, canesm2, Nov Anomaly, NPL
-0.1597, 2040-2059, canesm2, Dec Anomaly, NPL
0.0463, 2040-2059, ccsm4, Jan Anomaly, NPL
-0.2868, 2040-2059, ccsm4, Feb Anomaly, NPL
-0.0733, 2040-2059, ccsm4, Mar Anomaly, NPL
-0.1018, 2040-2059, ccsm4, Apr Anomaly, NPL
-0.1445, 2040-2059, ccsm4, May Anomaly, NPL
-0.259, 2040-2059, ccsm4, Jun Anomaly, NPL
-0.2131, 2040-2059, ccsm4, Jul Anomaly, NPL
-0.0858, 2040-2059, ccsm4, Aug Anomaly, NPL
-0.2248, 2040-2059, ccsm4, Sep Anomaly, NPL
-0.5017, 2040-2059, ccsm4, Oct Anomaly, NPL
-0.1065, 2040-2059, ccsm4, Nov Anomaly, NPL
-0.2388, 2040-2059, ccsm4, Dec Anomaly, NPL
-0.2245, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
-0.0991, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
-0.1363, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
-0.1781, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
-0.116, 2040-2059, cesm1_bgc, May Anomaly, NPL
-0.1561, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
-0.0242, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
-0.0765, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
-0.2322, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
-0.3337, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
-0.1418, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
-0.102, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
-0.2246, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
-0.5039, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.01433, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-0.1365, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-0.2159, 2040-2059, cesm1_cam5, May Anomaly, NPL
-0.1051, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
-0.0442, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
-0.0176, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
-0.1567, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
-0.4238, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-0.3271, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-0.4485, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-0.1568, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
-0.4853, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
-0.321, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
-0.0074, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
-0.106, 2040-2059, cmcc_cesm, May Anomaly, NPL
-0.242, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
-0.2768, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
-0.0513, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
-0.4063, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
-0.247, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
-0.117, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
-0.3129, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
-0.1214, 2040-2059, cmcc_cms, Jan Anomaly, NPL
-0.2021, 2040-2059, cmcc_cms, Feb Anomaly, NPL
-0.0185, 2040-2059, cmcc_cms, Mar Anomaly, NPL
-0.0694, 2040-2059, cmcc_cms, Apr Anomaly, NPL
-0.2616, 2040-2059, cmcc_cms, May Anomaly, NPL
-0.3717, 2040-2059, cmcc_cms, Jun Anomaly, NPL
-0.0724, 2040-2059, cmcc_cms, Jul Anomaly, NPL
-0.1727, 2040-2059, cmcc_cms, Aug Anomaly, NPL
-0.3111, 2040-2059, cmcc_cms, Sep Anomaly, NPL
-0.6894, 2040-2059, cmcc_cms, Oct Anomaly, NPL
-0.2552, 2040-2059, cmcc_cms, Nov Anomaly, NPL
-0.4672, 2040-2059, cmcc_cms, Dec Anomaly, NPL
-0.2062, 2040-2059, cmcc_cm, Jan Anomaly, NPL
