Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
-2.995, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
8.66658, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
4.70522, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
1.50944, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
1.63606, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
0.09779, 2020-2039, gfdl_cm3, May Anomaly, NPL
2.00784, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
3.16257, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
0.63935, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
-0.8173, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-1.5937, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-5.8659, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-15.511, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
1.72956, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
-2.2011, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
1.65055, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-1.4563, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
-0.5361, 2020-2039, gfdl_esm2g, May Anomaly, NPL
5.25521, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
0.74249, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
5.21066, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-5.9113, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-1.9826, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-2.1611, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
7.542, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
-2.6043, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
-0.5716, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
2.50913, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-2.694, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
4.44608, 2020-2039, gfdl_esm2m, May Anomaly, NPL
0.67562, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
1.5096, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-0.8373, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
1.46711, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
4.67086, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
1.38507, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
3.20913, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
1.74876, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-1.8418, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
2.36496, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
1.1144, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
3.45916, 2020-2039, hadgem2_ao, May Anomaly, NPL
8.25321, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
10.5216, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
5.56031, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
1.8882, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
-0.8727, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-4.0306, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
0.45194, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
3.42436, 2020-2039, hadgem2_es, Jan Anomaly, NPL
0.98131, 2020-2039, hadgem2_es, Feb Anomaly, NPL
1.01273, 2020-2039, hadgem2_es, Mar Anomaly, NPL
0.57837, 2020-2039, hadgem2_es, Apr Anomaly, NPL
0.19245, 2020-2039, hadgem2_es, May Anomaly, NPL
-1.4064, 2020-2039, hadgem2_es, Jun Anomaly, NPL
2.20994, 2020-2039, hadgem2_es, Jul Anomaly, NPL
3.32876, 2020-2039, hadgem2_es, Aug Anomaly, NPL
0.17065, 2020-2039, hadgem2_es, Sep Anomaly, NPL
0.36717, 2020-2039, hadgem2_es, Oct Anomaly, NPL
0.26991, 2020-2039, hadgem2_es, Nov Anomaly, NPL
1.33372, 2020-2039, hadgem2_es, Dec Anomaly, NPL
-9.9377, 2020-2039, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.1694, 2020-2039, ipsl_cm5a_lr, Feb Anomaly, NPL
-4.8685, 2020-2039, ipsl_cm5a_lr, Mar Anomaly, NPL
-2.8648, 2020-2039, ipsl_cm5a_lr, Apr Anomaly, NPL
-1.7214, 2020-2039, ipsl_cm5a_lr, May Anomaly, NPL
-0.2805, 2020-2039, ipsl_cm5a_lr, Jun Anomaly, NPL
1.66116, 2020-2039, ipsl_cm5a_lr, Jul Anomaly, NPL
0.55485, 2020-2039, ipsl_cm5a_lr, Aug Anomaly, NPL
1.95921, 2020-2039, ipsl_cm5a_lr, Sep Anomaly, NPL
-8.4278, 2020-2039, ipsl_cm5a_lr, Oct Anomaly, NPL
9.5903, 2020-2039, ipsl_cm5a_lr, Nov Anomaly, NPL
1.44213, 2020-2039, ipsl_cm5a_lr, Dec Anomaly, NPL
-3.5194, 2020-2039, ipsl_cm5a_mr, Jan Anomaly, NPL
-3.4962, 2020-2039, ipsl_cm5a_mr, Feb Anomaly, NPL
1.81716, 2020-2039, ipsl_cm5a_mr, Mar Anomaly, NPL
1.40503, 2020-2039, ipsl_cm5a_mr, Apr Anomaly, NPL
3.4006, 2020-2039, ipsl_cm5a_mr, May Anomaly, NPL
8.40482, 2020-2039, ipsl_cm5a_mr, Jun Anomaly, NPL
2.38054, 2020-2039, ipsl_cm5a_mr, Jul Anomaly, NPL
4.79747, 2020-2039, ipsl_cm5a_mr, Aug Anomaly, NPL
0.87541, 2020-2039, ipsl_cm5a_mr, Sep Anomaly, NPL
9.70006, 2020-2039, ipsl_cm5a_mr, Oct Anomaly, NPL
2.28825, 2020-2039, ipsl_cm5a_mr, Nov Anomaly, NPL
4.78386, 2020-2039, ipsl_cm5a_mr, Dec Anomaly, NPL
-1.916, 2020-2039, miroc5, Jan Anomaly, NPL
3.44137, 2020-2039, miroc5, Feb Anomaly, NPL
2.82871, 2020-2039, miroc5, Mar Anomaly, NPL
0.60696, 2020-2039, miroc5, Apr Anomaly, NPL
2.73308, 2020-2039, miroc5, May Anomaly, NPL
3.32146, 2020-2039, miroc5, Jun Anomaly, NPL
13.6433, 2020-2039, miroc5, Jul Anomaly, NPL
9.0602, 2020-2039, miroc5, Aug Anomaly, NPL
-0.9503, 2020-2039, miroc5, Sep Anomaly, NPL
3.50165, 2020-2039, miroc5, Oct Anomaly, NPL
1.21345, 2020-2039, miroc5, Nov Anomaly, NPL
0.07127, 2020-2039, miroc5, Dec Anomaly, NPL
3.07118, 2020-2039, miroc_esm_chem, Jan Anomaly, NPL
-0.4315, 2020-2039, miroc_esm_chem, Feb Anomaly, NPL
-0.3312, 2020-2039, miroc_esm_chem, Mar Anomaly, NPL
-0.9286, 2020-2039, miroc_esm_chem, Apr Anomaly, NPL
-1.8185, 2020-2039, miroc_esm_chem, May Anomaly, NPL
0.63822, 2020-2039, miroc_esm_chem, Jun Anomaly, NPL
1.1215, 2020-2039, miroc_esm_chem, Jul Anomaly, NPL
6.03959, 2020-2039, miroc_esm_chem, Aug Anomaly, NPL
-0.345, 2020-2039, miroc_esm_chem, Sep Anomaly, NPL
1.24656, 2020-2039, miroc_esm_chem, Oct Anomaly, NPL
-3.3634, 2020-2039, miroc_esm_chem, Nov Anomaly, NPL
-1.2009, 2020-2039, miroc_esm_chem, Dec Anomaly, NPL
7.99971, 2020-2039, miroc_esm, Jan Anomaly, NPL
-0.9674, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.78584, 2020-2039, miroc_esm, Mar Anomaly, NPL
2.34726, 2020-2039, miroc_esm, Apr Anomaly, NPL
-6.2274, 2020-2039, miroc_esm, May Anomaly, NPL
4.07021, 2020-2039, miroc_esm, Jun Anomaly, NPL
-0.1932, 2020-2039, miroc_esm, Jul Anomaly, NPL
-3.0869, 2020-2039, miroc_esm, Aug Anomaly, NPL
6.56745, 2020-2039, miroc_esm, Sep Anomaly, NPL
3.9951, 2020-2039, miroc_esm, Oct Anomaly, NPL
-6.4374, 2020-2039, miroc_esm, Nov Anomaly, NPL
9.03429, 2020-2039, miroc_esm, Dec Anomaly, NPL
2.28508, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
6.6724, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
-0.0845, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
1.87091, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
0.86348, 2020-2039, mri_cgcm3, May Anomaly, NPL
-3.0331, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
13.4467, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
2.37594, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
5.22036, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
0.2871, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-3.0429, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-4.5206, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-0.8431, 2020-2039, noresm1_m, Jan Anomaly, NPL
7.68211, 2020-2039, noresm1_m, Feb Anomaly, NPL
2.73011, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.0388, 2020-2039, noresm1_m, Apr Anomaly, NPL
2.87744, 2020-2039, noresm1_m, May Anomaly, NPL
3.52309, 2020-2039, noresm1_m, Jun Anomaly, NPL
8.3047, 2020-2039, noresm1_m, Jul Anomaly, NPL
3.47906, 2020-2039, noresm1_m, Aug Anomaly, NPL
-3.1428, 2020-2039, noresm1_m, Sep Anomaly, NPL
-3.4479, 2020-2039, noresm1_m, Oct Anomaly, NPL
0.69364, 2020-2039, noresm1_m, Nov Anomaly, NPL
0.76793, 2020-2039, noresm1_m, Dec Anomaly, NPL
-5.6565, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-6.1554, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-6.3577, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-5.186, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-7.2207, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-20.78, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-25.302, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-20.982, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-9.6531, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-14.113, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-12.022, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-6.9197, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
1.12448, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
0.13367, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.4792, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.3643, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
1.06634, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
3.5238, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
4.57268, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
2.93661, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
5.5046, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
4.46068, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
1.67132, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
1.19125, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
9.65916, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
9.76233, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
7.56109, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
6.32859, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
19.114, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
45.4887, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
70.1934, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
62.9072, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
49.4882, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
23.2873, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
11.4522, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
12.2119, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
7.43293, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
6.91342, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
13.6717, 2020-2039, ccsm4, Annual Anomaly, NPL
7.76337, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
2.0792, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
-5.9364, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
0.17399, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
1.95179, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
10.0094, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
3.18963, 2020-2039, hadgem2_es, Annual Anomaly, NPL
-0.8557, 2020-2039, ipsl_cm5a_lr, Annual Anomaly, NPL
12.4728, 2020-2039, ipsl_cm5a_mr, Annual Anomaly, NPL
12.0945, 2020-2039, miroc5, Annual Anomaly, NPL
4.46793, 2020-2039, miroc_esm_chem, Annual Anomaly, NPL
3.37413, 2020-2039, miroc_esm, Annual Anomaly, NPL
9.49722, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
6.37474, 2020-2039, noresm1_m, Annual Anomaly, NPL
-22.464, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
6.78951, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
83.1091, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
