Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
1.18876, 2040-2059, access1_0, Jan Anomaly, NPL
0.03524, 2040-2059, access1_0, Feb Anomaly, NPL
-1.8285, 2040-2059, access1_0, Mar Anomaly, NPL
0.4471, 2040-2059, access1_0, Apr Anomaly, NPL
3.96664, 2040-2059, access1_0, May Anomaly, NPL
4.36913, 2040-2059, access1_0, Jun Anomaly, NPL
7.06873, 2040-2059, access1_0, Jul Anomaly, NPL
5.2703, 2040-2059, access1_0, Aug Anomaly, NPL
3.19746, 2040-2059, access1_0, Sep Anomaly, NPL
-2.8643, 2040-2059, access1_0, Oct Anomaly, NPL
-3.3727, 2040-2059, access1_0, Nov Anomaly, NPL
-5.8692, 2040-2059, access1_0, Dec Anomaly, NPL
-2.6209, 2040-2059, access1_3, Jan Anomaly, NPL
-3.3436, 2040-2059, access1_3, Feb Anomaly, NPL
-4.0695, 2040-2059, access1_3, Mar Anomaly, NPL
0.51554, 2040-2059, access1_3, Apr Anomaly, NPL
0.91796, 2040-2059, access1_3, May Anomaly, NPL
7.31212, 2040-2059, access1_3, Jun Anomaly, NPL
7.10355, 2040-2059, access1_3, Jul Anomaly, NPL
6.07179, 2040-2059, access1_3, Aug Anomaly, NPL
2.48322, 2040-2059, access1_3, Sep Anomaly, NPL
-0.3839, 2040-2059, access1_3, Oct Anomaly, NPL
0.92786, 2040-2059, access1_3, Nov Anomaly, NPL
-3.9263, 2040-2059, access1_3, Dec Anomaly, NPL
-8.9582, 2040-2059, bcc_csm1_1_m, Jan Anomaly, NPL
3.18003, 2040-2059, bcc_csm1_1_m, Feb Anomaly, NPL
-2.6099, 2040-2059, bcc_csm1_1_m, Mar Anomaly, NPL
-4.3375, 2040-2059, bcc_csm1_1_m, Apr Anomaly, NPL
2.90203, 2040-2059, bcc_csm1_1_m, May Anomaly, NPL
11.0041, 2040-2059, bcc_csm1_1_m, Jun Anomaly, NPL
1.92478, 2040-2059, bcc_csm1_1_m, Jul Anomaly, NPL
3.80232, 2040-2059, bcc_csm1_1_m, Aug Anomaly, NPL
6.5578, 2040-2059, bcc_csm1_1_m, Sep Anomaly, NPL
8.10223, 2040-2059, bcc_csm1_1_m, Oct Anomaly, NPL
1.25844, 2040-2059, bcc_csm1_1_m, Nov Anomaly, NPL
-7.6969, 2040-2059, bcc_csm1_1_m, Dec Anomaly, NPL
-1.8267, 2040-2059, bcc_csm1_1, Jan Anomaly, NPL
1.7927, 2040-2059, bcc_csm1_1, Feb Anomaly, NPL
-1.6317, 2040-2059, bcc_csm1_1, Mar Anomaly, NPL
-0.7162, 2040-2059, bcc_csm1_1, Apr Anomaly, NPL
3.01667, 2040-2059, bcc_csm1_1, May Anomaly, NPL
5.85473, 2040-2059, bcc_csm1_1, Jun Anomaly, NPL
9.39502, 2040-2059, bcc_csm1_1, Jul Anomaly, NPL
5.62384, 2040-2059, bcc_csm1_1, Aug Anomaly, NPL
9.32379, 2040-2059, bcc_csm1_1, Sep Anomaly, NPL
0.92051, 2040-2059, bcc_csm1_1, Oct Anomaly, NPL
4.57094, 2040-2059, bcc_csm1_1, Nov Anomaly, NPL
2.31362, 2040-2059, bcc_csm1_1, Dec Anomaly, NPL
-1.7342, 2040-2059, bnu_esm, Jan Anomaly, NPL
-0.7061, 2040-2059, bnu_esm, Feb Anomaly, NPL
2.16289, 2040-2059, bnu_esm, Mar Anomaly, NPL
-0.4795, 2040-2059, bnu_esm, Apr Anomaly, NPL
5.23045, 2040-2059, bnu_esm, May Anomaly, NPL
1.38076, 2040-2059, bnu_esm, Jun Anomaly, NPL
6.11209, 2040-2059, bnu_esm, Jul Anomaly, NPL
5.53055, 2040-2059, bnu_esm, Aug Anomaly, NPL
5.91829, 2040-2059, bnu_esm, Sep Anomaly, NPL
1.09459, 2040-2059, bnu_esm, Oct Anomaly, NPL
-1.5047, 2040-2059, bnu_esm, Nov Anomaly, NPL
-0.7179, 2040-2059, bnu_esm, Dec Anomaly, NPL
-0.6831, 2040-2059, canesm2, Jan Anomaly, NPL
-4.1234, 2040-2059, canesm2, Feb Anomaly, NPL
5.33587, 2040-2059, canesm2, Mar Anomaly, NPL
5.77677, 2040-2059, canesm2, Apr Anomaly, NPL
