Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
5.61697, 2080-2099, hadgem2_es, Annual Anomaly, NPL
-1.2691, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
10.0832, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
5.08715, 2080-2099, miroc5, Annual Anomaly, NPL
11.8616, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
4.4553, 2080-2099, miroc_esm, Annual Anomaly, NPL
-3.342, 2080-2099, mpi_esm_lr, Annual Anomaly, NPL
5.06133, 2080-2099, mpi_esm_mr, Annual Anomaly, NPL
5.7055, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
7.65917, 2080-2099, noresm1_m, Annual Anomaly, NPL
-23.444, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
8.36837, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
64.5166, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
