Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
-4.7855, 2080-2099, bcc_csm1_1_m, Jan Anomaly, NPL
-1.6419, 2080-2099, bcc_csm1_1_m, Feb Anomaly, NPL
-3.2273, 2080-2099, bcc_csm1_1_m, Mar Anomaly, NPL
-1.9228, 2080-2099, bcc_csm1_1_m, Apr Anomaly, NPL
-3.237, 2080-2099, bcc_csm1_1_m, May Anomaly, NPL
-5.3551, 2080-2099, bcc_csm1_1_m, Jun Anomaly, NPL
-1.0721, 2080-2099, bcc_csm1_1_m, Jul Anomaly, NPL
-0.3029, 2080-2099, bcc_csm1_1_m, Aug Anomaly, NPL
7.69893, 2080-2099, bcc_csm1_1_m, Sep Anomaly, NPL
-0.2024, 2080-2099, bcc_csm1_1_m, Oct Anomaly, NPL
3.80551, 2080-2099, bcc_csm1_1_m, Nov Anomaly, NPL
-8.8651, 2080-2099, bcc_csm1_1_m, Dec Anomaly, NPL
1.80399, 2080-2099, bcc_csm1_1, Jan Anomaly, NPL
1.77813, 2080-2099, bcc_csm1_1, Feb Anomaly, NPL
1.04421, 2080-2099, bcc_csm1_1, Mar Anomaly, NPL
-0.8442, 2080-2099, bcc_csm1_1, Apr Anomaly, NPL
2.73676, 2080-2099, bcc_csm1_1, May Anomaly, NPL
1.64058, 2080-2099, bcc_csm1_1, Jun Anomaly, NPL
4.06197, 2080-2099, bcc_csm1_1, Jul Anomaly, NPL
18.7893, 2080-2099, bcc_csm1_1, Aug Anomaly, NPL
1.68285, 2080-2099, bcc_csm1_1, Sep Anomaly, NPL
-3.4767, 2080-2099, bcc_csm1_1, Oct Anomaly, NPL
1.3757, 2080-2099, bcc_csm1_1, Nov Anomaly, NPL
2.10589, 2080-2099, bcc_csm1_1, Dec Anomaly, NPL
-4.3135, 2080-2099, bnu_esm, Jan Anomaly, NPL
-1.4176, 2080-2099, bnu_esm, Feb Anomaly, NPL
-1.4322, 2080-2099, bnu_esm, Mar Anomaly, NPL
-1.3434, 2080-2099, bnu_esm, Apr Anomaly, NPL
3.39881, 2080-2099, bnu_esm, May Anomaly, NPL
1.28629, 2080-2099, bnu_esm, Jun Anomaly, NPL
5.14501, 2080-2099, bnu_esm, Jul Anomaly, NPL
2.47779, 2080-2099, bnu_esm, Aug Anomaly, NPL
4.20487, 2080-2099, bnu_esm, Sep Anomaly, NPL
2.88693, 2080-2099, bnu_esm, Oct Anomaly, NPL
3.40931, 2080-2099, bnu_esm, Nov Anomaly, NPL
1.24115, 2080-2099, bnu_esm, Dec Anomaly, NPL
1.53062, 2080-2099, canesm2, Jan Anomaly, NPL
0.58279, 2080-2099, canesm2, Feb Anomaly, NPL
7.69044, 2080-2099, canesm2, Mar Anomaly, NPL
3.74768, 2080-2099, canesm2, Apr Anomaly, NPL
1.10355, 2080-2099, canesm2, May Anomaly, NPL
-0.792, 2080-2099, canesm2, Jun Anomaly, NPL
13.0293, 2080-2099, canesm2, Jul Anomaly, NPL
20.3942, 2080-2099, canesm2, Aug Anomaly, NPL
2.91734, 2080-2099, canesm2, Sep Anomaly, NPL
5.46591, 2080-2099, canesm2, Oct Anomaly, NPL
0.46633, 2080-2099, canesm2, Nov Anomaly, NPL
5.56812, 2080-2099, canesm2, Dec Anomaly, NPL
10.4167, 2080-2099, ccsm4, Jan Anomaly, NPL
-7.9995, 2080-2099, ccsm4, Feb Anomaly, NPL
-8.7954, 2080-2099, ccsm4, Mar Anomaly, NPL
1.12708, 2080-2099, ccsm4, Apr Anomaly, NPL
0.30007, 2080-2099, ccsm4, May Anomaly, NPL
3.47987, 2080-2099, ccsm4, Jun Anomaly, NPL
0.58934, 2080-2099, ccsm4, Jul Anomaly, NPL
21.8946, 2080-2099, ccsm4, Aug Anomaly, NPL
5.2767, 2080-2099, ccsm4, Sep Anomaly, NPL
9.66872, 2080-2099, ccsm4, Oct Anomaly, NPL
-6.9249, 2080-2099, ccsm4, Nov Anomaly, NPL
-14.77, 2080-2099, ccsm4, Dec Anomaly, NPL
-9.0305, 2080-2099, cesm1_cam5, Jan Anomaly, NPL
3.08225, 2080-2099, cesm1_cam5, Feb Anomaly, NPL
0.27894, 2080-2099, cesm1_cam5, Mar Anomaly, NPL
2.71659, 2080-2099, cesm1_cam5, Apr Anomaly, NPL
-0.3544, 2080-2099, cesm1_cam5, May Anomaly, NPL
-0.7516, 2080-2099, cesm1_cam5, Jun Anomaly, NPL
15.8776, 2080-2099, cesm1_cam5, Jul Anomaly, NPL
23.0031, 2080-2099, cesm1_cam5, Aug Anomaly, NPL
9.15636, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
8.13371, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
5.31425, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
2.63612, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
-5.1774, 2080-2099, cnrm_cm5, Jan Anomaly, NPL
0.76394, 2080-2099, cnrm_cm5, Feb Anomaly, NPL
-2.9296, 2080-2099, cnrm_cm5, Mar Anomaly, NPL
-0.4177, 2080-2099, cnrm_cm5, Apr Anomaly, NPL
2.6999, 2080-2099, cnrm_cm5, May Anomaly, NPL
-3.9789, 2080-2099, cnrm_cm5, Jun Anomaly, NPL
-5.8474, 2080-2099, cnrm_cm5, Jul Anomaly, NPL
2.51989, 2080-2099, cnrm_cm5, Aug Anomaly, NPL
-3.6267, 2080-2099, cnrm_cm5, Sep Anomaly, NPL
2.89508, 2080-2099, cnrm_cm5, Oct Anomaly, NPL
-8.4983, 2080-2099, cnrm_cm5, Nov Anomaly, NPL
-0.2569, 2080-2099, cnrm_cm5, Dec Anomaly, NPL
-3.1813, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-4.2091, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
-0.5011, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
0.84859, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
0.71386, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-2.3723, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
-1.2842, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
2.13485, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
2.81375, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
3.82752, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
1.85328, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
-1.9692, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
3.31745, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
1.67303, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
0.23649, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
-0.959, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-0.1811, 2080-2099, gfdl_cm3, May Anomaly, NPL
2.29202, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
5.86841, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
5.76338, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-3.1195, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
12.8992, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
5.87338, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-7.6325, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
0.4397, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
0.06544, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
1.65773, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
-0.8935, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
0.41237, 2080-2099, gfdl_esm2g, May Anomaly, NPL
8.66154, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
-1.8992, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
22.5947, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
-5.0853, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-7.4172, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
4.71585, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
1.18695, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
1.75761, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-5.1921, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
1.63054, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-2.1398, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
2.19701, 2080-2099, gfdl_esm2m, May Anomaly, NPL
11.9997, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
-1.476, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
0.90182, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
6.41787, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
-1.1457, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-7.4815, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
0.63715, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
0.64106, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-2.1341, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
5.19526, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
4.35255, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
3.75343, 2080-2099, hadgem2_ao, May Anomaly, NPL
10.7564, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
8.89481, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
10.1195, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
3.98787, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
-0.1248, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-3.2863, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
2.94437, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
2.02035, 2080-2099, hadgem2_es, Jan Anomaly, NPL
-1.417, 2080-2099, hadgem2_es, Feb Anomaly, NPL
-0.6565, 2080-2099, hadgem2_es, Mar Anomaly, NPL
1.40228, 2080-2099, hadgem2_es, Apr Anomaly, NPL
-2.084, 2080-2099, hadgem2_es, May Anomaly, NPL
1.13529, 2080-2099, hadgem2_es, Jun Anomaly, NPL
5.53119, 2080-2099, hadgem2_es, Jul Anomaly, NPL
4.20381, 2080-2099, hadgem2_es, Aug Anomaly, NPL
-0.4293, 2080-2099, hadgem2_es, Sep Anomaly, NPL
0.80954, 2080-2099, hadgem2_es, Oct Anomaly, NPL
0.60265, 2080-2099, hadgem2_es, Nov Anomaly, NPL
2.11201, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-0.8702, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-0.4545, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-2.6637, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-2.8031, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
2.35572, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
1.33882, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
-0.6023, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
2.80781, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
1.88153, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
-6.7081, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
5.83197, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
4.22015, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-0.8666, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.7409, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
0.05987, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
-2.3199, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.5467, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
2.3826, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
3.41894, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
5.90285, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
3.01138, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
11.0038, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
2.08678, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
2.0177, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
2.22972, 2080-2099, miroc5, Jan Anomaly, NPL
2.06344, 2080-2099, miroc5, Feb Anomaly, NPL
2.57273, 2080-2099, miroc5, Mar Anomaly, NPL
-1.8412, 2080-2099, miroc5, Apr Anomaly, NPL
2.58201, 2080-2099, miroc5, May Anomaly, NPL
3.45518, 2080-2099, miroc5, Jun Anomaly, NPL
1.6145, 2080-2099, miroc5, Jul Anomaly, NPL
4.74356, 2080-2099, miroc5, Aug Anomaly, NPL
4.95268, 2080-2099, miroc5, Sep Anomaly, NPL
4.35979, 2080-2099, miroc5, Oct Anomaly, NPL
0.19655, 2080-2099, miroc5, Nov Anomaly, NPL
5.05176, 2080-2099, miroc5, Dec Anomaly, NPL
-1.5738, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
0.0138, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-0.0032, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
-4.9884, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
2.05403, 2080-2099, miroc_esm_chem, May Anomaly, NPL
2.98854, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
10.3726, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
10.002, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
6.93435, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
3.83547, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-3.4904, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
2.46888, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
2.12938, 2080-2099, miroc_esm, Jan Anomaly, NPL
0.54953, 2080-2099, miroc_esm, Feb Anomaly, NPL
3.38868, 2080-2099, miroc_esm, Mar Anomaly, NPL
3.88682, 2080-2099, miroc_esm, Apr Anomaly, NPL
-5.0996, 2080-2099, miroc_esm, May Anomaly, NPL
-0.8746, 2080-2099, miroc_esm, Jun Anomaly, NPL
5.77411, 2080-2099, miroc_esm, Jul Anomaly, NPL
3.03982, 2080-2099, miroc_esm, Aug Anomaly, NPL
3.44839, 2080-2099, miroc_esm, Sep Anomaly, NPL
0.89596, 2080-2099, miroc_esm, Oct Anomaly, NPL
-4.5535, 2080-2099, miroc_esm, Nov Anomaly, NPL
6.23882, 2080-2099, miroc_esm, Dec Anomaly, NPL
5.03517, 2080-2099, mpi_esm_lr, Jan Anomaly, NPL
-4.2046, 2080-2099, mpi_esm_lr, Feb Anomaly, NPL
-1.3448, 2080-2099, mpi_esm_lr, Mar Anomaly, NPL
-0.5831, 2080-2099, mpi_esm_lr, Apr Anomaly, NPL
1.06084, 2080-2099, mpi_esm_lr, May Anomaly, NPL
-1.1563, 2080-2099, mpi_esm_lr, Jun Anomaly, NPL
-3.0724, 2080-2099, mpi_esm_lr, Jul Anomaly, NPL
-5.1871, 2080-2099, mpi_esm_lr, Aug Anomaly, NPL
0.36035, 2080-2099, mpi_esm_lr, Sep Anomaly, NPL
-10.447, 2080-2099, mpi_esm_lr, Oct Anomaly, NPL
-7.5794, 2080-2099, mpi_esm_lr, Nov Anomaly, NPL
-0.1288, 2080-2099, mpi_esm_lr, Dec Anomaly, NPL
0.04341, 2080-2099, mpi_esm_mr, Jan Anomaly, NPL
-2.4462, 2080-2099, mpi_esm_mr, Feb Anomaly, NPL
0.51873, 2080-2099, mpi_esm_mr, Mar Anomaly, NPL
2.82024, 2080-2099, mpi_esm_mr, Apr Anomaly, NPL
1.26063, 2080-2099, mpi_esm_mr, May Anomaly, NPL
-15.057, 2080-2099, mpi_esm_mr, Jun Anomaly, NPL
5.04151, 2080-2099, mpi_esm_mr, Jul Anomaly, NPL
-0.0591, 2080-2099, mpi_esm_mr, Aug Anomaly, NPL
4.70467, 2080-2099, mpi_esm_mr, Sep Anomaly, NPL
-4.8694, 2080-2099, mpi_esm_mr, Oct Anomaly, NPL
6.9561, 2080-2099, mpi_esm_mr, Nov Anomaly, NPL
16.0347, 2080-2099, mpi_esm_mr, Dec Anomaly, NPL
1.29106, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
2.86216, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
0.04239, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
0.29331, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
-0.0694, 2080-2099, mri_cgcm3, May Anomaly, NPL
1.63848, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
2.75616, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
1.1787, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
-2.2442, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
3.47377, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-1.2288, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
-2.3594, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
-0.111, 2080-2099, noresm1_m, Jan Anomaly, NPL
0.57938, 2080-2099, noresm1_m, Feb Anomaly, NPL
-2.2593, 2080-2099, noresm1_m, Mar Anomaly, NPL
-0.6774, 2080-2099, noresm1_m, Apr Anomaly, NPL
2.45315, 2080-2099, noresm1_m, May Anomaly, NPL
0.40377, 2080-2099, noresm1_m, Jun Anomaly, NPL
7.71811, 2080-2099, noresm1_m, Jul Anomaly, NPL
4.96138, 2080-2099, noresm1_m, Aug Anomaly, NPL
8.72303, 2080-2099, noresm1_m, Sep Anomaly, NPL
2.16172, 2080-2099, noresm1_m, Oct Anomaly, NPL
-5.6548, 2080-2099, noresm1_m, Nov Anomaly, NPL
0.01765, 2080-2099, noresm1_m, Dec Anomaly, NPL
-5.7975, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-6.8098, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-5.7397, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-4.6639, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-6.8288, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-18.206, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-25.35, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-18.818, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-12.01, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-11.821, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-11.103, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.2326, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
0.06548, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.991, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.7508, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.2943, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
0.12565, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
1.32664, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
6.51298, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
7.86204, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
5.40937, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
2.03897, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.7992, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
2.32698, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
11.6092, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
6.71282, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
6.66856, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
6.89106, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
16.7216, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
42.8142, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
56.9754, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
53.7601, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
35.7784, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
19.6974, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
9.21221, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
11.1663, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-1.5232, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
11.0976, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
4.00366, 2080-2099, bnu_esm, Annual Anomaly, NPL
16.9056, 2080-2099, canesm2, Annual Anomaly, NPL
9.1343, 2080-2099, ccsm4, Annual Anomaly, NPL
23.0508, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-7.0074, 2080-2099, cnrm_cm5, Annual Anomaly, NPL
3.02579, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
5.65686, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
5.5272, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
3.7605, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
10.5022, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
