Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
-1.956, 2040-2059, ccsm4, Feb Anomaly, NPL
-7.6892, 2040-2059, ccsm4, Mar Anomaly, NPL
3.09505, 2040-2059, ccsm4, Apr Anomaly, NPL
-2.8913, 2040-2059, ccsm4, May Anomaly, NPL
10.0749, 2040-2059, ccsm4, Jun Anomaly, NPL
10.6517, 2040-2059, ccsm4, Jul Anomaly, NPL
25.362, 2040-2059, ccsm4, Aug Anomaly, NPL
23.8518, 2040-2059, ccsm4, Sep Anomaly, NPL
-0.2218, 2040-2059, ccsm4, Oct Anomaly, NPL
-1.9949, 2040-2059, ccsm4, Nov Anomaly, NPL
-20.923, 2040-2059, ccsm4, Dec Anomaly, NPL
4.51841, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
3.0052, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
-1.5048, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
-2.4254, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
-2.4491, 2040-2059, cesm1_bgc, May Anomaly, NPL
-20.403, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
27.6779, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
14.5726, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
2.67436, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
-9.0005, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
5.13693, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
-9.96, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
-10.293, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
-0.8156, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
-0.8437, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
0.14448, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-3.5682, 2040-2059, cesm1_cam5, May Anomaly, NPL
2.22437, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
25.1337, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
27.3959, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
15.5934, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
2.92086, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-0.9458, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-4.9402, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
4.29169, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
-0.0928, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
-0.288, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
-0.326, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
-0.7004, 2040-2059, cmcc_cesm, May Anomaly, NPL
-4.2889, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
0.99253, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
1.01849, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
-1.2435, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
1.72394, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
-0.2607, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
0.70543, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
0.23991, 2040-2059, cmcc_cm, Jan Anomaly, NPL
-2.7431, 2040-2059, cmcc_cm, Feb Anomaly, NPL
-12.042, 2040-2059, cmcc_cm, Mar Anomaly, NPL
-0.9865, 2040-2059, cmcc_cm, Apr Anomaly, NPL
-0.1358, 2040-2059, cmcc_cm, May Anomaly, NPL
4.35156, 2040-2059, cmcc_cm, Jun Anomaly, NPL
15.2166, 2040-2059, cmcc_cm, Jul Anomaly, NPL
9.04702, 2040-2059, cmcc_cm, Aug Anomaly, NPL
18.3365, 2040-2059, cmcc_cm, Sep Anomaly, NPL
12.9293, 2040-2059, cmcc_cm, Oct Anomaly, NPL
4.21645, 2040-2059, cmcc_cm, Nov Anomaly, NPL
-7.4981, 2040-2059, cmcc_cm, Dec Anomaly, NPL
-4.7956, 2040-2059, cmcc_cms, Jan Anomaly, NPL
-11.155, 2040-2059, cmcc_cms, Feb Anomaly, NPL
-5.8302, 2040-2059, cmcc_cms, Mar Anomaly, NPL
1.87653, 2040-2059, cmcc_cms, Apr Anomaly, NPL
-1.7438, 2040-2059, cmcc_cms, May Anomaly, NPL
-0.4801, 2040-2059, cmcc_cms, Jun Anomaly, NPL
16.5116, 2040-2059, cmcc_cms, Jul Anomaly, NPL
2.3928, 2040-2059, cmcc_cms, Aug Anomaly, NPL
2.90041, 2040-2059, cmcc_cms, Sep Anomaly, NPL
-2.805, 2040-2059, cmcc_cms, Oct Anomaly, NPL
-1.8958, 2040-2059, cmcc_cms, Nov Anomaly, NPL
-5.7915, 2040-2059, cmcc_cms, Dec Anomaly, NPL
-10.961, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-2.7943, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-5.2707, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
1.83152, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
1.75466, 2040-2059, cnrm_cm5, May Anomaly, NPL
11.9857, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
2.89815, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
1.59811, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
8.56766, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
4.35291, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-6.9982, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
1.41312, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-3.9373, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-4.0003, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
1.92014, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
0.21842, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
2.90902, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
1.85962, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
2.5898, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
3.63546, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
6.69184, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
4.76893, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-1.337, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-1.0089, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
4.16669, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
2.39028, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-0.4144, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-1.2262, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-3.4554, 2040-2059, gfdl_cm3, May Anomaly, NPL
0.62919, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
4.52342, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
8.25009, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
-1.629, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
6.60083, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
2.3939, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-2.3505, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-0.4803, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
2.18817, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
1.57904, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.25996, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.87731, 2040-2059, gfdl_esm2g, May Anomaly, NPL
2.59543, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
6.01289, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
22.5139, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
-0.0842, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
6.07398, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
8.85394, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
0.57042, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-5.3384, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-4.6749, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
2.48115, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
2.37811, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
3.3928, 2040-2059, gfdl_esm2m, May Anomaly, NPL
10.3678, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
4.85401, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
7.34447, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
2.60085, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
4.01453, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-1.9576, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
3.50887, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
0.55486, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
2.25798, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
1.83304, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
2.67846, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
5.97193, 2040-2059, hadgem2_ao, May Anomaly, NPL
8.98276, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
9.00852, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
7.40239, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
6.85919, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
-1.2137, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-3.9567, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-0.0154, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-1.915, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
-3.3423, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
1.40045, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
-1.2606, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
1.05437, 2040-2059, hadgem2_cc, May Anomaly, NPL
3.04403, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
9.04976, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
2.08329, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
4.52414, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
-2.5511, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
-6.1781, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
-0.3984, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
4.0458, 2040-2059, hadgem2_es, Jan Anomaly, NPL
0.0263, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-1.4907, 2040-2059, hadgem2_es, Mar Anomaly, NPL
0.78406, 2040-2059, hadgem2_es, Apr Anomaly, NPL
-0.1077, 2040-2059, hadgem2_es, May Anomaly, NPL
0.63254, 2040-2059, hadgem2_es, Jun Anomaly, NPL
4.76746, 2040-2059, hadgem2_es, Jul Anomaly, NPL
5.68388, 2040-2059, hadgem2_es, Aug Anomaly, NPL
1.43182, 2040-2059, hadgem2_es, Sep Anomaly, NPL
1.73961, 2040-2059, hadgem2_es, Oct Anomaly, NPL
0.43688, 2040-2059, hadgem2_es, Nov Anomaly, NPL
2.69032, 2040-2059, hadgem2_es, Dec Anomaly, NPL
1.97467, 2040-2059, inmcm4, Jan Anomaly, NPL
-1.6862, 2040-2059, inmcm4, Feb Anomaly, NPL
-2.0353, 2040-2059, inmcm4, Mar Anomaly, NPL
0.48859, 2040-2059, inmcm4, Apr Anomaly, NPL
1.64793, 2040-2059, inmcm4, May Anomaly, NPL
3.47794, 2040-2059, inmcm4, Jun Anomaly, NPL
2.08445, 2040-2059, inmcm4, Jul Anomaly, NPL
-0.3032, 2040-2059, inmcm4, Aug Anomaly, NPL
0.85558, 2040-2059, inmcm4, Sep Anomaly, NPL
-0.8679, 2040-2059, inmcm4, Oct Anomaly, NPL
-1.7355, 2040-2059, inmcm4, Nov Anomaly, NPL
2.55624, 2040-2059, inmcm4, Dec Anomaly, NPL
-7.2314, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.439, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
-4.1835, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
-2.4285, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
1.12183, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
1.39401, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
6.56994, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
7.75071, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
7.03006, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
-3.4873, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
-3.1459, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
2.94831, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
-10.258, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
-6.1905, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
2.45158, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-3.1086, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
5.08106, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
5.99508, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
4.9851, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
16.3371, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
8.72938, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
0.19354, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
-4.149, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.0116, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-2.3219, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
-3.0359, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
6.74541, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
-3.9583, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
-2.027, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
-1.0148, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
0.39168, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
8.15651, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
10.1206, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
-0.3689, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
-8.1855, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
11.3334, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
-0.8228, 2040-2059, miroc5, Jan Anomaly, NPL
-0.9923, 2040-2059, miroc5, Feb Anomaly, NPL
1.01457, 2040-2059, miroc5, Mar Anomaly, NPL
0.11403, 2040-2059, miroc5, Apr Anomaly, NPL
5.99513, 2040-2059, miroc5, May Anomaly, NPL
5.21849, 2040-2059, miroc5, Jun Anomaly, NPL
6.57714, 2040-2059, miroc5, Jul Anomaly, NPL
5.33057, 2040-2059, miroc5, Aug Anomaly, NPL
2.70491, 2040-2059, miroc5, Sep Anomaly, NPL
4.63295, 2040-2059, miroc5, Oct Anomaly, NPL
-0.5767, 2040-2059, miroc5, Nov Anomaly, NPL
1.65896, 2040-2059, miroc5, Dec Anomaly, NPL
-2.7408, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
-3.4325, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
-2.5651, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
-3.2801, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
1.22438, 2040-2059, miroc_esm_chem, May Anomaly, NPL
3.77354, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
14.9688, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
8.72605, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
1.4484, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
-4.8773, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-7.4574, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
0.08549, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
4.45748, 2040-2059, miroc_esm, Jan Anomaly, NPL
2.35772, 2040-2059, miroc_esm, Feb Anomaly, NPL
-1.4126, 2040-2059, miroc_esm, Mar Anomaly, NPL
4.87257, 2040-2059, miroc_esm, Apr Anomaly, NPL
-1.099, 2040-2059, miroc_esm, May Anomaly, NPL
6.14166, 2040-2059, miroc_esm, Jun Anomaly, NPL
10.7594, 2040-2059, miroc_esm, Jul Anomaly, NPL
-0.8083, 2040-2059, miroc_esm, Aug Anomaly, NPL
3.94122, 2040-2059, miroc_esm, Sep Anomaly, NPL
0.05632, 2040-2059, miroc_esm, Oct Anomaly, NPL
-10.476, 2040-2059, miroc_esm, Nov Anomaly, NPL
-0.3808, 2040-2059, miroc_esm, Dec Anomaly, NPL
-3.791, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
0.76858, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
1.19277, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-0.4482, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
4.02205, 2040-2059, mpi_esm_lr, May Anomaly, NPL
2.70816, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
-1.8797, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
-3.2128, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
4.95883, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
-3.3049, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-6.2819, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-5.835, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-2.1388, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-3.9739, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
-0.722, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
-1.6471, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-0.1057, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-9.3082, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
-1.962, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
5.10884, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
1.11281, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
0.91058, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
6.56699, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
6.67286, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
5.80316, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
1.40783, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
0.41089, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-0.3543, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-0.7347, 2040-2059, mri_cgcm3, May Anomaly, NPL
3.54952, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
4.39926, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
3.88725, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-0.7295, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
6.69305, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-5.0609, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-5.3132, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
3.41487, 2040-2059, mri_esm1, Jan Anomaly, NPL
-3.6265, 2040-2059, mri_esm1, Feb Anomaly, NPL
1.20895, 2040-2059, mri_esm1, Mar Anomaly, NPL
2.19131, 2040-2059, mri_esm1, Apr Anomaly, NPL
0.67615, 2040-2059, mri_esm1, May Anomaly, NPL
2.23873, 2040-2059, mri_esm1, Jun Anomaly, NPL
-0.329, 2040-2059, mri_esm1, Jul Anomaly, NPL
7.4549, 2040-2059, mri_esm1, Aug Anomaly, NPL
6.07939, 2040-2059, mri_esm1, Sep Anomaly, NPL
3.58055, 2040-2059, mri_esm1, Oct Anomaly, NPL
2.50492, 2040-2059, mri_esm1, Nov Anomaly, NPL
0.03191, 2040-2059, mri_esm1, Dec Anomaly, NPL
4.42881, 2040-2059, noresm1_m, Jan Anomaly, NPL
-1.5097, 2040-2059, noresm1_m, Feb Anomaly, NPL
-4.437, 2040-2059, noresm1_m, Mar Anomaly, NPL
-0.9791, 2040-2059, noresm1_m, Apr Anomaly, NPL
1.91487, 2040-2059, noresm1_m, May Anomaly, NPL
10.4893, 2040-2059, noresm1_m, Jun Anomaly, NPL
17.0286, 2040-2059, noresm1_m, Jul Anomaly, NPL
4.29596, 2040-2059, noresm1_m, Aug Anomaly, NPL
3.08867, 2040-2059, noresm1_m, Sep Anomaly, NPL
1.09007, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.5666, 2040-2059, noresm1_m, Nov Anomaly, NPL
2.64251, 2040-2059, noresm1_m, Dec Anomaly, NPL
-7.3669, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-7.4769, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-6.1212, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-4.3056, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-6.6375, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-17.407, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-24.872, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-18.905, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-10.675, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-14.255, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-12.537, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.3358, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.0184, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.5631, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.9802, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
0.08727, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
0.28229, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
4.63955, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
7.31254, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
6.10536, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
5.63373, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
0.30559, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-2.403, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.8559, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
