Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
-4.014, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
1.90396, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
-4.2028, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
-1.326, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
1.74665, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
1.7336, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
3.85255, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
-6.0257, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
3.24201, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
-2.3775, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
-0.6299, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
-0.4523, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
-1.2054, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
0.67271, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
-1.0088, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
0.53666, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
-1.6773, 2020-2039, bcc_csm1_1, May Anomaly, NPL
4.74169, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
10.5948, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
4.29627, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
4.79974, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
-5.4899, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
1.97084, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
2.29417, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
-0.4279, 2020-2039, bnu_esm, Jan Anomaly, NPL
-1.8207, 2020-2039, bnu_esm, Feb Anomaly, NPL
-0.8057, 2020-2039, bnu_esm, Mar Anomaly, NPL
-3.0869, 2020-2039, bnu_esm, Apr Anomaly, NPL
1.8361, 2020-2039, bnu_esm, May Anomaly, NPL
1.82259, 2020-2039, bnu_esm, Jun Anomaly, NPL
7.22096, 2020-2039, bnu_esm, Jul Anomaly, NPL
5.76985, 2020-2039, bnu_esm, Aug Anomaly, NPL
4.77256, 2020-2039, bnu_esm, Sep Anomaly, NPL
-2.2557, 2020-2039, bnu_esm, Oct Anomaly, NPL
-0.1012, 2020-2039, bnu_esm, Nov Anomaly, NPL
1.06642, 2020-2039, bnu_esm, Dec Anomaly, NPL
0.03266, 2020-2039, canesm2, Jan Anomaly, NPL
-0.4645, 2020-2039, canesm2, Feb Anomaly, NPL
4.03015, 2020-2039, canesm2, Mar Anomaly, NPL
0.93067, 2020-2039, canesm2, Apr Anomaly, NPL
1.17957, 2020-2039, canesm2, May Anomaly, NPL
7.94113, 2020-2039, canesm2, Jun Anomaly, NPL
21.3991, 2020-2039, canesm2, Jul Anomaly, NPL
2.34011, 2020-2039, canesm2, Aug Anomaly, NPL
3.98345, 2020-2039, canesm2, Sep Anomaly, NPL
5.88762, 2020-2039, canesm2, Oct Anomaly, NPL
1.04844, 2020-2039, canesm2, Nov Anomaly, NPL
3.38423, 2020-2039, canesm2, Dec Anomaly, NPL
13.6239, 2020-2039, ccsm4, Jan Anomaly, NPL
-4.8852, 2020-2039, ccsm4, Feb Anomaly, NPL
-3.8014, 2020-2039, ccsm4, Mar Anomaly, NPL
0.10354, 2020-2039, ccsm4, Apr Anomaly, NPL
-2.5685, 2020-2039, ccsm4, May Anomaly, NPL
1.15007, 2020-2039, ccsm4, Jun Anomaly, NPL
-4.9885, 2020-2039, ccsm4, Jul Anomaly, NPL
7.87929, 2020-2039, ccsm4, Aug Anomaly, NPL
3.30496, 2020-2039, ccsm4, Sep Anomaly, NPL
-1.0028, 2020-2039, ccsm4, Oct Anomaly, NPL
-8.1779, 2020-2039, ccsm4, Nov Anomaly, NPL
-17.512, 2020-2039, ccsm4, Dec Anomaly, NPL
-10.533, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
3.62528, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
0.94024, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
0.58046, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
-4.7328, 2020-2039, cesm1_cam5, May Anomaly, NPL
-2.311, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
13.1681, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
15.424, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
5.70427, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
6.79261, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
3.99448, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.5217, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-6.7643, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
-1.822, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
-4.0668, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
0.10003, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
-0.0552, 2020-2039, cnrm_cm5, May Anomaly, NPL
0.04176, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
6.09895, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
1.91663, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
-1.8076, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-0.7016, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-6.7114, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-2.518, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
2.59205, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-5.6719, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-1.6269, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.2821, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
2.02716, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-3.7963, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
-2.3327, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
-0.0086, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
1.14843, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
2.55451, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
1.41401, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-3.4069, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
10.806, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
