Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
18.7964, 2080-2099, cesm1_cam5, Sep Anomaly, NPL
9.47223, 2080-2099, cesm1_cam5, Oct Anomaly, NPL
9.79462, 2080-2099, cesm1_cam5, Nov Anomaly, NPL
0.21355, 2080-2099, cesm1_cam5, Dec Anomaly, NPL
-1.509, 2080-2099, csiro_mk3_6_0, Jan Anomaly, NPL
-5.1486, 2080-2099, csiro_mk3_6_0, Feb Anomaly, NPL
1.88816, 2080-2099, csiro_mk3_6_0, Mar Anomaly, NPL
2.9788, 2080-2099, csiro_mk3_6_0, Apr Anomaly, NPL
1.60707, 2080-2099, csiro_mk3_6_0, May Anomaly, NPL
-0.5743, 2080-2099, csiro_mk3_6_0, Jun Anomaly, NPL
0.2462, 2080-2099, csiro_mk3_6_0, Jul Anomaly, NPL
1.28961, 2080-2099, csiro_mk3_6_0, Aug Anomaly, NPL
5.33807, 2080-2099, csiro_mk3_6_0, Sep Anomaly, NPL
8.01965, 2080-2099, csiro_mk3_6_0, Oct Anomaly, NPL
3.88136, 2080-2099, csiro_mk3_6_0, Nov Anomaly, NPL
0.66577, 2080-2099, csiro_mk3_6_0, Dec Anomaly, NPL
1.26181, 2080-2099, gfdl_cm3, Jan Anomaly, NPL
0.24815, 2080-2099, gfdl_cm3, Feb Anomaly, NPL
3.6206, 2080-2099, gfdl_cm3, Mar Anomaly, NPL
1.80252, 2080-2099, gfdl_cm3, Apr Anomaly, NPL
-0.335, 2080-2099, gfdl_cm3, May Anomaly, NPL
9.73239, 2080-2099, gfdl_cm3, Jun Anomaly, NPL
15.4968, 2080-2099, gfdl_cm3, Jul Anomaly, NPL
15.87, 2080-2099, gfdl_cm3, Aug Anomaly, NPL
-0.2443, 2080-2099, gfdl_cm3, Sep Anomaly, NPL
4.24155, 2080-2099, gfdl_cm3, Oct Anomaly, NPL
0.8923, 2080-2099, gfdl_cm3, Nov Anomaly, NPL
-11.826, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
-4.2448, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
-4.7711, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
2.27962, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
0.99841, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
1.98551, 2080-2099, gfdl_esm2g, May Anomaly, NPL
14.0212, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
14.5833, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
28.9582, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
7.39819, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
-3.0653, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
8.02642, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
0.94456, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
1.30776, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
-5.3184, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
1.87962, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
-1.574, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
-0.3377, 2080-2099, gfdl_esm2m, May Anomaly, NPL
1.99453, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
11.1988, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
1.02574, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
9.05433, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
0.87426, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
-6.4901, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
-1.5993, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
-1.2034, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
-1.5744, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
-0.1273, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
2.74367, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
6.71775, 2080-2099, hadgem2_ao, May Anomaly, NPL
16.222, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
14.547, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
9.55762, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
8.97004, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
-1.145, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
-3.8076, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
3.97105, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
4.15701, 2080-2099, hadgem2_es, Jan Anomaly, NPL
0.70903, 2080-2099, hadgem2_es, Feb Anomaly, NPL
1.03703, 2080-2099, hadgem2_es, Mar Anomaly, NPL
-0.3559, 2080-2099, hadgem2_es, Apr Anomaly, NPL
2.96321, 2080-2099, hadgem2_es, May Anomaly, NPL
4.27194, 2080-2099, hadgem2_es, Jun Anomaly, NPL
9.59537, 2080-2099, hadgem2_es, Jul Anomaly, NPL
6.24648, 2080-2099, hadgem2_es, Aug Anomaly, NPL
3.42678, 2080-2099, hadgem2_es, Sep Anomaly, NPL
5.37796, 2080-2099, hadgem2_es, Oct Anomaly, NPL
-1.6186, 2080-2099, hadgem2_es, Nov Anomaly, NPL
-1.1919, 2080-2099, hadgem2_es, Dec Anomaly, NPL
-3.051, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.765, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
-6.3924, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
-4.5417, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
-2.4079, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
2.93707, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
1.35871, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
7.689, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
4.37728, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
-6.2346, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
-2.0768, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
-0.1252, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
-2.7156, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.4235, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
0.76284, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
2.89662, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
3.27536, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
8.68233, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
10.0873, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
20.5681, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
6.91402, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
14.8192, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
-9.374, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
-0.1409, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
-5.3293, 2080-2099, miroc5, Jan Anomaly, NPL
-4.2495, 2080-2099, miroc5, Feb Anomaly, NPL
1.85036, 2080-2099, miroc5, Mar Anomaly, NPL
3.48224, 2080-2099, miroc5, Apr Anomaly, NPL
10.1749, 2080-2099, miroc5, May Anomaly, NPL
10.9005, 2080-2099, miroc5, Jun Anomaly, NPL
9.37122, 2080-2099, miroc5, Jul Anomaly, NPL
9.40476, 2080-2099, miroc5, Aug Anomaly, NPL
-0.4981, 2080-2099, miroc5, Sep Anomaly, NPL
6.99953, 2080-2099, miroc5, Oct Anomaly, NPL
4.19529, 2080-2099, miroc5, Nov Anomaly, NPL
5.03815, 2080-2099, miroc5, Dec Anomaly, NPL
-1.5539, 2080-2099, miroc_esm_chem, Jan Anomaly, NPL
-3.8205, 2080-2099, miroc_esm_chem, Feb Anomaly, NPL
-0.2428, 2080-2099, miroc_esm_chem, Mar Anomaly, NPL
-3.4273, 2080-2099, miroc_esm_chem, Apr Anomaly, NPL
-1.5801, 2080-2099, miroc_esm_chem, May Anomaly, NPL
3.89535, 2080-2099, miroc_esm_chem, Jun Anomaly, NPL
15.7131, 2080-2099, miroc_esm_chem, Jul Anomaly, NPL
4.8544, 2080-2099, miroc_esm_chem, Aug Anomaly, NPL
0.33854, 2080-2099, miroc_esm_chem, Sep Anomaly, NPL
-2.1448, 2080-2099, miroc_esm_chem, Oct Anomaly, NPL
-7.5008, 2080-2099, miroc_esm_chem, Nov Anomaly, NPL
-4.014, 2080-2099, miroc_esm_chem, Dec Anomaly, NPL
2.05906, 2080-2099, miroc_esm, Jan Anomaly, NPL
-1.7812, 2080-2099, miroc_esm, Feb Anomaly, NPL
-2.125, 2080-2099, miroc_esm, Mar Anomaly, NPL
-0.8251, 2080-2099, miroc_esm, Apr Anomaly, NPL
-4.7875, 2080-2099, miroc_esm, May Anomaly, NPL
2.93242, 2080-2099, miroc_esm, Jun Anomaly, NPL
7.97965, 2080-2099, miroc_esm, Jul Anomaly, NPL
5.28395, 2080-2099, miroc_esm, Aug Anomaly, NPL
11.0014, 2080-2099, miroc_esm, Sep Anomaly, NPL
-2.3145, 2080-2099, miroc_esm, Oct Anomaly, NPL
0.14955, 2080-2099, miroc_esm, Nov Anomaly, NPL
3.20942, 2080-2099, miroc_esm, Dec Anomaly, NPL
0.10781, 2080-2099, mri_cgcm3, Jan Anomaly, NPL
2.05975, 2080-2099, mri_cgcm3, Feb Anomaly, NPL
-0.95, 2080-2099, mri_cgcm3, Mar Anomaly, NPL
-1.6622, 2080-2099, mri_cgcm3, Apr Anomaly, NPL
1.83424, 2080-2099, mri_cgcm3, May Anomaly, NPL
5.15492, 2080-2099, mri_cgcm3, Jun Anomaly, NPL
13.8108, 2080-2099, mri_cgcm3, Jul Anomaly, NPL
5.17291, 2080-2099, mri_cgcm3, Aug Anomaly, NPL
7.06943, 2080-2099, mri_cgcm3, Sep Anomaly, NPL
-0.7591, 2080-2099, mri_cgcm3, Oct Anomaly, NPL
-7.6439, 2080-2099, mri_cgcm3, Nov Anomaly, NPL
0.06077, 2080-2099, mri_cgcm3, Dec Anomaly, NPL
6.27973, 2080-2099, noresm1_m, Jan Anomaly, NPL
1.17114, 2080-2099, noresm1_m, Feb Anomaly, NPL
0.77946, 2080-2099, noresm1_m, Mar Anomaly, NPL
-0.5627, 2080-2099, noresm1_m, Apr Anomaly, NPL
3.18849, 2080-2099, noresm1_m, May Anomaly, NPL
3.61918, 2080-2099, noresm1_m, Jun Anomaly, NPL
20.0021, 2080-2099, noresm1_m, Jul Anomaly, NPL
5.98301, 2080-2099, noresm1_m, Aug Anomaly, NPL
11.3044, 2080-2099, noresm1_m, Sep Anomaly, NPL
-0.6103, 2080-2099, noresm1_m, Oct Anomaly, NPL
-5.5536, 2080-2099, noresm1_m, Nov Anomaly, NPL
4.24734, 2080-2099, noresm1_m, Dec Anomaly, NPL
-7.6566, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
-8.6603, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
-6.5352, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
-4.026, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
-6.6394, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
-18.15, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
-22.859, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
-15.898, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
-7.9539, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
-12.407, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
-12.594, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
-7.9876, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.679, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
-2.4439, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
-1.3274, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.062, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
0.79286, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
8.83395, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
12.4777, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
10.9585, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
9.23807, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
4.81723, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
0.21469, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
0.84385, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
13.5257, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
7.89621, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
6.03286, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
8.16443, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
25.6622, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
47.8893, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
78.3066, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
71.1268, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
53.9395, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
25.6466, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
10.3776, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
11.2094, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
19.9318, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
9.16093, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
10.606, 2080-2099, ccsm4, Annual Anomaly, NPL
36.2446, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
4.8723, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
5.66163, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
22.3576, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
11.6357, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
15.5245, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
12.4718, 2080-2099, hadgem2_es, Annual Anomaly, NPL
0.42501, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
22.317, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
16.3239, 2080-2099, miroc5, Annual Anomaly, NPL
9.90184, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
8.03826, 2080-2099, miroc_esm, Annual Anomaly, NPL
11.4213, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
14.7694, 2080-2099, noresm1_m, Annual Anomaly, NPL
-19.082, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
14.8682, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
90.1575, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
