Largest Single Day Rainfall - (MM), Year, Model, Statistics, ISO3
-1.5993, 2060-2079, access1_0, Jan Anomaly, NPL
-2.5175, 2060-2079, access1_0, Feb Anomaly, NPL
0.28123, 2060-2079, access1_0, Mar Anomaly, NPL
2.22759, 2060-2079, access1_0, Apr Anomaly, NPL
6.65025, 2060-2079, access1_0, May Anomaly, NPL
2.31605, 2060-2079, access1_0, Jun Anomaly, NPL
12.1854, 2060-2079, access1_0, Jul Anomaly, NPL
6.03986, 2060-2079, access1_0, Aug Anomaly, NPL
5.33584, 2060-2079, access1_0, Sep Anomaly, NPL
-1.1634, 2060-2079, access1_0, Oct Anomaly, NPL
-2.7637, 2060-2079, access1_0, Nov Anomaly, NPL
-2.6898, 2060-2079, access1_0, Dec Anomaly, NPL
-2.7845, 2060-2079, access1_3, Jan Anomaly, NPL
-3.11, 2060-2079, access1_3, Feb Anomaly, NPL
1.80648, 2060-2079, access1_3, Mar Anomaly, NPL
-0.652, 2060-2079, access1_3, Apr Anomaly, NPL
4.27292, 2060-2079, access1_3, May Anomaly, NPL
5.39212, 2060-2079, access1_3, Jun Anomaly, NPL
11.6252, 2060-2079, access1_3, Jul Anomaly, NPL
5.23058, 2060-2079, access1_3, Aug Anomaly, NPL
2.90291, 2060-2079, access1_3, Sep Anomaly, NPL
1.18289, 2060-2079, access1_3, Oct Anomaly, NPL
-0.0035, 2060-2079, access1_3, Nov Anomaly, NPL
-5.0935, 2060-2079, access1_3, Dec Anomaly, NPL
-14.203, 2060-2079, bcc_csm1_1_m, Jan Anomaly, NPL
-0.9629, 2060-2079, bcc_csm1_1_m, Feb Anomaly, NPL
-4.9096, 2060-2079, bcc_csm1_1_m, Mar Anomaly, NPL
-2.8934, 2060-2079, bcc_csm1_1_m, Apr Anomaly, NPL
5.39228, 2060-2079, bcc_csm1_1_m, May Anomaly, NPL
5.06169, 2060-2079, bcc_csm1_1_m, Jun Anomaly, NPL
8.07237, 2060-2079, bcc_csm1_1_m, Jul Anomaly, NPL
12.3146, 2060-2079, bcc_csm1_1_m, Aug Anomaly, NPL
9.96519, 2060-2079, bcc_csm1_1_m, Sep Anomaly, NPL
2.27005, 2060-2079, bcc_csm1_1_m, Oct Anomaly, NPL
-0.2283, 2060-2079, bcc_csm1_1_m, Nov Anomaly, NPL
-8.6533, 2060-2079, bcc_csm1_1_m, Dec Anomaly, NPL
6.05475, 2060-2079, bcc_csm1_1, Jan Anomaly, NPL
2.17722, 2060-2079, bcc_csm1_1, Feb Anomaly, NPL
0.19738, 2060-2079, bcc_csm1_1, Mar Anomaly, NPL
-1.0804, 2060-2079, bcc_csm1_1, Apr Anomaly, NPL
0.65655, 2060-2079, bcc_csm1_1, May Anomaly, NPL
8.52668, 2060-2079, bcc_csm1_1, Jun Anomaly, NPL
11.4194, 2060-2079, bcc_csm1_1, Jul Anomaly, NPL
6.54521, 2060-2079, bcc_csm1_1, Aug Anomaly, NPL
9.17085, 2060-2079, bcc_csm1_1, Sep Anomaly, NPL
-1.3005, 2060-2079, bcc_csm1_1, Oct Anomaly, NPL
1.74373, 2060-2079, bcc_csm1_1, Nov Anomaly, NPL
6.3555, 2060-2079, bcc_csm1_1, Dec Anomaly, NPL
-8.3144, 2060-2079, bnu_esm, Jan Anomaly, NPL
-5.0331, 2060-2079, bnu_esm, Feb Anomaly, NPL
-0.409, 2060-2079, bnu_esm, Mar Anomaly, NPL
1.07476, 2060-2079, bnu_esm, Apr Anomaly, NPL
0.093, 2060-2079, bnu_esm, May Anomaly, NPL
-6.8485, 2060-2079, bnu_esm, Jun Anomaly, NPL
5.96483, 2060-2079, bnu_esm, Jul Anomaly, NPL
5.62332, 2060-2079, bnu_esm, Aug Anomaly, NPL
11.6189, 2060-2079, bnu_esm, Sep Anomaly, NPL
-2.2501, 2060-2079, bnu_esm, Oct Anomaly, NPL
-2.1185, 2060-2079, bnu_esm, Nov Anomaly, NPL
-0.7796, 2060-2079, bnu_esm, Dec Anomaly, NPL
-4.1507, 2060-2079, canesm2, Jan Anomaly, NPL
-2.8977, 2060-2079, canesm2, Feb Anomaly, NPL
1.95969, 2060-2079, canesm2, Mar Anomaly, NPL
2.4116, 2060-2079, canesm2, Apr Anomaly, NPL
-1.389, 2060-2079, canesm2, May Anomaly, NPL
1.20785, 2060-2079, canesm2, Jun Anomaly, NPL
18.0148, 2060-2079, canesm2, Jul Anomaly, NPL
9.82799, 2060-2079, canesm2, Aug Anomaly, NPL
7.75779, 2060-2079, canesm2, Sep Anomaly, NPL
7.15818, 2060-2079, canesm2, Oct Anomaly, NPL
-2.1336, 2060-2079, canesm2, Nov Anomaly, NPL
0.58019, 2060-2079, canesm2, Dec Anomaly, NPL
6.91866, 2060-2079, ccsm4, Jan Anomaly, NPL
-3.6278, 2060-2079, ccsm4, Feb Anomaly, NPL
-9.3105, 2060-2079, ccsm4, Mar Anomaly, NPL
1.79186, 2060-2079, ccsm4, Apr Anomaly, NPL
-0.4997, 2060-2079, ccsm4, May Anomaly, NPL
2.16049, 2060-2079, ccsm4, Jun Anomaly, NPL
7.99509, 2060-2079, ccsm4, Jul Anomaly, NPL
17.7612, 2060-2079, ccsm4, Aug Anomaly, NPL
28.9943, 2060-2079, ccsm4, Sep Anomaly, NPL
8.49529, 2060-2079, ccsm4, Oct Anomaly, NPL
-13.727, 2060-2079, ccsm4, Nov Anomaly, NPL
-13.127, 2060-2079, ccsm4, Dec Anomaly, NPL
6.14794, 2060-2079, cesm1_bgc, Jan Anomaly, NPL
-5.6106, 2060-2079, cesm1_bgc, Feb Anomaly, NPL
-0.2479, 2060-2079, cesm1_bgc, Mar Anomaly, NPL
-0.3953, 2060-2079, cesm1_bgc, Apr Anomaly, NPL
-4.3156, 2060-2079, cesm1_bgc, May Anomaly, NPL
1.55222, 2060-2079, cesm1_bgc, Jun Anomaly, NPL
16.6653, 2060-2079, cesm1_bgc, Jul Anomaly, NPL
11.561, 2060-2079, cesm1_bgc, Aug Anomaly, NPL
5.91583, 2060-2079, cesm1_bgc, Sep Anomaly, NPL
9.55411, 2060-2079, cesm1_bgc, Oct Anomaly, NPL
0.70148, 2060-2079, cesm1_bgc, Nov Anomaly, NPL
-14.353, 2060-2079, cesm1_bgc, Dec Anomaly, NPL
-2.8124, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
-0.2903, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
1.32829, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
0.88787, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
6.21906, 2060-2079, cesm1_cam5, May Anomaly, NPL
13.8258, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
24.9283, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
36.0356, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
25.88, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
18.9844, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
5.16579, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
-0.2206, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
-3.7996, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
-0.0252, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
-3.9601, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
-3.4133, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
3.3188, 2060-2079, cnrm_cm5, May Anomaly, NPL
4.15462, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
-7.8244, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
-2.0544, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
8.59633, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
2.4624, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
-7.2259, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
0.77468, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
-2.9702, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
-2.6422, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
-0.7829, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
-0.0808, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
-0.2892, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
2.48559, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
