Warm Spell Duration Index - (Days), Year, Model, Statistics, ISO3
13.6983, 2080-2099, gfdl_cm3, Dec Anomaly, NPL
3.9233, 2080-2099, gfdl_esm2g, Jan Anomaly, NPL
0.11446, 2080-2099, gfdl_esm2g, Feb Anomaly, NPL
1.79323, 2080-2099, gfdl_esm2g, Mar Anomaly, NPL
3.42734, 2080-2099, gfdl_esm2g, Apr Anomaly, NPL
2.42531, 2080-2099, gfdl_esm2g, May Anomaly, NPL
4.98028, 2080-2099, gfdl_esm2g, Jun Anomaly, NPL
1.52702, 2080-2099, gfdl_esm2g, Jul Anomaly, NPL
5.55506, 2080-2099, gfdl_esm2g, Aug Anomaly, NPL
5.69956, 2080-2099, gfdl_esm2g, Sep Anomaly, NPL
8.30684, 2080-2099, gfdl_esm2g, Oct Anomaly, NPL
3.54384, 2080-2099, gfdl_esm2g, Nov Anomaly, NPL
5.05436, 2080-2099, gfdl_esm2g, Dec Anomaly, NPL
1.80638, 2080-2099, gfdl_esm2m, Jan Anomaly, NPL
0.29454, 2080-2099, gfdl_esm2m, Feb Anomaly, NPL
2.6641, 2080-2099, gfdl_esm2m, Mar Anomaly, NPL
4.16258, 2080-2099, gfdl_esm2m, Apr Anomaly, NPL
4.91939, 2080-2099, gfdl_esm2m, May Anomaly, NPL
4.85375, 2080-2099, gfdl_esm2m, Jun Anomaly, NPL
2.52597, 2080-2099, gfdl_esm2m, Jul Anomaly, NPL
6.36841, 2080-2099, gfdl_esm2m, Aug Anomaly, NPL
6.03954, 2080-2099, gfdl_esm2m, Sep Anomaly, NPL
7.3203, 2080-2099, gfdl_esm2m, Oct Anomaly, NPL
5.30444, 2080-2099, gfdl_esm2m, Nov Anomaly, NPL
2.39671, 2080-2099, gfdl_esm2m, Dec Anomaly, NPL
2.16999, 2080-2099, hadgem2_ao, Jan Anomaly, NPL
3.12274, 2080-2099, hadgem2_ao, Feb Anomaly, NPL
4.39044, 2080-2099, hadgem2_ao, Mar Anomaly, NPL
4.52561, 2080-2099, hadgem2_ao, Apr Anomaly, NPL
2.87044, 2080-2099, hadgem2_ao, May Anomaly, NPL
2.83391, 2080-2099, hadgem2_ao, Jun Anomaly, NPL
0.61335, 2080-2099, hadgem2_ao, Jul Anomaly, NPL
2.58526, 2080-2099, hadgem2_ao, Aug Anomaly, NPL
6.53085, 2080-2099, hadgem2_ao, Sep Anomaly, NPL
13.5455, 2080-2099, hadgem2_ao, Oct Anomaly, NPL
11.223, 2080-2099, hadgem2_ao, Nov Anomaly, NPL
7.8928, 2080-2099, hadgem2_ao, Dec Anomaly, NPL
8.63039, 2080-2099, hadgem2_es, Jan Anomaly, NPL
3.83757, 2080-2099, hadgem2_es, Feb Anomaly, NPL
3.71305, 2080-2099, hadgem2_es, Mar Anomaly, NPL
5.14094, 2080-2099, hadgem2_es, Apr Anomaly, NPL
2.10194, 2080-2099, hadgem2_es, May Anomaly, NPL
7.82056, 2080-2099, hadgem2_es, Jun Anomaly, NPL
3.75022, 2080-2099, hadgem2_es, Jul Anomaly, NPL
4.58767, 2080-2099, hadgem2_es, Aug Anomaly, NPL
13.2496, 2080-2099, hadgem2_es, Sep Anomaly, NPL
19.8757, 2080-2099, hadgem2_es, Oct Anomaly, NPL
20.8732, 2080-2099, hadgem2_es, Nov Anomaly, NPL
7.15956, 2080-2099, hadgem2_es, Dec Anomaly, NPL
9.68536, 2080-2099, ipsl_cm5a_lr, Jan Anomaly, NPL
5.6933, 2080-2099, ipsl_cm5a_lr, Feb Anomaly, NPL
6.69914, 2080-2099, ipsl_cm5a_lr, Mar Anomaly, NPL
12.0656, 2080-2099, ipsl_cm5a_lr, Apr Anomaly, NPL
9.28093, 2080-2099, ipsl_cm5a_lr, May Anomaly, NPL
12.0959, 2080-2099, ipsl_cm5a_lr, Jun Anomaly, NPL
17.1985, 2080-2099, ipsl_cm5a_lr, Jul Anomaly, NPL
6.38912, 2080-2099, ipsl_cm5a_lr, Aug Anomaly, NPL
7.44045, 2080-2099, ipsl_cm5a_lr, Sep Anomaly, NPL
9.92948, 2080-2099, ipsl_cm5a_lr, Oct Anomaly, NPL
16.1448, 2080-2099, ipsl_cm5a_lr, Nov Anomaly, NPL
14.5981, 2080-2099, ipsl_cm5a_lr, Dec Anomaly, NPL
8.44714, 2080-2099, ipsl_cm5a_mr, Jan Anomaly, NPL
5.26609, 2080-2099, ipsl_cm5a_mr, Feb Anomaly, NPL
5.42095, 2080-2099, ipsl_cm5a_mr, Mar Anomaly, NPL
8.99299, 2080-2099, ipsl_cm5a_mr, Apr Anomaly, NPL
11.1208, 2080-2099, ipsl_cm5a_mr, May Anomaly, NPL
9.04518, 2080-2099, ipsl_cm5a_mr, Jun Anomaly, NPL
8.8868, 2080-2099, ipsl_cm5a_mr, Jul Anomaly, NPL
7.85572, 2080-2099, ipsl_cm5a_mr, Aug Anomaly, NPL
9.48011, 2080-2099, ipsl_cm5a_mr, Sep Anomaly, NPL
13.3536, 2080-2099, ipsl_cm5a_mr, Oct Anomaly, NPL
14.1416, 2080-2099, ipsl_cm5a_mr, Nov Anomaly, NPL
7.73231, 2080-2099, ipsl_cm5a_mr, Dec Anomaly, NPL
10.7603, 2080-2099, miroc_esm, Jan Anomaly, NPL
6.45594, 2080-2099, miroc_esm, Feb Anomaly, NPL
6.96143, 2080-2099, miroc_esm, Mar Anomaly, NPL
10.6908, 2080-2099, miroc_esm, Apr Anomaly, NPL
6.96473, 2080-2099, miroc_esm, May Anomaly, NPL
3.02802, 2080-2099, miroc_esm, Jun Anomaly, NPL
0.49717, 2080-2099, miroc_esm, Jul Anomaly, NPL
0.63814, 2080-2099, miroc_esm, Aug Anomaly, NPL
2.05796, 2080-2099, miroc_esm, Sep Anomaly, NPL
6.37505, 2080-2099, miroc_esm, Oct Anomaly, NPL
4.79202, 2080-2099, miroc_esm, Nov Anomaly, NPL
4.23107, 2080-2099, miroc_esm, Dec Anomaly, NPL
4.29263, 2080-2099, noresm1_m, Jan Anomaly, NPL
1.88053, 2080-2099, noresm1_m, Feb Anomaly, NPL
4.67972, 2080-2099, noresm1_m, Mar Anomaly, NPL
8.73413, 2080-2099, noresm1_m, Apr Anomaly, NPL
4.45634, 2080-2099, noresm1_m, May Anomaly, NPL
5.40045, 2080-2099, noresm1_m, Jun Anomaly, NPL
1.41724, 2080-2099, noresm1_m, Jul Anomaly, NPL
0.7042, 2080-2099, noresm1_m, Aug Anomaly, NPL
1.89747, 2080-2099, noresm1_m, Sep Anomaly, NPL
4.25383, 2080-2099, noresm1_m, Oct Anomaly, NPL
5.58455, 2080-2099, noresm1_m, Nov Anomaly, NPL
1.61007, 2080-2099, noresm1_m, Dec Anomaly, NPL
1.73175, 2080-2099, Ensemble (10th Percentile), Jan Anomaly, NPL
0.3267, 2080-2099, Ensemble (10th Percentile), Feb Anomaly, NPL
2.06701, 2080-2099, Ensemble (10th Percentile), Mar Anomaly, NPL
2.91774, 2080-2099, Ensemble (10th Percentile), Apr Anomaly, NPL
2.08439, 2080-2099, Ensemble (10th Percentile), May Anomaly, NPL
2.20591, 2080-2099, Ensemble (10th Percentile), Jun Anomaly, NPL
0.17631, 2080-2099, Ensemble (10th Percentile), Jul Anomaly, NPL
0.5188, 2080-2099, Ensemble (10th Percentile), Aug Anomaly, NPL
1.46932, 2080-2099, Ensemble (10th Percentile), Sep Anomaly, NPL
2.81871, 2080-2099, Ensemble (10th Percentile), Oct Anomaly, NPL
2.9096, 2080-2099, Ensemble (10th Percentile), Nov Anomaly, NPL
1.82454, 2080-2099, Ensemble (10th Percentile), Dec Anomaly, NPL
6.3248, 2080-2099, Ensemble (50th Percentile), Jan Anomaly, NPL
3.74557, 2080-2099, Ensemble (50th Percentile), Feb Anomaly, NPL
4.92339, 2080-2099, Ensemble (50th Percentile), Mar Anomaly, NPL
7.49123, 2080-2099, Ensemble (50th Percentile), Apr Anomaly, NPL
6.68889, 2080-2099, Ensemble (50th Percentile), May Anomaly, NPL
5.36526, 2080-2099, Ensemble (50th Percentile), Jun Anomaly, NPL
2.17963, 2080-2099, Ensemble (50th Percentile), Jul Anomaly, NPL
3.00637, 2080-2099, Ensemble (50th Percentile), Aug Anomaly, NPL
4.87762, 2080-2099, Ensemble (50th Percentile), Sep Anomaly, NPL
7.09596, 2080-2099, Ensemble (50th Percentile), Oct Anomaly, NPL
7.16675, 2080-2099, Ensemble (50th Percentile), Nov Anomaly, NPL
6.44927, 2080-2099, Ensemble (50th Percentile), Dec Anomaly, NPL
15.4399, 2080-2099, Ensemble (90th Percentile), Jan Anomaly, NPL
10.803, 2080-2099, Ensemble (90th Percentile), Feb Anomaly, NPL
8.50681, 2080-2099, Ensemble (90th Percentile), Mar Anomaly, NPL
13.4513, 2080-2099, Ensemble (90th Percentile), Apr Anomaly, NPL
13.6227, 2080-2099, Ensemble (90th Percentile), May Anomaly, NPL
14.1671, 2080-2099, Ensemble (90th Percentile), Jun Anomaly, NPL
17.6948, 2080-2099, Ensemble (90th Percentile), Jul Anomaly, NPL
15.6165, 2080-2099, Ensemble (90th Percentile), Aug Anomaly, NPL
15.4885, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
18.3915, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
18.4038, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
14.8697, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
47.6124, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
48.2741, 2080-2099, ccsm4, Annual Anomaly, NPL
67.497, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
110.389, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
147.155, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
46.3506, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
48.6561, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
59.4405, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
100.808, 2080-2099, hadgem2_es, Annual Anomaly, NPL
127.22, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
109.743, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
63.4574, 2080-2099, miroc_esm, Annual Anomaly, NPL
44.9111, 2080-2099, noresm1_m, Annual Anomaly, NPL
40.2307, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
65.645, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
136.226, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
