Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
-0.9408, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
-0.6444, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-0.1447, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-0.0032, 2040-2059, cesm1_cam5, May Anomaly, NPL
-0.0355, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
-0.3794, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
-0.8665, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
-0.9004, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
-0.9577, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-0.4713, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
-0.1528, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
-0.009, 2040-2059, cnrm_cm5, May Anomaly, NPL
-0.0086, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-0.957, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-1.5014, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-1.4842, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
-2.3108, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
-1.7475, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-0.2922, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
-0.0014, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
-0.0345, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-1.5379, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-2.0458, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
-3.3002, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
-2.166, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-1.2363, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-0.3841, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-0.0368, 2040-2059, gfdl_cm3, May Anomaly, NPL
-0.0294, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-1.0831, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-4.3464, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-1.7224, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
-0.1269, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
-1.2291, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
-0.043, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.00206, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-0.0276, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-0.1964, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
-1.5779, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-1.2224, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
-0.831, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-0.414, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
-0.389, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.0908, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-0.0522, 2040-2059, gfdl_esm2m, May Anomaly, NPL
-0.0194, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-0.1211, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
-1.4213, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
-0.5062, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-0.8291, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-1.1441, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-0.9879, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-0.1741, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
-0.0014, 2040-2059, hadgem2_ao, May Anomaly, NPL
-0.0519, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-1.3864, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-1.7518, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-2.6035, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-1.6954, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-1.602, 2040-2059, hadgem2_es, Mar Anomaly, NPL
-0.1533, 2040-2059, hadgem2_es, Apr Anomaly, NPL
-3.0E-4, 2040-2059, hadgem2_es, May Anomaly, NPL
-0.0353, 2040-2059, hadgem2_es, Oct Anomaly, NPL
-0.963, 2040-2059, hadgem2_es, Nov Anomaly, NPL
-1.1457, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-2.3986, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
-1.8027, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
-1.5309, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
-0.2448, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
-0.0203, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
-0.1503, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
-1.7332, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
-2.5791, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
-1.9331, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
-2.2169, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
-1.7162, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
-0.6748, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
-0.0309, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
-0.103, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
-0.9573, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
-1.5793, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
-2.2109, 2040-2059, miroc5, Jan Anomaly, NPL
-1.8138, 2040-2059, miroc5, Feb Anomaly, NPL
-1.615, 2040-2059, miroc5, Mar Anomaly, NPL
-0.2106, 2040-2059, miroc5, Apr Anomaly, NPL
-0.002, 2040-2059, miroc5, May Anomaly, NPL
-0.0057, 2040-2059, miroc5, Oct Anomaly, NPL
-0.5734, 2040-2059, miroc5, Nov Anomaly, NPL
-1.9271, 2040-2059, miroc5, Dec Anomaly, NPL
-3.2065, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
-2.8034, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
-1.3247, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
-0.1176, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
-0.0071, 2040-2059, miroc_esm_chem, May Anomaly, NPL
-0.0056, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
-0.9596, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
-4.0762, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
-1.3356, 2040-2059, miroc_esm, Jan Anomaly, NPL
-1.1485, 2040-2059, miroc_esm, Feb Anomaly, NPL
-0.5619, 2040-2059, miroc_esm, Mar Anomaly, NPL
-0.1422, 2040-2059, miroc_esm, Apr Anomaly, NPL
-0.0049, 2040-2059, miroc_esm, May Anomaly, NPL
-0.0037, 2040-2059, miroc_esm, Oct Anomaly, NPL
-0.8298, 2040-2059, miroc_esm, Nov Anomaly, NPL
-1.9723, 2040-2059, miroc_esm, Dec Anomaly, NPL
-1.986, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
-1.8102, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
-0.9052, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
-0.0855, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
-3.0E-4, 2040-2059, mpi_esm_lr, May Anomaly, NPL
0.01614, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-0.5877, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-1.9275, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-0.8315, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-1.1619, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
-0.6977, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
-0.138, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
0.02364, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
-0.2064, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
-0.7916, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
-0.4534, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
-0.6871, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-0.4496, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
-0.1399, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-0.0167, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-1.4231, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-1.9814, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
-1.1473, 2040-2059, noresm1_m, Jan Anomaly, NPL
-0.852, 2040-2059, noresm1_m, Feb Anomaly, NPL
-1.1348, 2040-2059, noresm1_m, Mar Anomaly, NPL
-0.169, 2040-2059, noresm1_m, Apr Anomaly, NPL
-0.0277, 2040-2059, noresm1_m, Oct Anomaly, NPL
-1.2068, 2040-2059, noresm1_m, Nov Anomaly, NPL
-1.3664, 2040-2059, noresm1_m, Dec Anomaly, NPL
-3.3063, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-2.5938, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.8759, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.2547, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-0.0047, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.0695, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.7385, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-3.6358, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-1.5736, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-1.0862, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.9166, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1756, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.0043, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-0.0455, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-1.0881, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-2.1381, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
0.37715, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
0.50524, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
0.17158, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
0.04994, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
0.00572, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
0.0, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
0.06463, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
-0.1099, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
0.4794, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
-7.2622, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
-2.891, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
-7.0228, 2040-2059, bnu_esm, Annual Anomaly, NPL
-8.2155, 2040-2059, canesm2, Annual Anomaly, NPL
-4.9288, 2040-2059, ccsm4, Annual Anomaly, NPL
-4.1151, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-4.9527, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
-9.4546, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
-12.582, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-6.1439, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-3.8453, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
-6.0652, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-7.9324, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-10.46, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
-9.2119, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
-8.3589, 2040-2059, miroc5, Annual Anomaly, NPL
-12.497, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
-5.9973, 2040-2059, miroc_esm, Annual Anomaly, NPL
-7.2839, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-3.8057, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
-5.1562, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
-5.9043, 2040-2059, noresm1_m, Annual Anomaly, NPL
-12.89, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-6.9548, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
-0.9048, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
