Number of Ice Days (Tmax < 0°C) - (Days), Year, Model, Statistics, ISO3
8.5E-4, 2080-2099, Ensemble (90th Percentile), Sep Anomaly, NPL
-0.0078, 2080-2099, Ensemble (90th Percentile), Oct Anomaly, NPL
-0.6399, 2080-2099, Ensemble (90th Percentile), Nov Anomaly, NPL
-0.8206, 2080-2099, Ensemble (90th Percentile), Dec Anomaly, NPL
-12.426, 2080-2099, bcc_csm1_1_m, Annual Anomaly, NPL
-9.996, 2080-2099, bcc_csm1_1, Annual Anomaly, NPL
-9.3781, 2080-2099, ccsm4, Annual Anomaly, NPL
-10.361, 2080-2099, cesm1_cam5, Annual Anomaly, NPL
-14.378, 2080-2099, csiro_mk3_6_0, Annual Anomaly, NPL
-22.067, 2080-2099, gfdl_cm3, Annual Anomaly, NPL
-14.123, 2080-2099, gfdl_esm2g, Annual Anomaly, NPL
-11.797, 2080-2099, gfdl_esm2m, Annual Anomaly, NPL
-13.848, 2080-2099, hadgem2_ao, Annual Anomaly, NPL
-13.931, 2080-2099, hadgem2_es, Annual Anomaly, NPL
-17.299, 2080-2099, ipsl_cm5a_lr, Annual Anomaly, NPL
-16.86, 2080-2099, ipsl_cm5a_mr, Annual Anomaly, NPL
-14.949, 2080-2099, miroc5, Annual Anomaly, NPL
-20.158, 2080-2099, miroc_esm_chem, Annual Anomaly, NPL
-16.971, 2080-2099, miroc_esm, Annual Anomaly, NPL
-13.088, 2080-2099, mri_cgcm3, Annual Anomaly, NPL
-11.596, 2080-2099, noresm1_m, Annual Anomaly, NPL
-20.302, 2080-2099, Ensemble (10th Percentile), Annual Anomaly, NPL
-15.104, 2080-2099, Ensemble (50th Percentile), Annual Anomaly, NPL
-5.7964, 2080-2099, Ensemble (90th Percentile), Annual Anomaly, NPL
