Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
-0.1186, 2040-2059, bnu_esm, Mar Anomaly, NPL
0.68787, 2040-2059, bnu_esm, Apr Anomaly, NPL
0.43347, 2040-2059, bnu_esm, May Anomaly, NPL
-0.0158, 2040-2059, bnu_esm, Jun Anomaly, NPL
-1.1982, 2040-2059, bnu_esm, Jul Anomaly, NPL
-2.4921, 2040-2059, bnu_esm, Aug Anomaly, NPL
1.65499, 2040-2059, bnu_esm, Sep Anomaly, NPL
7.93591, 2040-2059, bnu_esm, Oct Anomaly, NPL
0.25095, 2040-2059, bnu_esm, Nov Anomaly, NPL
0.01383, 2040-2059, bnu_esm, Dec Anomaly, NPL
0.61305, 2040-2059, canesm2, Jan Anomaly, NPL
0.67967, 2040-2059, canesm2, Feb Anomaly, NPL
0.1221, 2040-2059, canesm2, Mar Anomaly, NPL
0.16176, 2040-2059, canesm2, Apr Anomaly, NPL
-1.2447, 2040-2059, canesm2, May Anomaly, NPL
-3.0521, 2040-2059, canesm2, Jun Anomaly, NPL
-1.1826, 2040-2059, canesm2, Jul Anomaly, NPL
-2.3187, 2040-2059, canesm2, Aug Anomaly, NPL
-3.7454, 2040-2059, canesm2, Sep Anomaly, NPL
2.3984, 2040-2059, canesm2, Oct Anomaly, NPL
0.1193, 2040-2059, canesm2, Nov Anomaly, NPL
-0.6794, 2040-2059, canesm2, Dec Anomaly, NPL
-0.0184, 2040-2059, ccsm4, Jan Anomaly, NPL
-0.6201, 2040-2059, ccsm4, Feb Anomaly, NPL
-0.6397, 2040-2059, ccsm4, Mar Anomaly, NPL
1.24105, 2040-2059, ccsm4, Apr Anomaly, NPL
-0.9205, 2040-2059, ccsm4, May Anomaly, NPL
-1.8346, 2040-2059, ccsm4, Jun Anomaly, NPL
-0.831, 2040-2059, ccsm4, Jul Anomaly, NPL
-1.0599, 2040-2059, ccsm4, Aug Anomaly, NPL
-4.6154, 2040-2059, ccsm4, Sep Anomaly, NPL
-18.194, 2040-2059, ccsm4, Oct Anomaly, NPL
-0.3264, 2040-2059, ccsm4, Nov Anomaly, NPL
-1.5013, 2040-2059, ccsm4, Dec Anomaly, NPL
-0.2323, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
-0.1179, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
-0.2111, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
-0.3891, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
-0.6537, 2040-2059, cesm1_bgc, May Anomaly, NPL
-0.6771, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
-5.5758, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
-8.7795, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
-10.7, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
-1.0214, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
0.82393, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
0.12189, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
-0.8183, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
0.28397, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
0.1874, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
-0.6425, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
-1.6902, 2040-2059, cesm1_cam5, May Anomaly, NPL
0.64322, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
1.58081, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
0.25215, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
-5.3671, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
3.64504, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
0.40578, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
0.20407, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
0.19047, 2040-2059, cmcc_cesm, Jan Anomaly, NPL
-0.1635, 2040-2059, cmcc_cesm, Feb Anomaly, NPL
-0.2429, 2040-2059, cmcc_cesm, Mar Anomaly, NPL
0.39203, 2040-2059, cmcc_cesm, Apr Anomaly, NPL
0.94557, 2040-2059, cmcc_cesm, May Anomaly, NPL
-3.5198, 2040-2059, cmcc_cesm, Jun Anomaly, NPL
-4.6676, 2040-2059, cmcc_cesm, Jul Anomaly, NPL
-8.6073, 2040-2059, cmcc_cesm, Aug Anomaly, NPL
-6.1261, 2040-2059, cmcc_cesm, Sep Anomaly, NPL
0.6057, 2040-2059, cmcc_cesm, Oct Anomaly, NPL
-0.069, 2040-2059, cmcc_cesm, Nov Anomaly, NPL
0.41288, 2040-2059, cmcc_cesm, Dec Anomaly, NPL
-0.6203, 2040-2059, cmcc_cm, Jan Anomaly, NPL
-0.7982, 2040-2059, cmcc_cm, Feb Anomaly, NPL
-0.7241, 2040-2059, cmcc_cm, Mar Anomaly, NPL
-0.3802, 2040-2059, cmcc_cm, Apr Anomaly, NPL
1.23601, 2040-2059, cmcc_cm, May Anomaly, NPL
-0.0278, 2040-2059, cmcc_cm, Jun Anomaly, NPL
-3.2007, 2040-2059, cmcc_cm, Jul Anomaly, NPL
-5.5895, 2040-2059, cmcc_cm, Aug Anomaly, NPL
-6.369, 2040-2059, cmcc_cm, Sep Anomaly, NPL
-0.1182, 2040-2059, cmcc_cm, Oct Anomaly, NPL
-0.4647, 2040-2059, cmcc_cm, Nov Anomaly, NPL
-0.8434, 2040-2059, cmcc_cm, Dec Anomaly, NPL
-0.452, 2040-2059, cmcc_cms, Jan Anomaly, NPL
-0.6762, 2040-2059, cmcc_cms, Feb Anomaly, NPL
-1.0674, 2040-2059, cmcc_cms, Mar Anomaly, NPL
-1.0779, 2040-2059, cmcc_cms, Apr Anomaly, NPL
-1.2798, 2040-2059, cmcc_cms, May Anomaly, NPL
0.76928, 2040-2059, cmcc_cms, Jun Anomaly, NPL
-0.0456, 2040-2059, cmcc_cms, Jul Anomaly, NPL
1.83486, 2040-2059, cmcc_cms, Aug Anomaly, NPL
-0.8023, 2040-2059, cmcc_cms, Sep Anomaly, NPL
-0.3186, 2040-2059, cmcc_cms, Oct Anomaly, NPL
-0.527, 2040-2059, cmcc_cms, Nov Anomaly, NPL
-0.6405, 2040-2059, cmcc_cms, Dec Anomaly, NPL
-1.5677, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
0.07179, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
-0.5614, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
1.07998, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
3.99477, 2040-2059, cnrm_cm5, May Anomaly, NPL
5.55203, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
7.22216, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
4.30552, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
1.7597, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
-5.5125, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
-0.7769, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
-0.1483, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
-0.5227, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
0.34932, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
0.00458, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
-0.1158, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
1.57147, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
1.45997, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
2.2169, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
4.38189, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
11.1292, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
3.78933, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
-0.4125, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
-0.0901, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
0.65049, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
-0.0281, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
-0.2863, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
-0.5614, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
-0.7881, 2040-2059, gfdl_cm3, May Anomaly, NPL
1.56723, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
1.7468, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
3.86146, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
11.7695, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
22.7497, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
-0.073, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
-0.1622, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
-0.3732, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
-0.3396, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
0.13177, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
0.02301, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
0.55054, 2040-2059, gfdl_esm2g, May Anomaly, NPL
-1.0492, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
-3.4237, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
-5.2049, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
-8.6922, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
-19.107, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
0.59203, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
-0.4021, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
0.2228, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
-0.5378, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
0.21519, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
-0.1165, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
-0.3899, 2040-2059, gfdl_esm2m, May Anomaly, NPL
0.35649, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
0.68154, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
-3.0848, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
-9.579, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
-2.8208, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
1.38946, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
0.16359, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
-0.4139, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
-0.8308, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
-1.4735, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
-3.2298, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
1.1402, 2040-2059, hadgem2_ao, May Anomaly, NPL
-2.7564, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
-1.4991, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
-3.1114, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
0.22586, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
18.8634, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
-1.0751, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
-0.3204, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
-0.9023, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
-0.9027, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
-1.8465, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
-4.1282, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
-4.741, 2040-2059, hadgem2_cc, May Anomaly, NPL
-9.0218, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
-9.2873, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
-8.9162, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
-1.9985, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
2.29191, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
-1.646, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
-0.6556, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
0.6206, 2040-2059, hadgem2_es, Jan Anomaly, NPL
-0.7744, 2040-2059, hadgem2_es, Feb Anomaly, NPL
-1.0647, 2040-2059, hadgem2_es, Mar Anomaly, NPL
1.31309, 2040-2059, hadgem2_es, Apr Anomaly, NPL
1.14463, 2040-2059, hadgem2_es, May Anomaly, NPL
-2.3722, 2040-2059, hadgem2_es, Jun Anomaly, NPL
-5.9628, 2040-2059, hadgem2_es, Jul Anomaly, NPL
-8.7896, 2040-2059, hadgem2_es, Aug Anomaly, NPL
-18.821, 2040-2059, hadgem2_es, Sep Anomaly, NPL
-2.1784, 2040-2059, hadgem2_es, Oct Anomaly, NPL
-0.8675, 2040-2059, hadgem2_es, Nov Anomaly, NPL
-0.4125, 2040-2059, hadgem2_es, Dec Anomaly, NPL
-0.4954, 2040-2059, miroc5, Jan Anomaly, NPL
-0.1457, 2040-2059, miroc5, Feb Anomaly, NPL
-0.111, 2040-2059, miroc5, Mar Anomaly, NPL
0.04487, 2040-2059, miroc5, Apr Anomaly, NPL
1.13862, 2040-2059, miroc5, May Anomaly, NPL
1.27475, 2040-2059, miroc5, Jun Anomaly, NPL
2.79714, 2040-2059, miroc5, Jul Anomaly, NPL
0.22587, 2040-2059, miroc5, Aug Anomaly, NPL
-4.1024, 2040-2059, miroc5, Sep Anomaly, NPL
2.6374, 2040-2059, miroc5, Oct Anomaly, NPL
1.25023, 2040-2059, miroc5, Nov Anomaly, NPL
0.05841, 2040-2059, miroc5, Dec Anomaly, NPL
-0.2444, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
-0.5365, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
-0.137, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
0.20798, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
0.19988, 2040-2059, mpi_esm_lr, May Anomaly, NPL
-1.776, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
-5.5384, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
-8.8201, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
-7.4057, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
-3.2568, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
-0.46, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
-0.4146, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
-0.2999, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
-0.5685, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
0.51345, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
-0.5854, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
-0.9815, 2040-2059, mpi_esm_mr, May Anomaly, NPL
-2.5216, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
-7.1276, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
-10.004, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
-6.9263, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
0.61606, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
0.34726, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.10112, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.39029, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
0.15519, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
-0.3255, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
0.27265, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
-0.7886, 2040-2059, mri_cgcm3, May Anomaly, NPL
0.11156, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
-0.9586, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
-2.0349, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
-1.3802, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
1.82228, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
-0.733, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
-0.9873, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
0.01355, 2040-2059, mri_esm1, Jan Anomaly, NPL
-0.0118, 2040-2059, mri_esm1, Feb Anomaly, NPL
-0.083, 2040-2059, mri_esm1, Mar Anomaly, NPL
0.66265, 2040-2059, mri_esm1, Apr Anomaly, NPL
0.4844, 2040-2059, mri_esm1, May Anomaly, NPL
0.74688, 2040-2059, mri_esm1, Jun Anomaly, NPL
-0.4514, 2040-2059, mri_esm1, Jul Anomaly, NPL
-0.6023, 2040-2059, mri_esm1, Aug Anomaly, NPL
-1.7168, 2040-2059, mri_esm1, Sep Anomaly, NPL
0.81765, 2040-2059, mri_esm1, Oct Anomaly, NPL
-0.4898, 2040-2059, mri_esm1, Nov Anomaly, NPL
-0.1015, 2040-2059, mri_esm1, Dec Anomaly, NPL
0.37215, 2040-2059, noresm1_m, Jan Anomaly, NPL
-0.2488, 2040-2059, noresm1_m, Feb Anomaly, NPL
-0.3062, 2040-2059, noresm1_m, Mar Anomaly, NPL
-1.0903, 2040-2059, noresm1_m, Apr Anomaly, NPL
0.43426, 2040-2059, noresm1_m, May Anomaly, NPL
3.00898, 2040-2059, noresm1_m, Jun Anomaly, NPL
2.3459, 2040-2059, noresm1_m, Jul Anomaly, NPL
2.52044, 2040-2059, noresm1_m, Aug Anomaly, NPL
1.46141, 2040-2059, noresm1_m, Sep Anomaly, NPL
0.69745, 2040-2059, noresm1_m, Oct Anomaly, NPL
-0.0938, 2040-2059, noresm1_m, Nov Anomaly, NPL
0.31033, 2040-2059, noresm1_m, Dec Anomaly, NPL
-1.2006, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.2318, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.2889, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.5977, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.4615, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-8.9076, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-21.31, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-35.546, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-50.235, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-14.669, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.8493, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.5991, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
-0.2079, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.315, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
-0.2263, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1661, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.3161, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
-0.2767, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
-1.3257, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
-4.4312, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
-7.7704, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
-1.4027, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.5772, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.5265, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
1.88913, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
2.73075, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
6.3124, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
12.061, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
24.1745, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
23.6992, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
26.9327, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
31.2314, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
39.8837, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
36.5943, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
1.97095, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
1.52304, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
3.72122, 2040-2059, access1_0, Annual Anomaly, NPL
4.536, 2040-2059, access1_3, Annual Anomaly, NPL
-2.8346, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
2.14527, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
0.88248, 2040-2059, bnu_esm, Annual Anomaly, NPL
-3.3207, 2040-2059, canesm2, Annual Anomaly, NPL
-4.0674, 2040-2059, ccsm4, Annual Anomaly, NPL
-10.33, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
-1.9117, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
-9.0209, 2040-2059, cmcc_cesm, Annual Anomaly, NPL
-6.6024, 2040-2059, cmcc_cm, Annual Anomaly, NPL
0.35208, 2040-2059, cmcc_cms, Annual Anomaly, NPL
3.59551, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
6.9377, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
11.8388, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
-10.648, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
-6.5842, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
-1.0843, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
-5.3664, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
-11.73, 2040-2059, hadgem2_es, Annual Anomaly, NPL
-1.1873, 2040-2059, miroc5, Annual Anomaly, NPL
-8.0397, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
-10.25, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
-1.0583, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
-0.5638, 2040-2059, mri_esm1, Annual Anomaly, NPL
2.05072, 2040-2059, noresm1_m, Annual Anomaly, NPL
-46.987, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
-5.9212, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
34.0591, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
