Maximum Length of Consecutive Wet Spell - (Days), Year, Model, Statistics, ISO3
2.7552, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
6.2193, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
11.0128, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
0.70389, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.5427, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
-1.1395, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
0.14175, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
0.08613, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
0.62438, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
2.36258, 2020-2039, cnrm_cm5, May Anomaly, NPL
2.42603, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
2.99404, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
4.70691, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
-0.0317, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
-5.6726, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
-0.7814, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
-0.5889, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
-0.083, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
-0.1279, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
-1.0116, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
-0.0912, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
1.27757, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
-0.0721, 2020-2039, csiro_mk3_6_0, Jun Anomaly, NPL
-0.1004, 2020-2039, csiro_mk3_6_0, Jul Anomaly, NPL
0.64897, 2020-2039, csiro_mk3_6_0, Aug Anomaly, NPL
6.45114, 2020-2039, csiro_mk3_6_0, Sep Anomaly, NPL
3.10714, 2020-2039, csiro_mk3_6_0, Oct Anomaly, NPL
-0.6287, 2020-2039, csiro_mk3_6_0, Nov Anomaly, NPL
-0.2121, 2020-2039, csiro_mk3_6_0, Dec Anomaly, NPL
-0.0479, 2020-2039, gfdl_cm3, Jan Anomaly, NPL
-0.674, 2020-2039, gfdl_cm3, Feb Anomaly, NPL
0.35119, 2020-2039, gfdl_cm3, Mar Anomaly, NPL
-0.5668, 2020-2039, gfdl_cm3, Apr Anomaly, NPL
0.69549, 2020-2039, gfdl_cm3, May Anomaly, NPL
3.69055, 2020-2039, gfdl_cm3, Jun Anomaly, NPL
4.19515, 2020-2039, gfdl_cm3, Jul Anomaly, NPL
3.60756, 2020-2039, gfdl_cm3, Aug Anomaly, NPL
4.98441, 2020-2039, gfdl_cm3, Sep Anomaly, NPL
-5.4197, 2020-2039, gfdl_cm3, Oct Anomaly, NPL
-0.2268, 2020-2039, gfdl_cm3, Nov Anomaly, NPL
-0.7988, 2020-2039, gfdl_cm3, Dec Anomaly, NPL
0.30986, 2020-2039, gfdl_esm2g, Jan Anomaly, NPL
0.01817, 2020-2039, gfdl_esm2g, Feb Anomaly, NPL
0.00503, 2020-2039, gfdl_esm2g, Mar Anomaly, NPL
-0.3822, 2020-2039, gfdl_esm2g, Apr Anomaly, NPL
-0.5174, 2020-2039, gfdl_esm2g, May Anomaly, NPL
-2.6551, 2020-2039, gfdl_esm2g, Jun Anomaly, NPL
-4.2281, 2020-2039, gfdl_esm2g, Jul Anomaly, NPL
-7.2212, 2020-2039, gfdl_esm2g, Aug Anomaly, NPL
-11.251, 2020-2039, gfdl_esm2g, Sep Anomaly, NPL
-20.775, 2020-2039, gfdl_esm2g, Oct Anomaly, NPL
-0.364, 2020-2039, gfdl_esm2g, Nov Anomaly, NPL
0.31952, 2020-2039, gfdl_esm2g, Dec Anomaly, NPL
0.4924, 2020-2039, gfdl_esm2m, Jan Anomaly, NPL
0.24194, 2020-2039, gfdl_esm2m, Feb Anomaly, NPL
0.71421, 2020-2039, gfdl_esm2m, Mar Anomaly, NPL
-0.6003, 2020-2039, gfdl_esm2m, Apr Anomaly, NPL
-0.9892, 2020-2039, gfdl_esm2m, May Anomaly, NPL
-1.2542, 2020-2039, gfdl_esm2m, Jun Anomaly, NPL
-2.0226, 2020-2039, gfdl_esm2m, Jul Anomaly, NPL
-11.604, 2020-2039, gfdl_esm2m, Aug Anomaly, NPL
-16.249, 2020-2039, gfdl_esm2m, Sep Anomaly, NPL
-6.6316, 2020-2039, gfdl_esm2m, Oct Anomaly, NPL
2.50781, 2020-2039, gfdl_esm2m, Nov Anomaly, NPL
0.4776, 2020-2039, gfdl_esm2m, Dec Anomaly, NPL
-0.5966, 2020-2039, hadgem2_ao, Jan Anomaly, NPL
-1.538, 2020-2039, hadgem2_ao, Feb Anomaly, NPL
-1.1815, 2020-2039, hadgem2_ao, Mar Anomaly, NPL
-0.9316, 2020-2039, hadgem2_ao, Apr Anomaly, NPL
-0.068, 2020-2039, hadgem2_ao, May Anomaly, NPL
-2.6094, 2020-2039, hadgem2_ao, Jun Anomaly, NPL
-1.5257, 2020-2039, hadgem2_ao, Jul Anomaly, NPL
-3.5588, 2020-2039, hadgem2_ao, Aug Anomaly, NPL
0.48205, 2020-2039, hadgem2_ao, Sep Anomaly, NPL
15.7983, 2020-2039, hadgem2_ao, Oct Anomaly, NPL
-1.301, 2020-2039, hadgem2_ao, Nov Anomaly, NPL
-0.4009, 2020-2039, hadgem2_ao, Dec Anomaly, NPL
-0.2687, 2020-2039, hadgem2_cc, Jan Anomaly, NPL
-0.721, 2020-2039, hadgem2_cc, Feb Anomaly, NPL
0.56234, 2020-2039, hadgem2_cc, Mar Anomaly, NPL
-3.5863, 2020-2039, hadgem2_cc, Apr Anomaly, NPL
-2.3954, 2020-2039, hadgem2_cc, May Anomaly, NPL
-0.5697, 2020-2039, hadgem2_cc, Jun Anomaly, NPL
-0.4231, 2020-2039, hadgem2_cc, Jul Anomaly, NPL
0.87816, 2020-2039, hadgem2_cc, Aug Anomaly, NPL
7.86573, 2020-2039, hadgem2_cc, Sep Anomaly, NPL
3.1068, 2020-2039, hadgem2_cc, Oct Anomaly, NPL
-0.3283, 2020-2039, hadgem2_cc, Nov Anomaly, NPL
-1.0181, 2020-2039, hadgem2_cc, Dec Anomaly, NPL
0.32474, 2020-2039, inmcm4, Jan Anomaly, NPL
0.0552, 2020-2039, inmcm4, Feb Anomaly, NPL
-0.1844, 2020-2039, inmcm4, Mar Anomaly, NPL
0.07878, 2020-2039, inmcm4, Apr Anomaly, NPL
0.89218, 2020-2039, inmcm4, May Anomaly, NPL
2.30175, 2020-2039, inmcm4, Jun Anomaly, NPL
2.71982, 2020-2039, inmcm4, Jul Anomaly, NPL
3.31256, 2020-2039, inmcm4, Aug Anomaly, NPL
1.84941, 2020-2039, inmcm4, Sep Anomaly, NPL
-16.528, 2020-2039, inmcm4, Oct Anomaly, NPL
-1.0044, 2020-2039, inmcm4, Nov Anomaly, NPL
1.07286, 2020-2039, inmcm4, Dec Anomaly, NPL
-0.1333, 2020-2039, miroc5, Jan Anomaly, NPL
-0.0296, 2020-2039, miroc5, Feb Anomaly, NPL
-0.0824, 2020-2039, miroc5, Mar Anomaly, NPL
0.15563, 2020-2039, miroc5, Apr Anomaly, NPL
-0.2315, 2020-2039, miroc5, May Anomaly, NPL
1.7435, 2020-2039, miroc5, Jun Anomaly, NPL
3.343, 2020-2039, miroc5, Jul Anomaly, NPL
0.76816, 2020-2039, miroc5, Aug Anomaly, NPL
-6.6077, 2020-2039, miroc5, Sep Anomaly, NPL
-3.3713, 2020-2039, miroc5, Oct Anomaly, NPL
-0.1244, 2020-2039, miroc5, Nov Anomaly, NPL
0.12623, 2020-2039, miroc5, Dec Anomaly, NPL
0.29609, 2020-2039, miroc_esm, Jan Anomaly, NPL
-1.3077, 2020-2039, miroc_esm, Feb Anomaly, NPL
0.32694, 2020-2039, miroc_esm, Mar Anomaly, NPL
0.78332, 2020-2039, miroc_esm, Apr Anomaly, NPL
-0.0216, 2020-2039, miroc_esm, May Anomaly, NPL
1.07334, 2020-2039, miroc_esm, Jun Anomaly, NPL
2.55932, 2020-2039, miroc_esm, Jul Anomaly, NPL
-1.3845, 2020-2039, miroc_esm, Aug Anomaly, NPL
-3.1356, 2020-2039, miroc_esm, Sep Anomaly, NPL
-1.192, 2020-2039, miroc_esm, Oct Anomaly, NPL
-1.5106, 2020-2039, miroc_esm, Nov Anomaly, NPL
0.14168, 2020-2039, miroc_esm, Dec Anomaly, NPL
0.30231, 2020-2039, mpi_esm_lr, Jan Anomaly, NPL
-0.6119, 2020-2039, mpi_esm_lr, Feb Anomaly, NPL
0.15511, 2020-2039, mpi_esm_lr, Mar Anomaly, NPL
-0.5734, 2020-2039, mpi_esm_lr, Apr Anomaly, NPL
0.89511, 2020-2039, mpi_esm_lr, May Anomaly, NPL
0.68457, 2020-2039, mpi_esm_lr, Jun Anomaly, NPL
-3.5556, 2020-2039, mpi_esm_lr, Jul Anomaly, NPL
-2.0129, 2020-2039, mpi_esm_lr, Aug Anomaly, NPL
-1.7919, 2020-2039, mpi_esm_lr, Sep Anomaly, NPL
-5.6427, 2020-2039, mpi_esm_lr, Oct Anomaly, NPL
-0.8737, 2020-2039, mpi_esm_lr, Nov Anomaly, NPL
-0.655, 2020-2039, mpi_esm_lr, Dec Anomaly, NPL
-0.1486, 2020-2039, mpi_esm_mr, Jan Anomaly, NPL
-0.582, 2020-2039, mpi_esm_mr, Feb Anomaly, NPL
0.63127, 2020-2039, mpi_esm_mr, Mar Anomaly, NPL
0.99662, 2020-2039, mpi_esm_mr, Apr Anomaly, NPL
-0.6901, 2020-2039, mpi_esm_mr, May Anomaly, NPL
4.0893, 2020-2039, mpi_esm_mr, Jun Anomaly, NPL
-1.0771, 2020-2039, mpi_esm_mr, Jul Anomaly, NPL
-2.872, 2020-2039, mpi_esm_mr, Aug Anomaly, NPL
6.18792, 2020-2039, mpi_esm_mr, Sep Anomaly, NPL
4.49262, 2020-2039, mpi_esm_mr, Oct Anomaly, NPL
0.15726, 2020-2039, mpi_esm_mr, Nov Anomaly, NPL
0.12813, 2020-2039, mpi_esm_mr, Dec Anomaly, NPL
0.23547, 2020-2039, mri_cgcm3, Jan Anomaly, NPL
0.12918, 2020-2039, mri_cgcm3, Feb Anomaly, NPL
0.29692, 2020-2039, mri_cgcm3, Mar Anomaly, NPL
0.04822, 2020-2039, mri_cgcm3, Apr Anomaly, NPL
-0.1838, 2020-2039, mri_cgcm3, May Anomaly, NPL
0.52784, 2020-2039, mri_cgcm3, Jun Anomaly, NPL
1.41387, 2020-2039, mri_cgcm3, Jul Anomaly, NPL
1.24159, 2020-2039, mri_cgcm3, Aug Anomaly, NPL
0.8792, 2020-2039, mri_cgcm3, Sep Anomaly, NPL
0.27553, 2020-2039, mri_cgcm3, Oct Anomaly, NPL
-0.0365, 2020-2039, mri_cgcm3, Nov Anomaly, NPL
-0.7029, 2020-2039, mri_cgcm3, Dec Anomaly, NPL
-0.0493, 2020-2039, noresm1_m, Jan Anomaly, NPL
0.21837, 2020-2039, noresm1_m, Feb Anomaly, NPL
-0.9671, 2020-2039, noresm1_m, Mar Anomaly, NPL
-0.9288, 2020-2039, noresm1_m, Apr Anomaly, NPL
1.12422, 2020-2039, noresm1_m, May Anomaly, NPL
-0.569, 2020-2039, noresm1_m, Jun Anomaly, NPL
-0.1379, 2020-2039, noresm1_m, Jul Anomaly, NPL
-0.8381, 2020-2039, noresm1_m, Aug Anomaly, NPL
4.24755, 2020-2039, noresm1_m, Sep Anomaly, NPL
6.38487, 2020-2039, noresm1_m, Oct Anomaly, NPL
-1.3596, 2020-2039, noresm1_m, Nov Anomaly, NPL
-0.6327, 2020-2039, noresm1_m, Dec Anomaly, NPL
-0.9844, 2020-2039, Ensemble (10th Percentile), Jan Anomaly, NPL
-1.2262, 2020-2039, Ensemble (10th Percentile), Feb Anomaly, NPL
-1.2494, 2020-2039, Ensemble (10th Percentile), Mar Anomaly, NPL
-1.6724, 2020-2039, Ensemble (10th Percentile), Apr Anomaly, NPL
-3.2182, 2020-2039, Ensemble (10th Percentile), May Anomaly, NPL
-9.3937, 2020-2039, Ensemble (10th Percentile), Jun Anomaly, NPL
-21.98, 2020-2039, Ensemble (10th Percentile), Jul Anomaly, NPL
-35.968, 2020-2039, Ensemble (10th Percentile), Aug Anomaly, NPL
-49.363, 2020-2039, Ensemble (10th Percentile), Sep Anomaly, NPL
-14.346, 2020-2039, Ensemble (10th Percentile), Oct Anomaly, NPL
-1.7345, 2020-2039, Ensemble (10th Percentile), Nov Anomaly, NPL
-1.6064, 2020-2039, Ensemble (10th Percentile), Dec Anomaly, NPL
0.21968, 2020-2039, Ensemble (50th Percentile), Jan Anomaly, NPL
-0.1271, 2020-2039, Ensemble (50th Percentile), Feb Anomaly, NPL
0.07374, 2020-2039, Ensemble (50th Percentile), Mar Anomaly, NPL
-0.1297, 2020-2039, Ensemble (50th Percentile), Apr Anomaly, NPL
-0.3767, 2020-2039, Ensemble (50th Percentile), May Anomaly, NPL
0.3122, 2020-2039, Ensemble (50th Percentile), Jun Anomaly, NPL
-2.1396, 2020-2039, Ensemble (50th Percentile), Jul Anomaly, NPL
-4.0651, 2020-2039, Ensemble (50th Percentile), Aug Anomaly, NPL
-3.8791, 2020-2039, Ensemble (50th Percentile), Sep Anomaly, NPL
1.46274, 2020-2039, Ensemble (50th Percentile), Oct Anomaly, NPL
-0.1977, 2020-2039, Ensemble (50th Percentile), Nov Anomaly, NPL
-0.2458, 2020-2039, Ensemble (50th Percentile), Dec Anomaly, NPL
1.81188, 2020-2039, Ensemble (90th Percentile), Jan Anomaly, NPL
2.53091, 2020-2039, Ensemble (90th Percentile), Feb Anomaly, NPL
6.55022, 2020-2039, Ensemble (90th Percentile), Mar Anomaly, NPL
11.7783, 2020-2039, Ensemble (90th Percentile), Apr Anomaly, NPL
21.9258, 2020-2039, Ensemble (90th Percentile), May Anomaly, NPL
21.7011, 2020-2039, Ensemble (90th Percentile), Jun Anomaly, NPL
24.4723, 2020-2039, Ensemble (90th Percentile), Jul Anomaly, NPL
28.4793, 2020-2039, Ensemble (90th Percentile), Aug Anomaly, NPL
40.2864, 2020-2039, Ensemble (90th Percentile), Sep Anomaly, NPL
39.4178, 2020-2039, Ensemble (90th Percentile), Oct Anomaly, NPL
3.16512, 2020-2039, Ensemble (90th Percentile), Nov Anomaly, NPL
1.82, 2020-2039, Ensemble (90th Percentile), Dec Anomaly, NPL
4.70435, 2020-2039, access1_0, Annual Anomaly, NPL
1.25645, 2020-2039, access1_3, Annual Anomaly, NPL
-3.4931, 2020-2039, bcc_csm1_1_m, Annual Anomaly, NPL
1.28154, 2020-2039, bcc_csm1_1, Annual Anomaly, NPL
-2.9426, 2020-2039, bnu_esm, Annual Anomaly, NPL
-6.281, 2020-2039, canesm2, Annual Anomaly, NPL
-2.0995, 2020-2039, ccsm4, Annual Anomaly, NPL
-5.922, 2020-2039, cesm1_bgc, Annual Anomaly, NPL
4.74842, 2020-2039, cesm1_cam5, Annual Anomaly, NPL
2.24965, 2020-2039, cnrm_cm5, Annual Anomaly, NPL
2.28132, 2020-2039, csiro_mk3_6_0, Annual Anomaly, NPL
5.17375, 2020-2039, gfdl_cm3, Annual Anomaly, NPL
-13.56, 2020-2039, gfdl_esm2g, Annual Anomaly, NPL
-14.779, 2020-2039, gfdl_esm2m, Annual Anomaly, NPL
-1.5626, 2020-2039, hadgem2_ao, Annual Anomaly, NPL
2.32766, 2020-2039, hadgem2_cc, Annual Anomaly, NPL
-0.4776, 2020-2039, inmcm4, Annual Anomaly, NPL
-2.6641, 2020-2039, miroc5, Annual Anomaly, NPL
-1.5779, 2020-2039, miroc_esm, Annual Anomaly, NPL
-1.3651, 2020-2039, mpi_esm_lr, Annual Anomaly, NPL
0.79348, 2020-2039, mpi_esm_mr, Annual Anomaly, NPL
1.26732, 2020-2039, mri_cgcm3, Annual Anomaly, NPL
1.0364, 2020-2039, noresm1_m, Annual Anomaly, NPL
-46.168, 2020-2039, Ensemble (10th Percentile), Annual Anomaly, NPL
-4.9565, 2020-2039, Ensemble (50th Percentile), Annual Anomaly, NPL
34.7632, 2020-2039, Ensemble (90th Percentile), Annual Anomaly, NPL
