FID,id_punto,mes,mes_etiqueta,n_period,period,temp_normal,geom
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6d7,40665,2,2,30,2000,9.29,POINT (8933389.136160204 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6d6,40666,2,2,30,2000,4.42,POINT (8989048.88155684 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6d5,40667,2,2,30,2000,-5.23,POINT (9044708.626953477 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6d4,40668,2,2,30,2000,-3.18,POINT (9100368.372350115 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6d3,40669,2,2,30,2000,-6.73,POINT (9156028.117746752 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6d2,40670,2,2,30,2000,-12.58,POINT (9211687.863143386 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6d1,40671,2,2,30,2000,-10.52,POINT (9267347.608540025 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6d0,40672,2,2,30,2000,-9.93,POINT (9323007.353936663 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6cf,40673,2,2,30,2000,-9.76,POINT (9378667.099333297 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6ce,40674,2,2,30,2000,-11.8,POINT (9434326.844729934 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6cd,40675,2,2,30,2000,-11.57,POINT (9489986.590126572 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6cc,40676,2,2,30,2000,-11.58,POINT (9545646.335523209 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6cb,40677,2,2,30,2000,-8.69,POINT (9601306.080919845 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6ca,40678,2,2,30,2000,-9.58,POINT (9656965.826316481 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6c9,40679,2,2,30,2000,-13.39,POINT (9712625.57171312 3471454.9819268296)
temp_normales_espacial_p.fid--5ff12b53_17a380d802b_-6c8,40680,2,2,30,2000,-12.49,POINT (9768285.317109756 3471454.9819268296)
