FID,id_punto,mes,mes_etiqueta,n_period,period,etp_normal,geom
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-557,40665,2,2,30,2000,65.6,POINT (8933389.136160204 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-556,40666,2,2,30,2000,60.69,POINT (8989048.88155684 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-555,40667,2,2,30,2000,46.5,POINT (9044708.626953477 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-554,40668,2,2,30,2000,52.1,POINT (9100368.372350115 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-553,40669,2,2,30,2000,43.4,POINT (9156028.117746752 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-552,40670,2,2,30,2000,30.69,POINT (9211687.863143386 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-551,40671,2,2,30,2000,34.7,POINT (9267347.608540025 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-550,40672,2,2,30,2000,36.39,POINT (9323007.353936663 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-54f,40673,2,2,30,2000,36.6,POINT (9378667.099333297 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-54e,40674,2,2,30,2000,32.19,POINT (9434326.844729934 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-54d,40675,2,2,30,2000,33,POINT (9489986.590126572 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-54c,40676,2,2,30,2000,34.1,POINT (9545646.335523209 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-54b,40677,2,2,30,2000,41.9,POINT (9601306.080919845 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-54a,40678,2,2,30,2000,40.8,POINT (9656965.826316481 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-549,40679,2,2,30,2000,32.9,POINT (9712625.57171312 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-548,40680,2,2,30,2000,34.89,POINT (9768285.317109756 3471454.9819268296)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-547,41295,2,2,30,2000,87.3,POINT (8933389.136160204 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-546,41296,2,2,30,2000,82.29,POINT (8989048.88155684 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-545,41297,2,2,30,2000,77.6,POINT (9044708.626953477 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-544,41298,2,2,30,2000,68.19,POINT (9100368.372350115 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-543,41299,2,2,30,2000,62.9,POINT (9156028.117746752 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-542,41300,2,2,30,2000,59.4,POINT (9211687.863143386 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-541,41301,2,2,30,2000,38.7,POINT (9267347.608540025 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-540,41302,2,2,30,2000,39.3,POINT (9323007.353936663 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-53f,41303,2,2,30,2000,33.09,POINT (9378667.099333297 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-53e,41304,2,2,30,2000,27.2,POINT (9434326.844729934 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-53d,41305,2,2,30,2000,27.69,POINT (9489986.590126572 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-53c,41306,2,2,30,2000,34.4,POINT (9545646.335523209 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-53b,41307,2,2,30,2000,32.3,POINT (9601306.080919845 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-53a,41308,2,2,30,2000,34.4,POINT (9656965.826316481 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-539,41309,2,2,30,2000,36.8,POINT (9712625.57171312 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-538,41310,2,2,30,2000,43.59,POINT (9768285.317109756 3343864.953833735)
etp_normales_espacial_p.fid--5ff12b53_17a380d802b_-537,40335,2,2,30,2000,47.79,POINT (8933389.136160204 3535725.659799159)
