Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
0.25129, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
-0.061, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
1.18, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
2.52965, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
1.13912, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
0.78626, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
1.813, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
1.38204, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
-0.4937, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
0.25262, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
0.87629, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
0.80089, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
1.95523, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
0.05586, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
1.49561, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
1.48153, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
1.58815, 2020-2039, bcc_csm1_1, May Anomaly, NPL
1.33475, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
0.48851, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
0.81904, 2020-2039, bcc_csm1_1, Aug Anomaly, NPL
0.51851, 2020-2039, bcc_csm1_1, Sep Anomaly, NPL
1.0291, 2020-2039, bcc_csm1_1, Oct Anomaly, NPL
1.20134, 2020-2039, bcc_csm1_1, Nov Anomaly, NPL
0.59109, 2020-2039, bcc_csm1_1, Dec Anomaly, NPL
1.03562, 2020-2039, bnu_esm, Jan Anomaly, NPL
2.04022, 2020-2039, bnu_esm, Feb Anomaly, NPL
2.01676, 2020-2039, bnu_esm, Mar Anomaly, NPL
1.61467, 2020-2039, bnu_esm, Apr Anomaly, NPL
1.62106, 2020-2039, bnu_esm, May Anomaly, NPL
2.07995, 2020-2039, bnu_esm, Jun Anomaly, NPL
2.00367, 2020-2039, bnu_esm, Jul Anomaly, NPL
0.9838, 2020-2039, bnu_esm, Aug Anomaly, NPL
0.5555, 2020-2039, bnu_esm, Sep Anomaly, NPL
0.81621, 2020-2039, bnu_esm, Oct Anomaly, NPL
1.73168, 2020-2039, bnu_esm, Nov Anomaly, NPL
1.68127, 2020-2039, bnu_esm, Dec Anomaly, NPL
1.30445, 2020-2039, canesm2, Jan Anomaly, NPL
0.66664, 2020-2039, canesm2, Feb Anomaly, NPL
1.21241, 2020-2039, canesm2, Mar Anomaly, NPL
1.26957, 2020-2039, canesm2, Apr Anomaly, NPL
2.26404, 2020-2039, canesm2, May Anomaly, NPL
2.03847, 2020-2039, canesm2, Jun Anomaly, NPL
1.53956, 2020-2039, canesm2, Jul Anomaly, NPL
0.74162, 2020-2039, canesm2, Aug Anomaly, NPL
1.23978, 2020-2039, canesm2, Sep Anomaly, NPL
1.1741, 2020-2039, canesm2, Oct Anomaly, NPL
0.88556, 2020-2039, canesm2, Nov Anomaly, NPL
1.02594, 2020-2039, canesm2, Dec Anomaly, NPL
1.27483, 2020-2039, ccsm4, Jan Anomaly, NPL
0.01533, 2020-2039, ccsm4, Feb Anomaly, NPL
1.66359, 2020-2039, ccsm4, Mar Anomaly, NPL
1.92238, 2020-2039, ccsm4, Apr Anomaly, NPL
1.59881, 2020-2039, ccsm4, May Anomaly, NPL
1.6905, 2020-2039, ccsm4, Jun Anomaly, NPL
0.92001, 2020-2039, ccsm4, Jul Anomaly, NPL
1.02499, 2020-2039, ccsm4, Aug Anomaly, NPL
0.19689, 2020-2039, ccsm4, Sep Anomaly, NPL
1.33431, 2020-2039, ccsm4, Oct Anomaly, NPL
0.0769, 2020-2039, ccsm4, Nov Anomaly, NPL
0.33786, 2020-2039, ccsm4, Dec Anomaly, NPL
1.1337, 2020-2039, cesm1_cam5, Jan Anomaly, NPL
1.76599, 2020-2039, cesm1_cam5, Feb Anomaly, NPL
1.07147, 2020-2039, cesm1_cam5, Mar Anomaly, NPL
0.84056, 2020-2039, cesm1_cam5, Apr Anomaly, NPL
1.12875, 2020-2039, cesm1_cam5, May Anomaly, NPL
1.52117, 2020-2039, cesm1_cam5, Jun Anomaly, NPL
0.6245, 2020-2039, cesm1_cam5, Jul Anomaly, NPL
1.00763, 2020-2039, cesm1_cam5, Aug Anomaly, NPL
1.04944, 2020-2039, cesm1_cam5, Sep Anomaly, NPL
0.92261, 2020-2039, cesm1_cam5, Oct Anomaly, NPL
0.93158, 2020-2039, cesm1_cam5, Nov Anomaly, NPL
-0.1632, 2020-2039, cesm1_cam5, Dec Anomaly, NPL
1.2575, 2020-2039, cnrm_cm5, Jan Anomaly, NPL
1.65096, 2020-2039, cnrm_cm5, Feb Anomaly, NPL
1.55228, 2020-2039, cnrm_cm5, Mar Anomaly, NPL
1.32262, 2020-2039, cnrm_cm5, Apr Anomaly, NPL
1.17639, 2020-2039, cnrm_cm5, May Anomaly, NPL
0.59895, 2020-2039, cnrm_cm5, Jun Anomaly, NPL
0.39354, 2020-2039, cnrm_cm5, Jul Anomaly, NPL
0.33554, 2020-2039, cnrm_cm5, Aug Anomaly, NPL
-0.0681, 2020-2039, cnrm_cm5, Sep Anomaly, NPL
0.55267, 2020-2039, cnrm_cm5, Oct Anomaly, NPL
0.75903, 2020-2039, cnrm_cm5, Nov Anomaly, NPL
1.01877, 2020-2039, cnrm_cm5, Dec Anomaly, NPL
1.69858, 2020-2039, csiro_mk3_6_0, Jan Anomaly, NPL
2.73936, 2020-2039, csiro_mk3_6_0, Feb Anomaly, NPL
1.36794, 2020-2039, csiro_mk3_6_0, Mar Anomaly, NPL
2.00286, 2020-2039, csiro_mk3_6_0, Apr Anomaly, NPL
1.1792, 2020-2039, csiro_mk3_6_0, May Anomaly, NPL
