Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
3.059, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
2.9883, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
3.59167, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
4.26613, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
3.11791, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
2.41729, 2060-2079, hadgem2_ao, May Anomaly, NPL
2.64066, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
2.29597, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
3.20486, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
3.04771, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
3.26879, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
4.21585, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
4.58037, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
5.50073, 2060-2079, hadgem2_cc, Jan Anomaly, NPL
4.19778, 2060-2079, hadgem2_cc, Feb Anomaly, NPL
3.70335, 2060-2079, hadgem2_cc, Mar Anomaly, NPL
4.0557, 2060-2079, hadgem2_cc, Apr Anomaly, NPL
3.47848, 2060-2079, hadgem2_cc, May Anomaly, NPL
3.6031, 2060-2079, hadgem2_cc, Jun Anomaly, NPL
3.70545, 2060-2079, hadgem2_cc, Jul Anomaly, NPL
3.79718, 2060-2079, hadgem2_cc, Aug Anomaly, NPL
3.55228, 2060-2079, hadgem2_cc, Sep Anomaly, NPL
4.04863, 2060-2079, hadgem2_cc, Oct Anomaly, NPL
4.83923, 2060-2079, hadgem2_cc, Nov Anomaly, NPL
5.44111, 2060-2079, hadgem2_cc, Dec Anomaly, NPL
4.31084, 2060-2079, hadgem2_es, Jan Anomaly, NPL
4.70322, 2060-2079, hadgem2_es, Feb Anomaly, NPL
4.29793, 2060-2079, hadgem2_es, Mar Anomaly, NPL
4.15726, 2060-2079, hadgem2_es, Apr Anomaly, NPL
3.73911, 2060-2079, hadgem2_es, May Anomaly, NPL
4.3552, 2060-2079, hadgem2_es, Jun Anomaly, NPL
3.89536, 2060-2079, hadgem2_es, Jul Anomaly, NPL
3.2915, 2060-2079, hadgem2_es, Aug Anomaly, NPL
4.0359, 2060-2079, hadgem2_es, Sep Anomaly, NPL
4.20044, 2060-2079, hadgem2_es, Oct Anomaly, NPL
4.62865, 2060-2079, hadgem2_es, Nov Anomaly, NPL
3.87653, 2060-2079, hadgem2_es, Dec Anomaly, NPL
3.38397, 2060-2079, inmcm4, Jan Anomaly, NPL
4.05249, 2060-2079, inmcm4, Feb Anomaly, NPL
2.48591, 2060-2079, inmcm4, Mar Anomaly, NPL
2.40253, 2060-2079, inmcm4, Apr Anomaly, NPL
1.75752, 2060-2079, inmcm4, May Anomaly, NPL
1.27444, 2060-2079, inmcm4, Jun Anomaly, NPL
1.48917, 2060-2079, inmcm4, Jul Anomaly, NPL
1.42488, 2060-2079, inmcm4, Aug Anomaly, NPL
1.4435, 2060-2079, inmcm4, Sep Anomaly, NPL
1.7512, 2060-2079, inmcm4, Oct Anomaly, NPL
1.95386, 2060-2079, inmcm4, Nov Anomaly, NPL
2.47233, 2060-2079, inmcm4, Dec Anomaly, NPL
5.143, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
5.44944, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
6.3672, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
6.05253, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
4.95443, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
3.85136, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
3.9697, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
3.08203, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
3.84355, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
4.04579, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
5.86135, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
5.62059, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
4.17222, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
5.07712, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
5.54361, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
6.17895, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
4.44487, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
4.03157, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
4.11932, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
4.50168, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
4.55626, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
4.59535, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
4.91024, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
3.82084, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
1.71139, 2060-2079, ipsl_cm5b_lr, Jan Anomaly, NPL
2.49416, 2060-2079, ipsl_cm5b_lr, Feb Anomaly, NPL
2.3808, 2060-2079, ipsl_cm5b_lr, Mar Anomaly, NPL
4.47286, 2060-2079, ipsl_cm5b_lr, Apr Anomaly, NPL
3.81879, 2060-2079, ipsl_cm5b_lr, May Anomaly, NPL
3.26601, 2060-2079, ipsl_cm5b_lr, Jun Anomaly, NPL
2.7636, 2060-2079, ipsl_cm5b_lr, Jul Anomaly, NPL
2.48462, 2060-2079, ipsl_cm5b_lr, Aug Anomaly, NPL
2.24116, 2060-2079, ipsl_cm5b_lr, Sep Anomaly, NPL
2.81387, 2060-2079, ipsl_cm5b_lr, Oct Anomaly, NPL
3.42825, 2060-2079, ipsl_cm5b_lr, Nov Anomaly, NPL
3.09222, 2060-2079, ipsl_cm5b_lr, Dec Anomaly, NPL
4.18104, 2060-2079, miroc5, Jan Anomaly, NPL
3.69621, 2060-2079, miroc5, Feb Anomaly, NPL
3.47377, 2060-2079, miroc5, Mar Anomaly, NPL
4.37746, 2060-2079, miroc5, Apr Anomaly, NPL
4.03565, 2060-2079, miroc5, May Anomaly, NPL
3.61196, 2060-2079, miroc5, Jun Anomaly, NPL
0.92764, 2060-2079, miroc5, Jul Anomaly, NPL
2.5075, 2060-2079, miroc5, Aug Anomaly, NPL
1.9665, 2060-2079, miroc5, Sep Anomaly, NPL
2.67417, 2060-2079, miroc5, Oct Anomaly, NPL
3.20826, 2060-2079, miroc5, Nov Anomaly, NPL
3.76174, 2060-2079, miroc5, Dec Anomaly, NPL
5.85784, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
5.85438, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
6.33931, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
6.41774, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
4.97355, 2060-2079, miroc_esm_chem, May Anomaly, NPL
4.65871, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
1.7302, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
3.20724, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
3.22164, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
2.98296, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
2.99597, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
5.27372, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
4.68334, 2060-2079, miroc_esm, Jan Anomaly, NPL
4.35648, 2060-2079, miroc_esm, Feb Anomaly, NPL
5.67607, 2060-2079, miroc_esm, Mar Anomaly, NPL
5.14751, 2060-2079, miroc_esm, Apr Anomaly, NPL
4.26794, 2060-2079, miroc_esm, May Anomaly, NPL
3.71875, 2060-2079, miroc_esm, Jun Anomaly, NPL
1.73286, 2060-2079, miroc_esm, Jul Anomaly, NPL
2.62195, 2060-2079, miroc_esm, Aug Anomaly, NPL
3.41234, 2060-2079, miroc_esm, Sep Anomaly, NPL
3.29092, 2060-2079, miroc_esm, Oct Anomaly, NPL
4.05942, 2060-2079, miroc_esm, Nov Anomaly, NPL
4.04446, 2060-2079, miroc_esm, Dec Anomaly, NPL
3.68835, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
3.38072, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
4.78932, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
4.72379, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
4.4486, 2060-2079, mpi_esm_lr, May Anomaly, NPL
4.47894, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
3.93322, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
3.26022, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
3.39988, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
3.11809, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
3.35197, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
3.86774, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
3.49086, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
4.11458, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
3.99663, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
4.28194, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
4.58319, 2060-2079, mpi_esm_mr, May Anomaly, NPL
4.148, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
5.07891, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
3.82453, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
3.21979, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
3.5027, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
3.18488, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
3.6125, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
2.0358, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
3.14909, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
3.05044, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
3.85145, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
2.74125, 2060-2079, mri_cgcm3, May Anomaly, NPL
3.20484, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
2.7523, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
1.92367, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
2.42822, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
2.09307, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
3.52569, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
3.53134, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
1.61832, 2060-2079, mri_esm1, Jan Anomaly, NPL
2.54925, 2060-2079, mri_esm1, Feb Anomaly, NPL
3.37755, 2060-2079, mri_esm1, Mar Anomaly, NPL
2.95484, 2060-2079, mri_esm1, Apr Anomaly, NPL
2.89365, 2060-2079, mri_esm1, May Anomaly, NPL
3.28177, 2060-2079, mri_esm1, Jun Anomaly, NPL
2.22366, 2060-2079, mri_esm1, Jul Anomaly, NPL
2.04753, 2060-2079, mri_esm1, Aug Anomaly, NPL
2.02464, 2060-2079, mri_esm1, Sep Anomaly, NPL
2.46654, 2060-2079, mri_esm1, Oct Anomaly, NPL
2.90164, 2060-2079, mri_esm1, Nov Anomaly, NPL
3.1949, 2060-2079, mri_esm1, Dec Anomaly, NPL
3.93255, 2060-2079, noresm1_m, Jan Anomaly, NPL
3.62704, 2060-2079, noresm1_m, Feb Anomaly, NPL
3.54094, 2060-2079, noresm1_m, Mar Anomaly, NPL
3.80893, 2060-2079, noresm1_m, Apr Anomaly, NPL
4.68121, 2060-2079, noresm1_m, May Anomaly, NPL
2.89135, 2060-2079, noresm1_m, Jun Anomaly, NPL
2.82277, 2060-2079, noresm1_m, Jul Anomaly, NPL
2.39792, 2060-2079, noresm1_m, Aug Anomaly, NPL
3.34387, 2060-2079, noresm1_m, Sep Anomaly, NPL
2.09445, 2060-2079, noresm1_m, Oct Anomaly, NPL
3.24159, 2060-2079, noresm1_m, Nov Anomaly, NPL
3.11496, 2060-2079, noresm1_m, Dec Anomaly, NPL
1.06398, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
1.9859, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
2.22248, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
1.83557, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
0.3858, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
0.61833, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
0.37451, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
0.97416, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
1.16271, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
0.99236, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
1.6, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
1.07425, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
3.95006, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
3.96941, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
4.58098, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
4.17083, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
4.0703, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
3.93281, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
3.4301, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
3.25535, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
3.48948, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
3.47927, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
3.50965, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
4.0223, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
5.66524, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
5.66025, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
6.53615, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
