Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.70656, 2020-2039, access1_0, Jan Anomaly, NPL
1.44218, 2020-2039, access1_0, Feb Anomaly, NPL
0.91357, 2020-2039, access1_0, Mar Anomaly, NPL
0.47935, 2020-2039, access1_0, Apr Anomaly, NPL
-0.0671, 2020-2039, access1_0, May Anomaly, NPL
-0.3873, 2020-2039, access1_0, Jun Anomaly, NPL
0.74739, 2020-2039, access1_0, Jul Anomaly, NPL
1.02777, 2020-2039, access1_0, Aug Anomaly, NPL
1.05092, 2020-2039, access1_0, Sep Anomaly, NPL
1.18506, 2020-2039, access1_0, Oct Anomaly, NPL
1.44872, 2020-2039, access1_0, Nov Anomaly, NPL
1.50039, 2020-2039, access1_0, Dec Anomaly, NPL
0.9756, 2020-2039, access1_3, Jan Anomaly, NPL
1.63383, 2020-2039, access1_3, Feb Anomaly, NPL
1.67423, 2020-2039, access1_3, Mar Anomaly, NPL
2.323, 2020-2039, access1_3, Apr Anomaly, NPL
1.79129, 2020-2039, access1_3, May Anomaly, NPL
-0.7722, 2020-2039, access1_3, Jun Anomaly, NPL
-0.1642, 2020-2039, access1_3, Jul Anomaly, NPL
0.50804, 2020-2039, access1_3, Aug Anomaly, NPL
0.96587, 2020-2039, access1_3, Sep Anomaly, NPL
1.34145, 2020-2039, access1_3, Oct Anomaly, NPL
0.27796, 2020-2039, access1_3, Nov Anomaly, NPL
1.21165, 2020-2039, access1_3, Dec Anomaly, NPL
1.14929, 2020-2039, bcc_csm1_1_m, Jan Anomaly, NPL
0.58445, 2020-2039, bcc_csm1_1_m, Feb Anomaly, NPL
1.06705, 2020-2039, bcc_csm1_1_m, Mar Anomaly, NPL
2.59279, 2020-2039, bcc_csm1_1_m, Apr Anomaly, NPL
1.78705, 2020-2039, bcc_csm1_1_m, May Anomaly, NPL
1.23974, 2020-2039, bcc_csm1_1_m, Jun Anomaly, NPL
2.31238, 2020-2039, bcc_csm1_1_m, Jul Anomaly, NPL
1.71387, 2020-2039, bcc_csm1_1_m, Aug Anomaly, NPL
0.09173, 2020-2039, bcc_csm1_1_m, Sep Anomaly, NPL
1.25875, 2020-2039, bcc_csm1_1_m, Oct Anomaly, NPL
1.01286, 2020-2039, bcc_csm1_1_m, Nov Anomaly, NPL
1.6522, 2020-2039, bcc_csm1_1_m, Dec Anomaly, NPL
2.48436, 2020-2039, bcc_csm1_1, Jan Anomaly, NPL
0.69596, 2020-2039, bcc_csm1_1, Feb Anomaly, NPL
1.20307, 2020-2039, bcc_csm1_1, Mar Anomaly, NPL
1.40699, 2020-2039, bcc_csm1_1, Apr Anomaly, NPL
1.76323, 2020-2039, bcc_csm1_1, May Anomaly, NPL
1.03749, 2020-2039, bcc_csm1_1, Jun Anomaly, NPL
1.06126, 2020-2039, bcc_csm1_1, Jul Anomaly, NPL
