Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
2.29378, 2040-2059, bnu_esm, Jul Anomaly, NPL
1.47571, 2040-2059, bnu_esm, Aug Anomaly, NPL
0.907, 2040-2059, bnu_esm, Sep Anomaly, NPL
1.38221, 2040-2059, bnu_esm, Oct Anomaly, NPL
1.13517, 2040-2059, bnu_esm, Nov Anomaly, NPL
2.08395, 2040-2059, bnu_esm, Dec Anomaly, NPL
2.72015, 2040-2059, canesm2, Jan Anomaly, NPL
1.78949, 2040-2059, canesm2, Feb Anomaly, NPL
2.24247, 2040-2059, canesm2, Mar Anomaly, NPL
1.26631, 2040-2059, canesm2, Apr Anomaly, NPL
2.50241, 2040-2059, canesm2, May Anomaly, NPL
2.8186, 2040-2059, canesm2, Jun Anomaly, NPL
2.14291, 2040-2059, canesm2, Jul Anomaly, NPL
2.3568, 2040-2059, canesm2, Aug Anomaly, NPL
1.6376, 2040-2059, canesm2, Sep Anomaly, NPL
1.24684, 2040-2059, canesm2, Oct Anomaly, NPL
1.56914, 2040-2059, canesm2, Nov Anomaly, NPL
3.66737, 2040-2059, canesm2, Dec Anomaly, NPL
2.2463, 2040-2059, ccsm4, Jan Anomaly, NPL
1.21229, 2040-2059, ccsm4, Feb Anomaly, NPL
2.59166, 2040-2059, ccsm4, Mar Anomaly, NPL
2.36885, 2040-2059, ccsm4, Apr Anomaly, NPL
1.77828, 2040-2059, ccsm4, May Anomaly, NPL
1.81027, 2040-2059, ccsm4, Jun Anomaly, NPL
1.35853, 2040-2059, ccsm4, Jul Anomaly, NPL
1.62174, 2040-2059, ccsm4, Aug Anomaly, NPL
1.40084, 2040-2059, ccsm4, Sep Anomaly, NPL
1.68736, 2040-2059, ccsm4, Oct Anomaly, NPL
1.28581, 2040-2059, ccsm4, Nov Anomaly, NPL
0.90445, 2040-2059, ccsm4, Dec Anomaly, NPL
1.65956, 2040-2059, cesm1_bgc, Jan Anomaly, NPL
2.18098, 2040-2059, cesm1_bgc, Feb Anomaly, NPL
1.7943, 2040-2059, cesm1_bgc, Mar Anomaly, NPL
1.7755, 2040-2059, cesm1_bgc, Apr Anomaly, NPL
1.95685, 2040-2059, cesm1_bgc, May Anomaly, NPL
2.12047, 2040-2059, cesm1_bgc, Jun Anomaly, NPL
2.22578, 2040-2059, cesm1_bgc, Jul Anomaly, NPL
1.41646, 2040-2059, cesm1_bgc, Aug Anomaly, NPL
1.98409, 2040-2059, cesm1_bgc, Sep Anomaly, NPL
1.57453, 2040-2059, cesm1_bgc, Oct Anomaly, NPL
1.04969, 2040-2059, cesm1_bgc, Nov Anomaly, NPL
0.7588, 2040-2059, cesm1_bgc, Dec Anomaly, NPL
2.13719, 2040-2059, cesm1_cam5, Jan Anomaly, NPL
2.39749, 2040-2059, cesm1_cam5, Feb Anomaly, NPL
1.4818, 2040-2059, cesm1_cam5, Mar Anomaly, NPL
1.42369, 2040-2059, cesm1_cam5, Apr Anomaly, NPL
1.96849, 2040-2059, cesm1_cam5, May Anomaly, NPL
2.01254, 2040-2059, cesm1_cam5, Jun Anomaly, NPL
1.8357, 2040-2059, cesm1_cam5, Jul Anomaly, NPL
1.92926, 2040-2059, cesm1_cam5, Aug Anomaly, NPL
2.12483, 2040-2059, cesm1_cam5, Sep Anomaly, NPL
2.13874, 2040-2059, cesm1_cam5, Oct Anomaly, NPL
1.85986, 2040-2059, cesm1_cam5, Nov Anomaly, NPL
1.12848, 2040-2059, cesm1_cam5, Dec Anomaly, NPL
1.90031, 2040-2059, cnrm_cm5, Jan Anomaly, NPL
2.61439, 2040-2059, cnrm_cm5, Feb Anomaly, NPL
2.25083, 2040-2059, cnrm_cm5, Mar Anomaly, NPL
2.40117, 2040-2059, cnrm_cm5, Apr Anomaly, NPL
1.88266, 2040-2059, cnrm_cm5, May Anomaly, NPL
1.28088, 2040-2059, cnrm_cm5, Jun Anomaly, NPL
1.06138, 2040-2059, cnrm_cm5, Jul Anomaly, NPL
1.14179, 2040-2059, cnrm_cm5, Aug Anomaly, NPL
0.83421, 2040-2059, cnrm_cm5, Sep Anomaly, NPL
1.29678, 2040-2059, cnrm_cm5, Oct Anomaly, NPL
0.73706, 2040-2059, cnrm_cm5, Nov Anomaly, NPL
1.48878, 2040-2059, cnrm_cm5, Dec Anomaly, NPL
3.14823, 2040-2059, csiro_mk3_6_0, Jan Anomaly, NPL
3.19834, 2040-2059, csiro_mk3_6_0, Feb Anomaly, NPL
2.64992, 2040-2059, csiro_mk3_6_0, Mar Anomaly, NPL
1.89709, 2040-2059, csiro_mk3_6_0, Apr Anomaly, NPL
2.39879, 2040-2059, csiro_mk3_6_0, May Anomaly, NPL
1.98224, 2040-2059, csiro_mk3_6_0, Jun Anomaly, NPL
2.55998, 2040-2059, csiro_mk3_6_0, Jul Anomaly, NPL
1.11958, 2040-2059, csiro_mk3_6_0, Aug Anomaly, NPL
1.19216, 2040-2059, csiro_mk3_6_0, Sep Anomaly, NPL
0.8966, 2040-2059, csiro_mk3_6_0, Oct Anomaly, NPL
1.78464, 2040-2059, csiro_mk3_6_0, Nov Anomaly, NPL
2.95927, 2040-2059, csiro_mk3_6_0, Dec Anomaly, NPL
2.7429, 2040-2059, gfdl_cm3, Jan Anomaly, NPL
2.58558, 2040-2059, gfdl_cm3, Feb Anomaly, NPL
2.31748, 2040-2059, gfdl_cm3, Mar Anomaly, NPL
3.5446, 2040-2059, gfdl_cm3, Apr Anomaly, NPL
3.64512, 2040-2059, gfdl_cm3, May Anomaly, NPL
3.15119, 2040-2059, gfdl_cm3, Jun Anomaly, NPL
3.25802, 2040-2059, gfdl_cm3, Jul Anomaly, NPL
2.99272, 2040-2059, gfdl_cm3, Aug Anomaly, NPL
2.28465, 2040-2059, gfdl_cm3, Sep Anomaly, NPL
2.44588, 2040-2059, gfdl_cm3, Oct Anomaly, NPL
2.91863, 2040-2059, gfdl_cm3, Nov Anomaly, NPL
3.42638, 2040-2059, gfdl_cm3, Dec Anomaly, NPL
1.8928, 2040-2059, gfdl_esm2g, Jan Anomaly, NPL
2.03775, 2040-2059, gfdl_esm2g, Feb Anomaly, NPL
1.5156, 2040-2059, gfdl_esm2g, Mar Anomaly, NPL
2.66902, 2040-2059, gfdl_esm2g, Apr Anomaly, NPL
1.43841, 2040-2059, gfdl_esm2g, May Anomaly, NPL
2.09239, 2040-2059, gfdl_esm2g, Jun Anomaly, NPL
1.94905, 2040-2059, gfdl_esm2g, Jul Anomaly, NPL
2.20777, 2040-2059, gfdl_esm2g, Aug Anomaly, NPL
1.75449, 2040-2059, gfdl_esm2g, Sep Anomaly, NPL
1.91312, 2040-2059, gfdl_esm2g, Oct Anomaly, NPL
2.0982, 2040-2059, gfdl_esm2g, Nov Anomaly, NPL
1.94458, 2040-2059, gfdl_esm2g, Dec Anomaly, NPL
1.78356, 2040-2059, gfdl_esm2m, Jan Anomaly, NPL
1.15613, 2040-2059, gfdl_esm2m, Feb Anomaly, NPL
1.30038, 2040-2059, gfdl_esm2m, Mar Anomaly, NPL
1.71333, 2040-2059, gfdl_esm2m, Apr Anomaly, NPL
2.95649, 2040-2059, gfdl_esm2m, May Anomaly, NPL
2.36752, 2040-2059, gfdl_esm2m, Jun Anomaly, NPL
2.85474, 2040-2059, gfdl_esm2m, Jul Anomaly, NPL
2.49628, 2040-2059, gfdl_esm2m, Aug Anomaly, NPL
2.09999, 2040-2059, gfdl_esm2m, Sep Anomaly, NPL
1.93291, 2040-2059, gfdl_esm2m, Oct Anomaly, NPL
1.34063, 2040-2059, gfdl_esm2m, Nov Anomaly, NPL
1.48699, 2040-2059, gfdl_esm2m, Dec Anomaly, NPL
2.01073, 2040-2059, hadgem2_ao, Jan Anomaly, NPL
2.20472, 2040-2059, hadgem2_ao, Feb Anomaly, NPL
3.23596, 2040-2059, hadgem2_ao, Mar Anomaly, NPL
2.09606, 2040-2059, hadgem2_ao, Apr Anomaly, NPL
1.54225, 2040-2059, hadgem2_ao, May Anomaly, NPL
1.40819, 2040-2059, hadgem2_ao, Jun Anomaly, NPL
1.45162, 2040-2059, hadgem2_ao, Jul Anomaly, NPL
1.83434, 2040-2059, hadgem2_ao, Aug Anomaly, NPL
1.91463, 2040-2059, hadgem2_ao, Sep Anomaly, NPL
2.19549, 2040-2059, hadgem2_ao, Oct Anomaly, NPL
2.27481, 2040-2059, hadgem2_ao, Nov Anomaly, NPL
2.74201, 2040-2059, hadgem2_ao, Dec Anomaly, NPL
2.51603, 2040-2059, hadgem2_cc, Jan Anomaly, NPL
1.85797, 2040-2059, hadgem2_cc, Feb Anomaly, NPL
2.06139, 2040-2059, hadgem2_cc, Mar Anomaly, NPL
2.08158, 2040-2059, hadgem2_cc, Apr Anomaly, NPL
2.46629, 2040-2059, hadgem2_cc, May Anomaly, NPL
2.50941, 2040-2059, hadgem2_cc, Jun Anomaly, NPL
1.64456, 2040-2059, hadgem2_cc, Jul Anomaly, NPL
0.97451, 2040-2059, hadgem2_cc, Aug Anomaly, NPL
1.61262, 2040-2059, hadgem2_cc, Sep Anomaly, NPL
1.7949, 2040-2059, hadgem2_cc, Oct Anomaly, NPL
2.35139, 2040-2059, hadgem2_cc, Nov Anomaly, NPL
2.79998, 2040-2059, hadgem2_cc, Dec Anomaly, NPL
2.62144, 2040-2059, inmcm4, Jan Anomaly, NPL
3.06036, 2040-2059, inmcm4, Feb Anomaly, NPL
1.01671, 2040-2059, inmcm4, Mar Anomaly, NPL
1.89172, 2040-2059, inmcm4, Apr Anomaly, NPL
0.84836, 2040-2059, inmcm4, May Anomaly, NPL
0.38445, 2040-2059, inmcm4, Jun Anomaly, NPL
1.07384, 2040-2059, inmcm4, Jul Anomaly, NPL
0.82392, 2040-2059, inmcm4, Aug Anomaly, NPL
0.54515, 2040-2059, inmcm4, Sep Anomaly, NPL
0.72639, 2040-2059, inmcm4, Oct Anomaly, NPL
0.25731, 2040-2059, inmcm4, Nov Anomaly, NPL
0.85012, 2040-2059, inmcm4, Dec Anomaly, NPL
2.73602, 2040-2059, ipsl_cm5a_lr, Jan Anomaly, NPL
2.19016, 2040-2059, ipsl_cm5a_lr, Feb Anomaly, NPL
2.48987, 2040-2059, ipsl_cm5a_lr, Mar Anomaly, NPL
3.2853, 2040-2059, ipsl_cm5a_lr, Apr Anomaly, NPL
2.31263, 2040-2059, ipsl_cm5a_lr, May Anomaly, NPL
2.09919, 2040-2059, ipsl_cm5a_lr, Jun Anomaly, NPL
2.21031, 2040-2059, ipsl_cm5a_lr, Jul Anomaly, NPL
1.62374, 2040-2059, ipsl_cm5a_lr, Aug Anomaly, NPL
1.69382, 2040-2059, ipsl_cm5a_lr, Sep Anomaly, NPL
1.3902, 2040-2059, ipsl_cm5a_lr, Oct Anomaly, NPL
3.82986, 2040-2059, ipsl_cm5a_lr, Nov Anomaly, NPL
3.23384, 2040-2059, ipsl_cm5a_lr, Dec Anomaly, NPL
1.7511, 2040-2059, ipsl_cm5a_mr, Jan Anomaly, NPL
2.48611, 2040-2059, ipsl_cm5a_mr, Feb Anomaly, NPL
2.70582, 2040-2059, ipsl_cm5a_mr, Mar Anomaly, NPL
3.0338, 2040-2059, ipsl_cm5a_mr, Apr Anomaly, NPL
1.77207, 2040-2059, ipsl_cm5a_mr, May Anomaly, NPL
1.71863, 2040-2059, ipsl_cm5a_mr, Jun Anomaly, NPL
1.79108, 2040-2059, ipsl_cm5a_mr, Jul Anomaly, NPL
1.70345, 2040-2059, ipsl_cm5a_mr, Aug Anomaly, NPL
2.24357, 2040-2059, ipsl_cm5a_mr, Sep Anomaly, NPL
2.19335, 2040-2059, ipsl_cm5a_mr, Oct Anomaly, NPL
3.03673, 2040-2059, ipsl_cm5a_mr, Nov Anomaly, NPL
1.88047, 2040-2059, ipsl_cm5a_mr, Dec Anomaly, NPL
0.33783, 2040-2059, ipsl_cm5b_lr, Jan Anomaly, NPL
0.3175, 2040-2059, ipsl_cm5b_lr, Feb Anomaly, NPL
0.56985, 2040-2059, ipsl_cm5b_lr, Mar Anomaly, NPL
0.55621, 2040-2059, ipsl_cm5b_lr, Apr Anomaly, NPL
1.2683, 2040-2059, ipsl_cm5b_lr, May Anomaly, NPL
1.4013, 2040-2059, ipsl_cm5b_lr, Jun Anomaly, NPL
0.55385, 2040-2059, ipsl_cm5b_lr, Jul Anomaly, NPL
0.83106, 2040-2059, ipsl_cm5b_lr, Aug Anomaly, NPL
1.29707, 2040-2059, ipsl_cm5b_lr, Sep Anomaly, NPL
0.88067, 2040-2059, ipsl_cm5b_lr, Oct Anomaly, NPL
1.66028, 2040-2059, ipsl_cm5b_lr, Nov Anomaly, NPL
0.59342, 2040-2059, ipsl_cm5b_lr, Dec Anomaly, NPL
3.0397, 2040-2059, miroc5, Jan Anomaly, NPL
2.65068, 2040-2059, miroc5, Feb Anomaly, NPL
2.43545, 2040-2059, miroc5, Mar Anomaly, NPL
3.47485, 2040-2059, miroc5, Apr Anomaly, NPL
2.66127, 2040-2059, miroc5, May Anomaly, NPL
2.2635, 2040-2059, miroc5, Jun Anomaly, NPL
0.31448, 2040-2059, miroc5, Jul Anomaly, NPL
1.43841, 2040-2059, miroc5, Aug Anomaly, NPL
1.11027, 2040-2059, miroc5, Sep Anomaly, NPL
1.15362, 2040-2059, miroc5, Oct Anomaly, NPL
1.83229, 2040-2059, miroc5, Nov Anomaly, NPL
2.08253, 2040-2059, miroc5, Dec Anomaly, NPL
3.16699, 2040-2059, miroc_esm_chem, Jan Anomaly, NPL
2.85624, 2040-2059, miroc_esm_chem, Feb Anomaly, NPL
1.93389, 2040-2059, miroc_esm_chem, Mar Anomaly, NPL
4.14658, 2040-2059, miroc_esm_chem, Apr Anomaly, NPL
3.1498, 2040-2059, miroc_esm_chem, May Anomaly, NPL
1.87752, 2040-2059, miroc_esm_chem, Jun Anomaly, NPL
0.71875, 2040-2059, miroc_esm_chem, Jul Anomaly, NPL
1.62586, 2040-2059, miroc_esm_chem, Aug Anomaly, NPL
1.6053, 2040-2059, miroc_esm_chem, Sep Anomaly, NPL
0.57934, 2040-2059, miroc_esm_chem, Oct Anomaly, NPL
1.77032, 2040-2059, miroc_esm_chem, Nov Anomaly, NPL
1.93118, 2040-2059, miroc_esm_chem, Dec Anomaly, NPL
2.04038, 2040-2059, miroc_esm, Jan Anomaly, NPL
2.21141, 2040-2059, miroc_esm, Feb Anomaly, NPL
2.06947, 2040-2059, miroc_esm, Mar Anomaly, NPL
2.72105, 2040-2059, miroc_esm, Apr Anomaly, NPL
2.10825, 2040-2059, miroc_esm, May Anomaly, NPL
1.25164, 2040-2059, miroc_esm, Jun Anomaly, NPL
-0.5886, 2040-2059, miroc_esm, Jul Anomaly, NPL
0.202, 2040-2059, miroc_esm, Aug Anomaly, NPL
1.12398, 2040-2059, miroc_esm, Sep Anomaly, NPL
1.29446, 2040-2059, miroc_esm, Oct Anomaly, NPL
1.26059, 2040-2059, miroc_esm, Nov Anomaly, NPL
2.285, 2040-2059, miroc_esm, Dec Anomaly, NPL
2.53815, 2040-2059, mpi_esm_lr, Jan Anomaly, NPL
1.91712, 2040-2059, mpi_esm_lr, Feb Anomaly, NPL
2.79806, 2040-2059, mpi_esm_lr, Mar Anomaly, NPL
3.27496, 2040-2059, mpi_esm_lr, Apr Anomaly, NPL
2.51517, 2040-2059, mpi_esm_lr, May Anomaly, NPL
1.82301, 2040-2059, mpi_esm_lr, Jun Anomaly, NPL
1.99146, 2040-2059, mpi_esm_lr, Jul Anomaly, NPL
1.95407, 2040-2059, mpi_esm_lr, Aug Anomaly, NPL
1.76589, 2040-2059, mpi_esm_lr, Sep Anomaly, NPL
1.0747, 2040-2059, mpi_esm_lr, Oct Anomaly, NPL
2.06276, 2040-2059, mpi_esm_lr, Nov Anomaly, NPL
2.11996, 2040-2059, mpi_esm_lr, Dec Anomaly, NPL
0.81382, 2040-2059, mpi_esm_mr, Jan Anomaly, NPL
2.29604, 2040-2059, mpi_esm_mr, Feb Anomaly, NPL
1.57105, 2040-2059, mpi_esm_mr, Mar Anomaly, NPL
2.15876, 2040-2059, mpi_esm_mr, Apr Anomaly, NPL
2.60454, 2040-2059, mpi_esm_mr, May Anomaly, NPL
2.29032, 2040-2059, mpi_esm_mr, Jun Anomaly, NPL
2.3397, 2040-2059, mpi_esm_mr, Jul Anomaly, NPL
1.76405, 2040-2059, mpi_esm_mr, Aug Anomaly, NPL
1.13786, 2040-2059, mpi_esm_mr, Sep Anomaly, NPL
1.98445, 2040-2059, mpi_esm_mr, Oct Anomaly, NPL
1.62372, 2040-2059, mpi_esm_mr, Nov Anomaly, NPL
0.78826, 2040-2059, mpi_esm_mr, Dec Anomaly, NPL
0.45611, 2040-2059, mri_cgcm3, Jan Anomaly, NPL
1.24291, 2040-2059, mri_cgcm3, Feb Anomaly, NPL
2.24119, 2040-2059, mri_cgcm3, Mar Anomaly, NPL
2.06422, 2040-2059, mri_cgcm3, Apr Anomaly, NPL
1.61206, 2040-2059, mri_cgcm3, May Anomaly, NPL
1.45198, 2040-2059, mri_cgcm3, Jun Anomaly, NPL
0.87788, 2040-2059, mri_cgcm3, Jul Anomaly, NPL
-0.0997, 2040-2059, mri_cgcm3, Aug Anomaly, NPL
0.59482, 2040-2059, mri_cgcm3, Sep Anomaly, NPL
0.05384, 2040-2059, mri_cgcm3, Oct Anomaly, NPL
0.75132, 2040-2059, mri_cgcm3, Nov Anomaly, NPL
1.52328, 2040-2059, mri_cgcm3, Dec Anomaly, NPL
1.62402, 2040-2059, noresm1_m, Jan Anomaly, NPL
3.04902, 2040-2059, noresm1_m, Feb Anomaly, NPL
1.65962, 2040-2059, noresm1_m, Mar Anomaly, NPL
1.73204, 2040-2059, noresm1_m, Apr Anomaly, NPL
1.66173, 2040-2059, noresm1_m, May Anomaly, NPL
1.01079, 2040-2059, noresm1_m, Jun Anomaly, NPL
1.97393, 2040-2059, noresm1_m, Jul Anomaly, NPL
1.49821, 2040-2059, noresm1_m, Aug Anomaly, NPL
1.8246, 2040-2059, noresm1_m, Sep Anomaly, NPL
1.07098, 2040-2059, noresm1_m, Oct Anomaly, NPL
2.37015, 2040-2059, noresm1_m, Nov Anomaly, NPL
1.7261, 2040-2059, noresm1_m, Dec Anomaly, NPL
-0.2829, 2040-2059, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.083, 2040-2059, Ensemble (10th Percentile), Feb Anomaly, NPL
0.27953, 2040-2059, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.0392, 2040-2059, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.3757, 2040-2059, Ensemble (10th Percentile), May Anomaly, NPL
-1.2538, 2040-2059, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.3461, 2040-2059, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.6355, 2040-2059, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.3927, 2040-2059, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.4569, 2040-2059, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.2355, 2040-2059, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.1351, 2040-2059, Ensemble (10th Percentile), Dec Anomaly, NPL
2.09534, 2040-2059, Ensemble (50th Percentile), Jan Anomaly, NPL
1.97988, 2040-2059, Ensemble (50th Percentile), Feb Anomaly, NPL
2.27863, 2040-2059, Ensemble (50th Percentile), Mar Anomaly, NPL
2.5051, 2040-2059, Ensemble (50th Percentile), Apr Anomaly, NPL
2.22061, 2040-2059, Ensemble (50th Percentile), May Anomaly, NPL
1.78682, 2040-2059, Ensemble (50th Percentile), Jun Anomaly, NPL
1.4397, 2040-2059, Ensemble (50th Percentile), Jul Anomaly, NPL
1.46125, 2040-2059, Ensemble (50th Percentile), Aug Anomaly, NPL
1.54687, 2040-2059, Ensemble (50th Percentile), Sep Anomaly, NPL
1.71904, 2040-2059, Ensemble (50th Percentile), Oct Anomaly, NPL
1.93735, 2040-2059, Ensemble (50th Percentile), Nov Anomaly, NPL
2.07967, 2040-2059, Ensemble (50th Percentile), Dec Anomaly, NPL
3.75512, 2040-2059, Ensemble (90th Percentile), Jan Anomaly, NPL
3.86494, 2040-2059, Ensemble (90th Percentile), Feb Anomaly, NPL
4.41527, 2040-2059, Ensemble (90th Percentile), Mar Anomaly, NPL
4.67285, 2040-2059, Ensemble (90th Percentile), Apr Anomaly, NPL
4.35896, 2040-2059, Ensemble (90th Percentile), May Anomaly, NPL
4.76873, 2040-2059, Ensemble (90th Percentile), Jun Anomaly, NPL
4.69825, 2040-2059, Ensemble (90th Percentile), Jul Anomaly, NPL
4.83241, 2040-2059, Ensemble (90th Percentile), Aug Anomaly, NPL
4.47331, 2040-2059, Ensemble (90th Percentile), Sep Anomaly, NPL
3.4077, 2040-2059, Ensemble (90th Percentile), Oct Anomaly, NPL
3.26329, 2040-2059, Ensemble (90th Percentile), Nov Anomaly, NPL
3.99651, 2040-2059, Ensemble (90th Percentile), Dec Anomaly, NPL
1.31808, 2040-2059, access1_0, Annual Anomaly, NPL
1.99238, 2040-2059, access1_3, Annual Anomaly, NPL
1.4482, 2040-2059, bcc_csm1_1_m, Annual Anomaly, NPL
1.72237, 2040-2059, bcc_csm1_1, Annual Anomaly, NPL
2.21651, 2040-2059, bnu_esm, Annual Anomaly, NPL
2.23317, 2040-2059, canesm2, Annual Anomaly, NPL
1.7336, 2040-2059, ccsm4, Annual Anomaly, NPL
1.96602, 2040-2059, cesm1_bgc, Annual Anomaly, NPL
1.69315, 2040-2059, cesm1_cam5, Annual Anomaly, NPL
1.8087, 2040-2059, cnrm_cm5, Annual Anomaly, NPL
2.16328, 2040-2059, csiro_mk3_6_0, Annual Anomaly, NPL
3.66117, 2040-2059, gfdl_cm3, Annual Anomaly, NPL
1.82448, 2040-2059, gfdl_esm2g, Annual Anomaly, NPL
2.43271, 2040-2059, gfdl_esm2m, Annual Anomaly, NPL
1.72694, 2040-2059, hadgem2_ao, Annual Anomaly, NPL
1.92596, 2040-2059, hadgem2_cc, Annual Anomaly, NPL
0.92281, 2040-2059, inmcm4, Annual Anomaly, NPL
2.08453, 2040-2059, ipsl_cm5a_lr, Annual Anomaly, NPL
1.64087, 2040-2059, ipsl_cm5a_mr, Annual Anomaly, NPL
0.99822, 2040-2059, ipsl_cm5b_lr, Annual Anomaly, NPL
2.05424, 2040-2059, miroc5, Annual Anomaly, NPL
1.71608, 2040-2059, miroc_esm_chem, Annual Anomaly, NPL
1.09704, 2040-2059, miroc_esm, Annual Anomaly, NPL
2.17106, 2040-2059, mpi_esm_lr, Annual Anomaly, NPL
2.37243, 2040-2059, mpi_esm_mr, Annual Anomaly, NPL
1.45889, 2040-2059, mri_cgcm3, Annual Anomaly, NPL
1.04747, 2040-2059, noresm1_m, Annual Anomaly, NPL
-1.1086, 2040-2059, Ensemble (10th Percentile), Annual Anomaly, NPL
1.96676, 2040-2059, Ensemble (50th Percentile), Annual Anomaly, NPL
4.70184, 2040-2059, Ensemble (90th Percentile), Annual Anomaly, NPL
