Maximum of Daily Max-Temperature - (Celsius), Year, Model, Statistics, ISO3
1.57737, 2060-2079, bnu_esm, Apr Anomaly, NPL
1.29722, 2060-2079, bnu_esm, May Anomaly, NPL
2.07809, 2060-2079, bnu_esm, Jun Anomaly, NPL
2.26042, 2060-2079, bnu_esm, Jul Anomaly, NPL
0.64416, 2060-2079, bnu_esm, Aug Anomaly, NPL
0.91704, 2060-2079, bnu_esm, Sep Anomaly, NPL
0.41377, 2060-2079, bnu_esm, Oct Anomaly, NPL
1.4977, 2060-2079, bnu_esm, Nov Anomaly, NPL
1.54447, 2060-2079, bnu_esm, Dec Anomaly, NPL
1.98752, 2060-2079, canesm2, Jan Anomaly, NPL
2.31366, 2060-2079, canesm2, Feb Anomaly, NPL
2.06257, 2060-2079, canesm2, Mar Anomaly, NPL
2.4262, 2060-2079, canesm2, Apr Anomaly, NPL
2.8563, 2060-2079, canesm2, May Anomaly, NPL
2.52682, 2060-2079, canesm2, Jun Anomaly, NPL
2.96542, 2060-2079, canesm2, Jul Anomaly, NPL
2.27027, 2060-2079, canesm2, Aug Anomaly, NPL
2.79004, 2060-2079, canesm2, Sep Anomaly, NPL
1.37067, 2060-2079, canesm2, Oct Anomaly, NPL
1.87719, 2060-2079, canesm2, Nov Anomaly, NPL
2.34079, 2060-2079, canesm2, Dec Anomaly, NPL
0.92596, 2060-2079, ccsm4, Jan Anomaly, NPL
0.51407, 2060-2079, ccsm4, Feb Anomaly, NPL
1.40091, 2060-2079, ccsm4, Mar Anomaly, NPL
1.71571, 2060-2079, ccsm4, Apr Anomaly, NPL
1.35634, 2060-2079, ccsm4, May Anomaly, NPL
1.59407, 2060-2079, ccsm4, Jun Anomaly, NPL
1.37304, 2060-2079, ccsm4, Jul Anomaly, NPL
1.17276, 2060-2079, ccsm4, Aug Anomaly, NPL
0.57036, 2060-2079, ccsm4, Sep Anomaly, NPL
1.13139, 2060-2079, ccsm4, Oct Anomaly, NPL
0.83048, 2060-2079, ccsm4, Nov Anomaly, NPL
0.51552, 2060-2079, ccsm4, Dec Anomaly, NPL
1.51664, 2060-2079, cesm1_cam5, Jan Anomaly, NPL
1.73415, 2060-2079, cesm1_cam5, Feb Anomaly, NPL
0.41921, 2060-2079, cesm1_cam5, Mar Anomaly, NPL
1.08473, 2060-2079, cesm1_cam5, Apr Anomaly, NPL
2.25315, 2060-2079, cesm1_cam5, May Anomaly, NPL
2.35411, 2060-2079, cesm1_cam5, Jun Anomaly, NPL
1.93611, 2060-2079, cesm1_cam5, Jul Anomaly, NPL
1.71894, 2060-2079, cesm1_cam5, Aug Anomaly, NPL
1.95756, 2060-2079, cesm1_cam5, Sep Anomaly, NPL
1.90321, 2060-2079, cesm1_cam5, Oct Anomaly, NPL
1.24293, 2060-2079, cesm1_cam5, Nov Anomaly, NPL
0.57513, 2060-2079, cesm1_cam5, Dec Anomaly, NPL
1.59029, 2060-2079, cnrm_cm5, Jan Anomaly, NPL
1.51297, 2060-2079, cnrm_cm5, Feb Anomaly, NPL
1.70262, 2060-2079, cnrm_cm5, Mar Anomaly, NPL
1.6484, 2060-2079, cnrm_cm5, Apr Anomaly, NPL
1.17216, 2060-2079, cnrm_cm5, May Anomaly, NPL
1.41091, 2060-2079, cnrm_cm5, Jun Anomaly, NPL
1.78727, 2060-2079, cnrm_cm5, Jul Anomaly, NPL
1.66347, 2060-2079, cnrm_cm5, Aug Anomaly, NPL
1.08177, 2060-2079, cnrm_cm5, Sep Anomaly, NPL
1.4019, 2060-2079, cnrm_cm5, Oct Anomaly, NPL
1.12756, 2060-2079, cnrm_cm5, Nov Anomaly, NPL
1.92114, 2060-2079, cnrm_cm5, Dec Anomaly, NPL
1.89943, 2060-2079, csiro_mk3_6_0, Jan Anomaly, NPL
2.36026, 2060-2079, csiro_mk3_6_0, Feb Anomaly, NPL
1.12399, 2060-2079, csiro_mk3_6_0, Mar Anomaly, NPL
1.97835, 2060-2079, csiro_mk3_6_0, Apr Anomaly, NPL
1.39608, 2060-2079, csiro_mk3_6_0, May Anomaly, NPL
1.96675, 2060-2079, csiro_mk3_6_0, Jun Anomaly, NPL
3.28451, 2060-2079, csiro_mk3_6_0, Jul Anomaly, NPL
1.56006, 2060-2079, csiro_mk3_6_0, Aug Anomaly, NPL
0.53532, 2060-2079, csiro_mk3_6_0, Sep Anomaly, NPL
0.68434, 2060-2079, csiro_mk3_6_0, Oct Anomaly, NPL
2.06356, 2060-2079, csiro_mk3_6_0, Nov Anomaly, NPL
2.41116, 2060-2079, csiro_mk3_6_0, Dec Anomaly, NPL
4.29224, 2060-2079, gfdl_cm3, Jan Anomaly, NPL
3.44147, 2060-2079, gfdl_cm3, Feb Anomaly, NPL
1.97379, 2060-2079, gfdl_cm3, Mar Anomaly, NPL
2.17338, 2060-2079, gfdl_cm3, Apr Anomaly, NPL
3.23118, 2060-2079, gfdl_cm3, May Anomaly, NPL
2.90558, 2060-2079, gfdl_cm3, Jun Anomaly, NPL
2.50279, 2060-2079, gfdl_cm3, Jul Anomaly, NPL
2.58117, 2060-2079, gfdl_cm3, Aug Anomaly, NPL
2.41027, 2060-2079, gfdl_cm3, Sep Anomaly, NPL
2.93095, 2060-2079, gfdl_cm3, Oct Anomaly, NPL
3.21575, 2060-2079, gfdl_cm3, Nov Anomaly, NPL
3.83057, 2060-2079, gfdl_cm3, Dec Anomaly, NPL
1.06265, 2060-2079, gfdl_esm2g, Jan Anomaly, NPL
1.16103, 2060-2079, gfdl_esm2g, Feb Anomaly, NPL
0.76098, 2060-2079, gfdl_esm2g, Mar Anomaly, NPL
1.14635, 2060-2079, gfdl_esm2g, Apr Anomaly, NPL
0.36215, 2060-2079, gfdl_esm2g, May Anomaly, NPL
1.59694, 2060-2079, gfdl_esm2g, Jun Anomaly, NPL
0.82285, 2060-2079, gfdl_esm2g, Jul Anomaly, NPL
1.25704, 2060-2079, gfdl_esm2g, Aug Anomaly, NPL
0.90245, 2060-2079, gfdl_esm2g, Sep Anomaly, NPL
1.61115, 2060-2079, gfdl_esm2g, Oct Anomaly, NPL
0.69556, 2060-2079, gfdl_esm2g, Nov Anomaly, NPL
0.41991, 2060-2079, gfdl_esm2g, Dec Anomaly, NPL
0.98557, 2060-2079, gfdl_esm2m, Jan Anomaly, NPL
0.87635, 2060-2079, gfdl_esm2m, Feb Anomaly, NPL
1.02298, 2060-2079, gfdl_esm2m, Mar Anomaly, NPL
0.78455, 2060-2079, gfdl_esm2m, Apr Anomaly, NPL
1.33338, 2060-2079, gfdl_esm2m, May Anomaly, NPL
1.58897, 2060-2079, gfdl_esm2m, Jun Anomaly, NPL
1.76214, 2060-2079, gfdl_esm2m, Jul Anomaly, NPL
1.95788, 2060-2079, gfdl_esm2m, Aug Anomaly, NPL
1.32079, 2060-2079, gfdl_esm2m, Sep Anomaly, NPL
1.22577, 2060-2079, gfdl_esm2m, Oct Anomaly, NPL
1.87003, 2060-2079, gfdl_esm2m, Nov Anomaly, NPL
0.1709, 2060-2079, gfdl_esm2m, Dec Anomaly, NPL
0.25645, 2060-2079, hadgem2_ao, Jan Anomaly, NPL
1.12547, 2060-2079, hadgem2_ao, Feb Anomaly, NPL
1.56728, 2060-2079, hadgem2_ao, Mar Anomaly, NPL
1.31982, 2060-2079, hadgem2_ao, Apr Anomaly, NPL
1.43689, 2060-2079, hadgem2_ao, May Anomaly, NPL
1.39499, 2060-2079, hadgem2_ao, Jun Anomaly, NPL
0.35339, 2060-2079, hadgem2_ao, Jul Anomaly, NPL
0.73989, 2060-2079, hadgem2_ao, Aug Anomaly, NPL
0.80288, 2060-2079, hadgem2_ao, Sep Anomaly, NPL
1.05255, 2060-2079, hadgem2_ao, Oct Anomaly, NPL
1.7137, 2060-2079, hadgem2_ao, Nov Anomaly, NPL
1.61488, 2060-2079, hadgem2_ao, Dec Anomaly, NPL
2.57894, 2060-2079, hadgem2_es, Jan Anomaly, NPL
2.74648, 2060-2079, hadgem2_es, Feb Anomaly, NPL
1.39293, 2060-2079, hadgem2_es, Mar Anomaly, NPL
1.27185, 2060-2079, hadgem2_es, Apr Anomaly, NPL
1.77321, 2060-2079, hadgem2_es, May Anomaly, NPL
2.61595, 2060-2079, hadgem2_es, Jun Anomaly, NPL
1.45164, 2060-2079, hadgem2_es, Jul Anomaly, NPL
1.40644, 2060-2079, hadgem2_es, Aug Anomaly, NPL
1.53231, 2060-2079, hadgem2_es, Sep Anomaly, NPL
1.86807, 2060-2079, hadgem2_es, Oct Anomaly, NPL
2.3217, 2060-2079, hadgem2_es, Nov Anomaly, NPL
1.88303, 2060-2079, hadgem2_es, Dec Anomaly, NPL
1.43759, 2060-2079, ipsl_cm5a_lr, Jan Anomaly, NPL
1.96681, 2060-2079, ipsl_cm5a_lr, Feb Anomaly, NPL
1.52272, 2060-2079, ipsl_cm5a_lr, Mar Anomaly, NPL
2.4592, 2060-2079, ipsl_cm5a_lr, Apr Anomaly, NPL
1.73311, 2060-2079, ipsl_cm5a_lr, May Anomaly, NPL
1.44236, 2060-2079, ipsl_cm5a_lr, Jun Anomaly, NPL
1.52952, 2060-2079, ipsl_cm5a_lr, Jul Anomaly, NPL
0.71354, 2060-2079, ipsl_cm5a_lr, Aug Anomaly, NPL
1.66332, 2060-2079, ipsl_cm5a_lr, Sep Anomaly, NPL
1.23653, 2060-2079, ipsl_cm5a_lr, Oct Anomaly, NPL
3.14629, 2060-2079, ipsl_cm5a_lr, Nov Anomaly, NPL
2.08258, 2060-2079, ipsl_cm5a_lr, Dec Anomaly, NPL
0.81887, 2060-2079, ipsl_cm5a_mr, Jan Anomaly, NPL
1.90572, 2060-2079, ipsl_cm5a_mr, Feb Anomaly, NPL
1.99869, 2060-2079, ipsl_cm5a_mr, Mar Anomaly, NPL
2.66646, 2060-2079, ipsl_cm5a_mr, Apr Anomaly, NPL
1.46476, 2060-2079, ipsl_cm5a_mr, May Anomaly, NPL
1.08218, 2060-2079, ipsl_cm5a_mr, Jun Anomaly, NPL
1.64777, 2060-2079, ipsl_cm5a_mr, Jul Anomaly, NPL
1.64793, 2060-2079, ipsl_cm5a_mr, Aug Anomaly, NPL
1.32266, 2060-2079, ipsl_cm5a_mr, Sep Anomaly, NPL
1.23771, 2060-2079, ipsl_cm5a_mr, Oct Anomaly, NPL
1.90121, 2060-2079, ipsl_cm5a_mr, Nov Anomaly, NPL
1.231, 2060-2079, ipsl_cm5a_mr, Dec Anomaly, NPL
1.8071, 2060-2079, miroc5, Jan Anomaly, NPL
1.99715, 2060-2079, miroc5, Feb Anomaly, NPL
1.17033, 2060-2079, miroc5, Mar Anomaly, NPL
2.34965, 2060-2079, miroc5, Apr Anomaly, NPL
2.30671, 2060-2079, miroc5, May Anomaly, NPL
2.4975, 2060-2079, miroc5, Jun Anomaly, NPL
0.74403, 2060-2079, miroc5, Jul Anomaly, NPL
1.21, 2060-2079, miroc5, Aug Anomaly, NPL
0.8819, 2060-2079, miroc5, Sep Anomaly, NPL
1.37337, 2060-2079, miroc5, Oct Anomaly, NPL
1.57195, 2060-2079, miroc5, Nov Anomaly, NPL
1.72735, 2060-2079, miroc5, Dec Anomaly, NPL
3.2825, 2060-2079, miroc_esm_chem, Jan Anomaly, NPL
2.75286, 2060-2079, miroc_esm_chem, Feb Anomaly, NPL
1.64928, 2060-2079, miroc_esm_chem, Mar Anomaly, NPL
3.11219, 2060-2079, miroc_esm_chem, Apr Anomaly, NPL
3.14908, 2060-2079, miroc_esm_chem, May Anomaly, NPL
2.4323, 2060-2079, miroc_esm_chem, Jun Anomaly, NPL
0.62618, 2060-2079, miroc_esm_chem, Jul Anomaly, NPL
1.10644, 2060-2079, miroc_esm_chem, Aug Anomaly, NPL
1.45648, 2060-2079, miroc_esm_chem, Sep Anomaly, NPL
1.92983, 2060-2079, miroc_esm_chem, Oct Anomaly, NPL
1.70485, 2060-2079, miroc_esm_chem, Nov Anomaly, NPL
2.34492, 2060-2079, miroc_esm_chem, Dec Anomaly, NPL
1.85802, 2060-2079, miroc_esm, Jan Anomaly, NPL
2.18865, 2060-2079, miroc_esm, Feb Anomaly, NPL
2.19004, 2060-2079, miroc_esm, Mar Anomaly, NPL
2.89431, 2060-2079, miroc_esm, Apr Anomaly, NPL
2.36124, 2060-2079, miroc_esm, May Anomaly, NPL
1.24241, 2060-2079, miroc_esm, Jun Anomaly, NPL
-0.168, 2060-2079, miroc_esm, Jul Anomaly, NPL
0.27269, 2060-2079, miroc_esm, Aug Anomaly, NPL
1.05324, 2060-2079, miroc_esm, Sep Anomaly, NPL
2.02859, 2060-2079, miroc_esm, Oct Anomaly, NPL
1.87106, 2060-2079, miroc_esm, Nov Anomaly, NPL
1.76422, 2060-2079, miroc_esm, Dec Anomaly, NPL
0.8209, 2060-2079, mpi_esm_lr, Jan Anomaly, NPL
1.05403, 2060-2079, mpi_esm_lr, Feb Anomaly, NPL
2.21584, 2060-2079, mpi_esm_lr, Mar Anomaly, NPL
1.19273, 2060-2079, mpi_esm_lr, Apr Anomaly, NPL
1.12009, 2060-2079, mpi_esm_lr, May Anomaly, NPL
1.11193, 2060-2079, mpi_esm_lr, Jun Anomaly, NPL
1.79332, 2060-2079, mpi_esm_lr, Jul Anomaly, NPL
1.66183, 2060-2079, mpi_esm_lr, Aug Anomaly, NPL
1.14222, 2060-2079, mpi_esm_lr, Sep Anomaly, NPL
0.97232, 2060-2079, mpi_esm_lr, Oct Anomaly, NPL
1.09582, 2060-2079, mpi_esm_lr, Nov Anomaly, NPL
0.92187, 2060-2079, mpi_esm_lr, Dec Anomaly, NPL
0.94832, 2060-2079, mpi_esm_mr, Jan Anomaly, NPL
1.45884, 2060-2079, mpi_esm_mr, Feb Anomaly, NPL
1.01075, 2060-2079, mpi_esm_mr, Mar Anomaly, NPL
1.1489, 2060-2079, mpi_esm_mr, Apr Anomaly, NPL
1.37207, 2060-2079, mpi_esm_mr, May Anomaly, NPL
1.13957, 2060-2079, mpi_esm_mr, Jun Anomaly, NPL
2.09532, 2060-2079, mpi_esm_mr, Jul Anomaly, NPL
1.59797, 2060-2079, mpi_esm_mr, Aug Anomaly, NPL
0.96109, 2060-2079, mpi_esm_mr, Sep Anomaly, NPL
1.32043, 2060-2079, mpi_esm_mr, Oct Anomaly, NPL
0.74193, 2060-2079, mpi_esm_mr, Nov Anomaly, NPL
0.91224, 2060-2079, mpi_esm_mr, Dec Anomaly, NPL
0.20794, 2060-2079, mri_cgcm3, Jan Anomaly, NPL
1.20728, 2060-2079, mri_cgcm3, Feb Anomaly, NPL
0.47229, 2060-2079, mri_cgcm3, Mar Anomaly, NPL
1.10896, 2060-2079, mri_cgcm3, Apr Anomaly, NPL
0.53585, 2060-2079, mri_cgcm3, May Anomaly, NPL
1.59016, 2060-2079, mri_cgcm3, Jun Anomaly, NPL
1.72995, 2060-2079, mri_cgcm3, Jul Anomaly, NPL
0.74649, 2060-2079, mri_cgcm3, Aug Anomaly, NPL
0.94589, 2060-2079, mri_cgcm3, Sep Anomaly, NPL
0.78149, 2060-2079, mri_cgcm3, Oct Anomaly, NPL
0.88364, 2060-2079, mri_cgcm3, Nov Anomaly, NPL
1.63626, 2060-2079, mri_cgcm3, Dec Anomaly, NPL
1.25103, 2060-2079, noresm1_m, Jan Anomaly, NPL
1.57675, 2060-2079, noresm1_m, Feb Anomaly, NPL
0.66885, 2060-2079, noresm1_m, Mar Anomaly, NPL
0.98096, 2060-2079, noresm1_m, Apr Anomaly, NPL
2.03621, 2060-2079, noresm1_m, May Anomaly, NPL
1.0781, 2060-2079, noresm1_m, Jun Anomaly, NPL
0.98206, 2060-2079, noresm1_m, Jul Anomaly, NPL
0.66123, 2060-2079, noresm1_m, Aug Anomaly, NPL
0.98118, 2060-2079, noresm1_m, Sep Anomaly, NPL
0.55877, 2060-2079, noresm1_m, Oct Anomaly, NPL
1.15886, 2060-2079, noresm1_m, Nov Anomaly, NPL
1.1774, 2060-2079, noresm1_m, Dec Anomaly, NPL
-1.0182, 2060-2079, Ensemble (10th Percentile), Jan Anomaly, NPL
-0.4732, 2060-2079, Ensemble (10th Percentile), Feb Anomaly, NPL
-0.332, 2060-2079, Ensemble (10th Percentile), Mar Anomaly, NPL
-0.4264, 2060-2079, Ensemble (10th Percentile), Apr Anomaly, NPL
-1.249, 2060-2079, Ensemble (10th Percentile), May Anomaly, NPL
-0.7583, 2060-2079, Ensemble (10th Percentile), Jun Anomaly, NPL
-1.2242, 2060-2079, Ensemble (10th Percentile), Jul Anomaly, NPL
-0.8384, 2060-2079, Ensemble (10th Percentile), Aug Anomaly, NPL
-0.7628, 2060-2079, Ensemble (10th Percentile), Sep Anomaly, NPL
-0.4569, 2060-2079, Ensemble (10th Percentile), Oct Anomaly, NPL
-0.3807, 2060-2079, Ensemble (10th Percentile), Nov Anomaly, NPL
-0.5824, 2060-2079, Ensemble (10th Percentile), Dec Anomaly, NPL
1.36004, 2060-2079, Ensemble (50th Percentile), Jan Anomaly, NPL
1.64377, 2060-2079, Ensemble (50th Percentile), Feb Anomaly, NPL
1.64347, 2060-2079, Ensemble (50th Percentile), Mar Anomaly, NPL
1.88214, 2060-2079, Ensemble (50th Percentile), Apr Anomaly, NPL
1.92746, 2060-2079, Ensemble (50th Percentile), May Anomaly, NPL
1.90437, 2060-2079, Ensemble (50th Percentile), Jun Anomaly, NPL
1.42437, 2060-2079, Ensemble (50th Percentile), Jul Anomaly, NPL
1.34845, 2060-2079, Ensemble (50th Percentile), Aug Anomaly, NPL
1.31799, 2060-2079, Ensemble (50th Percentile), Sep Anomaly, NPL
1.59151, 2060-2079, Ensemble (50th Percentile), Oct Anomaly, NPL
1.68057, 2060-2079, Ensemble (50th Percentile), Nov Anomaly, NPL
1.62525, 2060-2079, Ensemble (50th Percentile), Dec Anomaly, NPL
3.57697, 2060-2079, Ensemble (90th Percentile), Jan Anomaly, NPL
3.47964, 2060-2079, Ensemble (90th Percentile), Feb Anomaly, NPL
3.83045, 2060-2079, Ensemble (90th Percentile), Mar Anomaly, NPL
3.61767, 2060-2079, Ensemble (90th Percentile), Apr Anomaly, NPL
3.61574, 2060-2079, Ensemble (90th Percentile), May Anomaly, NPL
4.68585, 2060-2079, Ensemble (90th Percentile), Jun Anomaly, NPL
5.86581, 2060-2079, Ensemble (90th Percentile), Jul Anomaly, NPL
4.19079, 2060-2079, Ensemble (90th Percentile), Aug Anomaly, NPL
3.92206, 2060-2079, Ensemble (90th Percentile), Sep Anomaly, NPL
3.952, 2060-2079, Ensemble (90th Percentile), Oct Anomaly, NPL
3.62677, 2060-2079, Ensemble (90th Percentile), Nov Anomaly, NPL
3.72325, 2060-2079, Ensemble (90th Percentile), Dec Anomaly, NPL
1.18176, 2060-2079, bcc_csm1_1_m, Annual Anomaly, NPL
1.26731, 2060-2079, bcc_csm1_1, Annual Anomaly, NPL
2.07743, 2060-2079, bnu_esm, Annual Anomaly, NPL
2.59855, 2060-2079, canesm2, Annual Anomaly, NPL
1.59913, 2060-2079, ccsm4, Annual Anomaly, NPL
1.99571, 2060-2079, cesm1_cam5, Annual Anomaly, NPL
1.43989, 2060-2079, cnrm_cm5, Annual Anomaly, NPL
2.19523, 2060-2079, csiro_mk3_6_0, Annual Anomaly, NPL
3.07446, 2060-2079, gfdl_cm3, Annual Anomaly, NPL
0.97007, 2060-2079, gfdl_esm2g, Annual Anomaly, NPL
1.44432, 2060-2079, gfdl_esm2m, Annual Anomaly, NPL
0.95691, 2060-2079, hadgem2_ao, Annual Anomaly, NPL
1.90888, 2060-2079, hadgem2_es, Annual Anomaly, NPL
1.35579, 2060-2079, ipsl_cm5a_lr, Annual Anomaly, NPL
1.41297, 2060-2079, ipsl_cm5a_mr, Annual Anomaly, NPL
2.12037, 2060-2079, miroc5, Annual Anomaly, NPL
2.36838, 2060-2079, miroc_esm_chem, Annual Anomaly, NPL
1.54987, 2060-2079, miroc_esm, Annual Anomaly, NPL
1.50631, 2060-2079, mpi_esm_lr, Annual Anomaly, NPL
1.33617, 2060-2079, mpi_esm_mr, Annual Anomaly, NPL
1.5657, 2060-2079, mri_cgcm3, Annual Anomaly, NPL
1.29526, 2060-2079, noresm1_m, Annual Anomaly, NPL
-1.1941, 2060-2079, Ensemble (10th Percentile), Annual Anomaly, NPL
1.99227, 2060-2079, Ensemble (50th Percentile), Annual Anomaly, NPL
4.55596, 2060-2079, Ensemble (90th Percentile), Annual Anomaly, NPL
